Date,IRELAND IMI VALUE
1994-05-31,81.2598247280327
1994-06-30,81.3502240085781
1994-07-29,86.36466607440566
1994-08-31,91.25143610875121
1994-09-30,89.94560658321856
1994-10-31,94.19013200159004
1994-11-30,90.49995787017788
1994-12-30,93.35607318841791
1995-01-31,91.50427621285638
1995-02-28,96.56758452842841
1995-03-31,100.39423942055005
1995-04-28,104.83440473265306
1995-05-31,108.16002366578797
1995-06-30,112.41879753621934
1995-07-31,115.82299111181887
1995-08-31,114.33587366277888
1995-09-29,119.85802167663323
1995-10-31,120.32770658736777
1995-11-30,123.26466123102483
1995-12-29,123.86108419971936
1996-01-31,125.68054771306106
1996-02-29,124.178431924587
1996-03-29,124.33592862609648
1996-04-30,129.93014482605153
1996-05-31,133.4880729534549
1996-06-28,133.59701546224767
1996-07-31,131.904160216287
1996-08-30,138.53428387022376
1996-09-30,144.79863580723136
1996-10-31,151.97164627420176
1996-11-29,158.88530935365827
1996-12-31,162.8322302837436
1997-01-01,162.8322302837436
1997-01-02,161.72740326155727
1997-01-03,162.34732010080978
1997-01-06,162.457886383947
1997-01-07,163.86669149256568
1997-01-08,164.15972433624427
1997-01-09,164.56030042567045
1997-01-10,163.75546268458254
1997-01-13,164.85005052033907
1997-01-14,165.47619777492292
1997-01-15,166.67047774422593
1997-01-16,165.89905588141298
1997-01-17,165.3889322530703
1997-01-20,164.25563679917676
1997-01-21,161.8181043733059
1997-01-22,164.77184137445005
1997-01-23,162.14043362792168
1997-01-24,161.31154855824414
1997-01-27,159.95078366087208
1997-01-28,157.9443018944578
1997-01-29,159.97540310590605
1997-01-30,162.18185189768553
1997-01-31,163.70612914791272
1997-02-03,164.5192916454598
1997-02-04,165.3733892538814
1997-02-05,167.9367167521563
1997-02-06,169.1396044023052
1997-02-07,169.05821638898811
1997-02-10,173.15261207273795
1997-02-11,172.69391899262413
1997-02-12,170.99723791367114
1997-02-13,172.23938903539337
1997-02-14,173.9779269299383
1997-02-17,173.0943035945183
1997-02-18,172.1282751349662
1997-02-19,174.59082734506399
1997-02-20,174.390357743356
1997-02-21,175.48355789177901
1997-02-24,177.7237880347847
1997-02-25,179.33499797869533
1997-02-26,178.0383362696837
1997-02-27,176.98000799010322
1997-02-28,176.9206265273129
1997-03-03,174.67630450424602
1997-03-04,173.61831506231624
1997-03-05,173.31967575782238
1997-03-06,174.8111211372433
1997-03-07,174.52669313380423
1997-03-10,174.3653078793285
1997-03-11,176.47240844395955
1997-03-12,176.88823069387362
1997-03-13,176.71870769303945
1997-03-14,176.17718193839517
1997-03-17,175.46719905205737
1997-03-18,173.55345851320493
1997-03-19,171.90541251214034
1997-03-20,167.64657281362292
