Date,NEW ZEALAND IMI VALUE
1994-05-31,405.22186136715914
1994-06-30,387.7738287141041
1994-07-29,395.4383108706319
1994-08-31,420.51458179698153
1994-09-30,405.136053059353
1994-10-31,420.5987555334726
1994-11-30,404.7102241800143
1994-12-30,397.75237568809274
1995-01-31,402.0323002761372
1995-02-28,410.4786155792798
1995-03-31,425.95569930939064
1995-04-28,469.98560897837626
1995-05-31,454.48382215369867
1995-06-30,450.40584827654044
1995-07-31,470.21718029768755
1995-08-31,453.7256065124251
1995-09-29,464.6977893421928
1995-10-31,489.9584958441679
1995-11-30,486.4979507005112
1995-12-29,498.07678650781014
1996-01-31,506.69090960743046
1996-02-29,511.5121756844831
1996-03-29,531.2670444344893
1996-04-30,538.6744962038221
1996-05-31,505.6874280063398
1996-06-28,531.2693715530315
1996-07-31,548.8794724877755
1996-08-30,569.741148108416
1996-09-30,562.9730415337256
1996-10-31,590.5908034201759
1996-11-29,604.5656736540225
1996-12-31,609.2817549876443
1997-01-01,609.2817549876443
1997-01-02,610.1440885167473
1997-01-03,613.3726141113764
1997-01-06,620.2219235923857
1997-01-07,626.1312029145239
1997-01-08,621.9556169536489
1997-01-09,622.1321009716294
1997-01-10,621.3021971793054
1997-01-13,617.7262778762397
1997-01-14,619.3633540014051
1997-01-15,625.2914027443769
1997-01-16,627.6313598371686
1997-01-17,629.5201511024517
1997-01-20,629.619097683082
1997-01-21,625.616810093333
1997-01-22,624.2718400023833
1997-01-23,615.8502329264669
1997-01-24,607.0175481093202
1997-01-27,602.1319745664726
1997-01-28,598.7991911416835
1997-01-29,603.790045350577
1997-01-30,606.5789346932645
1997-01-31,603.6744070131269
1997-02-03,601.0898750266168
1997-02-04,593.8374100201559
1997-02-05,593.2737358114596
1997-02-06,591.5991555337838
1997-02-07,586.6468425096995
1997-02-10,588.106231516485
1997-02-11,586.4727251479198
1997-02-12,589.8351048434047
1997-02-13,599.8634997491707
1997-02-14,597.2164865675074
1997-02-17,598.3625435108198
1997-02-18,595.9927279531247
1997-02-19,596.2547975838996
1997-02-20,598.3881037885133
1997-02-21,594.3591860150981
1997-02-24,597.4909358884055
1997-02-25,595.5644793467892
1997-02-26,593.3311367665043
1997-02-27,585.4833979945628
1997-02-28,588.767054871575
1997-03-03,596.9256542334598
1997-03-04,599.8392038762298
1997-03-05,596.9950419246833
1997-03-06,598.171289322469
1997-03-07,600.7371239496587
1997-03-10,598.6074646361883
1997-03-11,596.8713270937518
1997-03-12,595.8758922052623
1997-03-13,585.761368951738
1997-03-14,578.7040070898955
1997-03-17,577.760338224078
1997-03-18,572.0604912259556
1997-03-19,567.5357008585473
1997-03-20,566.5593097112344
1997-03-21,573.7683672331063
1997-03-24,571.638848008669
1997-03-25,571.300982787602
1997-03-26,565.2161543421437
1997-03-27,578.7325271761454
1997-03-28,578.4410581718838
1997-03-31,578.6076118886048
1997-04-01,572.2737039282904
1997-04-02,574.6376478057612
1997-04-03,573.0988182435893
1997-04-04,570.2022318862804
1997-04-07,568.4689032205079
1997-04-08,569.291542005399
1997-04-09,571.8840114792511
1997-04-10,572.4808362089077
1997-04-11,574.9837868691028
1997-04-14,571.7737306806962
1997-04-15,571.3591334400093
1997-04-16,573.7521056546776
1997-04-17,575.5104137891033
1997-04-18,579.3186125897395
1997-04-21,580.4340631993557
1997-04-22,580.9798079059595
1997-04-23,581.5636825913468
1997-04-24,580.6637513477419
1997-04-25,581.8382500140525
1997-04-28,579.5165410457657
1997-04-29,580.65676614582
1997-04-30,583.9783640023128
1997-05-01,582.961961695839
1997-05-02,586.6804375584196
1997-05-05,585.708305122041
1997-05-06,592.8354558085899
1997-05-07,593.7797847118744
1997-05-08,592.6039660621785
1997-05-09,592.0978221364879
1997-05-12,595.4065993342066
1997-05-13,595.8530031077227
1997-05-14,597.4698078842678
1997-05-15,600.060997979055
1997-05-16,598.2007142556557
1997-05-19,594.3810947175529
1997-05-20,588.61001894955
1997-05-21,591.7887237837497
1997-05-22,593.9299621380143
1997-05-23,589.677691303616
1997-05-26,592.8575963425527
1997-05-27,592.9151070661268
1997-05-28,595.6480203681483
1997-05-29,597.9486654870557
1997-05-30,603.4245783553587
1997-06-02,601.4150561223646
1997-06-03,598.5609707885723
1997-06-04,602.7772633710875
1997-06-05,601.6994816594632
1997-06-06,605.5950198914776
1997-06-09,605.459681798955
1997-06-10,606.0808164475565
1997-06-11,610.9995629983315
1997-06-12,610.0569855879146
1997-06-13,605.4971042821298
1997-06-16,607.5413601064745
1997-06-17,606.3810550786045
