Date,FRANCE IMI VALUE
1994-05-31,177.56204453388943
1994-06-30,172.57067597006474
1994-07-29,187.14002822013617
1994-08-31,187.07849800523508
1994-09-30,173.4861227489554
1994-10-31,178.4947579395243
1994-11-30,177.13594878364486
1994-12-30,171.5243319343472
1995-01-31,165.57175505518302
1995-02-28,167.26653495251932
1995-03-31,182.97852140061454
1995-04-28,184.06875675527755
1995-05-31,188.20426968341417
1995-06-30,187.845409335017
1995-07-31,195.30100783393408
1995-08-31,180.46164705281046
1995-09-29,174.5420443617748
1995-10-31,176.08151357821018
1995-11-30,176.50968900528454
1995-12-29,181.51140225464422
1996-01-31,184.2661979125017
1996-02-29,188.0602196051591
1996-03-29,190.4457188279291
1996-04-30,191.95669096457044
1996-05-31,191.61815350492293
1996-06-28,193.3365393945483
1996-07-31,188.97509127487857
1996-08-30,186.8671942866858
1996-09-30,192.470275606494
1996-10-31,194.9213383312519
1996-11-29,203.11281494666596
1996-12-31,204.2590792475404
1997-01-01,204.2590792475404
1997-01-02,201.77526416218979
1997-01-03,201.45210028816157
1997-01-06,201.5722885353829
1997-01-07,201.99375246393797
1997-01-08,202.48570824903535
1997-01-09,203.24793011668325
1997-01-10,201.28817346717028
1997-01-13,204.04261516087277
1997-01-14,205.92205279346018
1997-01-15,206.47628619058932
1997-01-16,207.55635014995195
1997-01-17,206.09467586343033
1997-01-20,204.0505065944729
1997-01-21,204.13404785442842
1997-01-22,204.8861560785215
1997-01-23,206.76077498284596
1997-01-24,206.67519034117737
1997-01-27,206.03988898017056
1997-01-28,207.56143039147975
1997-01-29,207.93010651317152
1997-01-30,211.14093548918714
1997-01-31,212.43893357836205
1997-02-03,211.301817861934
1997-02-04,211.10721078093476
1997-02-05,213.11072662827215
1997-02-06,214.5372715005452
1997-02-07,213.42332374711415
1997-02-10,213.0094827359639
1997-02-11,211.38009503646083
1997-02-12,212.01307823362964
1997-02-13,213.46863329941797
1997-02-14,213.36356660068503
1997-02-17,211.96531464265135
1997-02-18,211.70071303059942
1997-02-19,210.18619446096776
1997-02-20,209.8865954453397
1997-02-21,210.5202439723229
1997-02-24,213.03371618814128
1997-02-25,215.0390608844377
1997-02-26,213.66034004679756
1997-02-27,214.70445230048216
1997-02-28,213.56281666282453
1997-03-03,212.92411047119614
1997-03-04,214.5978253526514
1997-03-05,215.44847762179407
1997-03-06,217.16443395129215
1997-03-07,218.07691293069848
1997-03-10,220.22612721562524
1997-03-11,219.00324992001495
1997-03-12,216.43003423909732
1997-03-13,215.87351207343855
1997-03-14,215.93423539544466
1997-03-17,213.72942860445966
1997-03-18,215.01632385940866
1997-03-19,215.81751761787947
1997-03-20,212.1388814415053
1997-03-21,214.44872974229781
1997-03-24,213.18533763587186
1997-03-25,215.87054221367015
1997-03-26,216.44729118127822
1997-03-27,219.51646521612668
1997-03-28,219.78864930194953
1997-03-31,220.45248638787527
1997-04-01,215.5310194828252
1997-04-02,212.1595735296088
1997-04-03,211.59293346426787
1997-04-04,210.87672265765235
1997-04-07,208.72887898633806
1997-04-08,208.48297042564045
1997-04-09,209.40318557690304
1997-04-10,208.9413504404457
1997-04-11,206.28348211528964
1997-04-14,205.95659196823036
1997-04-15,207.63617000693623
1997-04-16,208.27795159642838
1997-04-17,208.27386094055126
1997-04-18,206.35142174248793
1997-04-21,205.91740879592044
1997-04-22,203.20094284631418
1997-04-23,204.0052918642241
1997-04-24,205.07124220578842
1997-04-25,204.19396055175864
1997-04-28,204.52095764223134
1997-04-29,207.13554465323975
1997-04-30,208.01468565179601
1997-05-01,209.13807245544527
1997-05-02,209.5315240845995
1997-05-05,209.9923165723673
1997-05-06,210.26328296672617
1997-05-07,210.81749439630607
1997-05-08,212.24078735464698
1997-05-09,213.72094727680218
1997-05-12,216.51271426145323
1997-05-13,218.87851743998272
1997-05-14,222.20124317411762
1997-05-15,223.2700721117438
1997-05-16,224.43721600180066
1997-05-19,222.81875347513494
1997-05-20,222.71729831122806
1997-05-21,224.49703808489724
1997-05-22,222.86934551265256
1997-05-23,225.09079076614532
1997-05-26,216.4430628667319
1997-05-27,216.67564188618758
1997-05-28,210.86335308269994
1997-05-29,209.1693690452661
1997-05-30,210.16720193749552
1997-06-02,206.94178024962486
1997-06-03,209.346595610548
1997-06-04,209.435967360329
1997-06-05,212.53917384938234
1997-06-06,213.68102584993616
1997-06-09,214.32599006591497
1997-06-10,211.69015558690884
1997-06-11,213.60719790688407
1997-06-12,216.30842215472526
1997-06-13,217.44748198495185
1997-06-16,218.11969842436304
1997-06-17,216.01336761187028
1997-06-18,217.05233452393344
1997-06-19,216.8161814876359
1997-06-20,215.62827162918128
1997-06-23,217.63815415663683
1997-06-24,219.03128114965372
1997-06-25,224.3843513821973
1997-06-26,225.49505296055534
1997-06-27,224.36515789203062
1997-06-30,222.07041233978705
1997-07-01,226.86647865129987
1997-07-02,224.38493673214455
1997-07-03,226.30803924025892
1997-07-04,226.68042963769082
1997-07-07,229.1861245232999
1997-07-08,226.7164216734202
1997-07-09,226.89160208074546
1997-07-10,227.55299524603475
1997-07-11,226.35890591978787
1997-07-14,223.70070507289657
1997-07-15,222.9314690008303
1997-07-16,225.44965342486904
1997-07-17,225.8116273296265
1997-07-18,221.76135846618146
1997-07-21,220.2738278236063
1997-07-22,221.48284636927778
1997-07-23,224.57589448107828
1997-07-24,222.22763496170438
1997-07-25,225.06137279587196
1997-07-28,225.14290024860998
1997-07-29,227.0306171938931
1997-07-30,229.01392139257024
1997-07-31,230.20277597818128
1997-08-01,227.17172171230283
1997-08-04,223.19830375424985
1997-08-05,220.4865910477985
1997-08-06,223.44034422720506
1997-08-07,225.20573911382877
1997-08-08,225.09763033382762
1997-08-11,224.30956325856653
1997-08-12,224.2775278963514
1997-08-13,223.85978346294968
1997-08-14,221.46632085635378
1997-08-15,224.8730779545603
1997-08-18,220.96199548061765
1997-08-19,223.1902431279972
1997-08-20,223.5463010140065
1997-08-21,224.39089330774493
1997-08-22,225.1048636446183
1997-08-25,224.50780643150955
1997-08-26,224.76854998795173
1997-08-27,223.6433838052433
1997-08-28,223.35362475081962
1997-08-29,219.6794766687865
1997-09-01,219.57949575031301
1997-09-02,222.83423021638768
1997-09-03,225.60233777205332
1997-09-04,227.76155940464437
1997-09-05,229.53133432999294
1997-09-08,230.51676240873428
1997-09-09,229.59153578977987
1997-09-10,228.07317618527128
1997-09-11,228.06549523471318
1997-09-12,230.72575078705992
1997-09-15,234.469223659821
1997-09-16,236.08782774305627
1997-09-17,236.3832850941911
1997-09-18,238.5346852062596
1997-09-19,238.01892581884965
1997-09-22,236.82576983603454
1997-09-23,234.67412470949048
1997-09-24,240.39156308421983
1997-09-25,240.4274267078333
1997-09-26,240.59705256829912
1997-09-29,240.08229673603813
1997-09-30,240.63836443729673
1997-10-01,242.24904666638002
1997-10-02,242.81491926662005
1997-10-03,246.40750391439053
1997-10-06,246.08642292086452
1997-10-07,247.16565654942008
1997-10-08,246.74924650032543
1997-10-09,244.8800364881103
1997-10-10,242.5922449343798
1997-10-13,246.47540511524937
1997-10-14,246.54269974822498
1997-10-15,245.49075223214177
1997-10-16,246.84923259170367
1997-10-17,241.7806261170816
1997-10-20,241.8758706724206
1997-10-21,242.76388208697605
1997-10-22,241.58183677848982
1997-10-23,235.8059720780765
1997-10-24,234.2781661230709
1997-10-27,230.07028672608095
1997-10-28,223.90090268162186
1997-10-29,233.087789329278
1997-10-30,230.87401524255662
1997-10-31,231.75819288600405
1997-11-03,231.99304578420274
1997-11-04,234.04869943226095
1997-11-05,235.5077051056784
1997-11-06,233.05261915859577
1997-11-07,229.9194014198397
1997-11-10,229.07155420081773
1997-11-11,229.1115143498279
1997-11-12,227.27454097647404
1997-11-13,227.19254300783908
1997-11-14,225.81679972295595
1997-11-17,230.07298277269516
1997-11-18,231.29527708478008
1997-11-19,231.27417717740346
1997-11-20,232.96007733988228
1997-11-21,233.09930517750158
1997-11-24,230.69334752146284
1997-11-25,228.92356360881385
1997-11-26,228.29141869935773
1997-11-27,229.04214367381337
1997-11-28,231.12249530500597
1997-12-01,232.245069881188
1997-12-02,232.25524627473612
1997-12-03,233.49323510310103
