Date,CANADA IMI VALUE
1998-05-29,293.5718890564024
1998-06-01,289.90947171603017
1998-06-02,291.06220437665075
1998-06-03,289.6353762338432
1998-06-04,289.9288919435363
1998-06-05,290.2936360652534
1998-06-08,291.46963515328355
1998-06-09,290.8033020530834
1998-06-10,285.34216892158724
1998-06-11,280.66814286856163
1998-06-12,280.903396647608
1998-06-15,274.4600046640982
1998-06-16,277.1488925951958
1998-06-17,280.3108944410085
1998-06-18,276.66258739308245
1998-06-19,275.9802376291815
1998-06-22,274.2272719991945
1998-06-23,276.45719575407355
1998-06-24,278.8078506343771
1998-06-25,281.1212805820916
1998-06-26,281.800596017672
1998-06-29,284.2330461696351
1998-06-30,282.11907773482176
1998-07-01,282.8499847385299
1998-07-02,283.5408758047587
1998-07-03,284.25624552353446
1998-07-06,284.7716588599109
1998-07-07,285.7827193828953
1998-07-08,285.3889539865537
1998-07-09,283.978788960542
1998-07-10,282.0556041607912
1998-07-13,281.74273315768505
1998-07-14,282.8000842768791
1998-07-15,281.5878789653206
1998-07-16,281.6344325379132
1998-07-17,282.2803190319617
1998-07-20,282.5390426953702
1998-07-21,280.4825018169459
1998-07-22,278.298888268695
1998-07-23,273.8052121416288
1998-07-24,270.6966026844418
1998-07-27,269.2915306851951
1998-07-28,266.8079117053263
1998-07-29,263.5281693706416
1998-07-30,264.4465601516214
1998-07-31,259.8264209761525
1998-08-03,258.66183792975596
1998-08-04,251.02336569417236
1998-08-05,252.65035237613506
1998-08-06,248.87058366614357
1998-08-07,248.6663305407801
1998-08-10,244.83573088441827
1998-08-11,237.02029807690178
1998-08-12,244.48783808599015
1998-08-13,238.15676736799253
1998-08-14,236.98316036494117
1998-08-17,240.58214553546708
1998-08-18,242.9970359734864
1998-08-19,241.43930385338606
1998-08-20,238.70674905695572
1998-08-21,234.12499742886666
1998-08-24,230.86555975808702
1998-08-25,230.6481463447447
1998-08-26,226.04244571329437
1998-08-27,210.716494087985
1998-08-28,210.92868140521284
1998-08-31,204.04094949508374
1998-09-01,206.57155590271333
1998-09-02,211.25828209492033
1998-09-03,214.8551375898189
1998-09-04,217.41211609200073
1998-09-07,218.82111656754694
1998-09-08,225.36375997704886
1998-09-09,223.00044450121035
1998-09-10,222.75173222184367
1998-09-11,227.1343873930155
1998-09-14,225.61842647252564
1998-09-15,227.67022242558997
1998-09-16,228.96725249383692
1998-09-17,220.44098552577503
1998-09-18,221.2045024372199
1998-09-21,222.61857718800638
1998-09-22,223.02586358378858
1998-09-23,229.53433242697812
1998-09-24,227.85234024341844
1998-09-25,226.05151933361083
1998-09-28,227.14272488774458
1998-09-29,225.0676890205844
1998-09-30,217.7709240305869
1998-10-01,209.60203564120206
1998-10-02,210.15957256944682
1998-10-05,203.60652987794035
1998-10-06,206.4958232184774
1998-10-07,213.68196198902294
1998-10-08,209.6173026587534
1998-10-09,211.1209024177633
1998-10-12,212.51131613295334
1998-10-13,214.38701810980177
1998-10-14,215.02141819024277
1998-10-15,223.59347843221522
1998-10-16,224.74265725916396
1998-10-19,221.23328956429958
1998-10-20,225.0600586061428
1998-10-21,223.01024255493613
1998-10-22,222.25137198535225
1998-10-23,222.65742035505377
1998-10-26,224.59158673548814
1998-10-27,226.50494283676855
1998-10-28,226.3507920392378
1998-10-29,228.7852521539707
1998-10-30,232.78665036471395
1998-11-02,236.77572761993733
1998-11-03,238.16464199472574
1998-11-04,241.2416861404976
1998-11-05,244.56115406184645
1998-11-06,242.62417544440768
1998-11-09,239.76883486374325
1998-11-10,235.50437440558724
1998-11-11,235.50969808915033
1998-11-12,233.4105108399255
1998-11-13,236.35035081043117
1998-11-16,236.63578708967867
1998-11-17,236.5863856024038
1998-11-18,235.9650447070459
1998-11-19,239.30343212229366
1998-11-20,242.55930850319206
1998-11-23,247.59050054825738
1998-11-24,242.86489277526368
1998-11-25,241.13961031510536
1998-11-26,246.23068993773563
1998-11-27,241.2358264544663
1998-11-30,237.96667244393896
1998-12-01,241.73783027146456
1998-12-02,238.87084349947884
1998-12-03,235.80017548194758
1998-12-04,238.10017537711212
1998-12-07,237.41672015725322
1998-12-08,236.9807496658676
1998-12-09,237.22300427152595
1998-12-10,234.0642317456289
1998-12-11,233.29716581267374
1998-12-14,232.4632085519838
1998-12-15,232.56212795244295
1998-12-16,233.67760353630325
1998-12-17,233.909990301972
1998-12-18,236.33272596952702
1998-12-21,235.95289725919338
1998-12-22,234.2233926656338
1998-12-23,235.70745448345187
1998-12-24,237.3837405189612
1998-12-25,237.3837405189612
1998-12-28,237.19694990026994
1998-12-29,237.71666615423473
1998-12-30,235.95839796417124
1998-12-31,240.31931804863606
1999-01-01,240.31931804863606
1999-01-04,245.0928987182411
1999-01-05,247.79907970724312
1999-01-06,255.12865750347984
1999-01-07,254.88083952862388
1999-01-08,257.9237808599131
1999-01-11,257.386456255905
1999-01-12,252.4046791774615
1999-01-13,246.02697072471548
1999-01-14,244.90758200079125
1999-01-15,249.52796736998238
1999-01-18,250.86584523208046
1999-01-19,248.41326002970024
1999-01-20,248.51494838866742
1999-01-21,246.71388679447435
1999-01-22,244.99950305896425
1999-01-25,246.02012258030885
1999-01-26,247.0252808165905
1999-01-27,245.3556839879096
1999-01-28,244.64529286325026
1999-01-29,249.42467027266895
1999-02-01,251.29265601206023
1999-02-02,246.76796774754055
1999-02-03,247.85248529168035
1999-02-04,249.06494989879226
1999-02-05,251.39658195313766
1999-02-08,249.3389044385682
1999-02-09,244.77567291711654
1999-02-10,243.36763318330145
1999-02-11,246.81177188481175
1999-02-12,244.65486335075096
1999-02-15,244.68843862153
1999-02-16,241.90909604461376
1999-02-17,239.29439943545543
1999-02-18,241.5318313921511
1999-02-19,242.21516115220567
1999-02-22,245.34337312359634
1999-02-23,242.23342566190573
1999-02-24,238.39789770223769
1999-02-25,237.19255931224274
1999-02-26,237.20304950791876
1999-03-01,235.0265047401973
1999-03-02,232.2766205006817
1999-03-03,230.47416962057085
1999-03-04,233.65971478536022
1999-03-05,239.97948485975274
1999-03-08,241.93364302704484
1999-03-09,240.3254614097742
1999-03-10,241.78026367067702
1999-03-11,242.00662586671086
1999-03-12,242.01092436488256
1999-03-15,242.74332511181004
1999-03-16,243.11774177779495
1999-03-17,243.67501463450998
1999-03-18,243.57223915877836
1999-03-19,244.40492663299852
1999-03-22,246.04931898423672
1999-03-23,242.78055870149316
1999-03-24,245.4973445487066
1999-03-25,246.80069140432587
1999-03-26,247.5647169458101
1999-03-29,247.28877344128747
1999-03-30,244.4609379482707
1999-03-31,245.01669592769002
1999-04-01,247.42755810599655
1999-04-02,248.6090034875948
1999-04-05,252.4250128111329
1999-04-06,252.4374876692593
1999-04-07,255.96647423767953
1999-04-08,262.0529931507433
1999-04-09,258.4355930596964
1999-04-12,262.6433559520664
1999-04-13,262.4449121192564
1999-04-14,262.95143187616424
1999-04-15,264.57586843926134
1999-04-16,265.9132185430415
1999-04-19,263.35694908146996
1999-04-20,263.0802434807277
1999-04-21,265.5695398790983
1999-04-22,267.62432505088486
1999-04-23,268.18299733758363
1999-04-26,266.93222039683576
1999-04-27,267.6098769554112
1999-04-28,269.454685021506
1999-04-29,271.2996692825476
1999-04-30,270.81731383941633
1999-05-03,273.2398273255808
1999-05-04,272.8184308321482
1999-05-05,272.1223400842191
1999-05-06,271.8102552024579
1999-05-07,269.47256098869536
1999-05-10,268.41966419761553
1999-05-11,270.41505363074185
1999-05-12,268.67876442813645
1999-05-13,269.7550709274655
1999-05-14,261.84159851153487
1999-05-17,262.0676705629054
