Date,NETHERLANDS IMI VALUE
1994-05-31,184.77439601392308
1994-06-30,184.50337447127225
1994-07-29,194.6888590837655
1994-08-31,198.8550770842178
1994-09-30,193.10450068253078
1994-10-31,205.88480312140368
1994-11-30,195.4124542048515
1994-12-30,199.35975275893966
1995-01-31,201.40186577794643
1995-02-28,206.8385268279904
1995-03-31,214.57134746324343
1995-04-28,221.6627939322174
1995-05-31,228.44245778344677
1995-06-30,228.18605609597992
1995-07-31,238.4650521585991
1995-08-31,224.85309656706244
1995-09-29,235.20408622442667
1995-10-31,235.65602889621726
1995-11-30,244.97642950407672
1995-12-29,255.5712944017935
1996-01-31,254.57683671007305
1996-02-29,260.2547886448177
1996-03-29,265.8014643276291
1996-04-30,267.90087312126775
1996-05-31,283.13831902817
1996-06-28,281.51543448088063
1996-07-31,275.90847877329946
1996-08-30,279.1539618386202
1996-09-30,289.4692930353592
1996-10-31,297.0879856518171
1996-11-29,316.16367990381383
1996-12-31,324.7505329710487
1997-01-01,324.7505329710487
1997-01-02,318.0718290755441
1997-01-03,319.766846142561
1997-01-06,320.38257059176345
1997-01-07,320.2385850503966
1997-01-08,321.5650959796415
1997-01-09,320.2458886642615
1997-01-10,319.1786988064379
1997-01-13,321.3596602471305
1997-01-14,322.98033722283
1997-01-15,325.60665739407455
1997-01-16,328.7838907914337
1997-01-17,325.20245279879606
1997-01-20,323.551562877356
1997-01-21,324.910155736485
1997-01-22,326.17653581711096
1997-01-23,328.1256603771648
1997-01-24,327.14993174046253
1997-01-27,325.9905019415899
1997-01-28,324.8554178403397
1997-01-29,321.3494091046215
1997-01-30,324.39742988466446
1997-01-31,326.411807783097
1997-02-03,324.2943118116918
1997-02-04,326.8097517264052
1997-02-05,331.3818782669517
1997-02-06,330.55389250709516
1997-02-07,328.6633187501602
1997-02-10,331.53386410990987
1997-02-11,329.26422525955087
1997-02-12,330.70774568443903
1997-02-13,336.2644549140683
1997-02-14,336.59292587202964
1997-02-17,339.62662144378265
1997-02-18,340.09353555111363
1997-02-19,339.11198182029193
1997-02-20,336.9414292489176
1997-02-21,335.543028214136
1997-02-24,340.7514249250011
1997-02-25,346.41109535125986
1997-02-26,343.3328204205438
1997-02-27,339.9954987017955
1997-02-28,335.08228467067215
1997-03-03,332.8308851420863
1997-03-04,337.2401668826064
1997-03-05,338.52090127165087
1997-03-06,341.30142516611437
1997-03-07,339.54750629544645
1997-03-10,345.6252009488744
1997-03-11,346.85235386792846
1997-03-12,341.9384395779522
1997-03-13,339.4553220785327
1997-03-14,341.66214539632836
1997-03-17,339.6269027591832
1997-03-18,337.6966534923292
1997-03-19,335.5735734649248
1997-03-20,324.9587749601883
1997-03-21,332.5718462289156
1997-03-24,326.8823494555014
1997-03-25,332.25381570396803
1997-03-26,335.2580321502881
1997-03-27,342.3933612824673
1997-03-28,342.6931087535463
1997-03-31,344.33737796787756
1997-04-01,330.009875243002
1997-04-02,329.4116591657864
1997-04-03,326.4048180353529
1997-04-04,325.93672813348337
1997-04-07,326.8610318174594
1997-04-08,326.7531540098789
1997-04-09,329.30452249686925
1997-04-10,327.9915974032835
1997-04-11,324.9860950432068
1997-04-14,321.0867351193656
1997-04-15,325.9800933414922
1997-04-16,325.20908317655426
1997-04-17,330.3419701019198
1997-04-18,333.4149330074196
1997-04-21,337.0466440954907
1997-04-22,337.9059031869814
1997-04-23,342.34252422222517
1997-04-24,342.82101810073175
1997-04-25,337.8501230000402
1997-04-28,336.2142300227512
1997-04-29,342.53949481771997
1997-04-30,341.1591734531148
1997-05-01,347.14560570483025
1997-05-02,343.93404619812526
1997-05-05,346.729905205606
1997-05-06,350.5299913498075
1997-05-07,349.9514693119731
1997-05-08,352.6276356065763
1997-05-09,357.4432984252107
1997-05-12,359.9192285025875
1997-05-13,361.09959066533133
1997-05-14,364.12653434080084
1997-05-15,364.3171825537436
1997-05-16,364.9342425511142
1997-05-19,362.309021633552
1997-05-20,362.9248113179084
1997-05-21,371.0872604275672
1997-05-22,371.55636453904117
1997-05-23,373.5357898834562
1997-05-26,378.3778893589924
1997-05-27,374.00880620096336
1997-05-28,375.4734287881474
1997-05-29,375.2166460434219
1997-05-30,366.64402158478197
1997-06-02,369.0650494103165
1997-06-03,370.1167477211642
1997-06-04,370.68210499114576
1997-06-05,371.27245169925044
1997-06-06,373.89513500699485
1997-06-09,380.7154145761259
1997-06-10,379.58194109885306
1997-06-11,379.5836889646219
1997-06-12,383.64147445742475
1997-06-13,385.16788446062776
1997-06-16,390.01049180210293
1997-06-17,385.8302468329966
1997-06-18,385.88882593126414
1997-06-19,390.4586897082159
1997-06-20,390.4185819895719
1997-06-23,392.37100903476454
1997-06-24,391.14440006653194
1997-06-25,395.0937546163014
1997-06-26,397.3392234988443
1997-06-27,395.46636845933335
1997-06-30,389.2444797519761
1997-07-01,399.55239336978144
1997-07-02,400.61487327097007
1997-07-03,413.0673831903674
1997-07-04,416.11061812182135
1997-07-07,422.8815924336899
1997-07-08,416.92048576203024
1997-07-09,421.3171487916296
1997-07-10,417.4479761368519
1997-07-11,418.5598666521733
1997-07-14,420.0380898110401
1997-07-15,413.4778597025131
1997-07-16,422.0908510317793
1997-07-17,417.2896124488382
1997-07-18,411.4515772372892
1997-07-21,406.83808651419895
1997-07-22,417.2051029290077
1997-07-23,422.195339356732
1997-07-24,418.2744305296031
1997-07-25,419.1376530814863
1997-07-28,421.4259474568842
1997-07-29,415.91194667106237
1997-07-30,418.3164878366725
1997-07-31,422.7911769312974
1997-08-01,414.6784708278749
1997-08-04,414.4057080300924
1997-08-05,413.9623956494433
1997-08-06,420.9095690098283
1997-08-07,424.0272582792086
1997-08-08,420.39841071213783
1997-08-11,411.0241506265618
1997-08-12,414.4763545108622
1997-08-13,403.3038292932867
1997-08-14,397.15319191629953
1997-08-15,385.8563945343773
1997-08-18,395.8491323790778
1997-08-19,409.30561167883053
1997-08-20,407.2770352909457
1997-08-21,405.5465117852294
1997-08-22,396.66952399908183
1997-08-25,399.63246744371537
1997-08-26,395.7836270520244
1997-08-27,393.3993052859211
1997-08-28,385.42880234509323
1997-08-29,381.64763982458476
1997-09-01,386.0199708456704
1997-09-02,400.3065831262107
1997-09-03,404.7587178668865
1997-09-04,398.3690492243894
1997-09-05,403.2695358298159
