Date,DENMARK IMI VALUE
1994-05-31,114.00819266316469
1994-06-30,119.59154356843183
1994-07-29,123.71844375813663
1994-08-31,121.15683752131044
1994-09-30,122.46774150101392
1994-10-31,126.05350142595135
1994-11-30,119.78144849507483
1994-12-30,122.36286265566297
1995-01-31,125.78184188943372
1995-02-28,130.65630707745544
1995-03-31,131.32056830921783
1995-04-28,137.3977616253813
1995-05-31,143.40630886065216
1995-06-30,142.681885785993
1995-07-31,154.2424489235473
1995-08-31,142.78827693315452
1995-09-29,141.72416621591103
1995-10-31,142.27296122925748
1995-11-30,142.29073928506116
1995-12-29,143.89406642772224
1996-01-31,145.68076972986321
1996-02-29,147.74025712735738
1996-03-29,138.40808241376052
1996-04-30,137.62153270742644
1996-05-31,138.49331658717054
1996-06-28,142.603172668862
1996-07-31,141.73936234779774
1996-08-30,148.7805981145014
1996-09-30,149.578494999134
1996-10-31,154.07647501039588
1996-11-29,156.2599488750167
1996-12-31,163.85494697259298
1997-01-01,163.85494697259298
1997-01-02,163.24452908177383
1997-01-03,163.7971291266925
1997-01-06,164.5502810229301
1997-01-07,165.82606911662012
1997-01-08,166.0768341170327
1997-01-09,166.29348275852928
1997-01-10,166.53501966667937
1997-01-13,168.44951404358486
1997-01-14,169.53123360556356
1997-01-15,172.03159402537838
1997-01-16,172.74747111693486
1997-01-17,169.5090794926125
1997-01-20,166.6440980616324
1997-01-21,165.23167253619732
1997-01-22,165.93141745839444
1997-01-23,166.95510039041488
1997-01-24,166.64411686508345
1997-01-27,165.98252183035757
1997-01-28,165.6558970214135
1997-01-29,165.4866394818211
1997-01-30,167.79126891428174
1997-01-31,171.253158607893
1997-02-03,172.00617977235964
1997-02-04,173.90526189254462
1997-02-05,174.27811614925224
1997-02-06,175.15738523416513
1997-02-07,173.4981811938642
1997-02-10,174.89189424786613
1997-02-11,171.71743908520088
1997-02-12,171.95179832588994
1997-02-13,172.36841338927445
1997-02-14,172.91172237948666
1997-02-17,171.71981992545182
1997-02-18,173.56617156275425
1997-02-19,175.63649035796522
1997-02-20,176.96301753426343
1997-02-21,175.83583373459527
1997-02-24,173.90128705755046
1997-02-25,173.63148416910235
1997-02-26,171.70027389190645
1997-02-27,169.08561128622642
1997-02-28,168.11285226380016
1997-03-03,169.22389172591943
1997-03-04,169.76483407803926
1997-03-05,169.4806105378359
1997-03-06,171.14107256200612
1997-03-07,171.60213788792373
1997-03-10,173.9476527772416
1997-03-11,175.20641837921698
1997-03-12,174.1502553017525
1997-03-13,172.01887343350364
1997-03-14,173.36338713427588
1997-03-17,173.57118406625005
1997-03-18,172.17172493332086
1997-03-19,171.34415525491403
1997-03-20,166.59471716512485
1997-03-21,167.33436343721021
1997-03-24,165.83452270383586
1997-03-25,166.54230664522646
1997-03-26,167.77646894986356
1997-03-27,169.4438355734889
1997-03-28,169.5340471298056
1997-03-31,170.34225393419732
1997-04-01,168.4886328047967
1997-04-02,168.80318329201273
1997-04-03,165.5840536009107
1997-04-04,166.39779791973947
1997-04-07,164.49470787916866
1997-04-08,165.31186698173616
1997-04-09,165.5077313836667
1997-04-10,165.32141769869952
1997-04-11,164.16593971553846
1997-04-14,162.2962148899498
1997-04-15,162.0094409132577
1997-04-16,162.33453661008295
1997-04-17,163.50248506174776
1997-04-18,164.47268481532853
1997-04-21,164.13344768227947
1997-04-22,164.68364429101072
1997-04-23,164.99938898205662
1997-04-24,165.33213084268485
1997-04-25,164.7224953762224
1997-04-28,164.24993853066934
1997-04-29,165.21594344793223
1997-04-30,164.10583024776867
1997-05-01,166.98861911773793
1997-05-02,166.67891453608237
1997-05-05,167.403510781462
1997-05-06,170.12085311746097
1997-05-07,170.26995705900893
1997-05-08,171.48551610317202
1997-05-09,173.9610919687273
1997-05-12,174.06984718579744
1997-05-13,175.9275462490393
1997-05-14,174.9109194608455
1997-05-15,175.7506272741336
1997-05-16,177.3732228094567
1997-05-19,176.06872700210653
1997-05-20,177.42235177693317
1997-05-21,177.28919934018057
1997-05-22,176.1813077792404
1997-05-23,177.0882529711905
1997-05-26,177.74111639426857
1997-05-27,174.75513442725577
1997-05-28,175.26324639114904
1997-05-29,174.62648733057796
1997-05-30,173.31082958935897
1997-06-02,171.80480402211708
1997-06-03,172.13122637573284
1997-06-04,174.5959971772421
1997-06-05,174.65434347678638
1997-06-06,175.82362753037026
1997-06-09,179.60999952943664
1997-06-10,178.7306225901175
1997-06-11,179.34980382405408
1997-06-12,178.45135181946594
1997-06-13,177.63022516323818
1997-06-16,178.29733410753653
1997-06-17,176.96119826329075
1997-06-18,177.72103146167305
1997-06-19,180.3714930365403
1997-06-20,179.95975248106706
1997-06-23,180.98014919069783
1997-06-24,179.3423515233694
1997-06-25,179.88736169085817
1997-06-26,179.32069855190963
1997-06-27,179.42678068074798
1997-06-30,179.147896928148
1997-07-01,181.584486372302
1997-07-02,181.64611965930015
1997-07-03,182.7758990455345
1997-07-04,185.47361606909402
1997-07-07,187.8386639435101
1997-07-08,188.12178706228153
1997-07-09,188.7625867304242
1997-07-10,192.70306203389785
1997-07-11,193.10788004686782
1997-07-14,191.80136911871833
1997-07-15,191.77269582771174
1997-07-16,193.60748428390133
1997-07-17,198.99293444205492
1997-07-18,196.26702753201997
1997-07-21,190.96924492835146
1997-07-22,191.09554670470237
1997-07-23,192.1762709665141
1997-07-24,190.79881357390292
1997-07-25,188.93836053312464
1997-07-28,188.73394694834275
1997-07-29,189.183527188378
