Date,GERMANY IMI VALUE
1994-05-31,288.7911771064305
1994-06-30,288.22453212593854
1994-07-29,299.35134217563325
1994-08-31,308.3833284028913
1994-09-30,292.54144938043413
1994-10-31,307.4236328345634
1994-11-30,291.2204533068888
1994-12-30,299.16225399048466
1995-01-31,297.25065248385835
1995-02-28,315.8403176346998
1995-03-31,315.61739829081955
1995-04-28,321.70368551885684
1995-05-31,322.7846104875827
1995-06-30,330.8107819872268
1995-07-31,344.01296714948006
1995-08-31,324.7026709389
1995-09-29,327.93990404630557
1995-10-31,327.79455086600757
1995-11-30,324.1750816068436
1995-12-29,331.43405094541
1996-01-31,340.77522171256436
1996-02-29,346.22876543369404
1996-03-29,348.30777343394203
1996-04-30,337.7680509035041
1996-05-31,347.12325876961734
1996-06-28,353.9386738062064
1996-07-31,355.61822086493765
1996-08-30,362.5732735570553
1996-09-30,362.36181205567055
1996-10-31,366.35178870511936
1996-11-29,382.3903312185959
1996-12-31,386.020317256708
1997-01-01,386.020317256708
1997-01-02,383.23768921030745
1997-01-03,381.0728395661031
1997-01-06,382.28180246704704
1997-01-07,383.82007529900784
1997-01-08,385.21253435325536
1997-01-09,383.74878234370385
1997-01-10,385.30788132979694
1997-01-13,386.64215253010644
1997-01-14,385.5751396132788
1997-01-15,391.15868507123224
1997-01-16,390.99316332950104
1997-01-17,387.9997384444279
1997-01-20,388.4695115283555
1997-01-21,383.8277959550428
1997-01-22,384.82009567022317
1997-01-23,385.3645942154556
1997-01-24,385.96805293163294
1997-01-27,382.98159192132766
1997-01-28,378.45168585711343
1997-01-29,380.74988282427546
1997-01-30,381.8045596600061
1997-01-31,383.69079098660796
1997-02-03,384.7259541110336
1997-02-04,386.40493587611377
1997-02-05,387.79240078268725
1997-02-06,387.3679016254207
1997-02-07,384.08967906048315
1997-02-10,392.27802139199053
1997-02-11,388.6386774462831
1997-02-12,388.90613966579076
1997-02-13,388.46820035329125
1997-02-14,390.45866489535047
1997-02-17,385.77380303317915
1997-02-18,392.156215489617
1997-02-19,388.61990513419073
1997-02-20,385.48878887745377
1997-02-21,386.2766034514033
1997-02-24,389.6426705707935
1997-02-25,392.99396070840095
1997-02-26,390.33782918991
1997-02-27,394.0270540771505
1997-02-28,392.5778021324811
1997-03-03,393.0997569865102
1997-03-04,393.92095770809834
1997-03-05,396.9739904907238
1997-03-06,399.7322344426989
1997-03-07,395.67277447558666
1997-03-10,406.02752536985565
1997-03-11,408.89533012924966
1997-03-12,406.5748212867019
1997-03-13,399.2097388552248
1997-03-14,399.79372646901436
1997-03-17,401.3970129653124
1997-03-18,398.4232998185856
1997-03-19,400.7317621811518
1997-03-20,394.98359052033294
1997-03-21,399.27875462178713
1997-03-24,400.2071746870853
1997-03-25,402.855444648414
1997-03-26,408.879100937311
1997-03-27,411.8917144881539
1997-03-28,412.19887630840816
1997-03-31,414.16232705115686
1997-04-01,401.6141235740061
1997-04-02,404.2362310718357
1997-04-03,397.49832788699825
1997-04-04,397.9428619381621
1997-04-07,395.29897344122065
1997-04-08,396.71529564929114
1997-04-09,397.65652073979777
1997-04-10,397.00143923926555
1997-04-11,394.6044626870425
1997-04-14,390.0059454413698
1997-04-15,391.90097879771844
1997-04-16,395.38472649349876
1997-04-17,398.4970964873247
1997-04-18,398.525290930019
1997-04-21,402.68582948082496
1997-04-22,399.1977808477821
1997-04-23,402.1817841547023
1997-04-24,400.4884676313761
1997-04-25,396.1800065967101
1997-04-28,394.0032655746719
1997-04-29,396.05456413254666
