Date,SINGAPORE IMI VALUE
1994-05-31,341.4492021612016
1994-06-30,331.4351506174218
1994-07-29,338.9132477472538
1994-08-31,359.43272678840935
1994-09-30,370.84908038886687
1994-10-31,388.895984507528
1994-11-30,368.64332928726606
1994-12-30,368.5005551186313
1995-01-31,342.1439751184025
1995-02-28,356.34071433122455
1995-03-31,363.7828833637601
1995-04-28,363.49776403613765
1995-05-31,390.41756755992793
1995-06-30,376.791036887626
1995-07-31,385.70421188596094
1995-08-31,367.88030842383216
1995-09-29,373.3592975812208
1995-10-31,369.4001863891232
1995-11-30,374.810094763753
1995-12-29,393.55964455386345
1996-01-31,431.01577876049157
1996-02-29,428.9520492745936
1996-03-29,415.43149984392517
1996-04-30,419.11702523128235
1996-05-31,401.24096302799137
1996-06-28,402.5588912758053
1996-07-31,372.13605062257835
1996-08-30,389.746873532319
1996-09-30,390.2390365632462
1996-10-31,372.3008048835573
1996-11-29,397.79732210124075
1996-12-31,400.5749564685038
1997-01-01,400.5368411585994
1997-01-02,400.4798435058061
1997-01-03,400.52947068579755
1997-01-06,404.6100118160065
1997-01-07,406.0474100098895
1997-01-08,408.95741272278815
1997-01-09,409.6937192320686
1997-01-10,408.4301113384863
1997-01-13,406.7206923506992
1997-01-14,405.0781082426817
1997-01-15,406.8281383637259
1997-01-16,408.30744643022524
1997-01-17,417.1150645467038
1997-01-20,421.5545820228111
1997-01-21,416.2213467150031
1997-01-22,417.93905942796016
1997-01-23,422.9878394256571
1997-01-24,418.07151740644053
1997-01-27,415.83370827112856
1997-01-28,412.6520503789016
1997-01-29,415.7696639819339
1997-01-30,417.57730842049716
1997-01-31,417.48473563120626
1997-02-03,414.66670237948085
1997-02-04,412.6397370358096
1997-02-05,409.3541099808449
1997-02-06,412.2483874863186
1997-02-07,411.7266693301406
1997-02-10,413.4709155477069
1997-02-11,413.9662769296955
1997-02-12,420.8700219508543
1997-02-13,424.9045268450886
1997-02-14,427.50396691870213
1997-02-17,427.93612530380517
1997-02-18,423.50832413524256
1997-02-19,423.22327365645447
1997-02-20,423.93948701343936
1997-02-21,420.4303959512724
1997-02-24,412.42576842347466
1997-02-25,411.78000710853627
1997-02-26,408.7851746032136
1997-02-27,407.09595315316983
1997-02-28,407.7562691214949
1997-03-03,404.1006043569574
1997-03-04,402.9638332452612
1997-03-05,403.2856533021332
1997-03-06,400.71576177460264
1997-03-07,400.74050937991717
1997-03-10,400.9054736648092
1997-03-11,401.65337685852126
1997-03-12,397.627642213403
1997-03-13,394.28111777288416
1997-03-14,388.3873169326637
1997-03-17,387.7112761863385
1997-03-18,382.5970799763155
1997-03-19,381.96220391160216
1997-03-20,375.12511280264914
1997-03-21,370.08521559743735
1997-03-24,374.07930846696286
1997-03-25,378.28830065885296
1997-03-26,376.49273165865543
1997-03-27,375.2879916112794
1997-03-28,374.9014128950436
1997-03-31,371.6054200434003
1997-04-01,372.85378622980954
1997-04-02,376.87420854602783
1997-04-03,378.711004200222
1997-04-04,376.68227401641553
1997-04-07,378.6947896647153
1997-04-08,383.0780614125971
1997-04-09,382.96459121022275
1997-04-10,382.5970809325624
1997-04-11,375.14457731386415
1997-04-14,370.8421439103424
1997-04-15,368.8333641626762
1997-04-16,372.13854933976756
1997-04-17,371.1442404841483
1997-04-18,371.33618551812486
1997-04-21,372.54495585184895
1997-04-22,371.23104540786017
1997-04-23,370.7642085957427
1997-04-24,365.15700597231967
1997-04-25,365.24179551990625
1997-04-28,359.84641761017866
1997-04-29,358.3914741886841
