Date,NORWAY IMI VALUE
1994-05-31,135.69967672743348
1994-06-30,132.29541911583607
1994-07-29,139.55261873484326
1994-08-31,134.87531606730371
1994-09-30,126.762031182193
1994-10-31,130.99024057064744
1994-11-30,129.91997333273417
1994-12-30,140.08720012455476
1995-01-31,140.6015931324689
1995-02-28,140.89907988746782
1995-03-31,141.36585053379514
1995-04-28,147.99032681470592
1995-05-31,150.97631988188354
1995-06-30,160.36081113343448
1995-07-31,164.31357061539194
1995-08-31,154.24128062102355
1995-09-29,162.95314211700702
1995-10-31,154.17173905191498
1995-11-30,148.57741675693367
1995-12-29,153.0263716120705
1996-01-31,152.18397145692114
1996-02-29,163.91703282391225
1996-03-29,161.2780086669502
1996-04-30,162.82905958091013
1996-05-31,168.43527922081765
1996-06-28,172.95296945990336
1996-07-31,165.64637952682594
1996-08-30,170.30741100505819
1996-09-30,171.53041872436393
1996-10-31,175.70399501004601
1996-11-29,190.19463445575417
1996-12-31,200.4131766606697
1997-01-01,200.4131766606697
1997-01-02,200.15414057328155
1997-01-03,202.50841289309423
1997-01-06,204.85873136436217
1997-01-07,204.63954872120058
1997-01-08,205.43648544156426
1997-01-09,206.9738388983895
1997-01-10,206.57723045030426
1997-01-13,209.73586158121427
1997-01-14,209.29825531314512
1997-01-15,210.88489599875885
1997-01-16,213.3816752004026
1997-01-17,213.4041103453848
1997-01-20,214.39763364815408
1997-01-21,211.03929008695332
1997-01-22,209.1096214215146
1997-01-23,208.82955782954318
1997-01-24,210.078596486288
1997-01-27,209.96880875896304
1997-01-28,209.04375344957882
1997-01-29,208.3876428718607
1997-01-30,210.66453595689597
1997-01-31,213.20004532037223
1997-02-03,215.33397847765318
1997-02-04,217.15594711726743
1997-02-05,216.0036541512642
1997-02-06,216.44536583700622
1997-02-07,215.58582043935692
1997-02-10,215.55505585186748
1997-02-11,212.25238668388693
1997-02-12,214.299613381434
1997-02-13,215.02012754309746
1997-02-14,215.69008789874582
1997-02-17,214.70163545358628
1997-02-18,217.19116693376463
1997-02-19,220.5305941086656
1997-02-20,220.78499353057313
1997-02-21,222.3839577341716
1997-02-24,217.31945212450404
1997-02-25,217.18735621814838
1997-02-26,212.10571758696656
1997-02-27,209.84012359999284
1997-02-28,207.7743931120517
1997-03-03,203.04584061563645
1997-03-04,202.98820055100103
1997-03-05,203.32758922006784
1997-03-06,205.93720246374923
1997-03-07,206.48027848196833
1997-03-10,210.84662456033973
1997-03-11,212.7653491577864
1997-03-12,211.73687326738013
1997-03-13,210.45831765494333
1997-03-14,211.51452236764254
1997-03-17,210.1957030079077
1997-03-18,209.0487552229002
1997-03-19,208.57643687329107
1997-03-20,203.6484554084325
1997-03-21,207.8738914952672
1997-03-24,207.0442199097463
1997-03-25,209.81193149115407
1997-03-26,209.52472694306476
1997-03-27,211.36008609324378
1997-03-28,211.45572846895908
1997-03-31,212.47488489226237
1997-04-01,201.68500742629197
1997-04-02,199.2101662007007
1997-04-03,198.90784399239544
1997-04-04,199.25953426195656
1997-04-07,200.39298398612024
1997-04-08,201.4760930751597
1997-04-09,201.9249744818479
1997-04-10,202.09473652571833
1997-04-11,199.7815868849562
1997-04-14,198.52279530914785
1997-04-15,196.9542677983432
1997-04-16,196.03801315831757
1997-04-17,195.76406608168145
1997-04-18,196.97778507091465
1997-04-21,201.2380542347626
1997-04-22,202.0262223511526
1997-04-23,202.33745480519812
1997-04-24,201.30531115855786
1997-04-25,199.48788686271186
1997-04-28,199.0866278904586
1997-04-29,201.37586948241963
1997-04-30,200.00872535430517
1997-05-01,201.14162209900402
1997-05-02,200.01098275790866
1997-05-05,199.6892465341857
1997-05-06,200.97291230797308
1997-05-07,201.04709822030705
1997-05-08,202.1567894271866
1997-05-09,203.08454203373117
1997-05-12,201.5196675333239
1997-05-13,203.69528814517545
1997-05-14,202.9633921674832
1997-05-15,202.1850394084151
1997-05-16,204.0414355903901
1997-05-19,202.3270671234852
1997-05-20,204.58420268103424
1997-05-21,208.2196415945049
1997-05-22,209.6708738459159
1997-05-23,210.3918015496546
1997-05-26,212.00060179018968
1997-05-27,210.63792136293094
1997-05-28,211.15304136298886
