Date,BELGIUM IMI VALUE
1994-05-31,167.6697662749242
1994-06-30,165.31941415328055
1994-07-29,172.68615658425168
1994-08-31,174.25472244484862
1994-09-30,164.8681554326855
1994-10-31,170.4042598234907
1994-11-30,168.33054766899926
1994-12-30,169.98259959966742
1995-01-31,168.21530966649684
1995-02-28,173.48110594416406
1995-03-31,184.64841363833773
1995-04-28,195.3207895752329
1995-05-31,199.1823283565099
1995-06-30,202.50553958862344
1995-07-31,208.3151743722732
1995-08-31,195.6222088917141
1995-09-29,202.03600125166545
1995-10-31,201.67827262929507
1995-11-30,203.72380113150948
1995-12-29,216.8280279943551
1996-01-31,222.75953337026874
1996-02-29,218.97803391908823
1996-03-29,213.49387669674633
1996-04-30,215.23779686650502
1996-05-31,219.95351745670027
1996-06-28,223.24934134552936
1996-07-31,225.69987882001644
1996-08-30,226.89523975378972
1996-09-30,228.79140510021054
1996-10-31,231.54905577101482
1996-11-29,238.23784899406905
1996-12-31,240.35188023869978
1997-01-01,240.35188023869978
1997-01-02,238.3518041243898
1997-01-03,238.0428933760467
1997-01-06,237.95914990603825
1997-01-07,238.0551424762167
1997-01-08,238.2358606020367
1997-01-09,240.03176642155503
1997-01-10,240.83569655429986
1997-01-13,243.45238968196998
1997-01-14,243.91046052962352
1997-01-15,246.27752293414596
1997-01-16,245.1499804234814
1997-01-17,243.24140121514807
1997-01-20,242.66435181613375
1997-01-21,242.88497788084507
1997-01-22,242.45756891615187
1997-01-23,246.13067439818911
1997-01-24,246.76675991174199
1997-01-27,243.73306726558747
1997-01-28,242.01063145543273
1997-01-29,242.2883833830757
1997-01-30,244.88495915668577
1997-01-31,245.882974044412
1997-02-03,245.14128955429717
1997-02-04,244.4223672854088
1997-02-05,244.32986187020762
1997-02-06,244.62762779824712
1997-02-07,244.31048626356696
1997-02-10,246.92123886535188
1997-02-11,243.8471883194984
1997-02-12,243.50093067081605
1997-02-13,244.66619457957384
1997-02-14,245.0644073542577
1997-02-17,242.85413394032452
1997-02-18,245.22846173973647
1997-02-19,244.94646884015668
1997-02-20,245.64454394458488
1997-02-21,245.89384776186964
1997-02-24,249.234294098782
1997-02-25,251.54212614642998
1997-02-26,249.6412856773056
1997-02-27,249.76794690905493
1997-02-28,249.71867608778405
1997-03-03,249.84080255312372
1997-03-04,249.06527694328707
1997-03-05,250.56758295565305
1997-03-06,251.95462583214027
1997-03-07,251.44360977569238
1997-03-10,255.49045197649673
1997-03-11,257.32779735294116
1997-03-12,256.6221297458441
1997-03-13,254.4817564080201
1997-03-14,254.00678993711458
1997-03-17,253.59997197532513
1997-03-18,251.86638264918534
1997-03-19,249.87154578692383
1997-03-20,243.28445053896746
1997-03-21,245.35323683868697
1997-03-24,243.90495467240837
1997-03-25,246.60087911504385
1997-03-26,248.5698755418767
1997-03-27,253.72966937570044
1997-03-28,253.83968368530117
1997-03-31,254.64568752353864
1997-04-01,249.9170338180406
1997-04-02,250.5717117674577
1997-04-03,248.32573586338336
1997-04-04,248.47746699440796
1997-04-07,246.96204096215547
1997-04-08,246.55617281048157
1997-04-09,246.29907668109618
1997-04-10,246.3647043735907
1997-04-11,244.50357012336278
1997-04-14,243.62657993252424
1997-04-15,245.23577191225908
1997-04-16,246.65413980357468
1997-04-17,247.82276039659428
1997-04-18,251.40130939808148
1997-04-21,254.5876724241736
1997-04-22,254.90525480454406
1997-04-23,255.5201715409094
1997-04-24,256.3670446906752
1997-04-25,253.58823862828012
1997-04-28,254.47709612667276
1997-04-29,257.6027882540501
1997-04-30,258.50398354816633
1997-05-01,260.33698330463653
1997-05-02,260.60162918526237
1997-05-05,260.6756800602855
1997-05-06,262.3345298096777
1997-05-07,262.6701263029075
1997-05-08,264.4960358204052
1997-05-09,265.9046531980737
1997-05-12,266.5305782015894
1997-05-13,267.649168579093
1997-05-14,267.59073782497757
1997-05-15,268.5517380349835
1997-05-16,268.961324492581
1997-05-19,267.0527144692161
1997-05-20,267.6299721424862
1997-05-21,269.73415878315143
1997-05-22,270.10679278125093
1997-05-23,272.73015145094945
1997-05-26,275.6319784166383
1997-05-27,273.7132617568959
1997-05-28,274.8638483524985
1997-05-29,274.7680651838123
1997-05-30,271.9686734552836
1997-06-02,270.32171998148857
1997-06-03,271.5234525209546
1997-06-04,271.1954872533026
1997-06-05,271.04153903333366
1997-06-06,273.68038458236873
1997-06-09,279.7353872413474
1997-06-10,279.1919580629216
1997-06-11,280.19990492035197
1997-06-12,279.7525957060369
1997-06-13,278.924207143055
1997-06-16,279.0926721245563
1997-06-17,275.63062551084266
1997-06-18,275.397738854488
1997-06-19,276.3471828238992
1997-06-20,275.87508151832725
1997-06-23,276.50525481045696
1997-06-24,276.4619654498414
1997-06-25,279.49993282619545
1997-06-26,279.15787667789823
1997-06-27,277.61961451724267
1997-06-30,276.9369144425913
1997-07-01,279.13220519723995
1997-07-02,280.25390743332804
1997-07-03,284.7747158855727
1997-07-04,282.37106962211243
1997-07-07,286.15138871420874
1997-07-08,282.38325090736686
1997-07-09,281.89477538418987
1997-07-10,282.2400477202045
1997-07-11,279.86352325328653
1997-07-14,276.11247959807633
1997-07-15,273.04206865139724
1997-07-16,275.5774434722124
1997-07-17,277.58225395847796
1997-07-18,276.2348357470908
1997-07-21,275.408164404503
1997-07-22,275.2118831655858
1997-07-23,278.20178418368755
1997-07-24,276.7839498090812
1997-07-25,276.95820530589464
1997-07-28,278.8904821537301
1997-07-29,280.50003582307386
1997-07-30,279.629962971472
1997-07-31,279.59950173229436
1997-08-01,273.8910839223713
1997-08-04,267.035698220733
1997-08-05,262.48073318923394
1997-08-06,263.72763687061934
1997-08-07,264.96085391464067
1997-08-08,263.1757497744352
1997-08-11,262.1690432486242
1997-08-12,263.74971307282016
