Date,AUSTRALIA IMI VALUE
1997-05-30,241.8156940051355
1997-06-02,242.67015079758067
1997-06-03,242.68324139865527
1997-06-04,242.3348706188535
1997-06-05,242.73499380093858
1997-06-06,242.33340109681254
1997-06-09,242.87578379955048
1997-06-10,246.14487810364616
1997-06-11,243.82310638491882
1997-06-12,244.24258171236602
1997-06-13,245.18582991665986
1997-06-16,245.97441326013004
1997-06-17,247.19161007327688
1997-06-18,246.46495017900364
1997-06-19,247.34827402195052
1997-06-20,250.26313982730719
1997-06-23,250.68883550286847
1997-06-24,249.05530476416294
1997-06-25,250.98822089920415
1997-06-26,250.70875233262097
1997-06-27,249.4767729332546
1997-06-30,252.5857018234785
1997-07-01,253.5355011976036
1997-07-02,255.49768137625233
1997-07-03,256.51517054915826
1997-07-04,254.13112916654697
1997-07-07,250.73647107029535
1997-07-08,250.45794412371808
1997-07-09,251.62606031469875
1997-07-10,253.2529250431
1997-07-11,253.84340088592936
1997-07-14,249.367239777306
1997-07-15,245.24222917666194
1997-07-16,245.55294562601057
1997-07-17,247.80878257102722
1997-07-18,249.58497171727902
1997-07-21,248.3222858393734
1997-07-22,248.52055403884782
1997-07-23,250.95640632793183
1997-07-24,250.044689421224
1997-07-25,251.39195850862487
1997-07-28,253.85110099899134
1997-07-29,257.9662720114865
1997-07-30,258.86603980736464
1997-07-31,259.2000608125834
1997-08-01,257.075342044107
1997-08-04,254.81547512998898
1997-08-05,254.87068670211718
1997-08-06,255.0797213142906
1997-08-07,255.40594485321355
1997-08-08,254.0293591132619
1997-08-11,251.44836598512677
1997-08-12,249.78009894359658
1997-08-13,248.9560170309835
1997-08-14,249.62049246207002
1997-08-15,253.29067391058243
1997-08-18,247.6809895692175
1997-08-19,248.04103107854633
1997-08-20,249.44637846833834
1997-08-21,252.9405551463894
1997-08-22,250.70563981689182
1997-08-25,251.94529234148553
1997-08-26,250.85747042527913
1997-08-27,249.0887043428426
1997-08-28,248.23005703594765
1997-08-29,244.32605501057463
1997-09-01,243.38889082868255
1997-09-02,240.9595844120767
1997-09-03,244.9915531891383
1997-09-04,246.13901579724444
1997-09-05,247.5448826829849
1997-09-08,250.74062662946335
1997-09-09,252.13391752644063
1997-09-10,250.81559361362653
1997-09-11,248.59346014053085
1997-09-12,247.93112153537615
1997-09-15,250.17513806007724
1997-09-16,248.72977418269028
1997-09-17,251.92623601499557
1997-09-18,254.26403787516415
1997-09-19,260.51668392389
1997-09-22,264.3506570551051
1997-09-23,265.42762889334824
1997-09-24,264.7781238794333
1997-09-25,267.3725705469861
1997-09-26,265.3495103171186
1997-09-29,262.76046475618045
1997-09-30,263.30937299523487
1997-10-01,265.66176046630767
1997-10-02,266.4474214256323
1997-10-03,265.03595856676037
1997-10-06,264.0853499393883
1997-10-07,263.8522308102402
1997-10-08,266.4717276584273
1997-10-09,264.5880151894487
1997-10-10,262.11712033973737
1997-10-13,260.3709457706313
1997-10-14,259.30383635411613
1997-10-15,257.37456353623
1997-10-16,259.0167090595987
1997-10-17,257.88694461793256
1997-10-20,256.21062498508155
1997-10-21,256.06966982705825
1997-10-22,252.4370626499935
1997-10-23,246.14749493312928
1997-10-24,240.21788437420372
1997-10-27,229.71563134678715
1997-10-28,217.64699792844647
1997-10-29,232.74869382734784
1997-10-30,230.40897143085002
1997-10-31,234.89574305550232
1997-11-03,242.0381090517579
1997-11-04,244.30646468569554
1997-11-05,242.53191954136014
1997-11-06,242.6596468508786
1997-11-07,235.09169787212582
1997-11-10,236.8524353247173
1997-11-11,237.06101671979218
1997-11-12,235.6921444444185
1997-11-13,236.79215540953334
1997-11-14,233.26472532721465
1997-11-17,236.79121579789822
1997-11-18,235.22748867200414
1997-11-19,229.96264449473486
1997-11-20,229.1566997351953
1997-11-21,237.32629788972923
1997-11-24,235.48284685188784
1997-11-25,230.1313040769637
1997-11-26,231.21388755647914
1997-11-27,230.0858338548438
1997-11-28,232.0110867191207
1997-12-01,234.1353367758418
1997-12-02,235.48929444023682
1997-12-03,237.49653123104312
1997-12-04,235.19357534518969
1997-12-05,235.84039049337062
1997-12-08,238.92827837942662
1997-12-09,237.14131976107862
1997-12-10,235.60218076062338
1997-12-11,231.3689504195846
1997-12-12,228.36298664369411
1997-12-15,227.549098222135
1997-12-16,226.7829738255027
1997-12-17,233.74188091782514
1997-12-18,233.70882514487033
1997-12-19,228.7221777808518
1997-12-22,226.76070432778158
1997-12-23,232.5003343102231
1997-12-24,232.28348471835523
1997-12-25,232.2834847183552
1997-12-26,232.40738812405732
1997-12-29,234.0384937781779
1997-12-30,235.3121501593308
1997-12-31,236.11100759671962
1998-01-01,236.1110075967196
1998-01-02,234.7278824459837
1998-01-05,235.07201055700713
1998-01-06,235.53472529860923
1998-01-07,234.81792564779462
1998-01-08,234.51072437295446
1998-01-09,233.89774594524036
1998-01-12,227.20789180499565
1998-01-13,231.16541358618696
1998-01-14,235.06384663243423
1998-01-15,232.99102300528077
1998-01-16,240.09240816769142
1998-01-19,245.39128987933142
1998-01-20,243.10319322762263
1998-01-21,240.04936279595626
1998-01-22,236.97424049985582
1998-01-23,239.167966105923
1998-01-26,242.18284007480045
1998-01-27,241.0610081723683
1998-01-28,243.99540395172497
1998-01-29,245.50424939798876
1998-01-30,249.77295405185262
1998-02-02,250.72510999587766
1998-02-03,248.25364448265788
1998-02-04,246.81788266110215
1998-02-05,246.6373667624374
1998-02-06,244.17601991361633
1998-02-09,246.87941055737463
1998-02-10,248.1825540868944
1998-02-11,247.59458161458159
1998-02-12,247.0225710440398
1998-02-13,242.86071863787748
1998-02-16,237.49783320344383
1998-02-17,242.67713687188964
1998-02-18,242.6765418466338
1998-02-19,244.70172547481613
1998-02-20,242.43433296626065
1998-02-23,240.90786592681758
1998-02-24,241.20368676737888
1998-02-25,242.1485171135756
1998-02-26,246.74743642051897
1998-02-27,250.3126949812322
1998-03-02,250.62200917878553
1998-03-03,249.90450868406487
1998-03-04,249.8802268282531
1998-03-05,242.71539362366767
1998-03-06,244.7842237054833
1998-03-09,245.11633810495286
1998-03-10,246.940872587108
1998-03-11,247.60119228692676
1998-03-12,248.8560938440833
1998-03-13,252.24379508729533
1998-03-16,250.3666418344803
1998-03-17,254.18931797999713
1998-03-18,252.41021225157277
1998-03-19,252.08941621243446
1998-03-20,253.00936160199788
1998-03-23,253.9844383924691
1998-03-24,256.87149903309574
1998-03-25,255.70761887827157
1998-03-26,256.54205776936226
1998-03-27,254.96395473832277
1998-03-30,249.11408729044072
1998-03-31,249.74489775603337
1998-04-01,249.62385435171694
1998-04-02,247.9762083411492
1998-04-03,250.7147638182901
1998-04-06,254.2285909260652
1998-04-07,253.8170430696424
1998-04-08,255.60563550546817
1998-04-09,254.7637666870428
1998-04-10,254.7637666870428
1998-04-13,254.06583687951422
1998-04-14,253.85921719710996
1998-04-15,257.76708899348176
1998-04-16,257.7779473983874
1998-04-17,258.1298374120935
1998-04-20,255.6772113774888
1998-04-21,256.599471801423
1998-04-22,257.2042952111092
1998-04-23,259.69349632162204
1998-04-24,256.09557334994736
1998-04-27,251.44266082836782
1998-04-28,246.77856049389177
1998-04-29,245.44758391377962
1998-04-30,248.22120782423724
1998-05-01,252.11045935118162
1998-05-04,249.1753927099082
1998-05-05,246.93376063482683
1998-05-06,245.01393535946636
1998-05-07,244.29462488265654
1998-05-08,245.05268389804738
1998-05-11,245.38918886380222
1998-05-12,244.72523901480642
1998-05-13,241.87601264748437
1998-05-14,240.08516658639692
1998-05-15,240.4600526814669
1998-05-18,235.56728236833493
1998-05-19,238.3396003766491
1998-05-20,237.28459705479378
1998-05-21,240.49283191393934
1998-05-22,240.29995972504364
1998-05-25,237.78022069565995
1998-05-26,236.50678633199868
1998-05-27,232.47638194702296
1998-05-28,234.93884200719745
1998-05-29,237.08210353853514
1998-06-01,231.11658708188688
1998-06-02,229.4601110669491
1998-06-03,227.3411393581745
1998-06-04,228.03753809569073
1998-06-05,221.74606825603752
1998-06-08,220.82327979055253
1998-06-09,218.14305365200704
1998-06-10,211.6106819588165
1998-06-11,209.76183043764186
1998-06-12,211.31689464817703
1998-06-15,207.89909361622674
1998-06-16,207.69265214663622
1998-06-17,214.79169467180537
1998-06-18,219.29272578486783
1998-06-19,223.47844306143017
1998-06-22,218.578714728802
1998-06-23,218.35240306482427
1998-06-24,218.2929511113839
1998-06-25,216.60928774996498
1998-06-26,217.23831408440216
1998-06-29,219.4818301718043
1998-06-30,225.66864523405272
1998-07-01,228.63095275926176
1998-07-02,229.98504443265446
1998-07-03,232.26224046812175
1998-07-06,231.51272820905365
1998-07-07,235.6820524989929
1998-07-08,234.47397140822446
1998-07-09,233.92088039262012
1998-07-10,231.6799085296639
1998-07-13,229.3266182263832
1998-07-14,235.6514824940586
1998-07-15,237.10698513067203
1998-07-16,242.72766136019075
1998-07-17,241.75132585544364
1998-07-20,239.89537293088344
1998-07-21,238.9920905633345
1998-07-22,235.24492619749267
1998-07-23,233.3603984221785
1998-07-24,235.23314013915103
1998-07-27,228.60729001647817
1998-07-28,230.4701654065767
1998-07-29,227.97342205526476
1998-07-30,229.6802455145933
1998-07-31,226.9505256004972
1998-08-03,222.4268388430828
1998-08-04,224.53864821013795
1998-08-05,222.9159416260164
1998-08-06,218.72850115653014
1998-08-07,216.85635432078692
1998-08-10,214.90134065400346
1998-08-11,209.69238707884202
1998-08-12,210.47373375999015
1998-08-13,209.790131597595
1998-08-14,211.1440326009604
1998-08-17,208.0966564713323
1998-08-18,209.59049379519135
1998-08-19,216.3742313799648
1998-08-20,216.10300753451145
1998-08-21,210.4767163538016
1998-08-24,207.41549036666265
1998-08-25,209.059584327075
1998-08-26,206.09859492976577
1998-08-27,196.59572608733143
1998-08-28,196.50221398564355
1998-08-31,196.31621360196024
1998-09-01,198.56588900337184
1998-09-02,203.7158364685771
1998-09-03,201.57834732009982
1998-09-04,203.72582321473567
1998-09-07,210.55828731793056
1998-09-08,209.61740300118086
1998-09-09,207.54607630158412
1998-09-10,209.7875451187789
1998-09-11,205.85052113137922
1998-09-14,206.58220804960874
1998-09-15,210.93446489145302
1998-09-16,209.9727051555876
1998-09-17,209.16718691929557
1998-09-18,207.3450398708105
1998-09-21,204.74376938334882
1998-09-22,204.24586538563534
1998-09-23,205.70959661122973
1998-09-24,210.737314480468
1998-09-25,209.36830209360957
1998-09-28,209.21225033216496
1998-09-29,214.5883046313999
1998-09-30,211.4368578618832
1998-10-01,211.74795041717832
1998-10-02,209.39498890597872
1998-10-05,208.34703183508458
1998-10-06,204.6495625919442
1998-10-07,219.8170972359864
1998-10-08,215.7458105702648
