Date,FINLAND IMI VALUE
1994-05-31,139.96053503470566
1994-06-30,131.75593803591164
1994-07-29,143.98966192918004
1994-08-31,151.98375553043152
1994-09-30,151.25003196210423
1994-10-31,154.65721920057953
1994-11-30,138.22403328485748
1994-12-30,141.01275479497215
1995-01-31,137.056472692042
1995-02-28,140.17948771368495
1995-03-31,132.85280789396097
1995-04-28,151.1096103573052
1995-05-31,149.04652026211895
1995-06-30,148.999549753354
1995-07-31,158.07573746488765
1995-08-31,150.4993242469586
1995-09-29,154.83864774662072
1995-10-31,142.56418416707538
1995-11-30,143.64327488801774
1995-12-29,138.76975572690068
1996-01-31,137.36792441757856
1996-02-29,149.79420703613565
1996-03-29,149.3014836010538
1996-04-30,152.6796199298259
1996-05-31,157.90733160003862
1996-06-28,164.3163633899242
1996-07-31,169.49300973118713
1996-08-30,180.25222853025087
1996-09-30,173.98750813181178
1996-10-31,174.68346372406415
1996-11-29,178.84506091086473
1996-12-31,186.2795367560393
1997-01-01,186.2795367560393
1997-01-02,185.4369938204056
1997-01-03,185.94504758462153
1997-01-06,184.75489472089325
1997-01-07,187.0817944990469
1997-01-08,188.6909949768832
1997-01-09,187.79584358748482
1997-01-10,185.8128484630634
1997-01-13,190.2279396188708
1997-01-14,190.36571917263225
1997-01-15,188.6276218045735
1997-01-16,189.3293629298185
1997-01-17,186.79244661735217
1997-01-20,186.68178513681056
1997-01-21,184.08348147953046
1997-01-22,185.2806732740205
1997-01-23,184.81140064453004
1997-01-24,183.83762112262337
1997-01-27,182.63751180471016
1997-01-28,182.48816126244924
1997-01-29,181.35522664732804
1997-01-30,182.82630449455667
1997-01-31,184.48234209890518
1997-02-03,182.88917941523061
1997-02-04,184.2227184592329
1997-02-05,184.31938004753212
1997-02-06,183.55153293778838
1997-02-07,184.15058764762907
1997-02-10,187.39275422906698
1997-02-11,188.95034100465307
1997-02-12,188.08616504812628
1997-02-13,188.91228786880174
1997-02-14,191.01257625878
1997-02-17,191.16171835503152
1997-02-18,191.96745519432025
1997-02-19,191.24190778026053
1997-02-20,193.5779101751579
1997-02-21,192.40278410541922
1997-02-24,193.4787835163359
1997-02-25,197.07579204433063
1997-02-26,197.51925261098674
1997-02-27,197.15294510708136
1997-02-28,195.78929426899793
1997-03-03,191.28568713672254
1997-03-04,193.13871259503236
1997-03-05,193.66675040965077
1997-03-06,197.11298216538512
1997-03-07,198.11899495354257
1997-03-10,199.01286892813695
1997-03-11,199.37618346610302
1997-03-12,196.8469933550922
1997-03-13,195.91544665969423
1997-03-14,197.38716373699822
1997-03-17,196.25122569491157
1997-03-18,193.77758271274044
1997-03-19,191.7470256775599
1997-03-20,187.9988650167858
1997-03-21,192.0985104957265
1997-03-24,191.12725441923968
1997-03-25,193.21088620602066
1997-03-26,195.23209650163295
1997-03-27,196.76102255857344
1997-03-28,196.89347097780552
1997-03-31,197.843600492998
1997-04-01,193.6884521581422
1997-04-02,189.11408271168636
1997-04-03,188.93989563287982
1997-04-04,189.68749490998448
1997-04-07,189.8262913440187
1997-04-08,189.6039132096659
1997-04-09,192.01597155932532
1997-04-10,190.86267785312958
1997-04-11,188.35849353036664
1997-04-14,185.49070332886828
1997-04-15,186.09291060738366
1997-04-16,186.6757653206504
1997-04-17,187.73306369635506
1997-04-18,189.20884506932308
1997-04-21,190.78618013604856
1997-04-22,189.09850594652124
1997-04-23,191.2954908778989
1997-04-24,194.42969044779534
1997-04-25,191.98276355295914
1997-04-28,191.1944826369169
1997-04-29,192.34752566042116
1997-04-30,192.5450061251507
1997-05-01,194.13619466819756
1997-05-02,195.1834858484551
1997-05-05,196.14452942520649
1997-05-06,200.15381968764228
1997-05-07,198.92706268695795
1997-05-08,199.653847803764
1997-05-09,201.4485581675306
1997-05-12,199.8513351938532
1997-05-13,201.66005764363476
1997-05-14,203.00326810201398
1997-05-15,202.96315433072394
1997-05-16,205.30745127226393
1997-05-19,202.0784021407911
1997-05-20,204.2711628659978
1997-05-21,206.06057309918432
1997-05-22,205.85164815699082
1997-05-23,206.57504431596456
1997-05-26,206.28611582766348
1997-05-27,204.01223012322865
1997-05-28,202.89797578770933
1997-05-29,202.76833650931238
1997-05-30,200.26240279830566
1997-06-02,201.15877034604344
1997-06-03,202.01979576899652
1997-06-04,201.43159452375863
1997-06-05,200.95700720828034
1997-06-06,200.89395542220012
1997-06-09,203.73360956496143
1997-06-10,203.16736554218474
1997-06-11,203.58578108741457
1997-06-12,201.97699683365545
1997-06-13,200.8115284208089
1997-06-16,201.48057266967
1997-06-17,200.3239911753796
1997-06-18,200.17979079836059
1997-06-19,201.15645679074862
1997-06-20,200.22802150102544
1997-06-23,202.29899262352896
1997-06-24,202.52278482324903
1997-06-25,203.77827957572143
1997-06-26,204.12622196465063
1997-06-27,202.4315035455793
1997-06-30,202.8074218694226
1997-07-01,206.10557052293646
1997-07-02,207.23159309056925
1997-07-03,209.76646467081758
1997-07-04,211.3061868570948
1997-07-07,212.44309187979394
1997-07-08,209.31046521951933
1997-07-09,210.84788977114493
1997-07-10,211.2721291277144
1997-07-11,210.94184344392667
1997-07-14,209.28914085844983
1997-07-15,209.82880659592277
1997-07-16,211.69308562504406
1997-07-17,213.37039255099572
1997-07-18,211.14492541222327
1997-07-21,206.81206257174443
1997-07-22,207.8617995716981
1997-07-23,210.3200933956996
1997-07-24,209.18167485821522
1997-07-25,208.30114830572035
1997-07-28,207.72459451529116
1997-07-29,208.0079256864471
1997-07-30,207.477495878191
1997-07-31,208.24917256517878
1997-08-01,205.56477425568562
1997-08-04,204.09253796821844
1997-08-05,202.65535464072212
1997-08-06,202.7551294703025
1997-08-07,204.8734182226431
1997-08-08,205.74484164179694
1997-08-11,205.3794596024947
1997-08-12,207.0089791156821
1997-08-13,208.13785192777857
1997-08-14,205.06312371714748
1997-08-15,204.4384014777575
1997-08-18,201.35534487534278
1997-08-19,201.32476450420495
1997-08-20,202.87139045230109
1997-08-21,204.38556642406382
1997-08-22,202.01220274058883
1997-08-25,201.85845289147264
1997-08-26,200.30857224906433
1997-08-27,200.98216575672387
1997-08-28,201.34356733177563
1997-08-29,196.41144881437586
1997-09-01,195.15360793237423
1997-09-02,195.2057898058611
1997-09-03,197.8826145969103
1997-09-04,195.86818175443716
