Date,PORTUGAL IMI VALUE
1994-05-31,225.87250218723273
1994-06-30,224.13472039032715
1994-07-29,242.2389620966741
1994-08-31,252.09788351204602
1994-09-30,247.02657840911021
1994-10-31,255.8126297528367
1994-11-30,247.97612416954132
1994-12-30,248.39633896576126
1995-01-31,238.60372682677485
1995-02-28,250.22770346726494
1995-03-31,264.9635692869279
1995-04-28,266.02019460399316
1995-05-31,269.02876393402215
1995-06-30,267.20932031006265
1995-07-31,265.374256263643
1995-08-31,249.27934942483773
1995-09-29,256.4053644309418
1995-10-31,262.03489055593997
1995-11-30,250.93523716209643
1995-12-29,259.89418861248345
1996-01-31,274.54848639417787
1996-02-29,276.1327445045375
1996-03-29,280.5186048690984
1996-04-30,273.4044273167938
1996-05-31,281.63970034295636
1996-06-28,293.97904588465383
1996-07-31,298.4089854245814
1996-08-30,306.61372189933104
1996-09-30,298.50561682122066
1996-10-31,302.5921529047841
1996-11-29,306.52699135768427
1996-12-31,317.7395124118516
1997-01-01,317.7395124118516
1997-01-02,318.4622102608468
1997-01-03,318.17125790267926
1997-01-06,324.94679259617016
1997-01-07,330.8351710816773
1997-01-08,333.17642674689125
1997-01-09,333.4813066751652
1997-01-10,335.19262114886203
1997-01-13,344.67515479156856
1997-01-14,345.82977380923506
1997-01-15,343.74598202217953
1997-01-16,346.59718910156545
1997-01-17,346.6236601719977
1997-01-20,343.73850201954747
1997-01-21,343.2214167762754
1997-01-22,339.2553378666953
1997-01-23,339.1503937277696
1997-01-24,343.19885733364487
1997-01-27,342.38613689857715
1997-01-28,339.1160743520978
1997-01-29,339.7711451279449
1997-01-30,341.8317068614425
1997-01-31,342.25769369944453
1997-02-03,339.4517093405451
1997-02-04,341.9180863328515
1997-02-05,351.2986765471334
1997-02-06,358.58092903161105
1997-02-07,355.20830661978545
1997-02-10,356.11435692989875
1997-02-11,352.80521708709057
1997-02-12,349.02869605330295
1997-02-13,348.30120428253156
1997-02-14,348.41075918864976
1997-02-17,347.7772155938107
1997-02-18,350.27978963073076
1997-02-19,349.56534810221194
1997-02-20,349.54933277503915
1997-02-21,348.92634700356996
1997-02-24,348.8759206263149
1997-02-25,347.6173700208006
1997-02-26,343.1463225512982
1997-02-27,345.1813798432231
1997-02-28,345.58771765481487
1997-03-03,342.5485743425608
1997-03-04,344.4744592683893
1997-03-05,346.9192611003775
1997-03-06,347.69138912673606
1997-03-07,348.21274529820874
1997-03-10,353.3869875033988
1997-03-11,355.2711779487079
1997-03-12,354.0006328412193
1997-03-13,349.70451009714077
1997-03-14,349.8307865805011
1997-03-17,349.6710204986074
1997-03-18,348.1467813191632
1997-03-19,346.7692942647984
1997-03-20,341.1344479195356
1997-03-21,343.67300905054117
1997-03-24,341.7710425744278
1997-03-25,344.29768638890334
1997-03-26,346.4879193926798
1997-03-27,351.4417351328947
1997-03-28,352.3277664983491
1997-03-31,354.03942082414875
1997-04-01,349.90582140626054
1997-04-02,349.35685859865504
1997-04-03,345.7169497352613
1997-04-04,342.8263726615548
1997-04-07,338.90126052393384
1997-04-08,338.8682887589278
1997-04-09,338.88524939288556
1997-04-10,341.17521947357164
1997-04-11,340.79287489017094
1997-04-14,341.6143653244125
1997-04-15,343.1029933611039
1997-04-16,344.9042722077985
1997-04-17,346.1949169956905
1997-04-18,347.6309476389172
1997-04-21,348.9514901923994
1997-04-22,349.46243276005794
1997-04-23,353.2105774430915
1997-04-24,350.56841075183064
1997-04-25,349.8372136031014
1997-04-28,349.2661780541713
1997-04-29,352.5901555096688
1997-04-30,352.82005137975796
1997-05-01,354.9549497798265
1997-05-02,368.6670669302917
1997-05-05,375.1799344389828
1997-05-06,374.1303707459415
1997-05-07,374.1319340406206
1997-05-08,375.36653929079705
1997-05-09,380.0092882173513
1997-05-12,379.7861480735971
1997-05-13,380.2726251011386
1997-05-14,379.3728594714132
1997-05-15,379.11037375071044
1997-05-16,379.58170742814775
1997-05-19,373.9277787899822
1997-05-20,373.5684252415979
1997-05-21,375.9872455651811
1997-05-22,374.6478406270722
1997-05-23,374.1450847768344
1997-05-26,374.5991083480179
1997-05-27,375.24129420480267
1997-05-28,376.30016674900924
1997-05-29,376.6614674619192
1997-05-30,373.32904941781777
1997-06-02,370.6727407069627
1997-06-03,372.9643647185559
1997-06-04,374.9267196700872
1997-06-05,378.1461065850786
1997-06-06,381.56490832000173
1997-06-09,388.65299439972154
1997-06-10,386.8422908137111
1997-06-11,389.4845858324913
1997-06-12,391.4971090886262
1997-06-13,389.0324081682586
1997-06-16,401.65697896666177
1997-06-17,399.67582182443704
1997-06-18,399.9255072031826
1997-06-19,399.62325991183127
1997-06-20,396.15208665267136
1997-06-23,398.4520644097197
1997-06-24,397.60219535817885
1997-06-25,404.3561907924919
1997-06-26,406.2479394338712
1997-06-27,402.98402617960824
1997-06-30,399.4624455772318
1997-07-01,403.3837568282431
1997-07-02,407.29369695375834
1997-07-03,415.69451360236843
1997-07-04,414.9785154804848
1997-07-07,422.0624621827284
1997-07-08,419.9051634780907
1997-07-09,423.108698541497
1997-07-10,418.385660601255
1997-07-11,414.43587591489194
1997-07-14,408.34969590262875
1997-07-15,401.95053313999017
1997-07-16,408.08644330692226
1997-07-17,409.5168776249558
1997-07-18,406.65983199406776
1997-07-21,403.63701976147064
1997-07-22,402.41406710685743
1997-07-23,404.42265513923957
1997-07-24,403.2615436684145
1997-07-25,405.27593013156223
1997-07-28,403.4787586610417
1997-07-29,405.58734967358174
1997-07-30,403.6985434188018
1997-07-31,405.51095430048093
1997-08-01,400.32594578259
1997-08-04,397.6193459899537
1997-08-05,398.3656492395902
1997-08-06,405.1403424714073
1997-08-07,417.02524712388947
1997-08-08,417.85585052191004
1997-08-11,414.3976377732942
1997-08-12,414.89489747590244
1997-08-13,417.3704469984579
1997-08-14,414.78102063467384
1997-08-15,420.99024999385205
1997-08-18,412.5484344150721
1997-08-19,411.367890884364
1997-08-20,404.55442737990137
1997-08-21,409.21151749083765
1997-08-22,409.46463723331664
1997-08-25,408.46802328727364
1997-08-26,408.79000072120823
1997-08-27,402.6525913219075
1997-08-28,392.41578461661487
1997-08-29,380.8321339550299
1997-09-01,385.4624859806261
1997-09-02,392.6325977165181
1997-09-03,400.4687620827039
1997-09-04,398.22504608429176
1997-09-05,400.99074643903225
1997-09-08,397.1342393755373
1997-09-09,398.6163379250056
1997-09-10,400.6515046229968
1997-09-11,397.7814080726981
1997-09-12,400.7142503323911
1997-09-15,404.01630111640145
1997-09-16,402.2536544320321
1997-09-17,408.71325608321956
1997-09-18,412.4890434688414
1997-09-19,412.73927636977163
1997-09-22,409.60116253622493
1997-09-23,410.6943992988802
1997-09-24,416.2838827013842
1997-09-25,418.68125498136726
1997-09-26,423.4436435322431
1997-09-29,425.2632117165419
1997-09-30,426.34944210699507
1997-10-01,428.5593158292655
1997-10-02,433.98514723841055
1997-10-03,440.3582966166311
1997-10-06,437.7719390680268
1997-10-07,437.22117170367596
1997-10-08,437.25848203602504
1997-10-09,434.5980506227833
1997-10-10,429.51172658196947
1997-10-13,428.71371105769555
1997-10-14,425.99309986610064
1997-10-15,426.2189841273883
1997-10-16,432.9556699523332
1997-10-17,425.8629651259739
1997-10-20,424.38922285199226
1997-10-21,426.9327781701175
1997-10-22,426.02310932738396
1997-10-23,420.97825791979636
1997-10-24,421.9505087302859
1997-10-27,414.8255183601576
1997-10-28,398.4578117129425
1997-10-29,420.4259912321706
1997-10-30,418.9869993981458
1997-10-31,422.10499580891155
1997-11-03,420.7574069768211
1997-11-04,423.4773174785662
1997-11-05,426.10285229314513
1997-11-06,427.5896995056093
1997-11-07,425.4210964523476
1997-11-10,420.7157281782214
1997-11-11,416.41343272043144
1997-11-12,412.26326272284444
1997-11-13,410.7381650087303
1997-11-14,411.88428644990114
1997-11-17,414.1110626216318
1997-11-18,417.04899908857783
1997-11-19,417.8297931724398
1997-11-20,419.6650879931116
1997-11-21,420.73013010374876
1997-11-24,425.59458380544794
1997-11-25,423.71520322029784
1997-11-26,428.2340868480588
1997-11-27,429.5409434371171
1997-11-28,426.2909519385032
1997-12-01,423.02804211915003
1997-12-02,434.87325654620065
1997-12-03,435.21358799362366
1997-12-04,433.7212885943749
1997-12-05,431.3964665852244
1997-12-08,430.21488217934865
1997-12-09,427.0198735213867
1997-12-10,429.40968097479293
1997-12-11,428.5703658027496
1997-12-12,428.3013185342857
1997-12-15,436.23234477486284
1997-12-16,432.05211873976083
1997-12-17,438.32549812295
1997-12-18,438.08307779832325
1997-12-19,430.58550188398743
1997-12-22,433.95657381804506
1997-12-23,441.441055545059
1997-12-24,440.6992399971734
1997-12-25,440.6992399971734
1997-12-26,441.30710101785917
1997-12-29,439.9877338862277
1997-12-30,440.2688589921775
1997-12-31,439.79852962077064
1998-01-01,439.79852962077075
1998-01-02,445.7412922272131
1998-01-05,456.5394581863958
1998-01-06,453.06703391150575
1998-01-07,451.7909481311433
1998-01-08,455.82890686347355
1998-01-09,453.435127349975
1998-01-12,449.3736570598657
1998-01-13,454.5736606525424
1998-01-14,452.3374295367163
1998-01-15,453.6031654126253
1998-01-16,457.4295362066961
1998-01-19,458.5922904912371
1998-01-20,462.94055844418006
1998-01-21,466.47880272310584
1998-01-22,474.78221485841243
1998-01-23,483.76757255605406
1998-01-26,485.46381630684044
1998-01-27,493.43249377219297
1998-01-28,495.6094147228756
1998-01-29,491.31159124520354
1998-01-30,486.2314619647867
1998-02-02,499.55717421207163
1998-02-03,506.7957272897611
1998-02-04,513.8884159227712
1998-02-05,529.0916992458053
1998-02-06,521.2893092191428
1998-02-09,512.5161744927465
1998-02-10,503.86060436652315
1998-02-11,499.27836742297313
1998-02-12,502.76343282854293
1998-02-13,496.0620458847846
1998-02-16,495.1668298775879
1998-02-17,506.0955246338423
1998-02-18,511.322982254805
1998-02-19,513.271732821424
1998-02-20,515.0576602597213
1998-02-23,532.5726844093738
1998-02-24,531.6198055010291
1998-02-25,546.1849868552522
1998-02-26,541.5560561644485
1998-02-27,539.8952381562104
1998-03-02,561.0676760486265
1998-03-03,564.1913818599857
1998-03-04,556.8347373393449
1998-03-05,546.3721514804049
1998-03-06,557.442804061001
1998-03-09,563.2981753739049
1998-03-10,563.5587067920429
1998-03-11,561.9823897920102
1998-03-12,565.806734943845
1998-03-13,582.8947864021768
1998-03-16,577.134223561027
1998-03-17,582.3486310959732
1998-03-18,581.9620975078986
1998-03-19,585.7241164957987
1998-03-20,593.97964214272
1998-03-23,618.1815157877295
1998-03-24,625.9832873475483
1998-03-25,637.3159184689405
1998-03-26,635.7366550177152
1998-03-27,627.6786693078011
1998-03-30,620.4388267910706
1998-03-31,618.6830383795707
1998-04-01,628.5437367388222
1998-04-02,637.7319260147186
1998-04-03,649.4985159071948
1998-04-06,662.163035688094
1998-04-07,667.3936858954384
1998-04-08,666.622389018485
1998-04-09,671.9012352866829
1998-04-10,671.9012352866829
1998-04-13,668.8634795680246
1998-04-14,690.3743994584771
1998-04-15,701.0691930659465
1998-04-16,689.2058614282722
1998-04-17,690.6952495648635
1998-04-20,695.5854848803236
1998-04-21,699.9006967370829
1998-04-22,701.1561375739877
1998-04-23,692.2900303239991
1998-04-24,681.253867825024
1998-04-27,648.3089239567207
1998-04-28,675.517718766436
1998-04-29,667.6329255572625
1998-04-30,678.1086413197525
1998-05-01,684.1336289736656
