Date,JAPAN IMI QUALITY
1998-11-30,1000.0
1998-12-01,1007.0927315254426
1998-12-02,1021.4290003236753
1998-12-03,1022.8135961258071
1998-12-04,1016.250981908145
1998-12-07,1009.7709639556233
1998-12-08,1018.075796399905
1998-12-09,1041.870255585531
1998-12-10,1044.7228384056205
1998-12-11,1027.2417403673069
1998-12-14,1024.312081149085
1998-12-15,1010.7053785657592
1998-12-16,1022.8685347784045
1998-12-17,1020.0352123284098
1998-12-18,1031.5033383792306
1998-12-21,1026.03167054102
1998-12-22,1006.9469127938174
1998-12-23,1015.6316073713642
1998-12-24,1009.3183758602526
1998-12-25,1015.9207303441434
1998-12-28,1016.9923706898692
1998-12-29,1033.8700852219106
1998-12-30,1039.09192506036
1998-12-31,1056.7325370859867
1999-01-01,1056.7325370859867
1999-01-04,1034.542926862061
1999-01-05,1032.39778318106
1999-01-06,1032.5914370053374
1999-01-07,1054.138346204805
1999-01-08,1040.828653491781
1999-01-11,1054.6726701794269
1999-01-12,1027.1217123773563
1999-01-13,1010.1580294611604
1999-01-14,1025.6115979698225
1999-01-15,1020.9720444281269
1999-01-18,1021.7364116761431
1999-01-19,1024.4681867230818
1999-01-20,1038.538118320603
1999-01-21,1053.4453227438746
1999-01-22,1036.1584325133226
1999-01-25,1038.278870557334
1999-01-26,1047.9138435971756
1999-01-27,1041.9689380116486
1999-01-28,1027.9176960745058
1999-01-29,1043.8468539160715
1999-02-01,1048.6384657732415
1999-02-02,1069.8676701724723
1999-02-03,1058.3929998576932
1999-02-04,1053.0274498586102
1999-02-05,1040.7951010143286
1999-02-08,1039.495003290723
1999-02-09,1027.8877889811629
1999-02-10,1027.049451748173
1999-02-11,1029.0262748399027
1999-02-12,1032.5553356874295
1999-02-15,1025.7740021765062
1999-02-16,1010.1868414528586
1999-02-17,1001.6838568644783
1999-02-18,992.9424530696991
1999-02-19,987.0573511711519
1999-02-22,1002.7486412054005
1999-02-23,1004.5287865381187
1999-02-24,999.8759452995112
1999-02-25,1016.61074648485
1999-02-26,1023.6972080975493
1999-03-01,1006.9130461789364
1999-03-02,985.6182516316002
1999-03-03,987.4192446861659
1999-03-04,975.8630583524213
1999-03-05,1021.4222550769313
1999-03-08,1025.6256685772237
1999-03-09,1046.4192547488296
1999-03-10,1081.7557720654304
1999-03-11,1084.571838112107
1999-03-12,1090.7434965842249
1999-03-15,1114.4206295088263
1999-03-16,1135.794981974483
1999-03-17,1144.4438683917115
1999-03-18,1120.4768733770138
1999-03-19,1159.5395305552508
1999-03-22,1151.624417165129
1999-03-23,1145.0608153729363
1999-03-24,1121.4798083237627
1999-03-25,1135.9455091780671
1999-03-26,1135.9936770393824
1999-03-29,1145.7126620858987
1999-03-30,1138.0823509353825
1999-03-31,1154.7048717160696
1999-04-01,1175.575872491067
1999-04-02,1168.3234166256445
1999-04-05,1155.6367414749307
1999-04-06,1177.0203304212996
1999-04-07,1174.732280288846
1999-04-08,1190.1885526965364
1999-04-09,1183.829188664447
1999-04-12,1167.7090712968525
1999-04-13,1183.6016570464235
1999-04-14,1211.141063096896
1999-04-15,1201.1543664688286
1999-04-16,1212.7864906909615
1999-04-19,1204.989506639288
1999-04-20,1199.2815904942215
1999-04-21,1170.0546942641902
1999-04-22,1177.927749730806
1999-04-23,1198.907890926515
1999-04-26,1207.9140901759847
1999-04-27,1198.8560920267687
1999-04-28,1205.6726591868658
1999-04-29,1205.9762913360826
1999-04-30,1190.8366402936558
1999-05-03,1183.3063681057001
1999-05-04,1175.4294010476901
1999-05-05,1174.2641674407032
1999-05-06,1213.9298920047822
1999-05-07,1194.8768299490387
1999-05-10,1197.0226962212762
1999-05-11,1177.7748190639486
1999-05-12,1186.9521062770639
1999-05-13,1174.8112726513093
1999-05-14,1165.8108661263548
1999-05-17,1136.6327432133025
1999-05-18,1146.9015708282
1999-05-19,1115.3003417307798
1999-05-20,1125.5658271711195
1999-05-21,1135.482253719034
1999-05-24,1143.5836012566792
1999-05-25,1146.1349977208065
1999-05-26,1151.1917722586747
1999-05-27,1148.9094765446744
1999-05-28,1152.4621401864727
1999-05-31,1148.2810874951113
1999-06-01,1176.419549600069
1999-06-02,1181.902216629869
1999-06-03,1172.802607433213
1999-06-04,1170.1618230806746
1999-06-07,1189.8682676740732
1999-06-08,1209.6675833089869
1999-06-09,1220.0588024704437
1999-06-10,1241.4208540064358
1999-06-11,1258.7612243178517
1999-06-14,1233.8252652679696
1999-06-15,1239.4667349168224
1999-06-16,1240.3537154383266
1999-06-17,1260.344434485145
1999-06-18,1250.0584180113885
1999-06-21,1260.7768503634402
1999-06-22,1277.426171828467
1999-06-23,1261.2804792882794
1999-06-24,1259.52695657295
1999-06-25,1259.6854629820605
1999-06-28,1268.3973543378763
1999-06-29,1281.3174959360974
1999-06-30,1274.5258534629997
1999-07-01,1312.6751142497658
1999-07-02,1322.4689974768967
1999-07-05,1328.2675163580532
1999-07-06,1318.7730086936203
1999-07-07,1313.0493770890223
1999-07-08,1299.727898876576
1999-07-09,1298.9392439191604
1999-07-12,1323.1032259540266
1999-07-13,1333.4180902588673
1999-07-14,1355.0109584646366
1999-07-15,1370.2676510539945
1999-07-16,1353.0583452931605
1999-07-19,1378.0600477854086
1999-07-20,1376.3940443429483
1999-07-21,1367.0120557558985
1999-07-22,1338.0595267013098
1999-07-23,1329.4555290184287
1999-07-26,1332.4683646212393
1999-07-27,1327.331012445442
1999-07-28,1349.0870453665323
1999-07-29,1380.0854962317962
1999-07-30,1397.0240094262326
1999-08-02,1393.076127548218
1999-08-03,1410.1302660365188
1999-08-04,1399.59428863778
1999-08-05,1375.9619966610069
1999-08-06,1360.0629758037892
1999-08-09,1351.313795783426
1999-08-10,1361.321183143369
1999-08-11,1343.9275131880506
1999-08-12,1359.6052481187562
1999-08-13,1363.9582056536426
1999-08-16,1406.8202251053633
1999-08-17,1421.4377995532034
1999-08-18,1460.510810564073
1999-08-19,1454.8409509888904
1999-08-20,1455.3479868818113
1999-08-23,1443.336254194092
1999-08-24,1443.0387702138144
1999-08-25,1444.8877530817233
1999-08-26,1417.004398784243
1999-08-27,1419.1952869338918
