Date,SINGAPORE IMI QUALITY
1995-05-31,1000.0
1995-06-30,970.4077050386262
1995-07-31,965.7595167541426
1995-08-31,947.5240111940834
1995-09-29,984.6981764415759
1995-10-31,994.6415272025554
1995-11-30,1006.3227153057468
1995-12-29,1062.0665901230952
1996-01-31,1169.0470681577772
1996-02-29,1167.107039013984
1996-03-29,1160.149939304305
1996-04-30,1152.0211093417815
1996-05-31,1177.7060055458717
1996-06-28,1173.3231274091324
1996-07-31,1074.8777363341576
1996-08-30,1087.2458429122053
1996-09-30,1077.2587084981892
1996-10-31,1007.025196469834
1996-11-29,1064.3883283435575
1996-12-31,1084.543624900454
1997-01-01,1089.3093704115463
1997-01-02,1089.1555762987325
1997-01-03,1091.7538082019967
1997-01-06,1105.263147956759
1997-01-07,1109.284760964489
1997-01-08,1109.6043199592505
1997-01-09,1110.130513415538
1997-01-10,1098.002345758077
1997-01-13,1085.8095678258192
1997-01-14,1081.8074885770488
1997-01-15,1089.668175609648
1997-01-16,1084.8427925139588
1997-01-17,1097.7610978577482
1997-01-20,1096.9021264683795
1997-01-21,1095.3902208041775
1997-01-22,1087.0269183509113
1997-01-23,1093.5143446215827
1997-01-24,1086.8498802903619
1997-01-27,1078.5073189169877
1997-01-28,1072.387459904181
1997-01-29,1083.0734236702767
1997-01-30,1079.1144514588736
1997-01-31,1086.9744958437732
1997-02-03,1090.387521030818
1997-02-04,1079.4150967038067
1997-02-05,1076.4444167781276
1997-02-06,1081.6224605454458
1997-02-07,1080.3855642291837
1997-02-10,1085.0796881762494
1997-02-11,1079.358539354523
1997-02-12,1090.9667575270494
1997-02-13,1101.1267131405803
1997-02-14,1107.5506869657395
1997-02-17,1111.9238996214983
1997-02-18,1094.268650121168
1997-02-19,1099.8912376682756
1997-02-20,1098.2798455883215
1997-02-21,1085.3776984853905
1997-02-24,1078.4641019485623
1997-02-25,1076.270328525602
1997-02-26,1079.397788350252
1997-02-27,1071.580218455012
1997-02-28,1072.4927966203231
1997-03-03,1066.1877982550377
1997-03-04,1070.753412809534
1997-03-05,1067.6837634937788
1997-03-06,1063.4532301719823
1997-03-07,1057.1703518833385
1997-03-10,1056.280970640166
1997-03-11,1074.5481259541136
1997-03-12,1060.0354125647923
1997-03-13,1051.3628024713591
1997-03-14,1041.8111908323633
1997-03-17,1036.880470417975
1997-03-18,1022.5732981176442
1997-03-19,1030.0293262033545
1997-03-20,1007.2633262326844
1997-03-21,985.5396044543256
1997-03-24,990.3493554250064
1997-03-25,1008.4151324916473
1997-03-26,997.1081462276765
1997-03-27,987.007891099747
1997-03-28,986.2144441404776
1997-03-31,980.8889489152126
1997-04-01,992.9861911227716
1997-04-02,1001.3310959842141
1997-04-03,993.4667546613379
1997-04-04,994.1369192816426
1997-04-07,994.8575423457814
1997-04-08,1001.1592526912347
1997-04-09,999.3869954195676
1997-04-10,989.880826631064
1997-04-11,983.8577822779147
1997-04-14,971.466774806453
1997-04-15,965.0820966492407
1997-04-16,974.5286659000112
1997-04-17,969.219116826431
1997-04-18,969.7168034852888
1997-04-21,959.8798341443019
1997-04-22,967.1084540316791
1997-04-23,958.0300474386993
1997-04-24,948.3361093322227
1997-04-25,943.5877150531782
1997-04-28,933.3427617586982
1997-04-29,930.2419082735945
1997-04-30,939.7543318377454
1997-05-01,941.0506466911492
1997-05-02,941.5099717086164
1997-05-05,946.1261895437985
1997-05-06,952.3224333905482
1997-05-07,964.7896162366876
1997-05-08,960.693379716664
1997-05-09,975.8202983336973
1997-05-12,993.5093010437353
1997-05-13,996.8859724584668
1997-05-14,995.9633801081385
1997-05-15,971.7578545289174
1997-05-16,968.3941192045498
1997-05-19,966.9198850896653
1997-05-20,970.8423401641046
1997-05-21,970.4230282434683
1997-05-22,983.8245873162832
1997-05-23,978.06170321224
1997-05-26,978.0500862907594
1997-05-27,981.47938610707
1997-05-28,979.5253397642521
1997-05-29,980.4257360142333
1997-05-30,977.9496474436448
1997-06-02,981.5431204552366
1997-06-03,978.2093070272877
1997-06-04,976.3888095516467
1997-06-05,969.513657099909
1997-06-06,972.4942957855866
1997-06-09,971.5773849441742
1997-06-10,971.4284387654016
1997-06-11,957.8500337710037
1997-06-12,943.8141626359695
1997-06-13,934.4006422485152
1997-06-16,939.7144484618212
1997-06-17,946.416915557971
1997-06-18,941.6662793771418
1997-06-19,949.8499966195836
1997-06-20,940.3036731175305
1997-06-23,957.7120427826542
1997-06-24,959.7026936493777
1997-06-25,956.6156990870351
1997-06-26,951.2786137835202
1997-06-27,936.4359592015819
1997-06-30,943.5984947240888
1997-07-01,959.4744267261638
1997-07-02,948.6880798943544
1997-07-03,940.1090394982351
1997-07-04,941.1430981220616
1997-07-07,951.9212094392519
1997-07-08,963.8077856996237
1997-07-09,948.98814587748
1997-07-10,933.1557892351271
1997-07-11,931.5184642418138
1997-07-14,927.0562836048514
1997-07-15,918.8191004083355
1997-07-16,917.281799038789
1997-07-17,915.6408292874728
1997-07-18,921.0710278797548
1997-07-21,925.2191149657444
1997-07-22,920.2489229846805
1997-07-23,923.8787473627841
1997-07-24,928.9288269706275
1997-07-25,947.3079093856016
1997-07-28,946.8443133426479
1997-07-29,951.4626172601404
1997-07-30,940.8879766952582
1997-07-31,951.2622898341582
1997-08-01,940.5942563847163
1997-08-04,939.2745866301372
1997-08-05,917.6946559602289
1997-08-06,937.3027428390085
1997-08-07,923.775405581088
1997-08-08,917.1433624774714
1997-08-11,885.8330239462989
1997-08-12,875.1623957453131
1997-08-13,874.7024000966867
1997-08-14,855.540473232254
1997-08-15,843.829950532108
1997-08-18,835.2128229293093
1997-08-19,842.7112570292982
1997-08-20,851.8073909370758
1997-08-21,853.5451795418284
1997-08-22,858.2367859278258
1997-08-25,851.6432350410596
1997-08-26,846.29181696923
1997-08-27,835.3331967442602
1997-08-28,782.511231235237
1997-08-29,742.3307890055814
1997-09-01,733.1804896125562
1997-09-02,739.0147689714207
1997-09-03,755.8459597656034
1997-09-04,782.0142205575411
1997-09-05,815.3389246337059
1997-09-08,815.728684632518
1997-09-09,826.9805472581542
1997-09-10,808.1008347624722
1997-09-11,800.9119234286126
1997-09-12,803.9888723303458
1997-09-15,803.8752500494551
1997-09-16,799.321764670495
1997-09-17,791.0506287087949
1997-09-18,786.4721422062031
1997-09-19,785.0081638461246
1997-09-22,774.2998515113998
1997-09-23,781.3502214122292
1997-09-24,782.8177918906317
1997-09-25,790.7344660030521
1997-09-26,794.9333565320986
1997-09-29,780.353660075369
1997-09-30,789.6464896175792
1997-10-01,780.5346202086555
1997-10-02,778.8176823918318
1997-10-03,759.4306240279503
1997-10-06,748.1715791802193
1997-10-07,740.932949917276
1997-10-08,735.4479913547302
1997-10-09,746.1590189555267
1997-10-10,752.8800338191753
1997-10-13,752.2393416596236
1997-10-14,746.8410830170017
1997-10-15,734.950684414976
1997-10-16,719.3840894043469
1997-10-17,731.0524068334528
1997-10-20,707.3327492153265
1997-10-21,699.0329330355792
1997-10-22,686.9762141639851
1997-10-23,664.1208426278389
1997-10-24,647.924968063764
1997-10-27,641.6210923517239
1997-10-28,611.4185457888253
1997-10-29,645.6663262029637
1997-10-30,644.649559896621
1997-10-31,657.7316162958649
1997-11-03,716.1249307124372
1997-11-04,709.272703805211
1997-11-05,714.1945914785852
1997-11-06,705.2146513229962
1997-11-07,700.3559854206827
1997-11-10,678.1235600633121
1997-11-11,684.7625238605399
1997-11-12,685.6776586040168
1997-11-13,687.0491751542892
1997-11-14,678.4710874220951
1997-11-17,689.5300515468488
1997-11-18,691.3241704109981
1997-11-19,679.5867755480773
1997-11-20,672.0490705300903
1997-11-21,682.5579423442232
1997-11-24,695.8292131877878
1997-11-25,681.8497287015699
1997-11-26,687.6564417030727
1997-11-27,698.6232741548614
1997-11-28,697.6933765996786
1997-12-01,689.838900966342
1997-12-02,696.8301636677207
1997-12-03,668.998246432952
1997-12-04,664.4798145454401
1997-12-05,659.5757560012669
1997-12-08,672.9035254812204
1997-12-09,658.4773303194239
1997-12-10,654.1048500160935
1997-12-11,620.7354650992085
1997-12-12,593.4972080733301
1997-12-15,578.7743707586395
1997-12-16,576.4993445567296
1997-12-17,600.4898373034013
1997-12-18,618.0737446364884
1997-12-19,616.6805398970171
1997-12-22,608.1939260602194
1997-12-23,611.3896322284504
1997-12-24,601.7003029280964
1997-12-25,601.4919140016605
1997-12-26,600.5423481746135
1997-12-29,600.1840487246519
1997-12-30,605.5806365314203
1997-12-31,604.7160734580004
1998-01-01,611.280947222816
1998-01-02,611.6812089264978
1998-01-05,594.6250732308539
1998-01-06,565.0830864880426
1998-01-07,556.989643427809
1998-01-08,528.3226226276918
1998-01-09,509.1522610330428
1998-01-12,475.15956678881884
1998-01-13,513.9865035473229
1998-01-14,550.4628375292106
1998-01-15,552.2742676423385
1998-01-16,569.8961953169612
1998-01-19,581.7831691828092
1998-01-20,584.8834316944319
1998-01-21,582.6434787177723
1998-01-22,569.7037935996602
1998-01-23,567.3077600204351
1998-01-26,575.9328577346809
1998-01-27,583.3328329573138
1998-01-28,584.7449968957353
1998-01-29,582.1140306989109
1998-01-30,584.6199281537625
1998-02-02,645.4852032320935
1998-02-03,641.5459204865448
1998-02-04,634.2170141674709
1998-02-05,645.7612998993228
1998-02-06,665.7906843747461
1998-02-09,653.337496634196
1998-02-10,660.7369275167096
1998-02-11,663.8486323120924
1998-02-12,651.4851222737286
1998-02-13,648.3274900455008
1998-02-16,616.0949247212773
1998-02-17,643.7712601449061
1998-02-18,659.7508871810177
1998-02-19,677.2095991610051
1998-02-20,667.411832472653
1998-02-23,663.6151029998521
1998-02-24,672.7353940769988
1998-02-25,682.7634719243708
1998-02-26,699.8455549398957
1998-02-27,684.8165526975154
1998-03-02,698.2107378807752
1998-03-03,681.6747088730436
1998-03-04,666.0533674265344
1998-03-05,653.2808440815726
1998-03-06,659.1296475008035
1998-03-09,649.0430782642011
1998-03-10,655.078350651191
1998-03-11,667.6923874778605
1998-03-12,679.507328948693
1998-03-13,688.0250754181221
1998-03-16,684.6130322138328
1998-03-17,681.2184238635433
1998-03-18,680.3789547247194
1998-03-19,687.4191547409873
1998-03-20,687.6377996071255
1998-03-23,684.2416033200288
1998-03-24,679.9536261898692
1998-03-25,689.3971313453613
1998-03-26,684.8874283020006
1998-03-27,693.6344149365324
1998-03-30,678.1713583693108
1998-03-31,660.0258443532416
1998-04-01,650.864543316311
1998-04-02,649.7991148233049
1998-04-03,637.2644721493076
1998-04-06,642.7203052650389
1998-04-07,647.1289862643431
1998-04-08,645.3545313176164
1998-04-09,663.2876355657783
1998-04-10,663.3886084982192
1998-04-13,662.8981909759401
1998-04-14,656.4962174099196
1998-04-15,646.3027447878508
1998-04-16,640.6679435495868
1998-04-17,637.6248029561236
1998-04-20,634.3096405962514
1998-04-21,630.528099153845
1998-04-22,626.415018586386
1998-04-23,624.5215420203191
1998-04-24,618.9848691108743
