Date,NIHONKABU IMI QUALITY
1998-11-30,1000.0
1998-12-01,1007.1933513672013
1998-12-02,1021.6300672208375
1998-12-03,1023.3739811214595
1998-12-04,1016.4681348051095
1998-12-07,1010.2402338447366
1998-12-08,1018.9168918235194
1998-12-09,1043.1629743293695
1998-12-10,1045.8491525492977
1998-12-11,1027.5481215362975
1998-12-14,1024.2287952883462
1998-12-15,1010.6848314815936
1998-12-16,1023.109553233378
1998-12-17,1020.1810286993024
1998-12-18,1031.7573727391343
1998-12-21,1025.4090970307816
1998-12-22,1006.3076441947505
1998-12-23,1014.9868252219176
1998-12-24,1008.6007388140024
1998-12-25,1015.0516908269261
1998-12-28,1016.0142491563081
1998-12-29,1032.7529921036007
1998-12-30,1038.3396232070093
1998-12-31,1055.9674634414203
1999-01-01,1055.9674634414203
1999-01-04,1034.0201024596747
1999-01-05,1031.8637460399502
1999-01-06,1032.2798471581266
1999-01-07,1053.6602532506938
1999-01-08,1040.4186205954577
1999-01-11,1053.5812478368937
1999-01-12,1025.7676833964792
1999-01-13,1009.1173617175367
1999-01-14,1024.532707052325
1999-01-15,1019.8980340835337
1999-01-18,1020.9671112692254
1999-01-19,1023.3278832978042
1999-01-20,1037.4841498817743
1999-01-21,1053.3900351578234
1999-01-22,1036.4210549846339
1999-01-25,1038.1813557201392
1999-01-26,1047.9014190978453
1999-01-27,1041.8105818194097
1999-01-28,1027.491479657691
1999-01-29,1044.1985487132201
1999-02-01,1049.0911082140644
1999-02-02,1070.2379258805097
1999-02-03,1058.409387783764
1999-02-04,1052.670367992543
1999-02-05,1040.9670271222296
1999-02-08,1039.853778111723
1999-02-09,1028.029521935849
1999-02-10,1027.4702029544708
1999-02-11,1029.4478358910412
1999-02-12,1033.4244237093792
1999-02-15,1026.9706760747758
1999-02-16,1011.7206337066837
1999-02-17,1003.5797285456828
1999-02-18,994.4506608284529
1999-02-19,988.5398080896153
1999-02-22,1003.6194012352126
1999-02-23,1005.3851673888654
1999-02-24,1000.7851066376198
1999-02-25,1017.7654496124983
1999-02-26,1024.9315143623028
1999-03-01,1007.8738969354633
1999-03-02,986.471462754898
1999-03-03,988.196132311018
1999-03-04,976.8719897900646
1999-03-05,1022.8273347164942
1999-03-08,1027.487579830798
1999-03-09,1049.0490067683227
1999-03-10,1085.471798686856
1999-03-11,1088.2060027888274
1999-03-12,1094.1204841656938
1999-03-15,1117.2001017012635
1999-03-16,1138.7374755352475
1999-03-17,1147.1580591691904
1999-03-18,1123.1107228735984
1999-03-19,1162.434956229323
1999-03-22,1154.5000784224487
1999-03-23,1148.0019121551577
1999-03-24,1124.6602091406278
1999-03-25,1139.285997431015
1999-03-26,1139.430338241487
1999-03-29,1149.2856440240457
1999-03-30,1141.7681484851762
1999-03-31,1157.921948634804
1999-04-01,1179.5817324298375
1999-04-02,1172.9025171488047
1999-04-05,1160.3861759391693
1999-04-06,1181.5581040250058
1999-04-07,1179.5494409111234
1999-04-08,1194.366281041808
1999-04-09,1186.8930662739338
1999-04-12,1170.4809870004487
1999-04-13,1186.8224631762137
1999-04-14,1214.1836090378333
1999-04-15,1204.3880217750357
1999-04-16,1215.5940802660841
1999-04-19,1208.172172875434
1999-04-20,1202.4606770573087
1999-04-21,1173.0739045480204
1999-04-22,1181.0749502601607
1999-04-23,1202.5992932371128
1999-04-26,1212.3485565860385
1999-04-27,1202.8211377826087
1999-04-28,1209.85527859852
1999-04-29,1210.1599640831637
1999-04-30,1194.3558743814358
1999-05-03,1186.799491742269
1999-05-04,1178.8992718559516
1999-05-05,1177.7305984761676
1999-05-06,1217.7936301431546
1999-05-07,1198.4205449701071
1999-05-10,1200.5004737302918
1999-05-11,1181.6225899338183
1999-05-12,1191.536694286824
1999-05-13,1179.547829641044
1999-05-14,1170.7063601173343
1999-05-17,1141.5440447294495
1999-05-18,1152.136827766672
1999-05-19,1120.2897328083527
1999-05-20,1130.7215356800136
1999-05-21,1140.7553014213681
1999-05-24,1149.0822436001815
1999-05-25,1151.3957089133169
1999-05-26,1155.6888512563157
1999-05-27,1153.3227784218975
1999-05-28,1156.0855420250052
1999-05-31,1151.5770626026108
1999-06-01,1179.7887254689654
1999-06-02,1185.2144475774094
1999-06-03,1175.6041759530565
1999-06-04,1172.1463688950391
1999-06-07,1191.4174641423795
1999-06-08,1210.5713504492483
1999-06-09,1221.4185792579156
1999-06-10,1243.7339810060773
1999-06-11,1261.5029216144387
1999-06-14,1236.7941057164612
1999-06-15,1242.6275498508073
1999-06-16,1243.126598338909
1999-06-17,1262.9625903019278
1999-06-18,1252.062874225228
1999-06-21,1263.6075976090804
1999-06-22,1279.2899599094605
1999-06-23,1262.0424730614845
1999-06-24,1259.8918845323917
1999-06-25,1258.3777697107107
1999-06-28,1267.352061856758
1999-06-29,1280.0135363346417
1999-06-30,1272.5340714971987
1999-07-01,1311.7727100541122
1999-07-02,1320.2530537488446
1999-07-05,1326.0269454171607
1999-07-06,1317.53153222123
1999-07-07,1311.6294302449314
1999-07-08,1298.0183648065456
1999-07-09,1297.046614816899
1999-07-12,1320.5801810937924
