Date,AUSTRALIA IMI QUALITY
2001-05-31,1000.0
2001-06-01,1005.5204198074816
2001-06-04,1014.6963989057904
2001-06-05,1016.6520873209022
2001-06-06,1022.5935305985677
2001-06-07,1038.168148792583
2001-06-08,1051.5659009018784
2001-06-11,1049.4565414674587
2001-06-12,1037.4612699390877
2001-06-13,1034.4251559725449
2001-06-14,1043.5858404733415
2001-06-15,1040.0829456208292
2001-06-18,1028.6463565948538
2001-06-19,1024.3179854592477
2001-06-20,1024.4159593470865
2001-06-21,1023.1595130236458
2001-06-22,1024.9531927505798
2001-06-25,1026.1176287416636
2001-06-26,1029.822997182435
2001-06-27,1019.8108546743573
2001-06-28,1009.5448128323412
2001-06-29,1021.9758436840183
2001-07-02,1017.182441443486
2001-07-03,1032.4938029590512
2001-07-04,1031.024246353925
2001-07-05,1017.7549407811449
2001-07-06,987.3573488108029
2001-07-09,987.0851038323815
2001-07-10,999.8897680753406
2001-07-11,998.9720669875534
2001-07-12,1003.2532275737506
2001-07-13,1008.0585606244522
2001-07-16,1014.1221291511944
2001-07-17,998.4572657795704
2001-07-18,1007.3691296993101
2001-07-19,995.1362305485068
2001-07-20,987.6706236023124
2001-07-23,985.4075321307524
2001-07-24,972.6831221199608
2001-07-25,964.8025709263297
2001-07-26,966.8115936543878
2001-07-27,970.145252500642
2001-07-30,971.4812884026696
2001-07-31,976.6400908319013
2001-08-01,1005.7704848112897
2001-08-02,1018.3425298005627
2001-08-03,1011.6636784611608
2001-08-06,1015.6561790602328
2001-08-07,1012.7536036531795
2001-08-08,1011.5104010583768
2001-08-09,1004.8975016623219
2001-08-10,998.9809594601489
2001-08-13,1000.5554120553824
2001-08-14,994.8448928636248
2001-08-15,1020.6055112257686
2001-08-16,1008.0321950583781
2001-08-17,1017.6420448557577
2001-08-20,996.1481811780933
2001-08-21,1006.034363139115
2001-08-22,1018.3834334222031
2001-08-23,1012.6956428468902
2001-08-24,1020.5552575261685
2001-08-27,1028.2769405844056
2001-08-28,1039.7963420057774
2001-08-29,1034.6424448925868
2001-08-30,1032.736316379156
2001-08-31,1005.5092408786843
2001-09-03,1015.2727624718012
2001-09-04,1009.0381579968625
