Date,ACWI ex JAPAN SRI
2011-05-31,1000.0
2011-06-01,982.4902832036231
2011-06-02,975.8619010587363
2011-06-03,964.4502117108286
2011-06-06,956.8890549860494
2011-06-07,953.081609148024
2011-06-08,948.2698187749997
2011-06-09,958.2183838169334
2011-06-10,953.235534086043
2011-06-13,952.4733170777263
2011-06-14,958.9441060188906
2011-06-15,955.7524443311478
2011-06-16,958.300957946319
2011-06-17,952.9355788618406
2011-06-20,953.5914164904823
2011-06-21,963.9458026241167
2011-06-22,955.9889108946954
2011-06-23,960.8692720122102
2011-06-24,954.8668132184894
2011-06-27,952.5663030192893
2011-06-28,957.8677602700143
2011-06-29,968.6929380787925
2011-06-30,974.8780126872512
2011-07-01,986.0211820194618
2011-07-04,986.7493684609211
2011-07-05,988.0176126802016
2011-07-06,993.9596221469078
2011-07-07,998.2887971894966
2011-07-08,996.9956458396052
2011-07-11,994.4614570452027
2011-07-12,988.6887836992921
2011-07-13,987.6764915786852
2011-07-14,981.15857199973
2011-07-15,984.2366233205307
2011-07-18,977.9698741448249
2011-07-19,982.778137779121
2011-07-20,987.2944107646009
2011-07-21,988.8272368513354
2011-07-22,993.2220506958715
2011-07-25,990.3812833867958
2011-07-26,981.5505898152994
2011-07-27,971.5160913977745
2011-07-28,974.3899206743372
2011-07-29,965.6664963454392
2011-08-01,968.5442388393836
2011-08-02,946.1024899422908
2011-08-03,937.2887530142439
2011-08-04,907.5074107273662
2011-08-05,893.9656465281798
2011-08-08,849.1117388044535
2011-08-09,868.7336288181731
2011-08-10,847.0563972806927
2011-08-11,871.8798187734305
2011-08-12,885.7525664176333
2011-08-15,889.0516179760759
2011-08-16,886.8219702403104
2011-08-17,886.9089145454361
2011-08-18,855.4366265289041
2011-08-19,835.7876772044681
2011-08-22,840.6856081399447
2011-08-23,859.4883316723997
2011-08-24,868.17159017116
2011-08-25,858.190488293204
2011-08-26,863.0190065105165
2011-08-29,874.9133351839737
2011-08-30,884.1043779903298
2011-08-31,898.4409086355971
2011-09-01,903.8296444478285
2011-09-02,886.0046905539562
2011-09-05,874.368962196201
2011-09-06,871.9949618626185
2011-09-07,895.5956504971593
2011-09-08,896.6145714292053
