Date,ACWI ex USA SRI
2011-05-31,1000.0
2011-06-01,992.0929560153857
2011-06-02,980.4122715447287
2011-06-03,974.1317687126307
2011-06-06,967.2920191973816
2011-06-07,965.9990776571583
2011-06-08,961.3028291327878
2011-06-09,968.7369424454962
2011-06-10,964.6851557277613
2011-06-13,963.4543599616301
2011-06-14,969.4954909416069
2011-06-15,968.7074091290677
2011-06-16,962.4304883978906
2011-06-17,957.1382542983679
2011-06-20,953.5796491357552
2011-06-21,964.9770373987892
2011-06-22,961.8242986810487
2011-06-23,959.0212441982609
2011-06-24,959.4969796025754
2011-06-27,952.8036906830608
2011-06-28,956.2677664605529
2011-06-29,971.0206401818903
2011-06-30,978.8828058794156
2011-07-01,984.5870856812849
2011-07-04,988.3455605179726
2011-07-05,990.4221361132304
2011-07-06,994.5957211674294
2011-07-07,995.6353153833733
2011-07-08,997.4921641256657
2011-07-11,995.395502942269
2011-07-12,987.6307095449918
2011-07-13,992.1161237670357
2011-07-14,985.4129199425996
2011-07-15,986.7237651650494
2011-07-18,980.1616033854597
2011-07-19,980.7609946240871
2011-07-20,990.5237932776784
2011-07-21,991.0854525174575
2011-07-22,999.1545985916007
2011-07-25,996.0302248687901
2011-07-26,993.1721176233564
2011-07-27,988.6262811757446
2011-07-28,989.2299828202308
2011-07-29,982.0557958608127
2011-08-01,987.9482691257215
2011-08-02,968.3234849782751
2011-08-03,951.2158635359966
2011-08-04,925.5408359778813
2011-08-05,902.8169182329366
2011-08-08,870.270769957584
2011-08-09,875.1692621618595
2011-08-10,868.7213556627986
2011-08-11,878.179116427551
2011-08-12,894.0123315894205
2011-08-15,895.5769948962319
2011-08-16,896.733223941259
2011-08-17,900.0147796650249
2011-08-18,873.2436916187412
2011-08-19,853.559460915972
2011-08-22,855.5515930873331
2011-08-23,866.9386934536412
2011-08-24,869.7447115094174
2011-08-25,863.6909144777709
2011-08-26,863.6568537735576
2011-08-29,870.9877413583938
2011-08-30,882.6854862249361
2011-08-31,901.7134082958739
2011-09-01,912.5384031122524
2011-09-02,898.3164987321803
2011-09-05,874.1891640895508
2011-09-06,868.8069608134779
2011-09-07,889.643067088367
2011-09-08,896.7529693342624
2011-09-09,889.0947347200134
2011-09-12,872.2937568832929
2011-09-13,874.4020049186846
2011-09-14,875.4496454615274
2011-09-15,883.7920874798399
2011-09-16,894.1236357235335
2011-09-19,883.9253632313425
2011-09-20,886.1602388527358
2011-09-21,877.490573713414
2011-09-22,847.7517584043572
2011-09-23,842.4406434524677
2011-09-26,847.0672051142058
2011-09-27,875.8230501729755
2011-09-28,874.6656205911777
2011-09-29,876.4516934061321
2011-09-30,875.6070761341422
2011-10-03,865.0730154669714
2011-10-04,844.2223882112457
2011-10-05,855.9230056822232
2011-10-06,875.666810759223
2011-10-07,882.7146211240052
2011-10-10,889.4349246930466
2011-10-11,894.381590054195
2011-10-12,898.7069320973507
2011-10-13,898.0676996601894
2011-10-14,897.5406923127447
2011-10-17,901.5932593315435
2011-10-18,898.1434121325406
2011-10-19,897.9404837737114
2011-10-20,887.8561339935958
2011-10-21,897.5343747038161
2011-10-24,911.3573559350998
2011-10-25,905.1740206076684
2011-10-26,909.999332295786
2011-10-27,927.0957989395829
2011-10-28,930.2858321116745
2011-10-31,917.8399524919703
2011-11-01,900.9248689042265
2011-11-02,899.2939099323894
2011-11-03,910.467734074366
2011-11-04,910.6339802598659
2011-11-07,908.5989117105997
2011-11-08,909.9543066646482
2011-11-09,907.6095975523621
2011-11-10,896.7464962595405
2011-11-11,907.6375030153637
2011-11-14,908.6694332087874
2011-11-15,906.491315589887
2011-11-16,902.511692491135
2011-11-17,895.0315166727983
2011-11-18,886.0869947500817
2011-11-21,866.8518474304605
2011-11-22,864.3991333438116
2011-11-23,855.9836235162257
2011-11-24,854.0911428504418
2011-11-25,854.6531582514298
2011-11-28,876.6515278857916
2011-11-29,887.5241783023715
2011-11-30,908.2871662608103
2011-12-01,912.2463915257331
2011-12-02,917.299504656507
2011-12-05,921.1019570565697
2011-12-06,918.4368437098324
2011-12-07,921.9376571920913
2011-12-08,915.0569848241045
2011-12-09,913.068807486331
2011-12-12,911.8048550040834
2011-12-13,914.440100738116
2011-12-14,904.2474306573205
2011-12-15,904.0697703887267
2011-12-16,903.8470373848234
2011-12-19,899.6460172272656
2011-12-20,908.5125495466797
2011-12-21,913.4709266112226
2011-12-22,917.2013255988892
2011-12-23,924.4949562606341
2011-12-26,925.4459490619323
2011-12-27,924.2163125736773
2011-12-28,921.9985029895264
2011-12-29,927.8253138352395
2011-12-30,935.1306658436246
2012-01-02,938.9570886685673
2012-01-03,950.2031650083969
2012-01-04,956.1867134758675
2012-01-05,951.8151013689329
2012-01-06,952.3401727112728
2012-01-09,950.5828197823653
2012-01-10,962.2330719403963
2012-01-11,963.1335711428343
2012-01-12,957.8849901178671
2012-01-13,962.6102879478075
2012-01-16,963.601854226662
2012-01-17,969.0578062400589
2012-01-18,969.4395616691563
2012-01-19,975.6062001740017
2012-01-20,976.1077713724657
2012-01-23,975.6407676449718
2012-01-24,973.9639907094574
2012-01-25,974.3911316012739
2012-01-26,976.6310109218558
2012-01-27,973.9630822515023
2012-01-30,966.952245925881
2012-01-31,974.0863729562855
2012-02-01,980.4582545475494
2012-02-02,986.5274762134167
2012-02-03,998.5931569085163
2012-02-06,1002.86785999087
2012-02-07,995.0390928874895
2012-02-08,997.6934427204136
2012-02-09,997.5591989916937
2012-02-10,991.3371421924721
2012-02-13,996.730663188819
2012-02-14,996.333031944064
2012-02-15,1010.2820600452164
2012-02-16,1008.0628183019944
2012-02-17,1010.3378496879205
2012-02-20,1014.9509605813583
2012-02-21,1012.2188217727706
2012-02-22,1008.9472274489583
2012-02-23,1006.3042784279681
2012-02-24,1002.2980722886957
2012-02-27,1002.387577862695
2012-02-28,1004.7520361172805
2012-02-29,1009.8607634111167
2012-03-01,1014.6756342439119
2012-03-02,1019.0050844391878
2012-03-05,1011.2432675381652
2012-03-06,996.4105484053633
2012-03-07,996.1642509344093
2012-03-08,1003.8946914789464
2012-03-09,1015.9677719501018
2012-03-12,1010.4610160729005
2012-03-13,1023.5414181280288
2012-03-14,1027.193047043822
2012-03-15,1030.2210333562548
2012-03-16,1030.534438321486
2012-03-19,1027.8482571378916
2012-03-20,1020.5220530727639
2012-03-21,1019.2894507333124
2012-03-22,1014.5330695810926
2012-03-23,1012.1398570803631
2012-03-26,1016.0781139303548
2012-03-27,1019.310651357164
2012-03-28,1015.0246138376868
2012-03-29,1006.7763759193622
2012-03-30,1010.7671948786539
2012-04-02,1023.5279514644095
2012-04-03,1015.850076683512
2012-04-04,1005.4294352729038
2012-04-05,1007.9319032666509
2012-04-06,1006.9276195626106
2012-04-09,1003.0045233426956
2012-04-10,987.9438175202062
2012-04-11,989.9385354858185
2012-04-12,998.6620570339034
2012-04-13,995.2937830034454
2012-04-16,996.2367147373499
2012-04-17,1003.9967159983245
2012-04-18,1005.5568025523667
2012-04-19,1002.2698119771228
2012-04-20,1001.976705919499
2012-04-23,991.6920905016377
2012-04-24,992.7917009621775
2012-04-25,1000.295180800804
2012-04-26,1001.0720371303141
2012-04-27,1004.2331406166466
2012-04-30,1005.6608348179539
2012-05-01,1004.4776192703031
2012-05-02,1004.7778483351045
2012-05-03,1003.4967488023434
2012-05-04,994.1370472808138
2012-05-07,991.7874032842705
2012-05-08,983.7742616813631
2012-05-09,979.0542617710461
2012-05-10,981.0994529348698
2012-05-11,982.0174322544951
2012-05-14,973.1516578268236
2012-05-15,968.4344451391834
2012-05-16,960.1322378728981
2012-05-17,957.3685198421537
2012-05-18,942.7087546746319
2012-05-21,944.6398925205367
2012-05-22,959.1774665932898
2012-05-23,948.3011360011291
2012-05-24,954.1593565829953
2012-05-25,957.5982727930962
2012-05-28,959.4866617842686
2012-05-29,967.1435685697003
2012-05-30,961.1757086014508
2012-05-31,960.9718677034787
2012-06-01,943.7235352940734
2012-06-04,928.9822548626306
2012-06-05,937.1502765788373
2012-06-06,953.9882081880721
2012-06-07,963.3129331557428
2012-06-08,956.9255938575009
2012-06-11,961.788309785675
2012-06-12,965.730830146042
2012-06-13,961.3926315295676
2012-06-14,957.7110680738492
2012-06-15,964.4377218144837
2012-06-18,972.576859170104
2012-06-19,980.696962381633
2012-06-20,985.8048116186535
2012-06-21,980.6657605957116
2012-06-22,975.1251094571023
2012-06-25,967.8884403188739
2012-06-26,968.0909947266201
2012-06-27,978.8785549672402
2012-06-28,981.0022129252042
2012-06-29,992.4217221212931
2012-07-02,1006.2411024800962
2012-07-03,1016.3315419472681
2012-07-04,1023.058142915276
2012-07-05,1026.938283837276
2012-07-06,1021.5972344775863
2012-07-09,1015.2175852546284
2012-07-10,1019.5534396221309
2012-07-11,1020.6208240055689
2012-07-12,1010.2423844146143
2012-07-13,1017.3931626068194
2012-07-16,1020.887350471826
2012-07-17,1022.0585354388479
2012-07-18,1026.5152907262013
2012-07-19,1038.934338267943
2012-07-20,1031.8824646569049
2012-07-23,1012.0702845760966
2012-07-24,1010.4595565398419
2012-07-25,1004.0089351493639
2012-07-26,1012.9583417490385
2012-07-27,1026.6245848402057
2012-07-30,1044.4034718396856
2012-07-31,1039.339297065639
2012-08-01,1040.617535267817
2012-08-02,1039.7456145953256
2012-08-03,1042.3603934749167
2012-08-06,1047.5083403427295
2012-08-07,1050.6412134300913
2012-08-08,1057.5515251394495
2012-08-09,1064.028868778007
2012-08-10,1061.7577264941442
2012-08-13,1056.2700641111985
2012-08-14,1061.7961192459081
2012-08-15,1063.4824133927018
2012-08-16,1063.810672772758
2012-08-17,1072.0602660302914
2012-08-20,1067.8474807019852
2012-08-21,1066.2350166460892
2012-08-22,1058.1886238733036
2012-08-23,1053.1251308082276
2012-08-24,1053.1606455490994
2012-08-27,1055.157911759906
2012-08-28,1048.0183436833
2012-08-29,1048.7957724994988
2012-08-30,1042.448142430174
2012-08-31,1038.6232848331097
2012-09-03,1043.0717467391564
2012-09-04,1036.2054324768371
2012-09-05,1030.2214563740251
2012-09-06,1044.2796943426201
2012-09-07,1049.0577074076937
2012-09-10,1047.7556495376027
2012-09-11,1046.213718230638
2012-09-12,1046.7347595299311
2012-09-13,1048.971661202327
2012-09-14,1054.7592336875314
2012-09-17,1051.797666903902
2012-09-18,1052.711500927991
2012-09-19,1058.187106824667
2012-09-20,1056.3832779586367
2012-09-21,1059.8983796988293
2012-09-24,1059.2021269350382
2012-09-25,1059.9872215662594
2012-09-26,1051.1262047561418
2012-09-27,1055.5818401471684
2012-09-28,1049.073282538612
2012-10-01,1053.2859978108304
2012-10-02,1051.0144492178329
2012-10-03,1047.8050829538663
2012-10-04,1048.5305218479525
2012-10-05,1052.3704860382616
2012-10-08,1049.759188013288
2012-10-09,1047.3910523864956
2012-10-10,1039.8438880474982
2012-10-11,1041.887121490472
2012-10-12,1039.4984515622214
2012-10-15,1043.674354640604
2012-10-16,1049.4237793488628
2012-10-17,1053.4613991794952
2012-10-18,1059.74117236986
2012-10-19,1056.7611772324851
2012-10-22,1050.60014474424
2012-10-23,1042.2219312224622
2012-10-24,1042.0878451854921
2012-10-25,1046.829610195852
2012-10-26,1045.780154463592
2012-10-29,1044.3947134897496
2012-10-30,1045.4928318086795
2012-10-31,1046.0448925252133
2012-11-01,1049.8349380327634
2012-11-02,1055.9908165526583
2012-11-05,1055.5644553651518
2012-11-06,1056.775359194114
2012-11-07,1053.9236749888125
2012-11-08,1048.8543455485533
2012-11-09,1047.762737821088
2012-11-12,1044.1269982192866
2012-11-13,1042.8486637186159
2012-11-14,1033.6608884917994
2012-11-15,1024.5836202377802
2012-11-16,1026.1666508232674
2012-11-19,1037.9005869936332
2012-11-20,1041.2245395729478
2012-11-21,1042.1230807514896
2012-11-22,1046.5399542335174
2012-11-23,1049.592911024622
2012-11-26,1048.5359501744683
2012-11-27,1052.1815296810207
2012-11-28,1051.6922104282517
2012-11-29,1058.7691469281474
2012-11-30,1059.3289209445772
2012-12-03,1057.270501979387
2012-12-04,1055.6706639303627
2012-12-05,1057.7973835502041
2012-12-06,1068.444926989198
2012-12-07,1073.9688673016553
2012-12-10,1076.8616204387922
2012-12-11,1076.9325227200206
2012-12-12,1077.2122857670759
2012-12-13,1074.3148334316265
2012-12-14,1073.2710097234242
2012-12-17,1069.9799627000045
2012-12-18,1072.542884051204
2012-12-19,1080.1451574835417
2012-12-20,1080.0444757879347
2012-12-21,1078.52108035835
2012-12-24,1075.8151779696373
2012-12-25,1077.5514134964035
2012-12-26,1076.2959364217254
2012-12-27,1077.9743825401888
2012-12-28,1077.0680403443819
2012-12-31,1079.7960052848334
2013-01-01,1079.879106706063
2013-01-02,1093.8334214007732
2013-01-03,1104.6588423344513
2013-01-04,1110.635424757397
2013-01-07,1103.4927410371758
2013-01-08,1102.325533175566
2013-01-09,1107.6588060766699
2013-01-10,1101.1664183251796
2013-01-11,1096.5687127594633
2013-01-14,1094.8230021807392
2013-01-15,1098.539437570162
2013-01-16,1095.6035759159404
2013-01-17,1095.4612475417034
2013-01-18,1101.5571233789078
2013-01-21,1101.211351501428
2013-01-22,1104.9163306924324
2013-01-23,1103.2710405828805
2013-01-24,1100.8931592798292
2013-01-25,1099.6056449938606
2013-01-28,1097.2185642318723
2013-01-29,1103.815778999242
2013-01-30,1097.9491689313172
2013-01-31,1094.744222675683
2013-02-01,1089.6299035164002
2013-02-04,1090.879877323964
2013-02-05,1091.0387004130366
2013-02-06,1094.5675474057114
2013-02-07,1100.5519162867724
2013-02-08,1106.7694860213178
2013-02-11,1098.4522910625326
