Date,ACWI SRI
2011-05-31,1000.0
2011-06-01,984.507846415624
2011-06-02,976.8642292622322
2011-06-03,965.218694146587
2011-06-06,957.444843740147
2011-06-07,953.8469448786299
2011-06-08,950.5612215666893
2011-06-09,959.9651458837644
2011-06-10,956.7056368100266
2011-06-13,955.5592222914698
2011-06-14,961.4519688419674
2011-06-15,959.6253015612282
2011-06-16,961.443188801405
2011-06-17,955.4945518650641
2011-06-20,955.8966586199072
2011-06-21,965.7717663053364
2011-06-22,959.7954756845139
2011-06-23,964.9644556996192
2011-06-24,960.2826802582255
2011-06-27,956.0509785074693
2011-06-28,960.8911908146505
2011-06-29,971.7268738218634
2011-06-30,977.2886307455609
2011-07-01,987.6300116403045
2011-07-04,989.076733206291
2011-07-05,990.4961331115956
2011-07-06,998.077546646713
2011-07-07,1000.9652977879845
2011-07-08,1001.6767441589283
2011-07-11,1001.1256596389177
2011-07-12,995.2508951201121
2011-07-13,993.8784295052576
2011-07-14,987.2980306785677
2011-07-15,990.8816443130186
2011-07-18,985.8559143654569
2011-07-19,988.1884211299475
2011-07-20,993.1101200090773
2011-07-21,993.4977451310683
2011-07-22,998.8412636619488
2011-07-25,995.6361423547328
2011-07-26,987.5745036025129
2011-07-27,978.8376925585404
2011-07-28,980.9582115589229
2011-07-29,972.6902545770024
2011-08-01,978.4277479467016
2011-08-02,956.2942431841767
2011-08-03,946.1299306654278
2011-08-04,917.3757957890319
2011-08-05,902.4224124101272
2011-08-08,860.8282989048516
2011-08-09,877.0379948296967
2011-08-10,859.2978921793407
2011-08-11,879.8631918469287
2011-08-12,893.0799537165834
2011-08-15,895.3665345203633
2011-08-16,894.0905498989491
2011-08-17,893.635416486574
2011-08-18,864.9959116626247
2011-08-19,844.94899538244
2011-08-22,848.1317611011357
2011-08-23,865.9936950724473
2011-08-24,872.4429781633719
2011-08-25,864.083103751526
2011-08-26,869.385108374128
2011-08-29,879.2537109379678
2011-08-30,889.5482568339992
2011-08-31,903.4105421043802
2011-09-01,909.6833360208444
2011-09-02,893.0806823314681
2011-09-05,880.9057731818419
2011-09-06,877.2177147126023
2011-09-07,899.6802849811404
2011-09-08,901.2697338644952
2011-09-09,894.6590577297653
2011-09-12,889.4475333335034
2011-09-13,892.8926828190228
2011-09-14,898.9909557071476
2011-09-15,905.4186717065095
2011-09-16,915.7261085175043
2011-09-19,910.9687100669098
2011-09-20,909.22410127478
2011-09-21,894.4333443565316
2011-09-22,871.3238942665822
2011-09-23,868.8108733922612
2011-09-26,881.1160181443116
2011-09-27,899.0467017846432
2011-09-28,892.0347942287348
2011-09-29,895.406769946722
2011-09-30,892.2291677315536
2011-10-03,880.4816048029595
2011-10-04,876.1218309127489
2011-10-05,888.0094071647936
2011-10-06,904.3608108429422
2011-10-07,903.3616727580231
2011-10-10,914.4518847100786
2011-10-11,917.1066282062491
2011-10-12,919.0922925835547
2011-10-13,920.3311472051713
2011-10-14,921.0710347582949
2011-10-17,918.8735357150155
2011-10-18,925.2301609351397
2011-10-19,916.9269637679843
2011-10-20,914.9361185412979
2011-10-21,924.3759038126294
2011-10-24,938.1599077014804
2011-10-25,926.1304325325817
2011-10-26,935.2003815252056
2011-10-27,949.1291411774321
2011-10-28,950.53150736488
2011-10-31,940.736064835656
2011-11-01,927.415328424427
2011-11-02,929.0208285989586
2011-11-03,944.585516266576
2011-11-04,943.1152734138982
2011-11-07,943.9280180728153
2011-11-08,947.5072536429103
2011-11-09,937.9570611645074
2011-11-10,935.3577235355242
2011-11-11,945.8796055389173
2011-11-14,945.7191113378531
2011-11-15,949.9076523771964
2011-11-16,941.7163506988106
2011-11-17,931.2073080537506
2011-11-18,926.0125163368795
2011-11-21,908.4393766174212
2011-11-22,904.604130979978
2011-11-23,895.6887979883531
2011-11-24,895.3709917738745
2011-11-25,896.5948087027562
2011-11-28,918.5068445993566
2011-11-29,925.9897754075483
2011-11-30,950.9982346286616
2011-12-01,951.9758318443133
2011-12-02,956.1844178494501
2011-12-05,960.7451057746845
2011-12-06,962.2312666724615
2011-12-07,965.6322516293827
2011-12-08,955.4903956990662
2011-12-09,959.0661577385431
2011-12-12,956.6026960468877
2011-12-13,958.0190229739785
2011-12-14,951.4384110323782
2011-12-15,951.4076768596956
2011-12-16,950.0964570292886
2011-12-19,943.7138402776685
2011-12-20,957.8707694423952
2011-12-21,961.8255214811514
2011-12-22,965.868735841161
2011-12-23,975.1079117884545
2011-12-26,975.6820673702026
2011-12-27,974.5439411028364
2011-12-28,971.7616620795771
2011-12-29,980.7893886664158
2011-12-30,980.7094862151581
2012-01-02,983.0195449397612
2012-01-03,992.7797695024673
2012-01-04,1001.272780135906
2012-01-05,1003.3899880841453
2012-01-06,1005.0964668633211
2012-01-09,1004.0899855920096
2012-01-10,1013.1344661085442
2012-01-11,1016.9499654462363
2012-01-12,1011.9131379155896
2012-01-13,1017.4192439316109
2012-01-16,1017.8119855694479
2012-01-17,1021.0524203141681
2012-01-18,1023.2035037304543
2012-01-19,1025.8364203961794
2012-01-20,1026.4815741653065
2012-01-23,1021.720979047166
2012-01-24,1023.1429051756177
2012-01-25,1025.547393373028
2012-01-26,1018.6647135276813
2012-01-27,1017.0944741564647
2012-01-30,1012.4745496938449
2012-01-31,1017.9981353780535
2012-02-01,1021.9547972307569
2012-02-02,1027.3994152846246
2012-02-03,1042.2749304793338
2012-02-06,1045.5737797642123
2012-02-07,1036.5986531653125
2012-02-08,1038.7043090770394
2012-02-09,1037.3361180482282
2012-02-10,1034.3887166969573
2012-02-13,1039.1226940604186
2012-02-14,1041.4066166089144
2012-02-15,1051.1123349452853
2012-02-16,1055.7928285865437
2012-02-17,1053.6159919077245
2012-02-20,1052.9282503286763
2012-02-21,1050.863922888084
2012-02-22,1047.684287968088
2012-02-23,1046.7132911180508
2012-02-24,1039.148264423856
2012-02-27,1041.985226868794
2012-02-28,1043.2992115823965
2012-02-29,1045.6484416519636
2012-03-01,1051.8208566236708
2012-03-02,1057.359044830257
