Date,NIHONKABU IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,978.5170455322133
1999-01-05,981.3207639354185
1999-01-06,988.7120117639262
1999-01-07,1010.2885245697153
1999-01-08,1011.581939154753
1999-01-11,1032.2770380820116
1999-01-12,1008.6293241701674
1999-01-13,972.5884346660498
1999-01-14,983.7437413681932
1999-01-15,988.6302496854995
1999-01-18,983.5084877021973
1999-01-19,990.7285255658056
1999-01-20,1002.5667838595695
1999-01-21,1012.4808549747684
1999-01-22,994.8601521012637
1999-01-25,999.2430029520835
1999-01-26,1007.566350661172
1999-01-27,1007.0416906165583
1999-01-28,1002.8056530285113
1999-01-29,1017.5337507511827
1999-02-01,1028.531886570182
1999-02-02,1045.2240708300842
1999-02-03,1035.8180125727886
1999-02-04,1035.7544760690528
1999-02-05,1022.9301872246589
1999-02-08,1022.9954163830689
1999-02-09,1007.2497404433758
1999-02-10,1004.9037829104659
1999-02-11,1008.9768710742259
1999-02-12,1012.0609765961975
1999-02-15,1009.1973541698135
1999-02-16,996.1495820372239
1999-02-17,979.6788227282342
1999-02-18,971.9732804351765
1999-02-19,976.6392882652295
1999-02-22,995.1230262097168
1999-02-23,1001.6642841016172
1999-02-24,1000.5821399006045
1999-02-25,1007.5211517930703
1999-02-26,1021.1438775909901
1999-03-01,1010.360691499835
1999-03-02,991.4653307572296
1999-03-03,992.7963213163109
1999-03-04,989.2414040354817
1999-03-05,1027.9006224710558
1999-03-08,1021.8972499367634
1999-03-09,1039.2319831367488
1999-03-10,1059.4314316440618
1999-03-11,1078.3074786235509
1999-03-12,1074.4328273286176
1999-03-15,1096.7864677055704
1999-03-16,1127.2729851028862
1999-03-17,1119.6714941461805
1999-03-18,1103.6799104990976
1999-03-19,1149.2395339355558
1999-03-22,1143.5928390716233
1999-03-23,1132.522769233316
1999-03-24,1113.894525985616
1999-03-25,1135.985904727209
1999-03-26,1140.286780958105
1999-03-29,1154.7149309070958
1999-03-30,1142.5169824519287
1999-03-31,1153.0603621393675
1999-04-01,1178.7432462632066
1999-04-02,1177.1550652184676
1999-04-05,1172.3748484766845
1999-04-06,1189.7163203225532
1999-04-07,1190.9511921163084
1999-04-08,1207.7908651715595
1999-04-09,1212.504127312582
1999-04-12,1187.5502799465878
1999-04-13,1202.941796527104
1999-04-14,1221.9953751761557
1999-04-15,1222.1362009667826
1999-04-16,1237.3347897857223
1999-04-19,1234.6331999757867
1999-04-20,1215.7571332002
1999-04-21,1192.6625718833018
1999-04-22,1207.9281575729299
1999-04-23,1227.4021485144124
1999-04-26,1250.7346051136678
1999-04-27,1244.3621253512063
1999-04-28,1254.809209669134
1999-04-29,1260.102579898302
1999-04-30,1245.6240397850763
1999-05-03,1239.1488248695216
1999-05-04,1226.1429148431484
1999-05-05,1216.8977294282938
1999-05-06,1246.773649707909
1999-05-07,1230.1441529162394
1999-05-10,1226.903439367747
1999-05-11,1213.394809790737
1999-05-12,1224.1774368228766
1999-05-13,1212.7087074506778
1999-05-14,1199.3873950688903
1999-05-17,1165.481725965408
1999-05-18,1162.2320418192774
1999-05-19,1122.7062966084816
1999-05-20,1129.6887920078432
1999-05-21,1148.5907912817313
1999-05-24,1151.2942191815132
1999-05-25,1149.2477673496055
1999-05-26,1167.8629694313897
1999-05-27,1167.2063837564995
1999-05-28,1172.048722483711
1999-05-31,1168.334285827564
1999-06-01,1194.808826070008
1999-06-02,1210.8601960843291
1999-06-03,1201.9114242161002
1999-06-04,1206.5420011625972
1999-06-07,1226.8059502652425
1999-06-08,1235.212789981797
1999-06-09,1247.8160216020158
1999-06-10,1264.8999355160495
1999-06-11,1289.3284615396674
1999-06-14,1273.234200352365
1999-06-15,1274.5908555254825
1999-06-16,1290.4530162980718
1999-06-17,1318.6717190804823
1999-06-18,1297.7745381823286
1999-06-21,1318.274863131766
1999-06-22,1331.6822605432062
1999-06-23,1316.4954019748209
1999-06-24,1313.7710174008726
1999-06-25,1305.7033655560501
1999-06-28,1328.2209089078644
1999-06-29,1349.2813353021038
1999-06-30,1343.405572082516
1999-07-01,1395.4957077847337
1999-07-02,1409.74836520777
1999-07-05,1428.7729654694117
1999-07-06,1419.9510121046353
1999-07-07,1418.1492876588793
1999-07-08,1402.943422231122
1999-07-09,1398.7260688299666
1999-07-12,1436.9514298331321
1999-07-13,1447.2863676030208
1999-07-14,1463.1257200760224
1999-07-15,1485.2509458382788
1999-07-16,1473.1878145182204
1999-07-19,1508.2553647691075
1999-07-20,1472.2712883268148
1999-07-21,1446.9581420359889
1999-07-22,1419.0557658899154
1999-07-23,1411.3137813312314
1999-07-26,1392.2532438508126
1999-07-27,1386.6447359470892
1999-07-28,1417.6665843349126
1999-07-29,1441.9454595130867
1999-07-30,1457.004250468511
1999-08-02,1458.3384533452618
1999-08-03,1472.9394429724914
