Date,CANADA IMI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1000.4463162001117
1999-01-05,1009.3243863541701
1999-01-06,1039.2250461998983
1999-01-07,1052.9510439348287
1999-01-08,1070.8101746460309
1999-01-11,1078.0135673444363
1999-01-12,1064.9875812866765
1999-01-13,1030.6289046204427
1999-01-14,1030.123734344324
1999-01-15,1063.5281926969162
1999-01-18,1074.8078343590498
1999-01-19,1080.4544724698508
1999-01-20,1078.8427026231716
1999-01-21,1079.837384084354
1999-01-22,1071.9631621350482
1999-01-25,1078.9544461442892
1999-01-26,1075.3291973413577
1999-01-27,1073.8321248963712
1999-01-28,1079.0961643170092
1999-01-29,1097.9197789382915
1999-02-01,1113.7956428966245
1999-02-02,1101.8033227229344
1999-02-03,1103.4734065661546
1999-02-04,1119.8168707453194
1999-02-05,1118.9719296421847
1999-02-08,1115.2802633749877
1999-02-09,1083.4726090258152
1999-02-10,1075.3031428836348
1999-02-11,1083.262449664844
1999-02-12,1075.9597394382392
1999-02-15,1085.386063408176
1999-02-16,1074.1859658052254
1999-02-17,1060.3865680972629
1999-02-18,1072.2538677388718
1999-02-19,1093.6769869483387
1999-02-22,1113.3475545507936
1999-02-23,1114.1719658110128
1999-02-24,1106.4408983617107
1999-02-25,1089.2532031982973
1999-02-26,1098.5078994381133
1999-03-01,1094.690098013463
1999-03-02,1087.0404934425335
1999-03-03,1075.6489766495447
1999-03-04,1097.775155525639
1999-03-05,1116.7752333541157
1999-03-08,1132.8983921591034
1999-03-09,1130.4390680963081
1999-03-10,1120.5890887071014
1999-03-11,1133.7656894498568
1999-03-12,1123.6649807334009
1999-03-15,1121.2664684275233
1999-03-16,1127.7857342929588
1999-03-17,1122.5732345396896
1999-03-18,1119.6584374949641
1999-03-19,1127.0473945199994
1999-03-22,1129.6881587015991
1999-03-23,1110.319266588824
1999-03-24,1120.2986214445518
1999-03-25,1133.0436940283485
1999-03-26,1152.5540993250231
1999-03-29,1154.0820840765002
1999-03-30,1139.3004764318086
1999-03-31,1142.6936459830695
1999-04-01,1152.3542335081847
1999-04-02,1160.1616565061834
1999-04-05,1179.1851299260748
1999-04-06,1159.2946607243596
1999-04-07,1156.1318445329566
1999-04-08,1151.6939890974077
1999-04-09,1147.8315311326764
1999-04-12,1140.3896499137757
1999-04-13,1146.0962536363666
1999-04-14,1155.9954969393496
1999-04-15,1166.562533019605
1999-04-16,1185.1279121894052
1999-04-19,1181.431044463406
1999-04-20,1171.1994170537491
1999-04-21,1180.4008883329125
1999-04-22,1190.9425232641202
1999-04-23,1199.8458309443395
1999-04-26,1204.3963712445836
1999-04-27,1216.846583790593
1999-04-28,1228.7562728376822
1999-04-29,1246.3504927837157
1999-04-30,1248.9516780477484
1999-05-03,1258.8794888367831
1999-05-04,1248.694717852564
1999-05-05,1240.5100711404002
1999-05-06,1229.519028897974
1999-05-07,1216.3100886883033
1999-05-10,1208.3761765506601
1999-05-11,1226.3769845071854
1999-05-12,1239.9840280499502
1999-05-13,1260.290419059392
1999-05-14,1223.6957207476455
1999-05-17,1221.2614112403596
1999-05-18,1235.5352417599427
1999-05-19,1244.55381326196
1999-05-20,1238.9640748219615
1999-05-21,1253.6100813610585
1999-05-24,1253.8995609475505
1999-05-25,1221.2597016675613
1999-05-26,1226.049166331382
1999-05-27,1225.9785501970396
1999-05-28,1237.792799851542
1999-05-31,1242.2487997092906
1999-06-01,1226.3765587197113
1999-06-02,1246.536887198739
1999-06-03,1255.57216899155
1999-06-04,1278.7078434105351
1999-06-07,1292.8648537494284
1999-06-08,1263.6773690643338
1999-06-09,1266.5714926716178
1999-06-10,1259.5949821526158
1999-06-11,1254.0154766623957
1999-06-14,1257.78879184494
1999-06-15,1248.2546061281232
1999-06-16,1276.7245275789594
1999-06-17,1274.3937704236484
1999-06-18,1271.8847554109602
1999-06-21,1275.9712979331198
1999-06-22,1273.3707595041203
1999-06-23,1267.251138492892
1999-06-24,1258.6867658083913
1999-06-25,1256.9246019766756
1999-06-28,1267.8036700129562
1999-06-29,1276.6857593886089
1999-06-30,1280.3673746942468
1999-07-01,1299.1144428740074
1999-07-02,1324.9287099053913
1999-07-05,1336.902071050552
1999-07-06,1329.5767204450458
1999-07-07,1323.848875960926
1999-07-08,1326.7561123888884
1999-07-09,1336.445480793385
1999-07-12,1338.3778150993737
1999-07-13,1319.3842677272035
1999-07-14,1337.1948775547462
1999-07-15,1344.8077732866934
1999-07-16,1348.1834750583064
1999-07-19,1341.2084730773868
1999-07-20,1288.4044485137733
1999-07-21,1264.8994367271857
1999-07-22,1255.4456160316474
1999-07-23,1249.6911390071982
1999-07-26,1207.7983484645015
1999-07-27,1216.7462177696302
1999-07-28,1232.6719846707217
1999-07-29,1208.4138879796826
1999-07-30,1226.9589471367608
1999-08-02,1225.548280856359
