Date,AUSTRALIA IMI MOMENTUM
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,1013.9308466223976
1999-01-05,1013.0990082532047
1999-01-06,1047.809540041394
1999-01-07,1078.1130829369915
1999-01-08,1074.7646877097309
1999-01-11,1079.9385827173223
1999-01-12,1072.4156868520479
1999-01-13,1029.3414144952903
1999-01-14,1031.8265970168088
1999-01-15,1043.3841282432718
1999-01-18,1056.3269066003625
1999-01-19,1077.1700832705137
1999-01-20,1088.3406643620126
1999-01-21,1085.598170676147
1999-01-22,1077.1799234897544
1999-01-25,1072.2238344083537
1999-01-26,1068.7846616905458
1999-01-27,1087.0615269814734
1999-01-28,1104.9066368835508
1999-01-29,1123.0575520435211
1999-02-01,1162.3035314609333
1999-02-02,1155.6789866489344
1999-02-03,1162.3565575049413
1999-02-04,1182.5548092830613
1999-02-05,1180.7440300169583
1999-02-08,1175.499399066199
1999-02-09,1156.7400102957736
1999-02-10,1137.0603721675604
1999-02-11,1154.2009932749743
1999-02-12,1161.9435241220501
1999-02-15,1159.1952169821682
1999-02-16,1139.7916690352272
1999-02-17,1141.3909375858857
1999-02-18,1142.534165147286
1999-02-19,1178.8695929847647
1999-02-22,1181.9278428499608
1999-02-23,1183.9623425047105
1999-02-24,1182.2293701966714
1999-02-25,1146.6751439099455
1999-02-26,1134.0797148597558
1999-03-01,1152.0358923575752
1999-03-02,1153.4159556422812
1999-03-03,1162.232299609148
1999-03-04,1168.1276789001697
1999-03-05,1185.0145499359392
1999-03-08,1198.4383869526266
1999-03-09,1206.354094613774
1999-03-10,1203.1751996757764
1999-03-11,1217.8695919222648
1999-03-12,1212.664699786411
1999-03-15,1219.1109593260344
1999-03-16,1209.2342669520772
1999-03-17,1191.3934019827468
1999-03-18,1196.0432009842161
1999-03-19,1205.3860883817147
1999-03-22,1213.7050048883584
1999-03-23,1225.6088466639865
1999-03-24,1214.4741004978891
1999-03-25,1217.7917632314418
1999-03-26,1228.6269541093075
1999-03-29,1221.68810562663
1999-03-30,1216.8507982546807
1999-03-31,1212.9080312601047
1999-04-01,1228.0148657017182
1999-04-02,1224.568598141296
1999-04-05,1228.9413606049982
1999-04-06,1244.7105248174728
1999-04-07,1242.496682732656
1999-04-08,1244.873926723622
1999-04-09,1260.3330284761905
1999-04-12,1251.9376920365244
1999-04-13,1278.9507360470254
1999-04-14,1281.0234837482697
1999-04-15,1283.576186405656
1999-04-16,1290.4119795711679
1999-04-19,1311.2351345034183
1999-04-20,1300.5263679810494
1999-04-21,1297.4708384287244
1999-04-22,1326.3059393307174
1999-04-23,1328.9257384290383
1999-04-26,1326.7776629877117
1999-04-27,1331.7519929684067
1999-04-28,1334.9580155605993
1999-04-29,1331.1458099581207
1999-04-30,1328.2585435284614
1999-05-03,1313.4221503168371
1999-05-04,1299.737223223124
1999-05-05,1268.4150570480697
1999-05-06,1266.0726960072493
1999-05-07,1230.9414174832011
1999-05-10,1245.6240596353923
1999-05-11,1261.348609667534
1999-05-12,1274.9340320588335
1999-05-13,1286.1403794916794
1999-05-14,1286.908200387605
1999-05-17,1253.4633516273698
1999-05-18,1265.801247468895
1999-05-19,1244.137595981048
1999-05-20,1242.0159944450745
1999-05-21,1247.4326338728729
1999-05-24,1242.648028371895
1999-05-25,1220.1501205370814
1999-05-26,1231.4781922795014
1999-05-27,1236.2652893593524
1999-05-28,1237.9855809027583
1999-05-31,1242.3319065149244
1999-06-01,1236.0695635502975
1999-06-02,1250.215702376784
1999-06-03,1266.1858197310532
1999-06-04,1280.4419504905047
1999-06-07,1296.4155084235463
1999-06-08,1294.7433437099903
1999-06-09,1305.9865254583287
1999-06-10,1301.3044908127742
1999-06-11,1288.649648747585
1999-06-14,1292.7845958083055
1999-06-15,1279.9224044581692
1999-06-16,1289.362938457938
1999-06-17,1309.0247314084338
1999-06-18,1295.719476167281
1999-06-21,1297.140293694059
1999-06-22,1311.3192115381896
1999-06-23,1314.6206010602418
1999-06-24,1300.6425613952126
1999-06-25,1296.8351293150163
1999-06-28,1312.1564974639864
1999-06-29,1316.7544611262822
1999-06-30,1324.7862892166706
1999-07-01,1353.5161385719514
1999-07-02,1373.8345168948467
1999-07-05,1385.4550968924084
1999-07-06,1379.621154673934
1999-07-07,1370.9478304607608
1999-07-08,1384.5902075912927
1999-07-09,1363.269540679067
1999-07-12,1364.0635141267164
1999-07-13,1362.2311499040945
1999-07-14,1355.1833756359179
1999-07-15,1360.0147816774875
1999-07-16,1354.0282108459012
1999-07-19,1355.8148319418317
1999-07-20,1342.5564329617907
1999-07-21,1319.277096641518
1999-07-22,1312.313437102347
1999-07-23,1313.9370262041696
1999-07-26,1275.3964323076411
1999-07-27,1270.927498826467
1999-07-28,1279.8022076658526
1999-07-29,1277.5854069262275
1999-07-30,1272.4263214399978
1999-08-02,1258.3786511960377
1999-08-03,1278.9138187280635
1999-08-04,1261.9205510669065
1999-08-05,1258.350918698577
1999-08-06,1254.130301335925
1999-08-09,1247.7049203618017
1999-08-10,1228.522529221143
1999-08-11,1217.7152340763298
1999-08-12,1224.056689295016
1999-08-13,1242.658538754309
1999-08-16,1265.19040209507
1999-08-17,1257.6773953815866
1999-08-18,1267.0688435032673
1999-08-19,1240.0636293494886
1999-08-20,1240.0489238413697
1999-08-23,1264.8845530186284
1999-08-24,1273.3136335537506
1999-08-25,1265.442764155194
1999-08-26,1270.0928356937286
1999-08-27,1261.0695537762854
1999-08-30,1249.5000338443579
1999-08-31,1230.8970185075289
1999-09-01,1253.3076983371143
1999-09-02,1246.0561015146338
1999-09-03,1247.736675295704
1999-09-06,1263.547433467022
1999-09-07,1272.686011801572
1999-09-08,1277.1877945928338
1999-09-09,1290.6022325167246
1999-09-10,1296.5149255585877
1999-09-13,1307.2574822051001
1999-09-14,1293.9614798968491
1999-09-15,1273.5476184325687
1999-09-16,1253.9571144618978
1999-09-17,1262.217901297606
1999-09-20,1250.0125763694773
1999-09-21,1249.8680419842726
1999-09-22,1252.2630133950186
1999-09-23,1270.2752839367822
1999-09-24,1259.545017776749
1999-09-27,1271.9659044429657
1999-09-28,1272.9717413829424
1999-09-29,1247.0738244864583
1999-09-30,1238.5767599711123
1999-10-01,1249.7095004269738
1999-10-04,1245.932533971141
1999-10-05,1263.5856635594657
1999-10-06,1242.8036487050174
1999-10-07,1248.9490612919742
1999-10-08,1250.317497829956
1999-10-11,1256.6264371923976
1999-10-12,1254.9429460816723
1999-10-13,1236.9499471129611
1999-10-14,1224.260518723397
1999-10-15,1192.7929121074542
1999-10-18,1159.295630825463
1999-10-19,1161.306112602809
1999-10-20,1184.663194040473
1999-10-21,1185.2260662368908
1999-10-22,1212.5092384298998
1999-10-25,1225.6543017753108
1999-10-26,1222.561161972142
1999-10-27,1215.639513605397
1999-10-28,1233.6148886698527
1999-10-29,1236.213170210273
1999-11-01,1244.2507394133486
1999-11-02,1254.2712717627128
1999-11-03,1272.4965812237128
1999-11-04,1267.320963697341
1999-11-05,1262.6344659217345
1999-11-08,1257.6029867705995
1999-11-09,1258.3968362126996
1999-11-10,1276.7506578373902
1999-11-11,1304.084172300814
1999-11-12,1327.1022768345804
1999-11-15,1342.7311358821312
1999-11-16,1332.4220924421086
1999-11-17,1335.3468825356292
1999-11-18,1352.421917278278
1999-11-19,1363.6760679174847
1999-11-22,1356.4188062957958
1999-11-23,1356.3536932316226
1999-11-24,1360.5153700074245
1999-11-25,1373.3150939109382
1999-11-26,1391.9397812077711
1999-11-29,1398.906055700233
1999-11-30,1395.3278113320455
1999-12-01,1382.4961333131328
1999-12-02,1396.8757524304629
1999-12-03,1411.82932380399
1999-12-06,1414.148853388835
1999-12-07,1407.8541446557645
1999-12-08,1408.7589008159632
1999-12-09,1439.9631828200086
1999-12-10,1426.029861922354
1999-12-13,1421.473150214157
1999-12-14,1431.0798503977876
1999-12-15,1440.9662263587297
1999-12-16,1433.468665789066
1999-12-17,1454.46860965361
1999-12-20,1450.8072061794876
1999-12-21,1442.6921295337395
1999-12-22,1467.2861820092833
1999-12-23,1443.664415625998
1999-12-24,1454.2577600930208
1999-12-27,1457.8991341626402
1999-12-28,1466.365002628315
1999-12-29,1486.0900887008663
1999-12-30,1504.1579341373756
1999-12-31,1504.1579341373756
2000-01-03,1497.8684189462351
2000-01-04,1468.1319193915656
2000-01-05,1421.3226995147247
2000-01-06,1405.2175711697948
2000-01-07,1407.7082468313995
2000-01-10,1442.9626388319987
2000-01-11,1475.9835995531737
2000-01-12,1453.1433707180422
2000-01-13,1466.3100579351574
2000-01-14,1503.7683981458727
2000-01-17,1505.5258287466818
2000-01-18,1514.434237517717
2000-01-19,1493.1990806155068
2000-01-20,1521.497796080633
2000-01-21,1498.6941074533197
2000-01-24,1481.3902317036848
2000-01-25,1468.0786014862294
2000-01-26,1467.205858177299
2000-01-27,1499.812378174326
2000-01-28,1488.6737874333896
2000-01-31,1484.026574381559
2000-02-01,1478.5971778910487
2000-02-02,1505.2463644411464
2000-02-03,1503.3402005034045
2000-02-04,1488.475851617281
2000-02-07,1501.3224308968774
2000-02-08,1485.8534679817174
2000-02-09,1482.2919409241267
2000-02-10,1507.8515021520996
2000-02-11,1508.8521943853011
2000-02-14,1504.9677249238594
2000-02-15,1518.825224056817
2000-02-16,1508.7067999495036
2000-02-17,1508.109595901758
2000-02-18,1493.8853275030294
2000-02-21,1482.532485639539
2000-02-22,1440.4106164014077
2000-02-23,1430.5508234106
2000-02-24,1425.734057709494
2000-02-25,1462.5666882597766
2000-02-28,1468.5361727899933
2000-02-29,1481.6441095015182
2000-03-01,1480.6990680950253
2000-03-02,1508.6323484658399
2000-03-03,1525.1822285903668
2000-03-06,1528.6082782580277
2000-03-07,1548.5359788822125
2000-03-08,1535.6603270398598
2000-03-09,1517.295501153285
2000-03-10,1528.7336224368016
2000-03-13,1523.4833782178198
2000-03-14,1519.992571811136
2000-03-15,1486.177138418327
2000-03-16,1480.147665258307
2000-03-17,1487.5563331050496
2000-03-20,1502.5877905756663
2000-03-21,1519.748650470159
2000-03-22,1539.1924104132504
2000-03-23,1508.6591154428363
2000-03-24,1516.0515428696497
2000-03-27,1531.301807171503
2000-03-28,1553.6714428112195
2000-03-29,1567.7424406939297
2000-03-30,1540.2425071788698
