Date,AUSTRALIA IMI HIGH DIVIDEND YIELD
2010-05-26,1000.0
2010-05-27,1012.9944729706028
2010-05-28,1032.3747759852256
2010-05-31,1021.5681170893151
2010-06-01,1020.0196393903444
2010-06-02,1011.4438187223442
2010-06-03,1039.3901604431219
2010-06-04,1019.7023580946088
2010-06-07,982.8301102212815
2010-06-08,999.1607271443158
2010-06-09,1027.7083357886092
2010-06-10,1052.1860356142556
2010-06-11,1064.9002423970753
2010-06-14,1084.5892653089682
2010-06-15,1079.976496435144
2010-06-16,1092.0130230722805
2010-06-17,1090.9977249166222
2010-06-18,1105.949845857536
2010-06-21,1131.0966088937944
2010-06-22,1117.1164635254877
2010-06-23,1092.622685718772
2010-06-24,1092.7581940779537
2010-06-25,1085.256576924884
2010-06-28,1090.0374776906935
2010-06-29,1061.7883358038316
2010-06-30,1046.4111075422093
2010-07-01,1025.981854864845
2010-07-02,1043.0081098282526
2010-07-05,1026.9609361720388
2010-07-06,1058.0731144897497
2010-07-07,1055.8560561823529
2010-07-08,1092.8758089339367
2010-07-09,1098.079578475146
2010-07-12,1096.0799832759183
2010-07-13,1098.5591204453774
2010-07-14,1111.9759873901917
2010-07-15,1108.513459083017
2010-07-16,1100.8895436443383
2010-07-19,1079.9548525685184
2010-07-20,1091.9791916942465
2010-07-21,1100.4038185403467
2010-07-22,1104.838038130046
2010-07-23,1119.4826857364583
2010-07-26,1122.5593665533956
2010-07-27,1132.0678727433224
2010-07-28,1125.2354699890172
2010-07-29,1136.9520789689166
2010-07-30,1137.0289688232656
2010-08-02,1156.501383548199
2010-08-03,1157.0313585265224
2010-08-04,1158.1035379725738
2010-08-05,1163.3302083202911
2010-08-06,1170.2269436208032
2010-08-09,1176.8609996837893
2010-08-10,1154.4691243530203
2010-08-11,1128.8413574661336
2010-08-12,1099.152870847034
2010-08-13,1111.86388260534
2010-08-16,1109.5472052178184
2010-08-17,1128.544406359844
2010-08-18,1123.8385291890756
2010-08-19,1127.6298153622668
2010-08-20,1104.0722415827993
2010-08-23,1116.0624366808338
2010-08-24,1116.5983904332159
2010-08-25,1097.684948748441
2010-08-26,1112.7057181632579
2010-08-27,1124.3842029405175
2010-08-30,1142.0423906512829
2010-08-31,1129.2850474718036
2010-09-01,1173.7631188789992
2010-09-02,1181.641907936978
2010-09-03,1196.556708462721
2010-09-06,1212.1459430408581
2010-09-07,1207.9066474256174
2010-09-08,1206.3503585048793
2010-09-09,1222.8194285931925
2010-09-10,1219.228279316635
2010-09-13,1242.5354966726948
2010-09-14,1247.4070048256733
2010-09-15,1257.2998677759117
2010-09-16,1245.0451245374575
2010-09-17,1246.2554634257103
2010-09-20,1261.6624745464958
2010-09-21,1255.504893441249
2010-09-22,1261.345209434415
2010-09-23,1251.083055902725
2010-09-24,1256.47834121951
2010-09-27,1275.1828183144917
2010-09-28,1282.3912518643906
2010-09-29,1281.0187609066475
2010-09-30,1266.377756848961
2010-10-01,1270.531302925293
2010-10-04,1269.6160346721476
2010-10-05,1272.0063090691665
2010-10-06,1293.122095557644
2010-10-07,1302.431696719272
2010-10-08,1301.6961598227945
2010-10-11,1306.6042428965739
2010-10-12,1292.2291125795002
2010-10-13,1310.9319218062103
2010-10-14,1326.228426569979
2010-10-15,1317.2175039451622
2010-10-18,1319.345032256536
2010-10-19,1293.923928006656
2010-10-20,1304.054864826261
2010-10-21,1312.1903596310462
2010-10-22,1307.1162230972852
2010-10-25,1333.3995556933523
2010-10-26,1319.7472966963076
2010-10-27,1291.5251392705
2010-10-28,1314.7153417344618
2010-10-29,1314.891273816395
2010-11-01,1333.6942575257167
2010-11-02,1351.0527217107476
2010-11-03,1343.2531320524809
2010-11-04,1375.645707984472
2010-11-05,1373.3667121094948
2010-11-08,1367.4571193772817
2010-11-09,1371.2104459773418
2010-11-10,1341.3980816552655
2010-11-11,1331.3654900692504
2010-11-12,1313.6397823098296
2010-11-15,1314.7867378934977
2010-11-16,1303.098188190188
2010-11-17,1293.198770521295
2010-11-18,1307.18885069526
2010-11-19,1305.9258849769524
2010-11-22,1316.579984707538
2010-11-23,1293.8971757426723
2010-11-24,1309.0037474236774
2010-11-25,1303.422647265967
2010-11-26,1280.487254623303
2010-11-29,1274.4001881447716
2010-11-30,1265.8140581923496
2010-12-01,1267.2221757820355
2010-12-02,1291.7373120847649
2010-12-03,1320.5179611972692
2010-12-06,1322.2892206384022
2010-12-07,1321.4725458969594
2010-12-08,1292.6218357342968
2010-12-09,1311.9987276593283
2010-12-10,1309.222468652788
2010-12-13,1319.4090496583597
2010-12-14,1331.080759320709
2010-12-15,1320.5736939236456
2010-12-16,1318.7515191425225
2010-12-17,1335.1221401676714
2010-12-20,1337.6278539339196
2010-12-21,1351.2127635279003
2010-12-22,1356.8826397991159
2010-12-23,1363.470558065339
2010-12-24,1357.1698728920608
2010-12-27,1356.3586131921998
2010-12-28,1367.5134340652846
2010-12-29,1377.4024468097227
2010-12-30,1377.7594876951543
2010-12-31,1386.904246313694
2011-01-03,1378.2449739109747
2011-01-04,1354.997507192369
2011-01-05,1339.3975217695765
2011-01-06,1328.499436487266
2011-01-07,1336.1858106611537
2011-01-10,1336.1732914808251
2011-01-11,1335.6872049415686
2011-01-12,1349.7563143307927
2011-01-13,1373.9631409942774
2011-01-14,1363.968284762804
2011-01-17,1377.0519835376874
2011-01-18,1387.7359401608667
2011-01-19,1406.3110875100465
2011-01-20,1373.286563798004
2011-01-21,1377.5423735371835
2011-01-24,1389.1827333055699
2011-01-25,1392.5326836478162
2011-01-26,1394.6333514463497
2011-01-27,1386.2654060748207
2011-01-28,1378.0251980706587
2011-01-31,1368.1707634573213
2011-02-01,1382.4576140916488
2011-02-02,1376.0678889221292
2011-02-03,1381.4818010772597
2011-02-04,1412.7757991321153
2011-02-07,1399.9217491126396
2011-02-08,1399.6804165126362
2011-02-09,1388.5845333378247
2011-02-10,1379.374814832408
2011-02-11,1370.3096666102945
2011-02-14,1380.8768986742466
2011-02-15,1380.0762612519663
2011-02-16,1378.3930878329618
2011-02-17,1393.4412043607622
2011-02-18,1412.2774760839482
2011-02-21,1403.0227409417132
2011-02-22,1371.667427852406
2011-02-23,1362.9185264185624
2011-02-24,1369.956453130344
2011-02-25,1389.036731598984
2011-02-28,1387.7758969811748
2011-03-01,1378.1398069393358
2011-03-02,1377.7228106728903
2011-03-03,1382.9077658070032
2011-03-04,1399.2043527855672
2011-03-07,1385.5183200350443
2011-03-08,1369.7663772954938
2011-03-09,1357.9573305910478
2011-03-10,1330.7683737509453
2011-03-11,1325.8712463462768
2011-03-14,1320.3858722999748
2011-03-15,1276.4140858629737
2011-03-16,1278.1638825107825
2011-03-17,1288.085338138603
2011-03-18,1318.1827288864908
2011-03-21,1333.036846266849
2011-03-22,1349.5755028589804
2011-03-23,1351.0983122238065
2011-03-24,1380.9546836944783
2011-03-25,1403.2828399952487
2011-03-28,1404.0726864752392
2011-03-29,1406.3716912067607
2011-03-30,1434.5946439901743
2011-03-31,1446.2577472583116
2011-04-01,1448.1777084507596
2011-04-04,1452.224070696778
2011-04-05,1461.5484514285176
2011-04-06,1481.3383953639461
2011-04-07,1484.0859198892942
2011-04-08,1500.3755198199854
2011-04-11,1498.8749487567163
2011-04-12,1471.7845627155632
2011-04-13,1480.4123384750774
2011-04-14,1485.496672307211
2011-04-15,1478.9115155860654
2011-04-18,1472.7280905459568
2011-04-19,1462.9678516228935
2011-04-20,1506.140222538819
2011-04-21,1533.1941450128452
2011-04-22,1533.1941450128452
2011-04-25,1527.55713949993
2011-04-26,1536.262388519876
2011-04-27,1527.7866242648115
2011-04-28,1531.6523257288861
2011-04-29,1519.756387464411
2011-05-02,1519.4715176378438
2011-05-03,1501.7387102634252
2011-05-04,1475.3262134526472
2011-05-05,1459.689491176618
2011-05-06,1477.3994632169865
2011-05-09,1472.8555400301648
2011-05-10,1472.6073855775526
2011-05-11,1484.2337548188052
2011-05-12,1447.8414972927226
2011-05-13,1448.8817945405399
2011-05-16,1438.634571831376
2011-05-17,1432.6687131624603
2011-05-18,1441.5988503648093
2011-05-19,1452.28049176951
2011-05-20,1450.3986117637555
2011-05-23,1410.1917151239284
2011-05-24,1412.8254821921782
2011-05-25,1401.9167266237112
2011-05-26,1422.128442108198
2011-05-27,1441.4390182529005
2011-05-30,1431.7866405834861
2011-05-31,1435.1497297899004
2011-06-01,1447.6386213163269
2011-06-02,1413.4524841144876
2011-06-03,1414.7305255693088
2011-06-06,1413.8132198411076
2011-06-07,1413.207587024279
2011-06-08,1389.5850310710377
2011-06-09,1390.981464086794
2011-06-10,1386.3319726866969
2011-06-13,1388.4999641139868
2011-06-14,1411.5184506420621
2011-06-15,1397.3813812834558
2011-06-16,1360.6378989403909
2011-06-17,1381.1379784789558
2011-06-20,1367.4787870212929
2011-06-21,1378.8862012449756
2011-06-22,1389.442494682775
2011-06-23,1362.6159336485605
2011-06-24,1362.8091528305667
2011-06-27,1341.6531140872796
