Date,UK IMI HIGH DIVIDEND YIELD
2010-10-07,1250.5899324286163
2010-10-08,1249.6074476069066
2010-10-11,1256.914369733007
2010-10-12,1244.099108355315
2010-10-13,1264.9642586097914
2010-10-14,1280.8189421832772
2010-10-15,1273.2121270816813
2010-10-18,1273.9945465723854
2010-10-19,1252.2303221247384
2010-10-20,1263.5430463857888
2010-10-21,1257.4892535885467
2010-10-22,1246.819776471397
2010-10-25,1254.8121280905984
2010-10-26,1260.9985605307788
2010-10-27,1239.3046922276258
2010-10-28,1258.799059558214
2010-10-29,1267.5294626931482
2010-11-01,1272.97761475669
2010-11-02,1279.0833151095023
2010-11-03,1276.2297384371072
2010-11-04,1312.9565129505786
2010-11-05,1314.3465280580185
2010-11-08,1305.374282229955
2010-11-09,1307.98787982148
2010-11-10,1298.343359251443
2010-11-11,1294.844156394626
2010-11-12,1292.5636359961018
2010-11-15,1288.635416927892
2010-11-16,1253.9186926268621
2010-11-17,1256.238898766495
2010-11-18,1271.464778513321
2010-11-19,1268.8964852955214
2010-11-22,1259.2389970531121
2010-11-23,1230.7530414731043
2010-11-24,1234.5203227577113
2010-11-25,1237.8156636471585
2010-11-26,1225.106696227286
2010-11-29,1197.0330686616821
2010-11-30,1196.3226995560378
2010-12-01,1215.5429984965476
2010-12-02,1235.1740242191167
2010-12-03,1247.0189463619438
2010-12-06,1249.7921710982862
2010-12-07,1265.7921728899016
2010-12-08,1262.2904875656072
2010-12-09,1261.6681496400688
2010-12-10,1272.3791393570573
2010-12-13,1287.4063835947238
2010-12-14,1289.125411652465
2010-12-15,1274.063089530812
2010-12-16,1272.0703712451066
2010-12-17,1256.5358218956885
2010-12-20,1261.987835333971
2010-12-21,1266.822919410728
2010-12-22,1267.8977241063121
2010-12-23,1271.5517209753828
2010-12-24,1276.2431787966455
2010-12-27,1271.1210220718012
2010-12-28,1270.5014063389567
2010-12-29,1274.0119090006144
2010-12-30,1264.4591559999753
2010-12-31,1276.7245315609255
2011-01-03,1261.1900236401036
2011-01-04,1294.2269851130434
2011-01-05,1289.4105705861737
2011-01-06,1294.0589558463498
2011-01-07,1295.7816407790726
2011-01-10,1288.9842126370802
2011-01-11,1292.3012979767316
2011-01-12,1305.214595921813
2011-01-13,1320.696633959998
2011-01-14,1324.1656626953197
2011-01-17,1329.2151489486146
2011-01-18,1345.92747244038
2011-01-19,1335.1686900535276
2011-01-20,1302.5575331154298
2011-01-21,1322.2002496315274
2011-01-24,1334.246663974845
2011-01-25,1313.7843391881115
2011-01-26,1326.8531169433445
2011-01-27,1323.917714056216
2011-01-28,1305.3285798127743
2011-01-31,1311.2807927122947
2011-02-01,1333.5353199014742
2011-02-02,1340.7668212825408
2011-02-03,1336.0559205392963
2011-02-04,1337.0723551099995
2011-02-07,1356.7764764456847
2011-02-08,1364.079136601418
2011-02-09,1366.0877831716853
2011-02-10,1359.6619986545302
2011-02-11,1361.1123578442925
2011-02-14,1355.6404484309603
2011-02-15,1361.6949199723836
2011-02-16,1360.5399356396892
2011-02-17,1374.8099887313278
2011-02-18,1384.4332549100636
2011-02-21,1373.4194226647908
2011-02-22,1358.0108898870074
2011-02-23,1353.505042470952
2011-02-24,1333.1336483497807
2011-02-25,1344.5701758304601
2011-02-28,1363.0855579309953
2011-03-01,1349.134267950125
2011-03-02,1343.6708797519427
2011-03-03,1354.8629510734486
2011-03-04,1357.070178231307
2011-03-07,1353.1181739141334
2011-03-08,1350.3069652294323
2011-03-09,1355.070236191086
2011-03-10,1327.252198334109
2011-03-11,1311.8217279805733
2011-03-14,1313.412195865601
2011-03-15,1284.218591609824
2011-03-16,1266.107379151668
2011-03-17,1293.319768789828
2011-03-18,1307.0706086958332
2011-03-21,1330.204880260926
2011-03-22,1333.8601502869355
2011-03-23,1321.2878066622868
2011-03-24,1321.1693472997738
2011-03-25,1318.4022228117249
2011-03-28,1314.6244889133939
2011-03-29,1318.5605520304418
2011-03-30,1329.9126354662194
2011-03-31,1317.5607351823378
2011-04-01,1331.232468291638
2011-04-04,1347.0397144804483
2011-04-05,1358.37880694935
2011-04-06,1368.409539563005
2011-04-07,1356.019479465658
2011-04-08,1369.200781954897
2011-04-11,1371.146049215769
2011-04-12,1351.207014651347
2011-04-13,1365.8016122343633
2011-04-14,1368.2452540901606
2011-04-15,1375.5508334292938
2011-04-18,1345.520860197304
2011-04-19,1360.7151559372007
2011-04-20,1390.732422433603
2011-04-21,1399.565525481046
2011-04-22,1399.565525481046
2011-04-25,1391.1613752224248
2011-04-26,1401.8649586226102
2011-04-27,1413.5724209844982
2011-04-28,1429.6191430662764
2011-04-29,1432.4101938351625
2011-05-02,1434.5142167224767
2011-05-03,1424.1049838589472
2011-05-04,1423.7545202024528
2011-05-05,1408.6382019288003
2011-05-06,1413.6958754063926
2011-05-09,1396.6930994108932
2011-05-10,1422.149812097587
2011-05-11,1436.130287704915
2011-05-12,1419.0322677975373
2011-05-13,1410.6053246190054
2011-05-16,1407.140401895826
2011-05-17,1394.215300622099
2011-05-18,1393.7540769374714
2011-05-19,1403.5476151476978
2011-05-20,1403.4172856219132
2011-05-23,1375.7737785377262
2011-05-24,1383.0644077484837
2011-05-25,1387.0258899677324
2011-05-26,1396.2512501045549
2011-05-27,1414.3825852438536
2011-05-30,1413.8671396952957
2011-05-31,1421.9396600482844
2011-06-01,1413.8306840882992
2011-06-02,1398.2214149885444
2011-06-03,1403.7353531667616
2011-06-06,1405.103405087432
2011-06-07,1415.097499831798
2011-06-08,1395.9757073391017
2011-06-09,1396.7090951035943
2011-06-10,1364.928131517552
2011-06-13,1371.867434026964
2011-06-14,1383.6533795393618
2011-06-15,1361.0711916091827
2011-06-16,1339.815698050196
2011-06-17,1346.9253704088123
2011-06-20,1343.3535104455527
2011-06-21,1353.5827497419014
2011-06-22,1350.7813266350859
2011-06-23,1322.5860384854125
2011-06-24,1328.9427918487481
2011-06-27,1333.7333360493096
2011-06-28,1331.9770458978162
2011-06-29,1355.8669893612391
2011-06-30,1370.3047097757458
2011-07-01,1379.9855890586605
2011-07-04,1390.9649414808953
2011-07-05,1399.4955462718003
2011-07-06,1383.7433677656077
2011-07-07,1394.027683992658
2011-07-08,1392.677386474685
2011-07-11,1361.4094627122004
2011-07-12,1352.9034199349496
2011-07-13,1370.5633322369017
2011-07-14,1362.208708194105
2011-07-15,1362.590434220715
2011-07-18,1335.4674285345372
2011-07-19,1353.5411451083974
2011-07-20,1363.8330229291555
2011-07-21,1385.727573700921
2011-07-22,1395.626961054518
2011-07-25,1386.7891740730083
2011-07-26,1397.3141197052482
2011-07-27,1379.127807251544
2011-07-28,1382.0687363413547
2011-07-29,1381.8874627425723
2011-08-01,1352.1635509103899
2011-08-02,1337.8236997805368
2011-08-03,1329.0081843594846
2011-08-04,1287.5982351212754
2011-08-05,1271.289640768963
2011-08-08,1229.1104971533189
2011-08-09,1231.7611164251769
2011-08-10,1200.3781065527644
2011-08-11,1236.8561225303038
2011-08-12,1278.636246584138
2011-08-15,1296.5966946434257
2011-08-16,1297.5012049554784
2011-08-17,1303.9565905976867
2011-08-18,1249.3854820463878
2011-08-19,1250.1197755053192
2011-08-22,1260.3505028972195
2011-08-23,1275.0760598796485
2011-08-24,1286.6471704473279
2011-08-25,1256.3012545359522
2011-08-26,1249.8748690302998
2011-08-29,1263.5475418549563
2011-08-30,1275.1598051354767
2011-08-31,1299.6584445063213
2011-09-01,1300.9727138151177
2011-09-02,1283.0042515598586
2011-09-05,1238.9594318604957
2011-09-06,1239.2210885927666
2011-09-07,1261.8965392007833
2011-09-08,1277.253179303406
2011-09-09,1239.716792721372
2011-09-12,1209.1576124954047
2011-09-13,1214.2963248820636
2011-09-14,1221.9763656270766
2011-09-15,1247.551131939574
2011-09-16,1260.3712852308101
2011-09-19,1230.2370222311924
2011-09-20,1258.9375610111026
2011-09-21,1239.4129696107311
2011-09-22,1178.2464863335454
2011-09-23,1190.1529915711774
2011-09-26,1204.7016544450037
2011-09-27,1247.2394354588782
2011-09-28,1234.2333305788113
2011-09-29,1235.4051958257212
2011-09-30,1214.833992260778
2011-10-03,1206.8345472681237
2011-10-04,1175.3063179894189
2011-10-05,1192.307172138149
2011-10-06,1219.278372489155
2011-10-07,1244.4036157534495
2011-10-10,1261.2637322307642
2011-10-11,1258.2218280291797
2011-10-12,1275.8156309172762
2011-10-13,1271.9148652480285
2011-10-14,1289.1152639929091
2011-10-17,1277.0565579405088
2011-10-18,1260.2987301879687
2011-10-19,1280.1236659380863
2011-10-20,1263.293659608494
2011-10-21,1303.5888378543013
2011-10-24,1313.3705782928482
2011-10-25,1302.9268698874394
2011-10-26,1304.0537788981126
2011-10-27,1337.6097175912284
2011-10-28,1345.0996778653462
2011-10-31,1317.095527057453
2011-11-01,1274.4921760599243
2011-11-02,1279.357057113799
2011-11-03,1298.0096443658795
2011-11-04,1298.69828990697
2011-11-07,1299.0243856951154
2011-11-08,1312.0396629225643
2011-11-09,1286.2833690076684
2011-11-10,1278.2042487574843
2011-11-11,1318.8685953513243
2011-11-14,1297.4228673315715
2011-11-15,1287.7154626244821
2011-11-16,1278.0581039600063
2011-11-17,1263.4635445408
2011-11-18,1252.645745535227
2011-11-21,1213.3437175317774
2011-11-22,1207.3710618111913
2011-11-23,1186.8678406921063
2011-11-24,1181.4292749880299
2011-11-25,1187.9297087471925
2011-11-28,1220.2571570572932
2011-11-29,1237.30427967763
2011-11-30,1276.7349834562856
2011-12-01,1265.1131290466694
2011-12-02,1268.1874971340892
2011-12-05,1278.779606877977
2011-12-06,1264.9663119907596
2011-12-07,1268.2092432563109
2011-12-08,1252.4267900748891
2011-12-09,1259.9398166075823
2011-12-12,1240.549841072257
2011-12-13,1244.7801093033854
2011-12-14,1213.8047391097623
2011-12-15,1229.3530222906318
2011-12-16,1223.9169243242004
2011-12-19,1221.5110708432255
2011-12-20,1246.9761832557754
2011-12-21,1236.9210265769598
2011-12-22,1248.9707369997761
2011-12-23,1259.1210337729742
2011-12-26,1259.1210337729738
2011-12-27,1261.37514258955
2011-12-28,1249.2676814080744
2011-12-29,1252.7385958268324
2011-12-30,1266.9933806233425
2012-01-02,1266.9933806233425
2012-01-03,1303.8069644003217
2012-01-04,1293.4661448094166
2012-01-05,1265.6267545333337
2012-01-06,1261.8212532298055
2012-01-09,1256.1145494114555
2012-01-10,1274.660626311582
2012-01-11,1259.1815892337472
2012-01-12,1256.7694818003777
2012-01-13,1251.4827875948658
2012-01-16,1254.7787422111628
2012-01-17,1264.174542001578
2012-01-18,1270.4942518005398
2012-01-19,1278.6899623888412
2012-01-20,1288.6508273154097
2012-01-23,1300.5081881639935
2012-01-24,1293.3718195291349
2012-01-25,1291.6568383550984
2012-01-26,1309.631299161663
2012-01-27,1301.9850121841362
2012-01-30,1292.224252681309
2012-01-31,1302.7734535836062
2012-02-01,1331.0595673853377
2012-02-02,1327.6518337465504
2012-02-03,1346.7832855906395
2012-02-06,1346.791389924149
2012-02-07,1356.351656386314
2012-02-08,1345.2516966251776
2012-02-09,1353.7669609069542
2012-02-10,1337.7121085480874
2012-02-13,1354.1798210862412
2012-02-14,1345.3092348614437
2012-02-15,1349.000994722939
2012-02-16,1351.6550971812567
2012-02-17,1367.2559961943898
2012-02-20,1379.209540863969
2012-02-21,1369.0453821099666
2012-02-22,1353.1050451800777
2012-02-23,1352.9285106521581
2012-02-24,1368.6807084339066
2012-02-27,1364.0690927324843
2012-02-28,1362.9905800238366
2012-02-29,1366.3333872711733
2012-03-01,1374.4335240545042
2012-03-02,1362.975288496026
2012-03-05,1359.06419810416
2012-03-06,1323.489713622144
2012-03-07,1333.6234746305763
2012-03-08,1356.6133228462672
2012-03-09,1351.8282886906745
2012-03-12,1347.9341715488704
2012-03-13,1369.0907669559679
2012-03-14,1368.9922094990118
2012-03-15,1364.6295177762381
2012-03-16,1383.2861910257018
2012-03-19,1388.2858732983425
2012-03-20,1379.4649069566121
2012-03-21,1384.9882779797365
2012-03-22,1375.1499725982821
2012-03-23,1385.0228526912367
2012-03-26,1402.9515529746386
2012-03-27,1396.2646941482155
2012-03-28,1374.8535309023553
2012-03-29,1366.2424086381993
2012-03-30,1376.9492403624845
2012-04-02,1399.0019058821667
2012-04-03,1390.264709151766
2012-04-04,1351.0431708040896
2012-04-05,1346.38852478363
2012-04-06,1346.3885247836301
2012-04-09,1348.854983026814
2012-04-10,1326.6378022375181
2012-04-11,1342.4425691915344
2012-04-12,1357.7803216119435
2012-04-13,1338.0427384688517
2012-04-16,1336.6753594586187
2012-04-17,1357.0675068942583
2012-04-18,1364.2020367067494
2012-04-19,1367.300027847511
2012-04-20,1380.6462024978953
2012-04-23,1355.0532861820593
2012-04-24,1366.4627059823704
2012-04-25,1367.4103734477658
2012-04-26,1373.479389328758
2012-04-27,1388.6554215264487
2012-04-30,1380.2822290333293
2012-05-01,1393.5681074879749
2012-05-02,1384.8973430302783
2012-05-03,1389.4798953044392
2012-05-04,1363.6088564591284
2012-05-07,1365.549816554345
2012-05-08,1343.4255582735884
2012-05-09,1339.0313016436503
2012-05-10,1347.6741252256934
2012-05-11,1352.521914720713
2012-05-14,1332.1643256323196
2012-05-15,1316.9623724419828
2012-05-16,1302.5025110900922
2012-05-17,1287.8870020003028
2012-05-18,1273.1426493771044
2012-05-21,1273.1497501489782
2012-05-22,1290.1846989341057
2012-05-23,1260.4766803909147
2012-05-24,1273.864553588728
2012-05-25,1272.152535659525
2012-05-28,1279.459819770151
2012-05-29,1280.2376562079353
2012-05-30,1250.621400954036
2012-05-31,1242.2823169403669
2012-06-01,1224.4167449323213
2012-06-04,1228.089476194223
2012-06-05,1227.211214370725
2012-06-06,1258.4182970966383
2012-06-07,1279.4146613763414
2012-06-08,1271.081641237496
2012-06-11,1276.267352562726
2012-06-12,1284.0502503929172
2012-06-13,1287.2778905767182
2012-06-14,1291.0049558667451
2012-06-15,1302.6797939785856
2012-06-18,1308.469068905574
2012-06-19,1332.9478127134685
2012-06-20,1348.9844139074382
2012-06-21,1335.4900755860253
2012-06-22,1318.9953627842654
2012-06-25,1305.35271142244
2012-06-26,1307.2321040299164
2012-06-27,1318.413308219555
2012-06-28,1311.868048378288
2012-06-29,1349.013150054215
2012-07-02,1360.5805276210785
2012-07-03,1366.9320822565114
2012-07-04,1354.0607254595532
2012-07-05,1347.0564644615663
2012-07-06,1339.6226329786614
2012-07-09,1336.7433451195395
2012-07-10,1341.9744315601172
2012-07-11,1340.5964130704278
2012-07-12,1316.0971203454433
2012-07-13,1343.1785035939956
2012-07-16,1357.2092475467884
2012-07-17,1339.8960095042146
2012-07-18,1355.4975573072988
2012-07-19,1373.6839121686457
2012-07-20,1355.1384047219344
2012-07-23,1321.2197803727981
2012-07-24,1313.078146331043
2012-07-25,1306.0333592712323
2012-07-26,1344.2864547887045
2012-07-27,1361.3872092808153
2012-07-30,1367.578965177862
2012-07-31,1356.7221671521015
2012-08-01,1361.592663010691
2012-08-02,1345.0753699661357
2012-08-03,1382.2344334621896
2012-08-06,1387.7693922331873
2012-08-07,1399.5249248179796
2012-08-08,1401.975617098315
2012-08-09,1401.7337158253645
2012-08-10,1407.2835504531633
2012-08-13,1406.0058221869065
2012-08-14,1415.835311885054
2012-08-15,1417.1708405039005
2012-08-16,1420.2884464806016
2012-08-17,1421.5366612240095
2012-08-20,1418.5876700656488
2012-08-21,1429.5441564490907
2012-08-22,1415.9071690616472
2012-08-23,1421.2201637964326
2012-08-24,1418.0934536639609
2012-08-27,1416.7035615692514
2012-08-28,1418.5133695307263
2012-08-29,1421.5489107349285
2012-08-30,1416.3258583099687
2012-08-31,1422.0745125724732
2012-09-03,1430.7767029359222
2012-09-04,1416.3845056175342
2012-09-05,1422.3156108618812
2012-09-06,1446.4452829746574
2012-09-07,1461.782783401412
2012-09-10,1461.3189839590239
2012-09-11,1463.9964749299531
2012-09-12,1477.0811230795348
2012-09-13,1480.2687711683905
2012-09-14,1511.1632577634532
2012-09-17,1506.614496376919
2012-09-18,1498.3283817914194
2012-09-19,1504.7967561163725
2012-09-20,1500.069689943664
2012-09-21,1510.182387672444
2012-09-24,1500.89545473493
2012-09-25,1512.3458556704618
2012-09-26,1484.3260158017458
2012-09-27,1489.0091228145002
2012-09-28,1473.8716755990745
2012-10-01,1486.043972951799
2012-10-02,1488.3852893879687
2012-10-03,1489.6851497830892
2012-10-04,1504.7155444035102
2012-10-05,1516.1637869071146
2012-10-08,1494.0276661114476
2012-10-09,1484.5439837864524
2012-10-10,1480.222189026773
2012-10-11,1488.9262332781668
2012-10-12,1489.835293581428
2012-10-15,1489.0955324111976
2012-10-16,1509.2228395007426
2012-10-17,1521.2376174034096
2012-10-18,1520.141707846475
2012-10-19,1503.6471161979105
2012-10-22,1501.5375113064824
2012-10-23,1474.740825217914
2012-10-24,1481.98515276676
2012-10-25,1497.1444418270735
2012-10-26,1495.004119124821
2012-10-29,1484.6754966686485
2012-10-30,1496.4475359113687
2012-10-31,1493.4294771623809
2012-11-01,1516.1476309458515
2012-11-02,1500.9674107056394
2012-11-05,1486.4765545241753
2012-11-06,1493.101033668984
2012-11-07,1475.7866324201182
2012-11-08,1457.4960432008859
2012-11-09,1449.1992089530859
2012-11-12,1441.1619572664752
2012-11-13,1444.5327175846958
2012-11-14,1430.1907368592615
2012-11-15,1428.1390661162293
2012-11-16,1409.3059788080875
2012-11-19,1436.6559531962907
2012-11-20,1439.8693704508908
2012-11-21,1442.1098939143749
2012-11-22,1452.1923481915778
2012-11-23,1465.7161575419552
2012-11-26,1462.0912005709142
2012-11-27,1466.5815077155842
2012-11-28,1468.401475882036
2012-11-29,1493.1938113433969
2012-11-30,1489.5850157033628
2012-12-03,1497.649772404709
2012-12-04,1506.378513179977
2012-12-05,1512.2173076426664
2012-12-06,1515.3261849273563
2012-12-07,1514.2162003918622
2012-12-10,1521.787154700544
2012-12-11,1525.5796156084807
2012-12-12,1537.3877170800035
2012-12-13,1538.8792883328658
2012-12-14,1537.484144554925
2012-12-17,1546.5740321099104
2012-12-18,1555.6546454010004
2012-12-19,1566.657673589384
2012-12-20,1567.1155871169913
2012-12-21,1554.9183322873232
2012-12-24,1551.9380599052258
2012-12-25,1551.9380599052258
2012-12-26,1552.1305841652315
2012-12-27,1551.179998053239
2012-12-28,1545.3943236865061
2012-12-31,1549.5621714882475
2013-01-01,1549.5621714882475
2013-01-02,1579.6458594506246
2013-01-03,1570.867504867606
2013-01-04,1567.6574475545556
2013-01-07,1570.3159961571544
2013-01-08,1563.6239816065086
2013-01-09,1566.475946221224
2013-01-10,1576.1971025713092
2013-01-11,1583.5369461592106
2013-01-14,1574.7567562873232
2013-01-15,1574.0484663951688
2013-01-16,1560.705032755881
2013-01-17,1566.219796632173
2013-01-18,1561.9100230077263
2013-01-21,1574.2967692437544
2013-01-22,1573.5573463218652
2013-01-23,1562.3063957736772
2013-01-24,1571.685986522613
2013-01-25,1584.5242366321604
2013-01-28,1580.407524127827
2013-01-29,1593.083930166762
2013-01-30,1589.0499450202265
2013-01-31,1584.3215544422371
2013-02-01,1591.8632697142402
2013-02-04,1574.7298754413316
2013-02-05,1575.0437189031734
2013-02-06,1585.3921675632328
2013-02-07,1584.6083643117968
2013-02-08,1607.7693583161083
2013-02-11,1594.0998237748033
2013-02-12,1600.1465437918214
2013-02-13,1595.438519949918
2013-02-14,1581.7273323715588
2013-02-15,1582.4199657807792
2013-02-18,1573.5937485036857
2013-02-19,1590.7048584783643
2013-02-20,1579.472667071367
2013-02-21,1558.6888605074305
2013-02-22,1571.9899796205302
2013-02-25,1556.5924355491106
2013-02-26,1542.309423254692
2013-02-27,1548.8215132908815
2013-02-28,1560.1518946527274
2013-03-01,1549.6297085210153
2013-03-04,1554.975838236421
2013-03-05,1573.8939923391017
2013-03-06,1574.8584065210068
2013-03-07,1569.6269307011867
2013-03-08,1565.4542947700356
2013-03-11,1567.6795214408128
2013-03-12,1573.8447419842885
2013-03-13,1578.3842306419417
2013-03-14,1601.4759240523667
2013-03-15,1606.3129022862095
2013-03-18,1601.1354356912877
2013-03-19,1607.0096736091577
2013-03-20,1607.6069865542543
2013-03-21,1609.3278169954967
2013-03-22,1621.6934891709486
2013-03-25,1614.4450692648581
2013-03-26,1615.5603795303189
2013-03-27,1601.20114690331
2013-03-28,1616.5093856927592
2013-03-29,1616.5093856927592
2013-04-01,1621.6193630060225
2013-04-02,1636.1910134410539
2013-04-03,1623.9699936419374
2013-04-04,1609.7781215625273
2013-04-05,1607.3630779937773
2013-04-08,1605.5778877500259
2013-04-09,1617.2382093647475
2013-04-10,1643.7501308641677
2013-04-11,1665.4391360457148
2013-04-12,1662.5153132090497
2013-04-15,1651.2479044394408
2013-04-16,1632.621731582959
2013-04-17,1624.2597058352999
2013-04-18,1631.5670800689654
2013-04-19,1634.0361430500118
2013-04-22,1635.719276135389
2013-04-23,1666.9586749244604
2013-04-24,1665.950089840528
2013-04-25,1689.5110688402735
2013-04-26,1694.4566785592087
2013-04-29,1692.2990233508979
2013-04-30,1686.393801560019
2013-05-01,1695.5712411002323
2013-05-02,1679.6326728721515
2013-05-03,1700.4682173446552
2013-05-06,1696.3724142647895
2013-05-07,1687.0080369114964
2013-05-08,1701.931848571284
2013-05-09,1696.3916758864896
2013-05-10,1693.1814573735678
2013-05-13,1695.5407388075953
2013-05-14,1702.522669992915
2013-05-15,1704.55213114935
2013-05-16,1723.1375551083554
2013-05-17,1716.620796155208
2013-05-20,1728.4432755343823
2013-05-21,1730.250972023614
2013-05-22,1725.2888597804558
2013-05-23,1700.0593446565656
2013-05-24,1696.8213386726222
2013-05-27,1692.618234095027
2013-05-28,1708.2293221064979
2013-05-29,1687.7453815783178
2013-05-30,1706.6060977379393
2013-05-31,1690.305036680396
2013-06-03,1694.3293841604914
2013-06-04,1697.125329308002
2013-06-05,1674.51053225704
2013-06-06,1673.9245576229525
2013-06-07,1691.517857068468
2013-06-10,1693.2627187964445
2013-06-11,1684.2729229036463
2013-06-12,1686.7104178313361
2013-06-13,1684.5074372840497
2013-06-14,1689.9759706055468
2013-06-17,1706.8506056983215
2013-06-18,1706.0879322493156
2013-06-19,1712.1512037087055
2013-06-20,1647.6016899277802
2013-06-21,1633.0977269867763
2013-06-24,1611.9705931021651
2013-06-25,1632.972683034441
2013-06-26,1641.2802570047822
2013-06-27,1650.3060061820793
2013-06-28,1639.3618674977458
2013-07-01,1665.5561302269564
2013-07-02,1653.2777975453153
2013-07-03,1657.0411797395636
2013-07-04,1673.755334347808
2013-07-05,1643.0227093830981
2013-07-08,1668.813801800789
2013-07-09,1677.424976387176
2013-07-10,1683.9762787328737
2013-07-11,1717.5746022617268
2013-07-12,1717.8847936949928
2013-07-15,1729.0307513372632
2013-07-16,1727.1328668588685
2013-07-17,1734.4981925954442
2013-07-18,1752.6366606819195
2013-07-19,1760.0343082326458
2013-07-22,1775.0893677501297
2013-07-23,1767.9740178167342
2013-07-24,1774.2677763293373
2013-07-25,1763.2260504518804
2013-07-26,1762.77691903965
2013-07-29,1766.7535856076465
2013-07-30,1760.8142474816682
2013-07-31,1754.688459440184
2013-08-01,1763.0558342931677
2013-08-02,1778.4183402017761
2013-08-05,1786.3455534826078
2013-08-06,1774.4271414250816
2013-08-07,1771.5444521281727
2013-08-08,1780.2457595098213
2013-08-09,1792.925975885944
2013-08-12,1781.1453866833867
2013-08-13,1787.5298836787754
2013-08-14,1792.9589908599899
2013-08-15,1758.0097448059764
2013-08-16,1776.1844291537554
2013-08-19,1789.0301436499503
2013-08-20,1785.4717787014379
2013-08-21,1778.1808682135822
2013-08-22,1778.7266687742497
2013-08-23,1790.9536924830293
2013-08-26,1789.2309037962532
2013-08-27,1772.530725327856
2013-08-28,1763.008676509488
2013-08-29,1765.4726595182294
2013-08-30,1747.7800100958361
2013-09-02,1790.717103267831
2013-09-03,1782.6514058947396
2013-09-04,1799.7497765947614
2013-09-05,1808.5596180496248
2013-09-06,1818.241127073804
2013-09-09,1833.0847961317181
2013-09-10,1847.4419786757676
2013-09-11,1861.8502273819133
2013-09-12,1858.908455761655
2013-09-13,1863.1391035827855
2013-09-16,1885.3668641874654
2013-09-17,1873.2312801042922
2013-09-18,1874.178056024757
2013-09-19,1895.7551875072531
2013-09-20,1881.731262955138
2013-09-23,1875.7386791547156
2013-09-24,1884.3315903350783
2013-09-25,1883.9231707326092
2013-09-26,1876.6981628784897
2013-09-27,1878.805989928252
2013-09-30,1877.083522068391
2013-10-01,1877.9784947718056
2013-10-02,1872.8071849001324
2013-10-03,1868.049914173278
2013-10-04,1854.6864933226361
2013-10-07,1847.2009820508135
2013-10-08,1841.514330095517
2013-10-09,1813.5027279543267
2013-10-10,1841.511544456591
2013-10-11,1846.668831051367
2013-10-14,1865.497279917603
