Date,CANADA IMI HIGH DIVIDEND YIELD
2010-08-27,1043.6190455894223
2010-08-30,1051.578330762415
2010-08-31,1042.6965954904226
2010-09-01,1069.623671813063
2010-09-02,1072.7741574819806
2010-09-03,1088.039729365792
2010-09-06,1097.3958197922225
2010-09-07,1086.5978710072666
2010-09-08,1089.3053095584476
2010-09-09,1098.3881183155008
2010-09-10,1104.2462723400404
2010-09-13,1117.0507548574053
2010-09-14,1120.3532248544018
2010-09-15,1121.1024506445794
2010-09-16,1120.050756349761
2010-09-17,1108.1042197484642
2010-09-20,1120.7249909271075
2010-09-21,1116.8455372629633
2010-09-22,1114.3398289320007
2010-09-23,1104.1093971129585
2010-09-24,1124.3452422045548
2010-09-27,1123.0561540653728
2010-09-28,1122.955289290032
2010-09-29,1129.371929686655
2010-09-30,1140.3825572379294
2010-10-01,1140.8161523433876
2010-10-04,1144.6851652729674
2010-10-05,1160.4523087480557
2010-10-06,1165.9578748589556
2010-10-07,1158.0555988073552
2010-10-08,1157.3659759811023
2010-10-11,1160.7913179906152
2010-10-12,1169.8183962523299
2010-10-13,1183.56151855535
2010-10-14,1176.11036033341
2010-10-15,1170.1516376516763
2010-10-18,1176.151338179306
2010-10-19,1154.9229851987889
2010-10-20,1168.2711539702484
2010-10-21,1173.0535619768948
2010-10-22,1163.2815070844795
2010-10-25,1177.7808590753204
2010-10-26,1171.532874653976
2010-10-27,1157.6927869461929
2010-10-28,1165.4216838114066
2010-10-29,1177.518395667323
2010-11-01,1180.5249509386194
2010-11-02,1182.2730341814574
2010-11-03,1182.5975896826621
2010-11-04,1196.842890199928
2010-11-05,1200.4443090145112
2010-11-08,1203.007737124705
2010-11-09,1200.9197289937829
2010-11-10,1191.571457861255
2010-11-11,1183.5887570405605
2010-11-12,1164.9747107236574
2010-11-15,1175.1561822774886
2010-11-16,1153.8784471101956
2010-11-17,1156.110545742726
2010-11-18,1166.591309651808
2010-11-19,1169.5586905209327
2010-11-22,1167.6272834209892
2010-11-23,1158.068649159425
2010-11-24,1178.1446810101197
2010-11-25,1187.7706151540315
2010-11-26,1173.9375796054553
2010-11-29,1163.4775760006178
2010-11-30,1158.5272938255678
2010-12-01,1178.6359737294558
2010-12-02,1197.45111067992
2010-12-03,1187.4564040026626
2010-12-06,1187.6202909562317
2010-12-07,1185.7243378299313
2010-12-08,1178.3869062114427
2010-12-09,1177.4611911035897
2010-12-10,1183.1945437332936
2010-12-13,1197.5930978233218
2010-12-14,1195.0671028218596
2010-12-15,1199.1422188665838
2010-12-16,1195.6309713141989
2010-12-17,1192.480029621181
2010-12-20,1177.6376134869806
2010-12-21,1193.2444511626468
2010-12-22,1202.7169914827768
2010-12-23,1206.730513970667
2010-12-24,1215.026891801376
2010-12-27,1212.194661284357
2010-12-28,1223.4198095643449
2010-12-29,1224.3820953977481
2010-12-30,1224.2389987698525
2010-12-31,1227.9048707051434
2011-01-03,1231.9964404262792
2011-01-04,1221.0573109383797
2011-01-05,1223.2605683733714
2011-01-06,1215.7328994521547
2011-01-07,1223.7275849583427
2011-01-10,1214.01088160236
2011-01-11,1226.6655980573876
2011-01-12,1234.8126211840217
2011-01-13,1232.3635433914212
2011-01-14,1238.6410700871838
2011-01-17,1244.9373602884957
2011-01-18,1241.5369783253489
2011-01-19,1234.7896447267851
2011-01-20,1219.7502921193066
2011-01-21,1228.1593196506224
2011-01-24,1238.2509171215922
2011-01-25,1226.9495268983849
2011-01-26,1235.735313932557
2011-01-27,1237.9922059933028
2011-01-28,1229.4291624101431
2011-01-31,1236.5362054330428
2011-02-01,1258.8953175198676
2011-02-02,1265.6262098185778
2011-02-03,1268.194405776892
2011-02-04,1272.2506178359693
2011-02-07,1277.5006207511153
2011-02-08,1275.3112601085113
2011-02-09,1269.4694862284139
2011-02-10,1262.6729198238381
2011-02-11,1268.7104109009101
2011-02-14,1272.896497123585
2011-02-15,1273.1963703827807
2011-02-16,1282.6886351372414
2011-02-17,1291.0994073836787
2011-02-18,1296.2260606012571
2011-02-21,1294.7108542893127
2011-02-22,1287.8994288967097
2011-02-23,1270.1418565978636
2011-02-24,1281.7960602183193
2011-02-25,1298.111278601593
2011-02-28,1313.1751814978902
2011-03-01,1308.704983336624
2011-03-02,1310.017267720973
2011-03-03,1316.3915494622643
2011-03-04,1326.60071368529
2011-03-07,1315.6463726186514
2011-03-08,1308.6287521647098
2011-03-09,1304.916014100725
2011-03-10,1288.0327042496353
2011-03-11,1285.7529655025082
2011-03-14,1283.5696284284197
2011-03-15,1264.290720011608
2011-03-16,1255.2135288427412
2011-03-17,1276.657327972042
2011-03-18,1285.904118467478
2011-03-21,1311.8466532180219
2011-03-22,1313.6503628628277
2011-03-23,1309.6176742844839
2011-03-24,1312.5974055365753
2011-03-25,1309.7848951130552
2011-03-28,1310.1925040758792
2011-03-29,1315.8260312685672
2011-03-30,1330.7950714644326
2011-03-31,1331.8396944124424
2011-04-01,1347.3903473422197
2011-04-04,1345.5106292173125
2011-04-05,1347.6196216326791
2011-04-06,1355.3782887207553
2011-04-07,1348.3174734324607
2011-04-08,1359.1877946420668
2011-04-11,1350.0776898963302
2011-04-12,1317.9333577633843
2011-04-13,1325.3247798282703
2011-04-14,1325.1104580125998
2011-04-15,1328.1309247870813
2011-04-18,1306.9111388159854
2011-04-19,1326.8819311871864
2011-04-20,1345.4187839542606
2011-04-21,1352.1724934684298
2011-04-22,1352.1724934684298
2011-04-25,1348.6760870514095
2011-04-26,1354.689767672358
2011-04-27,1344.4608371023862
2011-04-28,1355.0749576760522
2011-04-29,1365.127236635785
2011-05-02,1373.2882936496144
2011-05-03,1354.3481386889632
2011-05-04,1337.9763449955292
2011-05-05,1315.7423221769739
2011-05-06,1332.8843045314816
2011-05-09,1332.1250673184534
2011-05-10,1344.5372873816837
2011-05-11,1342.4049307261673
2011-05-12,1327.3441580330568
2011-05-13,1328.1497304590675
2011-05-16,1320.0047027532646
2011-05-17,1315.8224433996368
2011-05-18,1328.3190589215226
2011-05-19,1340.8429742592687
2011-05-20,1333.8554220105084
2011-05-23,1326.5710587095784
2011-05-24,1322.2516686320994
2011-05-25,1332.3036388664011
2011-05-26,1330.960324282001
2011-05-27,1335.674268460259
2011-05-30,1335.1663431114598
2011-05-31,1347.5862275510149
2011-06-01,1319.588364698601
2011-06-02,1309.6244006462362
2011-06-03,1312.1666778424697
2011-06-06,1299.3105478934328
2011-06-07,1306.1631947794544
2011-06-08,1299.1043505365176
2011-06-09,1299.2577860341949
2011-06-10,1284.8638161894798
2011-06-13,1277.0398801192678
2011-06-14,1302.9237258192209
2011-06-15,1287.2172884468955
2011-06-16,1263.215070657423
2011-06-17,1268.1771727273203
2011-06-20,1274.8915034375273
2011-06-21,1297.896404421301
2011-06-22,1297.6712830469987
2011-06-23,1275.5465492317542
2011-06-24,1266.350281978795
2011-06-27,1266.3561214496133
2011-06-28,1278.603679416145
2011-06-29,1301.3002326743392
2011-06-30,1320.958359860628
2011-07-01,1324.664290421335
2011-07-04,1331.667374341904
2011-07-05,1333.2294817189475
2011-07-06,1324.2791656904596
2011-07-07,1330.687829955855
2011-07-08,1319.7468225961618
2011-07-11,1295.4855593488671
2011-07-12,1299.1179192408256
2011-07-13,1315.8773500785467
2011-07-14,1311.1793218123305
2011-07-15,1313.1032999707545
2011-07-18,1297.1857955939029
2011-07-19,1322.0917077226418
2011-07-20,1320.8739373307328
2011-07-21,1336.922542312787
2011-07-22,1330.5041158756283
2011-07-25,1330.5330418549156
2011-07-26,1317.8301531080342
2011-07-27,1291.7069082105509
2011-07-28,1302.9645887697454
2011-07-29,1289.6699424127014
2011-08-01,1281.7442586876502
2011-08-02,1264.8756452977373
2011-08-03,1262.5028804199892
2011-08-04,1221.081816787234
2011-08-05,1199.113847141508
2011-08-08,1138.3772358890562
2011-08-09,1168.2142304269792
2011-08-10,1176.387511205826
2011-08-11,1209.4100963311894
2011-08-12,1210.8978736204613
2011-08-15,1232.284972282129
2011-08-16,1223.0960496785433
2011-08-17,1225.2991881499581
2011-08-18,1180.948662331427
2011-08-19,1169.73968678924
2011-08-22,1167.4998078873598
2011-08-23,1192.604042989592
2011-08-24,1198.1283308315408
2011-08-25,1194.1091723756401
2011-08-26,1185.7986222554143
2011-08-29,1216.147154698819
2011-08-30,1217.9511257857293
2011-08-31,1239.254810150639
2011-09-01,1230.4966314742287
2011-09-02,1214.7296463827622
2011-09-05,1202.219304709596
2011-09-06,1189.8279467367145
2011-09-07,1205.0517737423527
2011-09-08,1206.2336470077503
2011-09-09,1170.078578197165
2011-09-12,1153.9880231509007
2011-09-13,1166.323488090356
2011-09-14,1176.5844666382507
2011-09-15,1198.5363009156868
2011-09-16,1189.7063273445765
2011-09-19,1174.0892892081301
2011-09-20,1178.3701312503704
2011-09-21,1154.5628328584025
2011-09-22,1102.3311838022394
2011-09-23,1106.6287341498708
2011-09-26,1111.0673049740606
2011-09-27,1140.9613809595078
2011-09-28,1129.2069988419169
2011-09-29,1129.9894068669953
2011-09-30,1117.6979826275435
2011-10-03,1081.2227213552653
2011-10-04,1058.19631789334
2011-10-05,1087.217097568184
2011-10-06,1112.1109170021066
2011-10-07,1118.3202128109187
2011-10-10,1123.386401119721
2011-10-11,1139.8425578864988
2011-10-12,1174.3685295283371
2011-10-13,1153.7606730964374
2011-10-14,1177.9451085730805
2011-10-17,1165.6316041861835
2011-10-18,1172.18869611916
2011-10-19,1172.9537140513896
2011-10-20,1163.0889330976868
2011-10-21,1183.796287426519
2011-10-24,1194.3891414145867
2011-10-25,1172.1097958179582
2011-10-26,1181.718213352096
2011-10-27,1225.8399284907475
2011-10-28,1223.9081196761124
2011-10-31,1212.4252090361135
2011-11-01,1168.0169736084172
2011-11-02,1179.8947449075854
2011-11-03,1190.5853398489114
2011-11-04,1180.3714269546072
2011-11-07,1181.9533108119874
2011-11-08,1189.0351275758078
2011-11-09,1162.966455312893
2011-11-10,1156.0014232199344
2011-11-11,1177.390166074691
2011-11-14,1167.5179670808825
2011-11-15,1160.2816101525766
2011-11-16,1157.7577663065963
2011-11-17,1149.2273098877808
2011-11-18,1145.9323015886876
2011-11-21,1121.6793773126267
2011-11-22,1124.3881277391752
2011-11-23,1100.038022464303
2011-11-24,1090.478334340887
2011-11-25,1090.7387412709563
2011-11-28,1115.0117903003031
2011-11-29,1125.9806408028974
2011-11-30,1171.1327159662249
2011-12-01,1165.5193053389833
2011-12-02,1172.6479339777063
2011-12-05,1181.7662151091897
2011-12-06,1172.24389613224
2011-12-07,1192.415891114849
2011-12-08,1170.154223566958
2011-12-09,1169.1561671433012
2011-12-12,1166.3833235458221
2011-12-13,1155.3442641458353
2011-12-14,1129.4439278567254
2011-12-15,1137.987461164525
2011-12-16,1146.8497950761248
2011-12-19,1141.0600964440296
2011-12-20,1155.6901936513448
2011-12-21,1161.8128985606193
2011-12-22,1183.1688685484357
2011-12-23,1188.5011832338762
2011-12-26,1188.5011832338762
2011-12-27,1186.9884289985953
2011-12-28,1176.871869741499
2011-12-29,1183.9951779214457
2011-12-30,1198.736684623818
2012-01-02,1198.736684623818
2012-01-03,1221.9104531076516
2012-01-04,1217.4568142834
2012-01-05,1208.6848376938988
2012-01-06,1198.1757467085524
2012-01-09,1197.0973882433166
2012-01-10,1204.734335583792
2012-01-11,1197.9233391298408
2012-01-12,1194.3309468328118
2012-01-13,1186.1247887755912
2012-01-16,1193.8200705018523
2012-01-17,1203.4092240286175
2012-01-18,1207.2802036770374
2012-01-19,1218.3130797735844
2012-01-20,1215.6535831004999
2012-01-23,1240.0869483865254
2012-01-24,1224.4704662607737
2012-01-25,1227.0438287733614
2012-01-26,1225.9566324498392
2012-01-27,1217.3507436520808
2012-01-30,1217.9149786880187
2012-01-31,1221.3558732968204
2012-02-01,1234.3060776220384
2012-02-02,1236.673195270601
2012-02-03,1245.3014003911221
2012-02-06,1247.7604489303892
2012-02-07,1248.4943782102812
2012-02-08,1251.1462778306407
2012-02-09,1251.4016893026035
2012-02-10,1234.1167348412137
2012-02-13,1238.000632543443
2012-02-14,1235.961547706481
2012-02-15,1242.100764518058
2012-02-16,1245.9377048015042
2012-02-17,1249.051270992933
2012-02-20,1254.9676640125022
2012-02-21,1263.7692421369534
2012-02-22,1262.163594080051
2012-02-23,1267.234668252984
2012-02-24,1263.9409457469435
2012-02-27,1266.3548476089102
2012-02-28,1274.8862226867645
2012-02-29,1291.6045172301767
2012-03-01,1296.527207450943
2012-03-02,1291.5952806522862
2012-03-05,1282.5277286840233
2012-03-06,1252.4557466102522
2012-03-07,1259.1039956221036
2012-03-08,1279.7763176165336
2012-03-09,1290.0798440388733
2012-03-12,1285.1598787905764
2012-03-13,1304.1962097071169
2012-03-14,1304.1398022574647
2012-03-15,1309.66129924915
2012-03-16,1316.7757395447666
2012-03-19,1321.797290561568
2012-03-20,1308.16205018975
2012-03-21,1313.4428495745951
2012-03-22,1302.436156527515
2012-03-23,1310.0866850938307
2012-03-26,1326.4486576024192
2012-03-27,1321.224529805047
2012-03-28,1316.3569321097468
2012-03-29,1301.5279636724674
2012-03-30,1301.2526199143495
2012-04-02,1319.9570597175996
2012-04-03,1315.0964077097492
2012-04-04,1301.1694286640827
2012-04-05,1304.8722755467536
2012-04-06,1304.8722755467536
2012-04-09,1286.948414505211
2012-04-10,1265.9451708642284
2012-04-11,1283.4031626485462
2012-04-12,1300.1126307553575
2012-04-13,1281.766625539648
2012-04-16,1279.3930854954701
2012-04-17,1303.8087080245143
2012-04-18,1305.1382906882695
2012-04-19,1299.374512897474
2012-04-20,1304.48517234431
2012-04-23,1290.5349601304476
2012-04-24,1301.132121704953
2012-04-25,1306.2117464020653
2012-04-26,1313.6639884902402
2012-04-27,1328.1018651932982
2012-04-30,1326.8666605865585
2012-05-01,1334.030139430357
2012-05-02,1322.2534490976
2012-05-03,1314.1058955523856
2012-05-04,1287.2586783779207
2012-05-07,1287.0522050340874
2012-05-08,1268.7193425439445
2012-05-09,1260.4327607154537
2012-05-10,1269.0853367633588
2012-05-11,1276.563619063693
2012-05-14,1254.6260181867362
2012-05-15,1243.63645841849
2012-05-16,1233.6086395988223
2012-05-17,1213.846299780351
2012-05-18,1202.6918961920746
2012-05-21,1198.1598772037808
2012-05-22,1216.8100306966608
2012-05-23,1203.202905534015
2012-05-24,1204.111424395053
2012-05-25,1197.2210023391078
2012-05-28,1201.4810389021732
2012-05-29,1208.3018637889284
2012-05-30,1183.0249930806438
2012-05-31,1182.4597521674743
2012-06-01,1147.6222466624404
2012-06-04,1144.914445204561
2012-06-05,1163.0417464118439
2012-06-06,1187.244876698245
2012-06-07,1198.743327444457
2012-06-08,1176.5174741242834
2012-06-11,1171.9422339664018
2012-06-12,1177.885936435993
2012-06-13,1183.8771442349173
2012-06-14,1176.1469833632843
2012-06-15,1182.7183008746658
2012-06-18,1183.103762754858
2012-06-19,1208.984520896554
2012-06-20,1210.1282124845816
2012-06-21,1177.0751648570388
2012-06-22,1173.7788452845516
2012-06-25,1156.9007745863548
2012-06-26,1163.3216208005172
2012-06-27,1174.6649302835174
2012-06-28,1171.2834509748197
2012-06-29,1203.9811470652685
2012-07-02,1204.4537366917104
2012-07-03,1232.1794089312275
2012-07-04,1237.0662504095433
2012-07-05,1230.0121069403874
2012-07-06,1211.301969427387
2012-07-09,1210.589273393479
2012-07-10,1204.818236462178
2012-07-11,1209.790420128486
2012-07-12,1195.7515071507653
2012-07-13,1213.682469202981
2012-07-16,1213.6379630528234
2012-07-17,1214.4250928903023
2012-07-18,1222.0562131559464
2012-07-19,1235.2482965947927
2012-07-20,1226.0020520249536
2012-07-23,1201.140884542767
2012-07-24,1192.2820248990618
2012-07-25,1194.1318621175724
2012-07-26,1217.0828471011093
2012-07-27,1233.3950905751162
2012-07-30,1241.1353351504038
2012-07-31,1234.9105386030744
2012-08-01,1230.0650313893088
2012-08-02,1217.768163475775
2012-08-03,1238.2420791979357
2012-08-06,1238.4279177210035
2012-08-07,1260.9017628273589
2012-08-08,1259.1758344040386
2012-08-09,1269.535028311642
2012-08-10,1269.5087187318209
2012-08-13,1265.6904014308118
2012-08-14,1274.1955564095044
2012-08-15,1280.6385261979553
2012-08-16,1288.2526923866913
2012-08-17,1296.0291427642799
2012-08-20,1297.8815667777885
2012-08-21,1303.8307565323335
2012-08-22,1286.6725697456525
2012-08-23,1287.0374360374203
2012-08-24,1287.3319714436855
2012-08-27,1290.5285988592902
2012-08-28,1295.1546431357624
2012-08-29,1293.6505909246941
2012-08-30,1276.3868175359949
2012-08-31,1278.365499317754
2012-09-03,1277.8475492547236
2012-09-04,1278.9797496095036
2012-09-05,1277.2550403290118
2012-09-06,1304.2444673457705
2012-09-07,1319.0909817060872
2012-09-10,1319.2056659051839
2012-09-11,1323.5798920842306
2012-09-12,1323.2298246020753
2012-09-13,1328.726787224008
2012-09-14,1350.2004308108815
2012-09-17,1345.5217586650433
2012-09-18,1334.8163882212525
2012-09-19,1330.6517420771
2012-09-20,1331.50204724554
2012-09-21,1326.416396291016
2012-09-24,1321.8491920476736
2012-09-25,1319.0395434903007
2012-09-26,1302.8086786168703
2012-09-27,1310.6262482721008
2012-09-28,1310.1617869557354
2012-10-01,1317.7046848518278
2012-10-02,1316.7459964907011
2012-10-03,1312.1067252214234
2012-10-04,1323.400456086625
2012-10-05,1331.088136614438
2012-10-08,1330.4062616405054
2012-10-09,1317.9793186790057
2012-10-10,1307.552168721088
2012-10-11,1315.4470893858245
2012-10-12,1310.314139851524
2012-10-15,1312.4539532406081
2012-10-16,1320.4367721492458
2012-10-17,1328.440430481287
2012-10-18,1329.0172293153416
2012-10-19,1311.866623316801
2012-10-22,1306.132426994798
2012-10-23,1293.7914531334666
2012-10-24,1295.6820139400443
2012-10-25,1301.3232644564296
2012-10-26,1299.4010345980091
2012-10-29,1294.887435877813
2012-10-30,1301.8516340745698
2012-10-31,1307.617430290187
2012-11-01,1318.053792841849
2012-11-02,1313.7832528568863
2012-11-05,1311.9145279440247
2012-11-06,1311.6662338077879
2012-11-07,1296.3681429475014
2012-11-08,1289.101945045555
2012-11-09,1284.9327258298736
2012-11-12,1285.065184684243
2012-11-13,1281.5872892315665
2012-11-14,1265.0891765757588
2012-11-15,1248.4851506479356
2012-11-16,1256.3411761822763
2012-11-19,1283.88478613934
2012-11-20,1280.903605872892
2012-11-21,1283.6834091744076
2012-11-22,1288.4090577750353
2012-11-23,1301.7355730953848
2012-11-26,1294.776008036401
2012-11-27,1292.0109875902713
2012-11-28,1295.196846574085
2012-11-29,1303.7215978583915
2012-11-30,1310.6494740060045
2012-12-03,1305.3305731875103
2012-12-04,1304.3378964499198
2012-12-05,1309.8596739039906
2012-12-06,1312.1622925542765
2012-12-07,1311.9909927428146
2012-12-10,1318.6382465657284
2012-12-11,1325.0779460594317
2012-12-12,1334.7368096188627
2012-12-13,1335.13747283926
2012-12-14,1331.140817395092
2012-12-17,1332.1150429741288
2012-12-18,1338.8017474399703
2012-12-19,1346.0006386327257
2012-12-20,1344.552696845929
2012-12-21,1335.1066326685993
2012-12-24,1337.076770888109
2012-12-25,1337.0767708881087
2012-12-26,1334.3200501998647
2012-12-27,1331.7410054809407
2012-12-28,1327.38565540836
2012-12-31,1336.6690515316573
2013-01-01,1336.6690515316573
2013-01-02,1360.6998149362012
2013-01-03,1360.3453056906314
2013-01-04,1365.7416798430481
2013-01-07,1363.786259355251
2013-01-08,1359.7542957336755
2013-01-09,1363.6930172125178
2013-01-10,1366.2425020204691
2013-01-11,1368.7054036204108
2013-01-14,1365.8902752883391
2013-01-15,1374.0319221891746
2013-01-16,1368.5625256670503
2013-01-17,1378.0815733060563
2013-01-18,1376.293864549309
2013-01-21,1382.1263378492852
2013-01-22,1390.4082696339306
2013-01-23,1383.112264850099
2013-01-24,1380.1733859844842
2013-01-25,1371.5173145795245
2013-01-28,1376.0341527815137
2013-01-29,1384.0062167925405
2013-01-30,1381.3662414767132
2013-01-31,1377.7296314451141
2013-02-01,1385.275346729231
2013-02-04,1378.2309761914787
2013-02-05,1382.5235459543326
2013-02-06,1391.624234393509
2013-02-07,1386.618904505715
2013-02-08,1386.6154102126873
2013-02-11,1379.009548733448
2013-02-12,1388.6542216192609
2013-02-13,1388.5225697191656
2013-02-14,1381.3496120530663
2013-02-15,1377.1388009309264
2013-02-18,1371.683975755184
2013-02-19,1387.4775136615544
2013-02-20,1377.6655702688424
2013-02-21,1364.7261507158876
2013-02-22,1366.0827796896904
2013-02-25,1350.634089226496
2013-02-26,1345.4810997950015
2013-02-27,1363.0267322125505
2013-02-28,1370.8174518853773
2013-03-01,1370.0353888531588
2013-03-04,1370.1929369761917
2013-03-05,1378.043681406213
2013-03-06,1376.6036695640075
2013-03-07,1378.0888859437678
2013-03-08,1382.151439782938
2013-03-11,1386.5039765251638
2013-03-12,1387.8691092671406
2013-03-13,1368.6515704362903
2013-03-14,1378.9551585028535
2013-03-15,1397.8708526461355
2013-03-18,1387.685136953205
2013-03-19,1382.6423596595173
2013-03-20,1388.216115108052
2013-03-21,1380.478853959732
2013-03-22,1383.893297790837
2013-03-25,1377.773371551892
2013-03-26,1396.1055671224804
2013-03-27,1393.9127749596767
2013-03-28,1399.0425317095353
2013-03-29,1399.0425317095353
2013-04-01,1390.9434577682578
2013-04-02,1402.5305243050923
2013-04-03,1382.6638706254676
2013-04-04,1364.115254650605
2013-04-05,1351.6985053143974
2013-04-08,1357.4080168512978
2013-04-09,1372.774287655491
2013-04-10,1386.5690345979406
2013-04-11,1385.1387296411594
2013-04-12,1373.6259589578278
2013-04-15,1332.4643319858526
2013-04-16,1342.043169826862
2013-04-17,1317.7287645515155
2013-04-18,1326.695538673131
2013-04-19,1330.0786228778416
2013-04-22,1330.4182808277028
2013-04-23,1336.214653381791
2013-04-24,1346.4261683160296
2013-04-25,1359.502380550654
2013-04-26,1357.606151198765
2013-04-29,1371.260005166316
2013-04-30,1397.9894643072384
2013-05-01,1385.0497057766647
2013-05-02,1390.917984713257
2013-05-03,1398.881003863094
2013-05-06,1403.06535756125
2013-05-07,1410.390768386564
2013-05-08,1421.1066905591617
2013-05-09,1414.879113656812
2013-05-10,1407.5344079867148
2013-05-13,1406.4335770105922
2013-05-14,1404.0193972337543
2013-05-15,1391.2047905984914
2013-05-16,1397.5068130684413
2013-05-17,1397.410177009764
2013-05-20,1396.594528285404
2013-05-21,1412.5171051247173
2013-05-22,1402.439754420971
2013-05-23,1393.6274086207252
2013-05-24,1396.4486845889194
2013-05-27,1396.8373518057788
2013-05-28,1391.3307350713649
2013-05-29,1389.1975385942096
2013-05-30,1396.566961668832
2013-05-31,1381.2065354714805
2013-06-03,1379.232350695668
2013-06-04,1377.9075682816513
2013-06-05,1357.2478021544487
2013-06-06,1358.8672336238217
2013-06-07,1372.2517166956688
2013-06-10,1379.846342215929
2013-06-11,1364.6955837697017
2013-06-12,1350.4505534587686
2013-06-13,1370.4244361293638
2013-06-14,1364.2246415226477
2013-06-17,1375.6435582130932
2013-06-18,1381.4741360463033
2013-06-19,1375.5957959233328
2013-06-20,1325.3627736447725
2013-06-21,1314.0902473017081
2013-06-24,1291.4945536868663
2013-06-25,1311.4376867944147
2013-06-26,1306.6918838438608
2013-06-27,1308.2161888233425
2013-06-28,1315.8607629305295
2013-07-01,1321.7494042880855
2013-07-02,1324.2667354262842
2013-07-03,1319.1243702434144
2013-07-04,1324.6367610314323
2013-07-05,1317.4522938566586
2013-07-08,1332.7510459198888
2013-07-09,1342.1237750043774
2013-07-10,1347.7708536756784
2013-07-11,1379.404886575968
2013-07-12,1379.0190835790802
2013-07-15,1379.431461199642
2013-07-16,1378.9799126436974
2013-07-17,1379.1732609817655
2013-07-18,1395.3005234627576
2013-07-19,1401.8198579521688
2013-07-22,1408.9584402590617
2013-07-23,1417.860644969139
2013-07-24,1419.9102347841667
2013-07-25,1418.918957886016
2013-07-26,1414.412254985003
2013-07-29,1423.254541335449
2013-07-30,1416.6390013816722
2013-07-31,1407.3565821168238
2013-08-01,1415.1853697903866
2013-08-02,1410.4010668614867
2013-08-05,1406.1287682167965
2013-08-06,1396.3431762015766
2013-08-07,1383.4185342839041
2013-08-08,1399.9890586910155
2013-08-09,1403.0756700270233
2013-08-12,1403.84019163319
2013-08-13,1407.0325205070803
2013-08-14,1408.461482074027
2013-08-15,1410.9075185945198
2013-08-16,1414.5749494682045
2013-08-19,1402.2494290727834
2013-08-20,1399.6781472647747
2013-08-21,1384.5073076709323
2013-08-22,1382.09633924156
2013-08-23,1387.752968607344
2013-08-26,1387.8011044636398
2013-08-27,1376.3998004247321
2013-08-28,1379.592548476755
2013-08-29,1391.383329897773
2013-08-30,1383.8579387947218
2013-09-02,1384.6454895518848
2013-09-03,1393.623088069323
2013-09-04,1402.4601222207514
2013-09-05,1409.4892530293328
2013-09-06,1421.9507037885276
2013-09-09,1427.0123489924374
2013-09-10,1429.0512639651906
2013-09-11,1434.3719172868634
2013-09-12,1424.059070403381
2013-09-13,1420.3878378197173
2013-09-16,1431.924127728103
2013-09-17,1437.3230858115526
2013-09-18,1437.5979054011657
2013-09-19,1450.0564921769712
2013-09-20,1437.2473784687165
2013-09-23,1441.5484507308024
2013-09-24,1445.9032755738788
2013-09-25,1443.5990459684167
2013-09-26,1444.9802833315753
2013-09-27,1448.845410571796
2013-09-30,1448.7474819058596
2013-10-01,1445.807097701888
2013-10-02,1438.4892651903326
2013-10-03,1433.107346916584
2013-10-04,1437.9795289131255
2013-10-07,1437.6346722021342
2013-10-08,1427.8861206356644
2013-10-09,1422.4576125255755
2013-10-10,1440.5693956385976
2013-10-11,1446.510583199238
2013-10-14,1451.9630466163135
2013-10-15,1448.9006356667537
