Date,EM EUROPE & MIDDLE EAST SMALL VALUE
2007-05-31,1000.0
2007-06-01,1004.2498573736639
2007-06-04,998.5400516257014
2007-06-05,996.4923189032799
2007-06-06,985.6256854672058
2007-06-07,976.0304131515129
2007-06-08,972.5991047549919
2007-06-11,978.6483717747825
2007-06-12,972.6495840445996
2007-06-13,972.3885898848583
2007-06-14,984.0046374438037
2007-06-15,994.2061240918403
2007-06-18,996.7609124029271
2007-06-19,1003.610273153571
2007-06-20,1005.7960648370936
2007-06-21,1001.7104081278111
2007-06-22,1004.4753937494819
2007-06-25,1002.6995768875703
2007-06-26,1010.1059766365246
2007-06-27,1006.9886222277622
2007-06-28,1013.6631629912239
2007-06-29,1016.5484074236374
2007-07-02,1016.7934699034943
2007-07-03,1032.3618855602363
2007-07-04,1040.6737704513191
2007-07-05,1035.3168569543575
2007-07-06,1036.3261681967529
2007-07-09,1045.1668886670445
2007-07-10,1028.2860521396087
2007-07-11,1019.3806350270843
2007-07-12,1028.6169253465157
2007-07-13,1032.6633201562972
2007-07-16,1016.3670964168098
2007-07-17,1015.6568894258172
2007-07-18,1007.8312878271433
2007-07-19,1019.4902102928071
2007-07-20,1011.8138187619458
2007-07-23,1021.6627768790345
2007-07-24,1019.55042418394
2007-07-25,1014.4305681006589
2007-07-26,987.6289868318853
2007-07-27,977.1640532367692
2007-07-30,971.6782961079491
2007-07-31,991.6009375624317
2007-08-01,963.918760903712
2007-08-02,973.048991449645
2007-08-03,963.3150729229426
2007-08-06,944.7451836634544
2007-08-07,957.5065632844976
2007-08-08,974.3383422897026
2007-08-09,954.3789289631005
2007-08-10,945.91189526327
2007-08-13,962.3586059187287
2007-08-14,950.7039680511443
2007-08-15,935.0772310452679
2007-08-16,886.3020279233374
2007-08-17,895.4212148383904
2007-08-20,902.1874468082133
2007-08-21,881.3861089485474
2007-08-22,906.5474910564258
2007-08-23,910.6768215009841
2007-08-24,907.6161472065102
2007-08-27,923.2838580385728
2007-08-28,921.6572712169298
2007-08-29,923.0134026465481
2007-08-30,920.255635112843
2007-08-31,933.4162191971603
2007-09-03,938.7114215908192
2007-09-04,938.9912071348557
2007-09-05,931.4195712117727
2007-09-06,927.421764846196
2007-09-07,918.5434802106533
2007-09-10,909.5180668748569
2007-09-11,920.0013432250305
2007-09-12,918.5748860197317
2007-09-13,929.2211568710462
2007-09-14,927.4900479868771
2007-09-17,925.2738255035916
2007-09-18,927.5054724663626
2007-09-19,948.080727730939
2007-09-20,945.7828085099649
2007-09-21,951.9605485494535
2007-09-24,960.5604131007732
2007-09-25,954.9775795277453
2007-09-26,963.3352586403691
2007-09-27,968.740770684519
2007-09-28,961.4016799154224
2007-10-01,965.8877845357235
2007-10-02,974.2887784828904
2007-10-03,977.5171276910331
2007-10-04,980.06247219612
2007-10-05,988.7669726871353
2007-10-08,999.2897632164685
2007-10-09,1006.0833318451548
2007-10-10,1000.6585381034719
2007-10-11,1004.7244857404293
2007-10-12,1005.7279166432809
2007-10-15,996.766264829637
2007-10-16,993.585781318576
2007-10-17,1006.2872643324624
2007-10-18,997.8117233043467
2007-10-19,995.4996980955381
2007-10-22,984.9668749636309
2007-10-23,995.6102834009048
2007-10-24,987.6562118816486
2007-10-25,995.8842580135837
2007-10-26,1001.26073465227
2007-10-29,1000.890217662306
2007-10-30,995.596956847582
2007-10-31,998.5769663793749
2007-11-01,993.8526733754516
2007-11-02,986.5259057873031
2007-11-05,979.3074975038204
2007-11-06,985.3213865822672
2007-11-07,968.0850320099164
2007-11-08,960.5392742331366
2007-11-09,949.0192472469909
2007-11-12,944.3150705936439
2007-11-13,946.9873708338055
2007-11-14,950.4855573615206
2007-11-15,934.857060824854
2007-11-16,926.0956386644062
2007-11-19,921.0467803287718
2007-11-20,917.447404189064
2007-11-21,888.6982635821444
2007-11-22,896.3692420384228
2007-11-23,901.1414131686047
2007-11-26,898.6256836073379
2007-11-27,885.1668731884648
2007-11-28,910.3555646805194
2007-11-29,913.9365054319874
2007-11-30,923.3246701039229
2007-12-03,925.2294455514631
2007-12-04,918.5083735450944
