Date,EM EASTERN EUROPE SMALL VALUE
1998-12-31,62.14678729339552
1999-01-01,62.14678729339552
1999-01-04,62.934330888505556
1999-01-05,63.85843499991616
1999-01-06,64.07562062080564
1999-01-07,65.48185821500823
1999-01-08,66.02299827285911
1999-01-11,65.99018796619605
1999-01-12,65.19263016049862
1999-01-13,61.19741796888227
1999-01-14,60.25307684389831
1999-01-15,59.96557022990286
1999-01-18,62.58709764050506
1999-01-19,62.48172772948727
1999-01-20,62.82415596301367
1999-01-21,62.108180961916155
1999-01-22,59.91337321602918
1999-01-25,59.52272152579883
1999-01-26,59.992900396865025
1999-01-27,60.37029671948855
1999-01-28,59.63527975247126
1999-01-29,61.20777740514349
1999-02-01,60.38600198710054
1999-02-02,60.2591010541089
1999-02-03,60.76407537941589
1999-02-04,62.17838094787715
1999-02-05,61.28673374702109
1999-02-08,60.64546525787812
1999-02-09,59.98959590111885
1999-02-10,59.35515120889492
1999-02-11,60.08872202667282
1999-02-12,60.36742962605914
1999-02-15,59.66313665516193
1999-02-16,60.474292453045045
1999-02-17,60.006496447019735
1999-02-18,59.28296581751513
1999-02-19,59.481453286667545
1999-02-22,59.76865459597793
1999-02-23,59.594055715044796
1999-02-24,59.303224951309275
1999-02-25,58.422230997318465
1999-02-26,58.01098192542207
1999-03-01,58.3243437019322
1999-03-02,57.83272932428008
1999-03-03,57.61771623852877
1999-03-04,57.688262648231564
1999-03-05,57.85768326108516
1999-03-08,58.83981257913717
1999-03-09,59.29382163141969
1999-03-10,59.570523353496974
1999-03-11,62.26392128672388
1999-03-12,61.940292891784566
1999-03-15,61.86511270718792
1999-03-16,62.688912259976405
1999-03-17,62.41499731892119
1999-03-18,63.80396607419857
1999-03-19,63.96143137166406
1999-03-22,63.510666667680084
1999-03-23,63.28375782371547
1999-03-24,59.92301630944916
1999-03-25,61.54372938613242
1999-03-26,62.46945840388729
1999-03-29,62.74386636854593
1999-03-30,62.97013274827208
1999-03-31,63.3454252164454
1999-04-01,62.770869730224774
1999-04-02,63.55669968136369
1999-04-05,63.658370101011016
1999-04-06,64.34213347780681
1999-04-07,63.706932864707035
1999-04-08,64.14018362167161
1999-04-09,63.52293678056101
1999-04-12,62.95118428904618
1999-04-13,63.05409493280895
1999-04-14,63.60240359362854
1999-04-15,65.53736970682752
1999-04-16,65.81648296214269
1999-04-19,66.80929901365765
1999-04-20,66.25891585886767
1999-04-21,66.90391548404126
1999-04-22,67.01543677444822
1999-04-23,67.39244580422745
1999-04-26,67.36849896225097
1999-04-27,68.03018289426915
1999-04-28,67.77692388888823
1999-04-29,67.70212558290707
1999-04-30,69.24185890554028
1999-05-03,69.91789426517097
1999-05-04,70.57860264896524
1999-05-05,71.44527568676702
1999-05-06,72.33492708376713
1999-05-07,72.42868199962012
1999-05-10,72.7134822492981
1999-05-11,73.21191679301921
1999-05-12,71.28189059025183
1999-05-13,70.9412486849893
1999-05-14,71.87047369584869
1999-05-17,71.60719151685832
1999-05-18,72.87746683121675
1999-05-19,74.52434527708523
1999-05-20,75.08097285555473
1999-05-21,76.21056718029375
1999-05-24,77.33222471752643
1999-05-25,75.92207016247328
1999-05-26,76.81165559446487
1999-05-27,76.9202777004366
1999-05-28,78.51855207652066
1999-05-31,78.93370139407781
1999-06-01,79.23569648108911
1999-06-02,79.47029609732954
1999-06-03,80.09052515952824
1999-06-04,80.93404480253942
1999-06-07,81.94076866986225
1999-06-08,82.24065838754476
1999-06-09,82.9331609176917
1999-06-10,84.8344584394252
1999-06-11,87.14650103997914
1999-06-14,88.56094781615188
1999-06-15,89.46565694759978
1999-06-16,90.88780251911098
1999-06-17,91.27776581958916
1999-06-18,92.28708266007924
1999-06-21,96.37051763868942
1999-06-22,95.6617366977265
1999-06-23,92.49761987295827
1999-06-24,92.39606327969918
1999-06-25,90.83983076112543
1999-06-28,90.55048283043156
1999-06-29,90.30741473174476
1999-06-30,90.56963602942581
1999-07-01,92.5338725429612
1999-07-02,94.1762375240919
1999-07-05,95.35947565142807
1999-07-06,96.77197072066183
1999-07-07,95.46092402846041
1999-07-08,95.9200246283027
1999-07-09,95.40360878631724
1999-07-12,95.81440466818584
1999-07-13,93.88278265432729
1999-07-14,94.10864789833143
1999-07-15,94.48869263164573
1999-07-16,94.96415066402163
1999-07-19,94.60688747167477
1999-07-20,93.60173428191726
1999-07-21,91.26697444146666
1999-07-22,92.92470621034806
1999-07-23,92.74915085476628
1999-07-26,93.32224587051624
1999-07-27,91.36697908990894
1999-07-28,91.82080167946152
1999-07-29,89.56569560599861
1999-07-30,89.9424041000166
1999-08-02,89.90702974757924
1999-08-03,90.36354700972274
1999-08-04,89.14449864405609
1999-08-05,87.15548470234732
