Date,EM GCC COUNTRIES SMALL VALUE
2014-06-02,1025.7154063919832
2014-06-03,1014.5972474168927
2014-06-04,1009.8247350370874
2014-06-05,1025.5463740693858
2014-06-06,1023.7287258878952
2014-06-09,980.486436143041
2014-06-10,958.9113948839407
2014-06-11,964.1497713022321
2014-06-12,977.67468780177
2014-06-13,979.3304171994346
2014-06-16,922.9661732443816
2014-06-17,930.7137351198714
2014-06-18,926.8921166745984
2014-06-19,932.6118151160398
2014-06-20,936.493260923123
2014-06-23,896.7073423348953
2014-06-24,848.3048396994226
2014-06-25,865.3500844726705
2014-06-26,861.5274873289341
2014-06-27,858.3007022821529
2014-06-30,818.610113296168
2014-07-01,851.0138711873202
2014-07-02,899.2339821572638
2014-07-03,903.5894060907045
2014-07-04,904.9920544857515
2014-07-07,934.3576700471259
2014-07-08,937.3048224926189
2014-07-09,937.4541243922424
2014-07-10,953.0209764759418
2014-07-11,953.1611369254565
2014-07-14,964.17487090378
2014-07-15,976.833091037862
2014-07-16,983.4942630014947
2014-07-17,1001.0534324739883
2014-07-18,1001.6832821483675
2014-07-21,985.4786204070404
2014-07-22,991.2462178192102
2014-07-23,983.4120374000144
2014-07-24,981.1159584280343
2014-07-25,983.7453170600161
2014-07-28,987.5922448116975
2014-07-29,989.7117312675001
2014-07-30,992.1160091212354
2014-07-31,994.9082652103225
2014-08-01,991.278024314105
2014-08-04,999.0284833763969
2014-08-05,1016.663527627056
2014-08-06,1006.715319180812
2014-08-07,1009.2242971857206
2014-08-08,1004.4845654981663
2014-08-11,1021.1676900592045
2014-08-12,1027.083109629302
2014-08-13,1027.5945748744714
2014-08-14,1022.7973284756541
2014-08-15,1022.5849011106766
2014-08-18,1022.5541932691137
2014-08-19,1034.0489132672933
2014-08-20,1035.3255930302585
2014-08-21,1039.521848417322
2014-08-22,1043.6873915011063
2014-08-25,1055.656723062033
2014-08-26,1047.968997675709
2014-08-27,1046.2391216848214
2014-08-28,1034.0770361078307
2014-08-29,1034.3739471612141
2014-09-01,1040.5951242995468
2014-09-02,1040.6232046870625
2014-09-03,1048.3771033981027
2014-09-04,1054.6543302940308
2014-09-05,1055.3054268439673
2014-09-08,1057.9202621107202
2014-09-09,1061.8041176333027
2014-09-10,1048.3024325763479
2014-09-11,1051.464389989413
2014-09-12,1051.7081983964285
2014-09-15,1060.2921560928248
2014-09-16,1063.647348164659
2014-09-17,1065.5995406116674
2014-09-18,1071.269670923424
2014-09-19,1078.0691318618813
2014-09-22,1070.4648118941668
2014-09-23,1058.696884969229
2014-09-24,1053.4404430688394
2014-09-25,1058.9836674592143
2014-09-26,1063.28597245112
2014-09-29,1057.9488819567632
2014-09-30,1066.126633632784
2014-10-01,1071.1576467966718
2014-10-02,1064.4731132351633
2014-10-03,1076.546439656603
2014-10-06,1071.6080742163813
2014-10-07,1067.937784061173
2014-10-08,1055.0725966532082
2014-10-09,1059.7235278891978
2014-10-10,1066.9915334524323
2014-10-13,1023.8709456723442
2014-10-14,1005.4703575694347
2014-10-15,980.8256013962028
2014-10-16,942.9516509874784
2014-10-17,943.9045385014052
2014-10-20,955.1811907015928
2014-10-21,966.0442723217168
2014-10-22,989.7667290874343
2014-10-23,994.8606640489057
2014-10-24,993.3198554278376
2014-10-27,984.9476987733381
2014-10-28,986.0396180439695
2014-10-29,985.4179512909814
2014-10-30,986.6409795972601
2014-10-31,993.8967222381596
2014-11-03,998.0891296628891
2014-11-04,989.523772760721
2014-11-05,974.7970951258296
2014-11-06,982.9317731019875
2014-11-07,984.7133072484993
2014-11-10,1012.0322646425242
2014-11-11,1021.2782794377532
2014-11-12,1028.4893506576236
2014-11-13,1044.463939846879
2014-11-14,1044.0302863527352
2014-11-17,1026.650819995015
2014-11-18,1031.4724297296384
2014-11-19,1037.0813378270027
2014-11-20,1040.0704525691767
2014-11-21,1050.7535253720903
2014-11-24,1044.6800046212618
2014-11-25,1024.3633316179328
2014-11-26,1013.312180432665
2014-11-27,1014.7957154686677
2014-11-28,1015.9889852552833
2014-12-01,984.7243537315335
2014-12-02,989.7083751833749
2014-12-03,994.9757161348846
2014-12-04,1005.7708671030779
2014-12-05,1017.1994489921666
2014-12-08,1001.5251290560934
2014-12-09,968.6973349704716
2014-12-10,969.4842554882763
2014-12-11,927.5300628727545
2014-12-12,921.6129837523576
2014-12-15,854.510878923185
2014-12-16,809.2026411958209
2014-12-17,821.4757495138429
2014-12-18,876.0513566070732
2014-12-19,877.194327349986
2014-12-22,952.2744338399943
2014-12-23,940.0931988053411
2014-12-24,967.1148095642806
2014-12-25,975.5736707014127
2014-12-26,977.0966894552294
2014-12-29,989.0880458077532
2014-12-30,950.8656332271366
2014-12-31,960.589404219327
2015-01-01,960.589404219327
2015-01-02,966.1547094671797
2015-01-05,952.5421824707444
2015-01-06,941.5795439761737
2015-01-07,976.6765250748385
2015-01-08,999.3616960224076
2015-01-09,995.815015450103
2015-01-12,1005.1172173322044
2015-01-13,1011.9051106960374
2015-01-14,1015.6701410629996
2015-01-15,1046.2906484743298
2015-01-16,1054.5087948410749
2015-01-19,1048.002750075902
2015-01-20,1061.8309248660807
2015-01-21,1052.7224144242196
2015-01-22,1068.9137430350936
2015-01-23,1084.7471944533686
2015-01-26,1063.933584265595
2015-01-27,1050.1544884502382
2015-01-28,1059.2517893975719
2015-01-29,1044.9376911149363
