Date,EM LATIN AMERICA ex BRAZIL SMALL VALUE
2013-12-17,3055.720240409196
2013-12-18,3034.225079110671
2013-12-19,3055.0086807824123
2013-12-20,3075.994802182436
2013-12-23,3100.31867762812
2013-12-24,3114.7956063693096
2013-12-25,3114.7956063693096
2013-12-26,3101.687010788337
2013-12-27,3103.541208038594
2013-12-30,3086.8885583214164
2013-12-31,3091.3695785548243
2014-01-01,3091.3695785548243
2014-01-02,3114.452086137868
2014-01-03,3123.9729000460866
2014-01-06,3097.6742529781286
2014-01-07,3129.1318317255714
2014-01-08,3122.318895285162
2014-01-09,3100.2940606651714
2014-01-10,3133.499722110344
2014-01-13,3126.2560638728173
2014-01-14,3094.966240572166
2014-01-15,3101.075925547099
2014-01-16,3072.4037007869933
2014-01-17,3066.5244604680443
2014-01-20,3071.9012849409505
2014-01-21,3046.3992764213313
2014-01-22,3053.9655968456213
2014-01-23,2991.253784682706
2014-01-24,2919.204283672287
2014-01-27,2918.4632081661434
2014-01-28,2929.409949182163
2014-01-29,2897.6091658601126
2014-01-30,2953.4329538472957
2014-01-31,2940.404954821142
2014-02-03,2910.9369403184305
2014-02-04,2906.6413535540014
2014-02-05,2877.4077980329002
2014-02-06,2918.6602719125744
2014-02-07,2901.5127791898217
2014-02-10,2856.425792367867
2014-02-11,2889.691218807941
2014-02-12,2927.907451250326
2014-02-13,2916.152394107568
2014-02-14,2953.3239401735855
2014-02-17,2969.6434967851337
2014-02-18,2927.506688873643
2014-02-19,2886.510692274674
2014-02-20,2886.7114915976176
2014-02-21,2877.4910719628197
2014-02-24,2892.6515621747185
2014-02-25,2875.9063276745965
2014-02-26,2864.005517013189
2014-02-27,2850.2831709746874
2014-02-28,2851.1814512821015
2014-03-03,2792.1995233648067
2014-03-04,2862.4535141384417
2014-03-05,2876.034337384733
2014-03-06,2879.552417331798
2014-03-07,2868.25983154131
2014-03-10,2850.9684720168098
2014-03-11,2823.3632365285616
2014-03-12,2795.6593937308535
2014-03-13,2778.596617362736
2014-03-14,2761.6370084751557
2014-03-17,2778.5483227614245
2014-03-18,2820.4730950462845
2014-03-19,2828.139781690315
2014-03-20,2873.3059707323837
2014-03-21,2920.281028077446
2014-03-24,2919.0330741221364
2014-03-25,2938.8059691961653
2014-03-26,2929.45864153035
2014-03-27,2966.604884335465
2014-03-28,3006.6578816852248
2014-03-31,3006.8272352455792
2014-04-01,3002.9566108524773
2014-04-02,2987.7654748769796
2014-04-03,2956.3224889582807
2014-04-04,3010.246586177919
2014-04-07,2991.7206785648464
2014-04-08,3017.982153438093
2014-04-09,2992.303659136956
2014-04-10,2983.809947857508
2014-04-11,2965.729092597557
2014-04-14,2990.5677591505237
2014-04-15,2960.3823900085613
2014-04-16,2993.421036778945
2014-04-17,2995.3550994910843
2014-04-18,2995.3550994910843
2014-04-21,3012.3066847818004
2014-04-22,2994.4602728468967
2014-04-23,2957.9347260528875
2014-04-24,2977.1568478650056
2014-04-25,2949.847682950406
2014-04-28,2965.134908868619
2014-04-29,2998.6823614290306
2014-04-30,2989.043304035416
2014-05-01,2993.051011391351
2014-05-02,3032.7397634797626
2014-05-05,3009.76265791436
2014-05-06,2994.3367851562384
2014-05-07,3008.694653131966
2014-05-08,3050.3094445989377
2014-05-09,3062.842525937547
2014-05-12,3107.6376969619837
2014-05-13,3151.3091236387263
2014-05-14,3142.1408205743023
2014-05-15,3104.8730929369085
2014-05-16,3130.333145671873
2014-05-19,3146.0673278916342
2014-05-20,3134.4522526536903
2014-05-21,3135.06501010122
2014-05-22,3156.2203786731206
2014-05-23,3156.694397190114
2014-05-26,3155.791021222631
2014-05-27,3167.312885240852
2014-05-28,3173.9698211946843
2014-05-29,3199.761761325572
2014-05-30,3170.2400735442197
2014-06-02,3179.042643444308
2014-06-03,3173.1689115267286
2014-06-04,3149.664551764327
2014-06-05,3193.786892655236
2014-06-06,3216.1849896865674
2014-06-09,3219.5021727353233
2014-06-10,3202.396923149641
2014-06-11,3204.6444688559423
2014-06-12,3201.6274296821534
2014-06-13,3193.517715742122
2014-06-16,3172.8529800088118
2014-06-17,3169.8396245126487
2014-06-18,3171.2500962709482
2014-06-19,3188.662438132108
2014-06-20,3194.3439578474163
2014-06-23,3208.751493776964
2014-06-24,3203.0694362946497
2014-06-25,3188.453192147105
2014-06-26,3194.699573342261
2014-06-27,3185.1556025572863
2014-06-30,3192.6807961744507
2014-07-01,3208.4752773532277
2014-07-02,3227.814712844167
2014-07-03,3252.7749818935704
2014-07-04,3265.132337225464
2014-07-07,3251.96663008011
2014-07-08,3251.9013221153095
2014-07-09,3255.5062768929406
2014-07-10,3262.5086529849805
2014-07-11,3282.047245214019
2014-07-14,3290.3757077780274
2014-07-15,3299.974892898303
2014-07-16,3300.319765797889
2014-07-17,3280.887089401897
2014-07-18,3274.5637821483465
2014-07-21,3275.8680822006386
2014-07-22,3305.093425044604
2014-07-23,3317.2123870932846
2014-07-24,3331.3047716244646
2014-07-25,3334.4329328537438
2014-07-28,3322.1239685734877
2014-07-29,3311.8601153919376
2014-07-30,3286.6992569379017
2014-07-31,3216.514021532175
2014-08-01,3223.9990979500667
2014-08-04,3242.6788451724933
2014-08-05,3238.7428325046562
2014-08-06,3219.239540974726
2014-08-07,3230.524120850532
2014-08-08,3216.6095222327244
2014-08-11,3227.365378226308
2014-08-12,3254.231440350635
2014-08-13,3282.7761704134405
2014-08-14,3276.4169703107946
2014-08-15,3261.2039873977474
2014-08-18,3291.768151355359
2014-08-19,3306.792126071388
2014-08-20,3308.1738218574333
2014-08-21,3332.8992786042286
2014-08-22,3321.9240774522173
2014-08-25,3332.764299291684
2014-08-26,3324.325134591346
2014-08-27,3317.7606333605067
2014-08-28,3320.504241667028
2014-08-29,3316.062158091505
2014-09-01,3340.2459208967875
2014-09-02,3328.488610458927
2014-09-03,3351.933239140134
2014-09-04,3391.4135465928634
2014-09-05,3405.142653454541
2014-09-08,3409.6437964552892
2014-09-09,3366.800074324767
2014-09-10,3354.6637137286925
2014-09-11,3345.7082542846365
2014-09-12,3312.914036088943
2014-09-15,3320.931785956369
2014-09-16,3329.898842729598
2014-09-17,3341.700450705293
2014-09-18,3314.209642197923
2014-09-19,3350.0126973391793
2014-09-22,3323.4381351142983
2014-09-23,3296.772755107493
2014-09-24,3336.590480601243
2014-09-25,3319.621056972989
2014-09-26,3315.945214701255
2014-09-29,3295.9548617617274
2014-09-30,3339.5985292888795
2014-10-01,3327.9835437220145
2014-10-02,3319.106899584286
2014-10-03,3360.0954481412787
2014-10-06,3374.870741688571
2014-10-07,3325.173742514004
2014-10-08,3306.8302989334875
2014-10-09,3303.685625413432
2014-10-10,3267.8825874096483
2014-10-13,3262.7308969733763
2014-10-14,3269.030914494365
2014-10-15,3184.0918337922617
2014-10-16,3163.7264628763714
2014-10-17,3209.4266561945465
2014-10-20,3205.939279576828
2014-10-21,3257.5250868338844
2014-10-22,3289.013556323801
2014-10-23,3325.874586338411
2014-10-24,3308.5544605225336
2014-10-27,3276.1153963780143
2014-10-28,3321.199681715592
2014-10-29,3330.177553217999
2014-10-30,3388.9289767693244
2014-10-31,3424.933407744854
2014-11-03,3433.597624717832
2014-11-04,3389.6927256346958
2014-11-05,3397.038394333931
2014-11-06,3391.324474635879
2014-11-07,3400.007944147652
2014-11-10,3390.8085758872485
2014-11-11,3375.4269923697875
2014-11-12,3329.5207139729905
2014-11-13,3329.921531779507
2014-11-14,3318.09861688812
2014-11-17,3322.939868346419
2014-11-18,3302.8149294666177
2014-11-19,3303.271604481195
2014-11-20,3314.8342059004135
2014-11-21,3389.170977585224
2014-11-24,3367.246589627783
2014-11-25,3335.4975851865615
2014-11-26,3293.732946731957
2014-11-27,3303.199642011862
2014-11-28,3276.6257148602463
2014-12-01,3191.721998053737
2014-12-02,3182.7942362797685
2014-12-03,3196.686549195631
2014-12-04,3161.7242563759182
2014-12-05,3179.1649472740514
2014-12-08,3131.408021837303
2014-12-09,3054.194633646121
2014-12-10,3010.1727564696107
2014-12-11,2998.1703970890476
2014-12-12,2955.766143935736
2014-12-15,2886.9364754086705
2014-12-16,2856.591223442979
2014-12-17,2953.8660187910564
2014-12-18,3058.499102562627
2014-12-19,3086.954992470596
2014-12-22,3082.2312745947706
2014-12-23,3114.5784150016066
2014-12-24,3125.841474301568
2014-12-25,3125.841474301568
2014-12-26,3136.3486970562835
2014-12-29,3137.9588480156194
2014-12-30,3139.208075439339
2014-12-31,3188.2426413165463
2015-01-01,3188.2426413165463
2015-01-02,3122.0713514309377
2015-01-05,3084.116174286541
2015-01-06,3127.4180384739893
2015-01-07,3162.553544797299
2015-01-08,3210.342992095873
2015-01-09,3187.238834680721
2015-01-12,3170.043106244551
2015-01-13,3180.751228600984
2015-01-14,3158.549532796279
2015-01-15,3215.577243200978
2015-01-16,3230.071825239149
2015-01-19,3200.422632429087
2015-01-20,3209.537768550943
2015-01-21,3208.743592158324
2015-01-22,3285.6933629177315
2015-01-23,3319.4334250169472
2015-01-26,3322.368984072578
2015-01-27,3297.4587416873155
2015-01-28,3290.8778700278795
2015-01-29,3251.0374198106338
2015-01-30,3233.3547676252424
2015-02-02,3234.5139631052975
2015-02-03,3210.1386339835535
2015-02-04,3195.038861834217
2015-02-05,3260.226350450118
2015-02-06,3261.167372907888
2015-02-09,3271.1200841732166
2015-02-10,3266.529893065285
2015-02-11,3221.798486829328
2015-02-12,3268.3165404632896
2015-02-13,3298.3535404310337
2015-02-16,3289.235585570146
2015-02-17,3285.3488469265953
2015-02-18,3287.54944484441
2015-02-19,3310.7668678591394
2015-02-20,3313.774179198531
2015-02-23,3305.1070226280935
2015-02-24,3341.147242287025
2015-02-25,3335.0881336680695
2015-02-26,3406.298508175411
2015-02-27,3474.2583920895513
2015-03-02,3451.9706876568603
2015-03-03,3433.2273431315457
2015-03-04,3417.938173683554
2015-03-05,3416.95948413377
2015-03-06,3407.3248815327734
2015-03-09,3387.262442970101
2015-03-10,3384.813227438977
2015-03-11,3444.594928755411
2015-03-12,3480.8175887048387
2015-03-13,3470.1212432368125
2015-03-16,3440.270763133654
2015-03-17,3442.59418433677
2015-03-18,3457.5297443466197
2015-03-19,3484.7271215570127
2015-03-20,3490.4143454885243
2015-03-23,3459.983497056933
2015-03-24,3464.1865114882335
2015-03-25,3440.834168934478
2015-03-26,3413.6015320738497
2015-03-27,3405.9383848052316
2015-03-30,3421.1203727645743
2015-03-31,3437.537669106109
2015-04-01,3463.6504380358633
2015-04-02,3452.374871793199
2015-04-03,3452.374871793199
2015-04-06,3506.919714629998
2015-04-07,3545.405551594298
2015-04-08,3564.6395271105102
2015-04-09,3571.2624538536375
2015-04-10,3572.4351425239834
2015-04-13,3562.8305565336086
2015-04-14,3547.40485372453
2015-04-15,3554.8453771808304
2015-04-16,3564.1386273906846
2015-04-17,3531.0493049367556
2015-04-20,3517.3649905828806
2015-04-21,3531.5698626065346
2015-04-22,3545.4602579768034
2015-04-23,3536.952631032162
2015-04-24,3547.1449424187094
2015-04-27,3551.4686624588103
2015-04-28,3529.170427115142
2015-04-29,3457.238808426033
2015-04-30,3398.8501152389135
2015-05-01,3369.764406501157
2015-05-04,3394.5948946761223
2015-05-05,3430.263370097289
2015-05-06,3394.3787223257345
2015-05-07,3381.5068349361372
2015-05-08,3452.2882023918405
2015-05-11,3479.2717766820806
2015-05-12,3434.479008494573
2015-05-13,3410.0028151373567
2015-05-14,3445.1539022552492
2015-05-15,3424.078876783116
2015-05-18,3436.884302931951
2015-05-19,3467.653803936827
2015-05-20,3449.9840734199006
2015-05-21,3429.830076027044
2015-05-22,3428.9869005756336
2015-05-25,3432.79306166352
2015-05-26,3425.871837391912
2015-05-27,3424.531699790443
2015-05-28,3390.2496895930567
2015-05-29,3370.6436286937737
2015-06-01,3360.301013547219
2015-06-02,3279.7240965590863
2015-06-03,3237.405535990883
2015-06-04,3197.3916277013636
2015-06-05,3215.051139150553
2015-06-08,3183.9221525003713
2015-06-09,3186.8949749790654
2015-06-10,3191.2013376391174
2015-06-11,3206.484477789406
2015-06-12,3195.3137518868516
2015-06-15,3177.680602446821
2015-06-16,3181.190012329089
2015-06-17,3184.423009314165
2015-06-18,3175.9829422150588
2015-06-19,3185.8472837290533
2015-06-22,3175.4279680554787
2015-06-23,3232.6298088118897
2015-06-24,3209.572617843461
2015-06-25,3194.5302106223244
2015-06-26,3207.9304451940093
2015-06-29,3173.9633508859897
2015-06-30,3144.978014510663
2015-07-01,3150.4863185386453
2015-07-02,3202.0504649267937
2015-07-03,3191.6681032799
2015-07-06,3176.330983922924
2015-07-07,3206.8567538723273
2015-07-08,3152.531804498337
2015-07-09,3210.2409073541467
2015-07-10,3203.817937971938
2015-07-13,3251.5775036551977
2015-07-14,3275.877787826902
2015-07-15,3274.6510634500587
2015-07-16,3289.8557065975483
2015-07-17,3297.4192856072236
2015-07-20,3285.452695749389
2015-07-21,3249.2601165381257
2015-07-22,3225.4768188409207
2015-07-23,3211.727534249953
2015-07-24,3163.711728340873
2015-07-27,3100.8987094512827
2015-07-28,3114.9457267500497
2015-07-29,3174.6624189975605
2015-07-30,3156.0659391672316
2015-07-31,3197.6067752600798
2015-08-03,3200.956147059383
2015-08-04,3212.5206787050024
2015-08-05,3194.1544109145416
2015-08-06,3154.3455739723445
2015-08-07,3204.0673012021784
2015-08-10,3214.568658416155
2015-08-11,3140.5070719033474
2015-08-12,3079.486494563223
2015-08-13,3077.1978075811458
2015-08-14,3078.4758954312074
2015-08-17,3071.9602099254453
2015-08-18,3039.0634513530495
2015-08-19,3003.277036092425
2015-08-20,2920.5964262503917
2015-08-21,2832.859346710947
2015-08-24,2644.2112050761375
2015-08-25,2736.169119487336
2015-08-26,2728.2001692746185
2015-08-27,2855.779140198921
2015-08-28,2885.1400944933944
2015-08-31,2877.6586958694193
2015-09-01,2836.815291485011
2015-09-02,2845.701062908584
2015-09-03,2929.2935683946353
2015-09-04,2894.3976031115712
2015-09-07,2858.2501211248127
2015-09-08,2902.0389259568688
2015-09-09,2913.838620970408
2015-09-10,2914.198235259693
2015-09-11,2909.4135140132553
2015-09-14,2902.9553871967664
2015-09-15,2933.942987830013
2015-09-16,2969.71701474027
2015-09-17,2993.1242740768134
2015-09-18,2980.0173312734155
2015-09-21,2992.6539989921807
2015-09-22,2957.7827626704425
2015-09-23,2923.7063794484766
2015-09-24,2853.8162726427627
2015-09-25,2923.8306560262604
2015-09-28,2856.77376688657
2015-09-29,2829.794747577111
2015-09-30,2900.3924539345808
2015-10-01,2913.928894962996
2015-10-02,2908.655753127039
2015-10-05,2974.0403746645475
2015-10-06,2968.8764064482975
2015-10-07,3006.4344072295594
2015-10-08,3010.9519444516445
2015-10-09,3048.2759690403836
2015-10-12,3030.682836564918
2015-10-13,2994.6331790078934
2015-10-14,2946.160355910214
2015-10-15,3004.480327909674
2015-10-16,3019.7162518652794
2015-10-19,3027.4538436064936
2015-10-20,2999.009969503709
2015-10-21,2994.2645129753937
2015-10-22,3061.69523364601
2015-10-23,3103.2603213169946
2015-10-26,3106.4717122311954
2015-10-27,3066.471879407407
2015-10-28,3050.2118374458023
2015-10-29,3025.115922521448
2015-10-30,3003.2700394854314
2015-11-02,3013.217401429226
2015-11-03,3096.8309085120195
2015-11-04,3096.184542876469
2015-11-05,3066.1496447893765
2015-11-06,3046.0230352600374
2015-11-09,2998.9264096908505
2015-11-10,3025.574606580686
2015-11-11,3017.1419852370923
2015-11-12,3002.568095265375
2015-11-13,2997.826440881501
2015-11-16,2980.8871955642635
2015-11-17,3005.4074567067228
2015-11-18,2996.0167686998866
2015-11-19,3019.803821324153
2015-11-20,3060.607410330141
2015-11-23,3060.6284470988567
2015-11-24,3049.3439383262444
2015-11-25,3032.3514460614097
2015-11-26,3033.4316950439925
2015-11-27,3026.0761705020414
2015-11-30,2977.021425228036
2015-12-01,2990.047971017689
2015-12-02,2947.666599248271
2015-12-03,2864.1178831877746
2015-12-04,2875.300575153435
2015-12-07,2858.2360811772473
2015-12-08,2823.4431667246267
2015-12-09,2822.118639108597
2015-12-10,2809.394050145452
2015-12-11,2722.1950722688302
2015-12-14,2682.7515607722
2015-12-15,2762.5539861764446
2015-12-16,2774.9944641319607
2015-12-17,2828.4587873359696
2015-12-18,2832.4877810614566
2015-12-21,2795.4570917521773
2015-12-22,2775.1398055940817
2015-12-23,2814.091754938381
2015-12-24,2783.9356314270417
2015-12-25,2783.9356314270417
2015-12-28,2771.843376525433
2015-12-29,2792.3258164568856
2015-12-30,2801.8698782010806
2015-12-31,2821.0804055252047
2016-01-01,2821.0804055252047
2016-01-04,2796.931168998616
2016-01-05,2821.8129765509816
2016-01-06,2778.5966907623247
2016-01-07,2700.6310733170767
2016-01-08,2633.666460509516
2016-01-11,2650.7053733900534
2016-01-12,2661.967503071241
2016-01-13,2658.5906279822793
2016-01-14,2669.8033472216507
2016-01-15,2571.1223695451563
2016-01-18,2592.0100834924287
2016-01-19,2600.9497154867067
2016-01-20,2528.363759978664
2016-01-21,2568.8896637934004
2016-01-22,2600.318511671584
2016-01-25,2576.7866706303707
2016-01-26,2585.213269417114
2016-01-27,2570.994107892462
2016-01-28,2591.358851785673
2016-01-29,2662.509336489663
2016-02-01,2639.445041570605
2016-02-02,2609.1231401447544
2016-02-03,2595.527573057627
2016-02-04,2633.315143972334
2016-02-05,2579.295132693213
2016-02-08,2541.8112895305944
2016-02-09,2495.4778797308672
2016-02-10,2528.0915867730077
2016-02-11,2438.963250389732
2016-02-12,2485.337668321681
2016-02-15,2551.0517003473137
2016-02-16,2556.0853248036374
2016-02-17,2630.815182810925
2016-02-18,2674.12635908133
2016-02-19,2654.8571655301175
2016-02-22,2717.306695064919
2016-02-23,2686.0202790475573
2016-02-24,2668.7866541610865
2016-02-25,2696.8828116877185
2016-02-26,2721.900962725946
2016-02-29,2760.138156589384
2016-03-01,2800.9556655251313
2016-03-02,2862.7031628791506
2016-03-03,2844.4549658013025
2016-03-04,2861.6394106701528
2016-03-07,2867.3878288786595
2016-03-08,2814.734598918707
2016-03-09,2863.452621142966
2016-03-10,2804.6733448094824
2016-03-11,2835.931974258793
2016-03-14,2837.009209372401
2016-03-15,2821.6371493978427
2016-03-16,2840.82334412799
2016-03-17,2898.3953945563176
2016-03-18,2927.2830817033464
2016-03-21,2915.5276733661753
2016-03-22,2942.7381480829604
2016-03-23,2908.7486690667306
2016-03-24,2899.191049254127
2016-03-25,2899.191049254127
2016-03-28,2901.9676899195642
2016-03-29,2928.811625408274
2016-03-30,2968.4762916402487
2016-03-31,2962.1959556505763
2016-04-01,2957.0404761414084
2016-04-04,2933.4476388248286
2016-04-05,2872.119874595899
2016-04-06,2878.414124624134
2016-04-07,2854.780019394107
2016-04-08,2887.0006048437635
2016-04-11,2881.174832136504
2016-04-12,2931.2697423012905
2016-04-13,2992.6382610304313
2016-04-14,3024.810551045933
2016-04-15,2982.122172702074
2016-04-18,2993.104950153828
2016-04-19,3039.5008694120943
2016-04-20,3043.7079300154505
2016-04-21,3034.5140161935087
2016-04-22,3050.7687457518696
2016-04-25,3010.855763933959
2016-04-26,3028.2155562364915
2016-04-27,3054.564964630201
2016-04-28,3115.821291676367
2016-04-29,3101.001355624138
2016-05-02,3100.068581928872
2016-05-03,3032.3356761031664
2016-05-04,2985.3749791885402
2016-05-05,3016.3219069727174
2016-05-06,2969.6481615422917
2016-05-09,2960.4869587308863
2016-05-10,2983.0612970641473
2016-05-11,2994.7778405735567
2016-05-12,2999.4059007335964
2016-05-13,2985.1534514030786
2016-05-16,2959.3777707126314
2016-05-17,2942.9141684686338
2016-05-18,2947.183852339456
2016-05-19,2915.7498474137233
2016-05-20,2940.800152231245
2016-05-23,2929.006551366398
2016-05-24,2961.8979889003126
2016-05-25,2971.1655748738053
2016-05-26,2954.6466132204596
2016-05-27,2983.711149346294
2016-05-30,2975.965365645951
2016-05-31,2966.3514907015224
2016-06-01,2924.681090755938
2016-06-02,2928.227572314004
2016-06-03,2926.645306851038
2016-06-06,2938.71596181964
2016-06-07,2940.3440935337476
2016-06-08,2972.3056079210182
2016-06-09,2988.976704026073
2016-06-10,2943.5819347269207
2016-06-13,2881.217044537091
2016-06-14,2856.5934363158526
2016-06-15,2872.9748865460456
2016-06-16,2869.0942246620775
2016-06-17,2880.551186370178
2016-06-20,2905.81854518193
2016-06-21,2925.0115539362664
2016-06-22,2937.9476803680277
2016-06-23,2967.5841651003466
2016-06-24,2898.4656764244005
2016-06-27,2874.0149252667193
2016-06-28,2889.87370353346
2016-06-29,2983.6532680640366
2016-06-30,3006.1948023222676
2016-07-01,3045.8377528159085
2016-07-04,3040.76275886011
2016-07-05,3008.7914300885213
2016-07-06,3004.1204161497285
2016-07-07,3009.8473853702467
2016-07-08,3063.142508486429
2016-07-11,3127.4215006187474
2016-07-12,3131.5902974656233
2016-07-13,3102.7116983009378
2016-07-14,3140.285223685142
2016-07-15,3121.257454177466
2016-07-18,3140.2355102727693
2016-07-19,3146.268340219462
2016-07-20,3157.6468811249006
2016-07-21,3171.325796299614
2016-07-22,3194.930103732246
2016-07-25,3163.925547587568
2016-07-26,3145.2083062674787
2016-07-27,3136.1740227533523
2016-07-28,3090.533252185689
2016-07-29,3105.4158144184776
2016-08-01,3093.8665426291172
2016-08-02,3072.2345171640623
2016-08-03,3083.9066710353504
2016-08-04,3102.4857135028547
2016-08-05,3136.903679521426
2016-08-08,3191.362907131536
2016-08-09,3224.3723184029323
2016-08-10,3217.4310102090312
2016-08-11,3231.9743120952453
2016-08-12,3240.653561579941
2016-08-15,3278.872283352199
2016-08-16,3266.1362443852945
2016-08-17,3201.8397262597114
2016-08-18,3224.200287122439
2016-08-19,3198.6696115487307
2016-08-22,3181.433137963397
2016-08-23,3172.3457163681255
2016-08-24,3158.1350359302596
2016-08-25,3183.5493635184293
2016-08-26,3203.311827702168
2016-08-29,3193.3670374750977
2016-08-30,3181.908331743323
2016-08-31,3172.8975555604015
2016-09-01,3151.2020886849728
2016-09-02,3192.854389835689
2016-09-05,3229.5819224624765
2016-09-06,3219.2818809583327
2016-09-07,3234.2632263915034
2016-09-08,3197.0807961955675
2016-09-09,3111.9118677853585
2016-09-12,3042.3027580270705
2016-09-13,3000.9009875145243
2016-09-14,2969.7232375799217
2016-09-15,3002.676310054915
2016-09-16,2969.5977362953354
2016-09-19,2972.918235263705
2016-09-20,2970.715917313482
2016-09-21,2988.520466309885
2016-09-22,3034.250134553562
2016-09-23,3006.6841056816365
2016-09-26,2956.3083161581876
2016-09-27,3016.2056875115245
2016-09-28,3048.985314575154
2016-09-29,3039.5227544855316
2016-09-30,3031.7023767034198
2016-10-03,3052.7922709649565
2016-10-04,3094.1985514499884
2016-10-05,3098.9163011742476
2016-10-06,3108.994911539705
2016-10-07,3094.8079067559484
2016-10-10,3180.247386195561
2016-10-11,3207.4253836396942
2016-10-12,3222.0652400437593
2016-10-13,3186.908765667384
2016-10-14,3217.288211157335
2016-10-17,3223.489227912625
2016-10-18,3279.174744574264
2016-10-19,3328.819615903968
2016-10-20,3314.6744790055154
2016-10-21,3336.054477919853
2016-10-24,3362.1067704536167
2016-10-25,3387.529661110918
2016-10-26,3339.5672846740836
2016-10-27,3322.0663890008673
2016-10-28,3340.9222361444495
2016-10-31,3310.1337483131833
2016-11-01,3235.5891255053075
2016-11-02,3170.907569276456
2016-11-03,3152.5815171431814
2016-11-04,3175.9890946793557
2016-11-07,3351.3363775921475
2016-11-08,3369.1351781542858
2016-11-09,3174.713779511537
2016-11-10,3024.8847707283817
2016-11-11,2947.704213592062
2016-11-14,2990.103036757271
2016-11-15,3076.209761506538
2016-11-16,3075.045657280755
2016-11-17,3050.748440154638
2016-11-18,3030.9961434846905
2016-11-21,3016.774370869291
2016-11-22,3019.0348905090113
2016-11-23,2987.6346567853257
2016-11-24,3000.8685908138254
2016-11-25,3003.92410944651
2016-11-28,3027.902587332125
2016-11-29,3000.295987734099
2016-11-30,3029.6626228885443
2016-12-01,2978.4183359127514
2016-12-02,2995.55205861425
2016-12-05,2995.7187717474726
2016-12-06,3035.377604935701
2016-12-07,3071.1736312618045
2016-12-08,3109.987858109995
2016-12-09,3158.120497438355
2016-12-12,3149.681752591743
2016-12-13,3168.5819172933484
2016-12-14,3138.755720717167
2016-12-15,3142.7861838363406
2016-12-16,3152.287698614034
2016-12-19,3121.40901252059
2016-12-20,3132.37480328337
2016-12-21,3104.161094252375
2016-12-22,3054.334307173794
2016-12-23,3017.824824217612
2016-12-26,3026.526176378438
2016-12-27,3018.2630285507566
2016-12-28,3045.993793501028
2016-12-29,3051.610096022723
2016-12-30,3050.7155540268536
2017-01-02,3053.8325671136636
2017-01-03,3100.104668377432
2017-01-04,3015.0894421088915
2017-01-05,3000.5329089753336
2017-01-06,2969.4424882531334
2017-01-09,2957.7735554186943
2017-01-10,2936.210751683682
2017-01-11,2935.8719121588297
2017-01-12,2919.27078059631
2017-01-13,2947.0222311785187
2017-01-16,2960.032400765136
2017-01-17,2911.8477211354593
2017-01-18,2890.865724426468
2017-01-19,2884.6484459290145
2017-01-20,2902.868870266754
2017-01-23,2953.8321904608274
2017-01-24,2997.235558796701
2017-01-25,3020.6432210465755
2017-01-26,3037.868072870065
2017-01-27,3032.425683731933
2017-01-30,3063.7015528816387
2017-01-31,3027.622975444398
2017-02-01,3033.8347686394673
2017-02-02,3049.284534952455
2017-02-03,3086.8018300524254
2017-02-06,3085.853605034613
2017-02-07,3089.0271222122387
2017-02-08,3123.939285240272
2017-02-09,3138.8779961657733
