Date,EM EMEA SMALL VALUE
1999-05-31,162.10591664802666
1999-06-01,163.06383815585522
1999-06-02,163.1784975315186
1999-06-03,163.72076100528847
1999-06-04,167.2811735149367
1999-06-07,170.22639822292385
1999-06-08,168.7310758291025
1999-06-09,168.53801120775375
1999-06-10,169.19086917358905
1999-06-11,171.41587339516173
1999-06-14,172.5679070861216
1999-06-15,172.30487222577548
1999-06-16,173.5065427547626
1999-06-17,174.95467550747276
1999-06-18,175.944231795513
1999-06-21,178.7374978665163
1999-06-22,178.6429744410661
1999-06-23,175.3081328618632
1999-06-24,173.7420947542181
1999-06-25,170.3911955499472
1999-06-28,170.15848656657886
1999-06-29,170.84838933484096
1999-06-30,172.74997554410416
1999-07-01,175.64805191016472
1999-07-02,175.9178555341777
1999-07-05,178.11786961226397
1999-07-06,177.62722188447515
1999-07-07,176.8315456546096
1999-07-08,178.1166888917167
1999-07-09,177.79152599103293
1999-07-12,179.60857151496765
1999-07-13,176.545851172612
1999-07-14,177.77662531752128
1999-07-15,178.4007013604305
1999-07-16,179.15775513935503
1999-07-19,179.9341610386778
1999-07-20,176.452428887617
1999-07-21,173.55883613265266
1999-07-22,174.23427122448558
1999-07-23,174.70983515715113
1999-07-26,171.0174386766191
1999-07-27,170.9039401786168
1999-07-28,170.93317271237882
1999-07-29,168.83530332658992
1999-07-30,170.1067462199262
1999-08-02,169.0606547879631
1999-08-03,169.23649868438687
1999-08-04,168.3535593014878
1999-08-05,166.26916970062524
1999-08-06,165.75272752806222
1999-08-09,166.97561873173672
1999-08-10,165.64461937046633
1999-08-11,167.5758620822125
1999-08-12,169.13885794157596
1999-08-13,170.33617933750233
1999-08-16,171.19891174150567
1999-08-17,172.010116650526
1999-08-18,172.83080481968219
1999-08-19,171.63553871582332
1999-08-20,170.78293597109788
1999-08-23,174.78353671406217
1999-08-24,174.9376150093066
1999-08-25,175.71246414727676
1999-08-26,173.75057622507006
1999-08-27,173.94098371771463
1999-08-30,174.186815347515
1999-08-31,171.06651311623796
1999-09-01,172.03672535811882
1999-09-02,169.44037972649312
1999-09-03,172.56147710999173
1999-09-06,174.2321586066115
1999-09-07,171.96831801796142
1999-09-08,171.3798661701762
1999-09-09,172.74421714343225
1999-09-10,173.77861285038537
1999-09-13,173.45047605570974
1999-09-14,172.65848811924903
1999-09-15,170.92148090376085
1999-09-16,169.28717069141632
1999-09-17,169.90564632390726
1999-09-20,170.4485369253708
1999-09-21,169.61276425922213
1999-09-22,168.39849203154506
1999-09-23,170.69857036942966
1999-09-24,169.58695179690926
1999-09-27,170.94189439592088
1999-09-28,173.14595952805422
1999-09-29,170.9570313302304
1999-09-30,170.34693282907236
1999-10-01,169.77662716895313
1999-10-04,170.27024721164574
1999-10-05,172.46402059578392
1999-10-06,171.04288972172805
1999-10-07,170.79128978751018
1999-10-08,171.77376937120334
1999-10-11,172.0003443199112
1999-10-12,171.43888792425966
1999-10-13,169.69043881662387
1999-10-14,170.0455784983162
1999-10-15,166.5956931713974
1999-10-18,165.55773374358463
1999-10-19,166.24331900463338
1999-10-20,167.97464845712014
1999-10-21,165.81764221604195
1999-10-22,168.4590289678839
1999-10-25,169.3168461430721
1999-10-26,169.7406610355665
1999-10-27,170.10407264381246
1999-10-28,171.10017114205246
1999-10-29,172.622936029509
1999-11-01,171.2009524707929
1999-11-02,171.1389377113622
1999-11-03,171.3357665287031
1999-11-04,173.37845465759395
1999-11-05,173.79340744055875
1999-11-08,174.69877551001915
1999-11-09,175.65757517534098
1999-11-10,175.86301154500458
1999-11-11,177.9999118889419
1999-11-12,179.75984274414978
1999-11-15,181.16586822231585
1999-11-16,181.4205346328982
1999-11-17,181.8764470264795
1999-11-18,183.53963323515666
1999-11-19,185.3947675344358
1999-11-22,186.890952636591
1999-11-23,188.73089363369252
1999-11-24,189.8135714729072
1999-11-25,190.9726853590653
1999-11-26,190.12472840618491
1999-11-29,189.20426966051488
1999-11-30,190.07760319383507
1999-12-01,193.65839434084995
1999-12-02,197.74448718717554
1999-12-03,197.81331544793304
1999-12-06,197.22664256400375
1999-12-07,197.6114816844256
1999-12-08,196.69320990212552
1999-12-09,199.32837798667836
1999-12-10,201.3196229477079
1999-12-13,206.93954809342992
1999-12-14,207.55086689952847
1999-12-15,211.86298305214274
1999-12-16,212.68610051327312
1999-12-17,217.79465382958634
1999-12-20,225.1901573045219
1999-12-21,230.33064852878235
1999-12-22,232.68667121481516
1999-12-23,233.0460745942748
1999-12-24,237.28352599791384
1999-12-27,241.75294547433822
1999-12-28,238.42595371556965
1999-12-29,239.1366156057428
1999-12-30,239.9992256499558
1999-12-31,240.801804105994
2000-01-03,239.7410349519323
2000-01-04,244.94345219567214
2000-01-05,245.83731257129438
2000-01-06,250.42407516980555
2000-01-07,254.5648224668119
2000-01-10,258.951500428934
2000-01-11,258.8754543525038
2000-01-12,265.564891053964
2000-01-13,274.8817524455064
2000-01-14,288.37647884346154
2000-01-17,287.2152479908144
2000-01-18,289.5467329413752
2000-01-19,280.9880025847593
2000-01-20,282.18150195339564
2000-01-21,280.2650303481382
2000-01-24,281.89470088396706
2000-01-25,275.8376093509697
2000-01-26,280.0037326667476
2000-01-27,284.0169452863757
2000-01-28,281.1625153032373
2000-01-31,272.7498699664279
2000-02-01,274.8258600899233
2000-02-02,272.39915817156407
2000-02-03,272.3467405422986
2000-02-04,279.63662748545795
2000-02-07,277.3094246073847
2000-02-08,274.47794686859663
2000-02-09,270.9964049089551
2000-02-10,272.30837176272297
2000-02-11,269.65434012771135
2000-02-14,268.6489321968378
2000-02-15,269.47712460867496
2000-02-16,267.96167333634025
2000-02-17,265.24851802538984
2000-02-18,264.47580247983717
2000-02-21,255.94196650598562
2000-02-22,247.8214650946903
2000-02-23,245.46368111989418
2000-02-24,251.28145840925853
2000-02-25,256.47045523725586
2000-02-28,251.43431930536792
2000-02-29,256.4861622846498
2000-03-01,261.1843378041949
2000-03-02,259.94119022533755
2000-03-03,258.2598316891052
2000-03-06,258.2855878092184
2000-03-07,261.7587607829347
2000-03-08,261.20223581254885
2000-03-09,267.50748380267146
2000-03-10,270.2753323752824
2000-03-13,264.36302344540337
2000-03-14,267.4121615228694
2000-03-15,264.5620835972472
2000-03-16,263.9743808998602
2000-03-17,265.00909605407816
2000-03-20,266.2939634410626
2000-03-21,265.1079431513323
2000-03-22,268.067957481647
2000-03-23,267.07668018276587
2000-03-24,267.178580365822
2000-03-27,269.232746749552
2000-03-28,267.1036795251013
2000-03-29,266.4380952655644
2000-03-30,256.85698601038644
