Date,EM FAR EAST SMALL VALUE
1998-12-31,370.96722690905057
1999-01-01,370.96722690905057
1999-01-04,380.46217286153563
1999-01-05,388.41360295520224
1999-01-06,401.6026625168714
1999-01-07,412.22024571043545
1999-01-08,416.57368377278885
1999-01-11,428.7985028168667
1999-01-12,430.0449035949457
1999-01-13,421.4259430959937
1999-01-14,404.6086838431572
1999-01-15,416.22504276255205
1999-01-18,419.4267897795943
1999-01-19,413.77415414605
1999-01-20,410.8987412119685
1999-01-21,393.27354768095984
1999-01-22,376.2741056448651
1999-01-25,362.20049656780867
1999-01-26,357.2357171148172
1999-01-27,373.43703438779403
1999-01-28,378.13712651257396
1999-01-29,381.3173201671113
1999-02-01,386.5091031794661
1999-02-02,378.1679597572509
1999-02-03,371.8454833452649
1999-02-04,367.004033263129
1999-02-05,364.19093799142183
1999-02-08,368.7949344618176
1999-02-09,355.7685059867926
1999-02-10,358.17587853341774
1999-02-11,359.79919664721194
1999-02-12,371.9131620242941
1999-02-15,373.2487330769904
1999-02-16,374.5419281533508
1999-02-17,371.678228292798
1999-02-18,367.8589885922582
1999-02-19,361.8711842330415
1999-02-22,361.7617661714186
1999-02-23,360.2958310663168
1999-02-24,355.7540909611391
1999-02-25,351.1732427251431
1999-02-26,363.0510496269683
1999-03-01,367.35552804928795
1999-03-02,370.433979041586
1999-03-03,369.31982397812857
1999-03-04,371.2698315495246
1999-03-05,372.32367256390444
1999-03-08,382.53170945440627
1999-03-09,380.47926809584703
1999-03-10,378.55422607751257
1999-03-11,387.93707161806293
1999-03-12,387.8061413522335
1999-03-15,393.66655474948794
1999-03-16,397.3355218362011
1999-03-17,393.16218987173943
1999-03-18,391.026696896782
1999-03-19,404.1891050629312
1999-03-22,406.5841995382045
1999-03-23,409.6642990779774
1999-03-24,410.4667495054832
1999-03-25,415.9214448673984
1999-03-26,421.83250681969565
1999-03-29,418.6642822071012
1999-03-30,421.0488531760827
1999-03-31,419.57290575913237
1999-04-01,423.67285958002816
1999-04-02,431.7604408742068
1999-04-05,434.25943390716566
1999-04-06,442.93409033718956
1999-04-07,444.5523625736187
1999-04-08,448.4370600393765
1999-04-09,455.11969463749534
1999-04-12,451.7372193272714
1999-04-13,457.13798021079515
1999-04-14,460.9198680807989
1999-04-15,480.9834034181706
1999-04-16,488.55095520513026
1999-04-19,506.41999338033975
1999-04-20,517.2671599224883
1999-04-21,511.4666095989395
1999-04-22,511.19328244084784
1999-04-23,517.3189745247524
1999-04-26,536.1075208220115
1999-04-27,544.5635537753334
1999-04-28,550.7302168520406
1999-04-29,552.808366089967
1999-04-30,566.1140770435582
1999-05-03,577.3055597115329
1999-05-04,600.3533268689126
1999-05-05,601.4270221786426
1999-05-06,609.9553274955705
1999-05-07,602.3409146309114
1999-05-10,611.421673786427
1999-05-11,605.6524032960192
1999-05-12,597.1436277777361
1999-05-13,580.5678865354363
1999-05-14,567.6181672155506
1999-05-17,554.7456953722077
1999-05-18,559.9366195185421
1999-05-19,563.3400451981247
1999-05-20,554.2187794431958
1999-05-21,557.832495175848
1999-05-24,553.9077945326192
1999-05-25,554.9631437310381
1999-05-26,572.9994792512871
1999-05-27,577.123334149679
1999-05-28,575.122838107055
1999-05-31,571.8523619585169
1999-06-01,571.7756955899671
1999-06-02,583.6179079552655
1999-06-03,587.817047050485
1999-06-04,594.7829332622545
1999-06-07,607.7787951394159
1999-06-08,622.0443312762783
1999-06-09,615.5328994658352
1999-06-10,622.7305801684176
1999-06-11,628.2383559397799
1999-06-14,632.6507640233172
1999-06-15,620.5942616430301
1999-06-16,627.0488468770831
1999-06-17,631.7092135806139
1999-06-18,626.605425726944
1999-06-21,639.9597135333132
1999-06-22,654.6656492324107
1999-06-23,666.42460056284
1999-06-24,665.7789804079091
1999-06-25,654.1978966250589
1999-06-28,664.0841663364954
1999-06-29,667.4171406290109
1999-06-30,658.8461347769631
1999-07-01,667.0756617725096
1999-07-02,677.1378249485053
1999-07-05,692.9748603883568
