Date,EM (EMERGING MARKETS) SMALL VALUE
1999-04-01,232.31544998484782
1999-04-02,234.91200030195108
1999-04-05,235.83407144400434
1999-04-06,238.5053385945777
1999-04-07,238.69328258243874
1999-04-08,239.41831730488028
1999-04-09,240.31851991601874
1999-04-12,238.51481860073073
1999-04-13,239.8293262550977
1999-04-14,241.75140259777243
1999-04-15,248.7870624530385
1999-04-16,253.88891926636904
1999-04-19,259.82110369430285
1999-04-20,262.3393573670219
1999-04-21,261.7647965212595
1999-04-22,262.2279277086468
1999-04-23,263.0352934240041
1999-04-26,266.990183242225
1999-04-27,268.6078887718802
1999-04-28,272.1245676508075
1999-04-29,273.8682527702956
1999-04-30,278.13751939846975
1999-05-03,281.9613312590014
1999-05-04,288.59146935876066
1999-05-05,289.597510970512
1999-05-06,292.1626797139621
1999-05-07,291.3816751377716
1999-05-10,295.9833634869401
1999-05-11,296.6342571011066
1999-05-12,292.70085831498494
1999-05-13,290.48597769812443
1999-05-14,287.326074342906
1999-05-17,282.9153047547251
1999-05-18,285.89764116630585
1999-05-19,287.9331663443696
1999-05-20,285.1807344364834
1999-05-21,284.6884401734023
1999-05-24,282.4398719785171
1999-05-25,280.86873424685064
1999-05-26,287.10927660635764
1999-05-27,286.74105214034523
1999-05-28,286.0706470178896
1999-05-31,286.753725023038
1999-06-01,285.6168300079852
1999-06-02,288.81361617011254
1999-06-03,290.5144500192575
1999-06-04,295.4283632172081
1999-06-07,300.58465853472075
1999-06-08,301.955561680683
1999-06-09,300.29207167079176
1999-06-10,301.62264845929803
1999-06-11,303.10823029693944
1999-06-14,305.0406209483383
1999-06-15,302.6286115251411
1999-06-16,307.48815277674214
1999-06-17,309.4366367009974
1999-06-18,308.3633887007889
1999-06-21,314.0455183911147
1999-06-22,317.32931534430867
1999-06-23,317.19450591438175
1999-06-24,314.86816441566276
1999-06-25,309.56560824558784
1999-06-28,313.1221311203579
1999-06-29,315.02327362753095
1999-06-30,315.04775623789186
1999-07-01,318.2790764579622
1999-07-02,321.9794527225467
1999-07-05,328.23198032872966
1999-07-06,328.8066754355885
1999-07-07,329.99454246197877
1999-07-08,332.60702174013664
1999-07-09,334.96824846531547
1999-07-12,337.1886817688856
1999-07-13,332.14194558286135
1999-07-14,328.2143048349439
1999-07-15,327.48971584703054
1999-07-16,328.1366790133067
1999-07-19,330.46728623923997
1999-07-20,321.8686880730117
1999-07-21,316.730251457481
1999-07-22,316.6743508090216
1999-07-23,310.54598060314856
1999-07-26,298.9027746397661
1999-07-27,301.82256000287356
1999-07-28,305.3722783769716
1999-07-29,303.0045662083999
1999-07-30,301.4369304343053
1999-08-02,299.7060313378351
1999-08-03,301.34487889614445
1999-08-04,298.9343211294915
1999-08-05,292.1039953496683
1999-08-06,291.3058494516477
1999-08-09,294.66653283420345
1999-08-10,291.48819775152776
1999-08-11,290.4965808279872
1999-08-12,293.72115428309945
1999-08-13,294.5894645088178
1999-08-16,297.5013591344225
1999-08-17,297.7445346681162
1999-08-18,298.4800432696774
1999-08-19,299.6834736843663
1999-08-20,300.22002366573133
1999-08-23,309.93255587990757
1999-08-24,310.809749351211
1999-08-25,313.63211215545175
1999-08-26,312.5688187236724
1999-08-27,309.9606105436917
1999-08-30,308.9120554922854
1999-08-31,305.97306270907745
1999-09-01,302.57287377913997
1999-09-02,295.75485692442624
1999-09-03,298.86478503280256
1999-09-06,301.5598664908834
1999-09-07,299.77444832556125
1999-09-08,297.2411983062865
1999-09-09,299.90311170376594
1999-09-10,305.55400744192673
1999-09-13,309.4555870252226
1999-09-14,308.33859591096336
1999-09-15,305.39677013957845
1999-09-16,302.0763171245713
1999-09-17,302.64235428327714
1999-09-20,302.57728611989313
1999-09-21,299.80985753962517
1999-09-22,297.4842926256858
1999-09-23,298.91682221799505
1999-09-24,297.44857570684843
1999-09-27,295.8306587181593
1999-09-28,294.6229293575629
1999-09-29,291.1089141211299
1999-09-30,288.13653183809834
1999-10-01,286.3788385009088
1999-10-04,286.9547497735263
1999-10-05,286.4047406964645
1999-10-06,287.8547320620956
1999-10-07,290.57370381912
1999-10-08,293.4694144682535
1999-10-11,294.8015864802405
1999-10-12,295.3348406256356
1999-10-13,292.9867569105828
1999-10-14,293.5464582917122
1999-10-15,286.8810812729153
1999-10-18,284.8228509153889
1999-10-19,286.7665848873922
1999-10-20,292.16856602858746
1999-10-21,290.7866076985567
1999-10-22,294.98791802335325
1999-10-25,293.3302491262935
1999-10-26,294.6642568638272
1999-10-27,293.29232488956256
1999-10-28,293.98980438870063
1999-10-29,294.68424080158877
1999-11-01,295.21359338288204
1999-11-02,298.32386938024035
1999-11-03,298.3875326047606
1999-11-04,302.1757503476452
1999-11-05,304.66591358366003
1999-11-08,306.97471644309877
1999-11-09,307.1488767539436
1999-11-10,306.6887957588978
1999-11-11,309.6066090277165
1999-11-12,312.34087334485787
1999-11-15,314.46640064885116
1999-11-16,315.45830510401146
1999-11-17,309.5236843800562
1999-11-18,311.838497044825
1999-11-19,314.40951646049825
1999-11-22,315.6860173965934
1999-11-23,316.8081965851683
1999-11-24,316.7012693729842
1999-11-25,316.6094541228479
1999-11-26,315.03964954497616
1999-11-29,316.3092213732145
1999-11-30,319.3050876386505
1999-12-01,320.8879743214247
1999-12-02,326.07741333557556
1999-12-03,327.7033150192388
1999-12-06,323.3400456412362
1999-12-07,321.05142127037504
1999-12-08,320.22351749790687
1999-12-09,322.87252810603195
1999-12-10,327.9484467917427
1999-12-13,334.1679046962115
1999-12-14,336.5507396168522
1999-12-15,337.3931629324016
1999-12-16,334.86992220446615
1999-12-17,338.26846076770005
1999-12-20,343.73836522197564
1999-12-21,344.18147373071554
1999-12-22,346.1830834401334
1999-12-23,344.45478584675277
1999-12-24,345.3026790276376
1999-12-27,347.19182884890256
1999-12-28,347.501609026435
1999-12-29,349.08014574764314
1999-12-30,351.8418153605132
1999-12-31,352.196061937957
2000-01-03,351.9229654068612
2000-01-04,353.1569409151123
2000-01-05,350.342557359785
2000-01-06,350.10412913665414
2000-01-07,356.8446762062718
2000-01-10,364.3988675072611
2000-01-11,360.18510522013764
2000-01-12,365.1458793555328
2000-01-13,370.00004041415656
2000-01-14,380.19159831009097
2000-01-17,385.4965080380602
2000-01-18,383.99612889469796
2000-01-19,377.29326091448723
2000-01-20,377.2838183580103
2000-01-21,378.6777479108874
2000-01-24,382.4487569475135
2000-01-25,377.8051488825206
2000-01-26,382.15268476680654
2000-01-27,391.47358528139785
2000-01-28,391.9238924928067
2000-01-31,388.2197159778215
2000-02-01,391.79089799573285
2000-02-02,391.8681411751446
2000-02-03,389.3510025098868
2000-02-04,395.80307160473944
2000-02-07,396.09634172631235
2000-02-08,392.2278964454089
2000-02-09,390.2522000001688
2000-02-10,392.95864539263954
2000-02-11,391.46499592771784
2000-02-14,389.99824455115544
2000-02-15,385.9784334696086
2000-02-16,387.11301720001353
2000-02-17,387.1410454533093
2000-02-18,385.62975150708445
2000-02-21,382.75734490991584
2000-02-22,368.28903124528284
2000-02-23,369.0739823931017
2000-02-24,368.7566948419174
2000-02-25,373.7926876072142
2000-02-28,374.8630640116343
2000-02-29,375.087858272303
2000-03-01,379.25196384271516
2000-03-02,380.16694314629996
2000-03-03,380.0047992756636
2000-03-06,382.5221129228872
2000-03-07,383.8921948010404
2000-03-08,383.234204517597
2000-03-09,383.1559817048215
2000-03-10,384.7302502483704
2000-03-13,376.7396589000565
2000-03-14,378.0333127439828
2000-03-15,372.04873341810287
2000-03-16,368.7351660606779
2000-03-17,371.63659915318266
2000-03-20,370.3517417645865
2000-03-21,371.4541323695797
2000-03-22,378.67282074814295
2000-03-23,378.0135136370229
2000-03-24,377.8768433636865
2000-03-27,381.3654943389014
2000-03-28,382.14543792556964
2000-03-29,384.17066473591353
2000-03-30,377.66657113339676
2000-03-31,378.4085703600534
2000-04-03,373.40571809962995
2000-04-04,370.25785025887694
2000-04-05,363.8796583949089
2000-04-06,368.2523174525606
2000-04-07,372.6192853771386
2000-04-10,376.7729698327295
2000-04-11,372.3086837666806
2000-04-12,373.5290961558725
2000-04-13,371.9427922146146
2000-04-14,368.6964824441278
2000-04-17,351.3561513340291
2000-04-18,359.15318380136443
2000-04-19,361.8403140994086
2000-04-20,360.3248902943805
2000-04-21,362.5731467133625
2000-04-24,358.7822901596601
2000-04-25,364.4558955156082
2000-04-26,363.77740912290653
2000-04-27,365.57689033229843
2000-04-28,371.1567802972468
2000-05-01,372.3358611043571
2000-05-02,369.11251896322227
2000-05-03,369.9647015025631
2000-05-04,367.50361190046135
2000-05-05,370.682394256276
2000-05-08,367.72451171084253
2000-05-09,363.4523812168395
2000-05-10,356.61579240764587
2000-05-11,356.3018420670194
2000-05-12,354.4942932033951
2000-05-15,348.0147751703877
2000-05-16,353.7212709615468
2000-05-17,355.1442627241271
2000-05-18,348.5546978771328
2000-05-19,345.5760130624677
2000-05-22,334.23762742708624
2000-05-23,328.86224654762015
2000-05-24,329.50120993391687
2000-05-25,333.3685595566514
2000-05-26,323.31699929844916
2000-05-29,324.28846831895737
2000-05-30,327.0036304946378
2000-05-31,333.2895834569423
2000-06-01,331.38375767804655
2000-06-02,330.0646257284875
2000-06-05,333.2669856287832
2000-06-06,327.0424737489224
2000-06-07,328.0878330419823
2000-06-08,327.8364950771622
2000-06-09,328.68864501230763
2000-06-12,326.01660547055224
2000-06-13,321.04160878730954
2000-06-14,322.0410042747866
2000-06-15,321.5452983614399
2000-06-16,318.94731581257986
2000-06-19,317.2308735765043
2000-06-20,319.7942172117202
2000-06-21,322.4665815182776
2000-06-22,324.60880891149316
2000-06-23,325.0099962365202
2000-06-26,324.0088413447456
2000-06-27,322.5495719056494
2000-06-28,322.7475718913671
2000-06-29,317.21775707262395
2000-06-30,318.19006328007237
2000-07-03,321.33081098783066
2000-07-04,320.7400483245613
2000-07-05,321.1752962431622
2000-07-06,321.6400522860861
2000-07-07,326.2353508257974
2000-07-10,328.2438721212179
2000-07-11,327.29461899380783
2000-07-12,328.98072074682784
2000-07-13,330.5514255010853
2000-07-14,330.80640780463546
2000-07-17,332.7857307301597
2000-07-18,329.2081654025607
2000-07-19,332.0594715368795
2000-07-20,331.9808954519736
2000-07-21,330.37194250386386
2000-07-24,326.18200281884714
2000-07-25,321.592647214306
2000-07-26,319.81040675081596
2000-07-27,319.3469749602454
2000-07-28,322.65774910798024
2000-07-31,323.81464049134394
2000-08-01,325.1146214634491
2000-08-02,330.1351704559233
2000-08-03,333.6984425578043
2000-08-04,332.3595824545539
2000-08-07,329.9438276496084
2000-08-08,332.564512149527
2000-08-09,334.95448904086174
2000-08-10,331.3760798705943
2000-08-11,333.9240124483193
2000-08-14,336.3808640441749
2000-08-15,332.20306438630587
2000-08-16,333.0789005999424
2000-08-17,332.9376281020424
2000-08-18,334.10592718228713
2000-08-21,334.357778971258
2000-08-22,336.0714271797919
2000-08-23,336.2182912579216
2000-08-24,331.7492339354604
2000-08-25,330.71162051841594
2000-08-28,331.6770801602771
2000-08-29,331.8161978827957
2000-08-30,330.15040611200004
2000-08-31,330.7645439017924
2000-09-01,325.71705544583426
2000-09-04,329.49622686396003
2000-09-05,333.5266863651284
2000-09-06,333.42003371084036
2000-09-07,333.0650822651031
2000-09-08,334.96020378780867
2000-09-11,332.86001951785966
2000-09-12,331.15627645737504
2000-09-13,330.5484851166989
2000-09-14,329.6642727544324
2000-09-15,325.82245622168506
2000-09-18,315.722904297591
2000-09-19,312.7995694430472
2000-09-20,318.21139652152647
2000-09-21,315.18469893936174
2000-09-22,299.33384287904266
2000-09-25,307.12865780179163
2000-09-26,304.08651858865215
2000-09-27,304.1884208618851
2000-09-28,302.47068077324843
2000-09-29,303.72144985882954
2000-10-02,299.6147446366084
2000-10-03,302.22431220855253
2000-10-04,301.86439029735067
2000-10-05,303.9454865571725
2000-10-06,305.8847217753843
2000-10-09,302.562715117737
2000-10-10,302.453439220174
2000-10-11,296.44230325989406
2000-10-12,297.95595787100444
2000-10-13,295.6922971053723
2000-10-16,302.4590650119317
2000-10-17,300.015994926723
2000-10-18,295.17668325708263
2000-10-19,296.95562894435267
2000-10-20,303.1024916458499
2000-10-23,301.8716079359468
2000-10-24,302.45296163502786
2000-10-25,304.0561097469318
2000-10-26,302.9466505807584
2000-10-27,298.65919460740406
2000-10-30,295.3721444187933
2000-10-31,294.4093267671819
2000-11-01,294.660393897996
2000-11-02,295.0154133419496
2000-11-03,296.0610362242476
2000-11-06,296.7863214090015
2000-11-07,295.9739500365174
2000-11-08,297.7924268281979
2000-11-09,295.7560854019231
2000-11-10,294.8330987850917
2000-11-13,289.76911586461233
2000-11-14,292.8946744071431
2000-11-15,291.95902960436354
2000-11-16,292.2804330030077
2000-11-17,290.3386881038956
2000-11-20,287.4253609447443
2000-11-21,287.0939470114632
2000-11-22,286.30739231873105
2000-11-23,283.9677456327353
2000-11-24,286.8047692371233
2000-11-27,286.67081107932887
2000-11-28,282.40099916229866
2000-11-29,278.41551899912463
2000-11-30,271.2056330737901
2000-12-01,269.51697374774403
2000-12-04,263.3496532044999
2000-12-05,269.39152338404494
2000-12-06,272.66483586109456
2000-12-07,268.52828872718476
2000-12-08,271.4967510228852
2000-12-11,277.48454470471506
2000-12-12,277.16540745001373
2000-12-13,278.03433860127234
2000-12-14,273.85555094828675
2000-12-15,267.80893251908276
2000-12-18,266.534081737063
2000-12-19,267.48945247649766
2000-12-20,260.0556320507769
2000-12-21,255.72969165379612
2000-12-22,254.37149123579482
2000-12-25,254.53318817918557
2000-12-26,252.21927590360968
2000-12-27,251.76595886646922
2000-12-28,254.80863418094032
2000-12-29,251.75410204801858
2001-01-01,252.1432437870901
2001-01-02,250.98332626296335
2001-01-03,251.22690133834627
2001-01-04,257.6822088340937
2001-01-05,258.28489997168913
2001-01-08,261.5474646640089
2001-01-09,265.755532773778
2001-01-10,265.298123805268
2001-01-11,263.426841270469
2001-01-12,264.1156336092286
2001-01-15,266.68821368680364
2001-01-16,268.889954448219
2001-01-17,272.308653725644
2001-01-18,270.3161931724761
2001-01-19,275.7704156229235
2001-01-22,278.5828749293792
2001-01-23,278.21715875151614
2001-01-24,283.11593218022256
2001-01-25,284.3927793679495
2001-01-26,283.11847942042573
2001-01-29,283.5452557949066
2001-01-30,282.8148900545651
2001-01-31,284.22171100029436
2001-02-01,280.4629340120375
2001-02-02,284.9709828158203
2001-02-05,281.2569684735907
2001-02-06,284.31105275954394
2001-02-07,279.30547819863125
2001-02-08,284.52621726414304
2001-02-09,285.8067317166979
2001-02-12,284.3071463128374
2001-02-13,287.62808199451615
2001-02-14,288.5993561004327
2001-02-15,295.5062311662341
2001-02-16,290.47269275427226
2001-02-19,287.70935549395335
2001-02-20,293.717832206105
2001-02-21,287.53236972492124
2001-02-22,282.84717992336067
2001-02-23,281.1750533989645
2001-02-26,283.9154228724173
2001-02-27,280.2776943443983
2001-02-28,279.23967534775386
2001-03-01,274.788636996527
2001-03-02,270.065112360149
2001-03-05,272.1428232844663
2001-03-06,273.0844001361293
2001-03-07,273.7837615392994
2001-03-08,273.25613721664143
2001-03-09,270.75243373460137
2001-03-12,265.01115361373365
2001-03-13,263.90246564131496
2001-03-14,265.6405418095792
2001-03-15,267.75693565785593
2001-03-16,269.6175524049077
2001-03-19,266.5471541392549
2001-03-20,266.46480737795497
2001-03-21,267.90286081090164
2001-03-22,270.1414636989395
2001-03-23,268.65440765644666
2001-03-26,271.6900275974102
2001-03-27,270.0544848212488
2001-03-28,271.6927424321004
2001-03-29,271.59720919255574
2001-03-30,271.0771227207549
2001-04-02,267.07839123978863
2001-04-03,260.64124264828155
2001-04-04,253.74337514968633
2001-04-05,257.06519230276825
2001-04-06,257.19678644059746
2001-04-09,254.98423200817112
2001-04-10,258.60829681982904
2001-04-11,261.32289708730326
2001-04-12,260.0378674040381
2001-04-13,261.34971733845595
2001-04-16,263.2201521514754
2001-04-17,263.16484989777666
2001-04-18,270.58333038613495
2001-04-19,266.5586607314761
2001-04-20,262.0572788177464
2001-04-23,263.51608780196864
2001-04-24,265.60157899555514
2001-04-25,264.553092417923
2001-04-26,264.76507796171796
2001-04-27,268.2740374318464
2001-04-30,271.46335393035775
2001-05-01,270.15676664138124
2001-05-02,270.68461546531654
2001-05-03,270.7442222845951
2001-05-04,269.2838676809623
2001-05-07,270.85428752910207
2001-05-08,270.7307480112238
2001-05-09,270.6478863611185
2001-05-10,270.4559531702139
2001-05-11,273.41667842306686
2001-05-14,273.50241622593086
2001-05-15,272.4156682664718
2001-05-16,271.52543534407613
2001-05-17,276.3323284436513
2001-05-18,277.6277368473723
2001-05-21,278.0365865074914
2001-05-22,281.2641930597815
2001-05-23,286.28954368041667
2001-05-24,289.1076739758927
2001-05-25,289.6024676390557
2001-05-28,288.1331828272717
2001-05-29,289.42339153427974
2001-05-30,287.59267262266326
2001-05-31,291.42854921315313
2001-06-01,291.3949581510482
2001-06-04,292.7422152606097
2001-06-05,291.9571158789142
2001-06-06,293.4880847016445
2001-06-07,292.0773192247537
2001-06-08,295.60414392051933
2001-06-11,296.8923724893256
2001-06-12,294.16952186607693
2001-06-13,292.63379910307816
2001-06-14,288.4657553321405
2001-06-15,287.6986982864919
2001-06-18,284.3891268481547
2001-06-19,284.8527464960563
2001-06-20,285.7305403601534
2001-06-21,287.6111968681989
2001-06-22,288.0489742106268
2001-06-25,286.02690891358054
2001-06-26,284.9213308999166
2001-06-27,284.88060710461485
2001-06-28,287.02114046094556
2001-06-29,289.4161718449601
2001-07-02,288.45274226405934
2001-07-03,286.7543039702865
2001-07-04,285.0032274777709
2001-07-05,286.02074639690807
2001-07-06,281.0653994723984
2001-07-09,277.4974028172517
2001-07-10,274.2558702940898
2001-07-11,267.19938470299127
2001-07-12,272.22862074237236
2001-07-13,270.826663390615
2001-07-16,268.2371869512082
2001-07-17,268.83138980975707
2001-07-18,262.546322452914
2001-07-19,262.4264520242194
2001-07-20,262.34640332563896
2001-07-23,263.35778588191636
2001-07-24,260.69774733980245
2001-07-25,258.7014639031693
2001-07-26,262.83494207233775
2001-07-27,264.9967738464984
2001-07-30,265.48037939962
2001-07-31,264.5054279015363
2001-08-01,264.3181407051092
2001-08-02,264.83813613902646
2001-08-03,264.79758429414795
2001-08-06,264.86970266672364
2001-08-07,265.63428468816267
2001-08-08,267.003172501993
2001-08-09,261.5395426176364
2001-08-10,260.4081977922192
2001-08-13,260.69204765501286
2001-08-14,262.92930757154335
2001-08-15,259.58670892698433
2001-08-16,262.1130276008834
2001-08-17,260.5843904182403
2001-08-20,259.45647149226875
2001-08-21,260.31982680990336
2001-08-22,258.4431886868064
2001-08-23,260.6310309851203
2001-08-24,260.2712677387569
2001-08-27,262.5671913935034
2001-08-28,262.0401275531893
2001-08-29,261.9724936494487
2001-08-30,262.28502315550793
2001-08-31,261.3137510602392
2001-09-03,259.72278942654935
2001-09-04,264.7452539563152
2001-09-05,265.0857619744475
2001-09-06,263.88188316933736
2001-09-07,259.33856078920434
2001-09-10,258.7027394905087
2001-09-11,252.1766711829343
2001-09-12,245.9654972493693
2001-09-13,240.61677238203262
2001-09-14,229.04743678720175
2001-09-17,220.4989568252134
2001-09-18,222.99937750813177
2001-09-19,225.3793179075728
2001-09-20,223.94678669592722
2001-09-21,221.8505439389714
2001-09-24,223.57421261495364
2001-09-25,221.53090228013852
2001-09-26,222.26648443712475
2001-09-27,222.92378845909437
2001-09-28,228.42596155541344
2001-10-01,225.90460570413768
2001-10-02,224.39754905036057
2001-10-03,222.31611685474286
2001-10-04,226.54348483944986
2001-10-05,225.18065124048493
2001-10-08,221.57418839194915
2001-10-09,224.70052911536118
2001-10-10,226.72689854560443
2001-10-11,233.24034466484702
2001-10-12,230.85007498532772
2001-10-15,230.85902125877044
2001-10-16,231.23358053759813
2001-10-17,233.23441039821958
2001-10-18,233.44941418087137
2001-10-19,235.46307282662315
2001-10-22,238.31463734140132
2001-10-23,241.1323996686327
2001-10-24,240.7031155680197
2001-10-25,239.73779766878766
2001-10-26,241.38999268714036
2001-10-29,238.12019645643818
2001-10-30,235.26871402659975
2001-10-31,238.0859339608893
2001-11-01,237.28004764021296
2001-11-02,239.42643037022597
2001-11-05,243.40568952787214
2001-11-06,244.3578851921517
2001-11-07,242.83994907104366
2001-11-08,247.61702547922914
2001-11-09,247.21577987959202
2001-11-12,248.1160909503121
2001-11-13,252.18964610764309
2001-11-14,254.37132740840585
2001-11-15,257.8573320971086
2001-11-16,257.8366773251184
2001-11-19,263.2561296660753
2001-11-20,261.8098553748801
2001-11-21,264.19049299189425
2001-11-22,265.11879832770853
2001-11-23,268.98584615775746
2001-11-26,272.6678039512494
2001-11-27,270.49577352496766
2001-11-28,264.9145273687718
2001-11-29,264.77397624602605
2001-11-30,263.8548426648397
2001-12-03,267.9033503735113
2001-12-04,269.0010811549457
2001-12-05,273.487835234156
2001-12-06,275.87690944837846
2001-12-07,278.4583456049337
2001-12-10,282.00881437748995
2001-12-11,280.0235396590191
2001-12-12,281.172735584332
2001-12-13,276.4594582795889
2001-12-14,274.645723382195
2001-12-17,275.84117473172813
2001-12-18,273.2221996170004
2001-12-19,270.8586752802195
2001-12-20,271.07909785214156
2001-12-21,272.38895385965156
2001-12-24,276.83246624424453
2001-12-25,278.84590578618156
2001-12-26,279.89811945060825
2001-12-27,277.15557376404746
2001-12-28,280.8228840019572
2001-12-31,280.9790536562759
2002-01-01,280.89847281659985
2002-01-02,279.2669946338401
2002-01-03,282.89600233379
2002-01-04,287.36805330782835
2002-01-07,292.01534302131296
2002-01-08,291.0322596474027
2002-01-09,292.1691915070131
2002-01-10,291.3219192457841
2002-01-11,290.7112375726965
2002-01-14,288.8545614988656
2002-01-15,287.24753324355584
2002-01-16,288.45595963779766
2002-01-17,291.04711516039475
2002-01-18,291.6415379300282
2002-01-21,294.215337664944
2002-01-22,293.54101253529524
2002-01-23,295.2684334801904
2002-01-24,298.4895186536128
2002-01-25,306.94135705972366
2002-01-28,310.7710448429923
2002-01-29,308.69637249170785
2002-01-30,307.1229124830285
2002-01-31,310.8931757872666
2002-02-01,310.151610339853
2002-02-04,306.05109121769294
2002-02-05,304.69076004047486
2002-02-06,307.3846139200835
2002-02-07,304.3921091162448
2002-02-08,303.9814885413391
2002-02-11,302.8260037228014
2002-02-12,303.9312062221888
2002-02-13,306.19917216633064
2002-02-14,310.60025196410714
2002-02-15,310.763284560365
2002-02-18,313.5995101315263
2002-02-19,311.3721099467831
2002-02-20,310.6259886200976
2002-02-21,311.7918869153913
2002-02-22,308.036158577075
2002-02-25,308.64674143668844
2002-02-26,310.00465382783716
2002-02-27,315.8185470810526
2002-02-28,314.29179496920034
2002-03-01,316.6166994234353
2002-03-04,320.69058726797726
2002-03-05,320.9467322051775
2002-03-06,321.25920178282246
2002-03-07,320.30014660600443
2002-03-08,323.5846212082589
2002-03-11,326.92316495008237
2002-03-12,327.08167271619743
2002-03-13,328.1397101548895
2002-03-14,325.57904748400557
2002-03-15,326.480498229839
2002-03-18,329.1347838783693
2002-03-19,329.82538410322576
2002-03-20,330.9973053823011
2002-03-21,333.6179903629578
2002-03-22,337.5683100469629
2002-03-25,338.71450277672
2002-03-26,339.6372630689327
2002-03-27,343.5125734848439
2002-03-28,343.659577147004
2002-03-29,341.98652706478686
2002-04-01,339.2967349516685
2002-04-02,341.25276278020726
2002-04-03,344.0589648983629
2002-04-04,344.67832493306764
2002-04-05,349.20024808897176
2002-04-08,353.09690958679033
2002-04-09,349.2214398259544
2002-04-10,347.7113700204062
2002-04-11,347.5290192759427
2002-04-12,350.19875737533994
2002-04-15,352.5174115153681
2002-04-16,354.3436927279319
2002-04-17,356.9706026495698
2002-04-18,356.1361028246746
2002-04-19,358.0737285898289
2002-04-22,358.4669697225079
2002-04-23,355.9493830679502
2002-04-24,354.9599104266097
2002-04-25,348.68759954357904
2002-04-26,348.8268221875674
2002-04-29,344.150077645952
2002-04-30,341.63213753035456
2002-05-01,339.32023536537065
2002-05-02,340.34160344092567
2002-05-03,338.53089908188406
2002-05-06,334.53199881387457
2002-05-07,335.720067294157
2002-05-08,340.74218657194564
2002-05-09,340.88709156534975
2002-05-10,337.957461522434
2002-05-13,337.4027662761691
2002-05-14,340.4082239506978
2002-05-15,340.87933477465623
2002-05-16,339.60199280331693
2002-05-17,335.9508222680093
2002-05-20,331.83069656870646
2002-05-21,326.87646209511706
2002-05-22,324.632805439426
2002-05-23,326.4764048954286
2002-05-24,330.9712520658125
2002-05-27,333.4606685471961
2002-05-28,328.55689957640345
2002-05-29,325.90623657905707
2002-05-30,324.58376561526023
2002-05-31,324.31994417771404
2002-06-03,319.82504651863513
2002-06-04,317.4311493552193
2002-06-05,319.5791910012815
2002-06-06,317.35717033214434
2002-06-07,313.8865371506264
2002-06-10,317.62681509596524
2002-06-11,317.6028440807681
2002-06-12,316.28133678341186
2002-06-13,318.9095646458029
2002-06-14,315.5493318182092
2002-06-17,316.6012294029071
2002-06-18,315.4610795339824
2002-06-19,304.8838863229457
2002-06-20,302.1865917203342
2002-06-21,299.4657256877619
2002-06-24,294.37680328900973
2002-06-25,292.8358230111712
2002-06-26,275.18777403605867
2002-06-27,278.7888976704685
2002-06-28,285.6587589905107
2002-07-01,283.4536449656747
2002-07-02,283.43489138811935
2002-07-03,286.6701849814859
2002-07-04,291.2091535282411
2002-07-05,296.17966330651797
2002-07-08,293.06203817812707
2002-07-09,294.68574181285226
2002-07-10,296.748634878166
2002-07-11,292.11244098641964
2002-07-12,298.04498938767455
2002-07-15,291.8428522996358
2002-07-16,287.56333188615656
2002-07-17,289.4822099650041
2002-07-18,291.4737509421371
2002-07-19,286.9933339801524
2002-07-22,279.64583777520363
2002-07-23,285.7743503602714
2002-07-24,279.49055191761954
2002-07-25,278.1963303767864
2002-07-26,274.52790114998606
2002-07-29,278.97567131463774
