Date,EM ASIA SMALL VALUE
1998-12-31,316.0447590538967
1999-01-01,316.0447590538967
1999-01-04,324.00425036461814
1999-01-05,329.61254695445535
1999-01-06,339.1544596433308
1999-01-07,347.2626860554891
1999-01-08,352.84740110129513
1999-01-11,363.4655907125973
1999-01-12,362.5254007692352
1999-01-13,355.00262775282295
1999-01-14,342.5360057794278
1999-01-15,348.80660520028994
1999-01-18,351.4833437175498
1999-01-19,346.48921452248277
1999-01-20,344.7797434319563
1999-01-21,334.09837093735734
1999-01-22,321.93746770153933
1999-01-25,312.51129197466423
1999-01-26,309.01769471694337
1999-01-27,321.2055332580938
1999-01-28,323.66094399350635
1999-01-29,324.90381098446244
1999-02-01,326.8369253781283
1999-02-02,319.5897848798642
1999-02-03,315.6569798073783
1999-02-04,311.62583052903284
1999-02-05,309.1213692863626
1999-02-08,311.92773788321085
1999-02-09,303.4089924195607
1999-02-10,305.68949495089157
1999-02-11,307.2098564856088
1999-02-12,315.5040038786126
1999-02-15,316.50865745882265
1999-02-16,318.59651198286616
1999-02-17,316.87775702637174
1999-02-18,314.5871303635049
1999-02-19,310.6737019972248
1999-02-22,310.77311318734627
1999-02-23,309.91059527956094
1999-02-24,306.91185089711803
1999-02-25,303.03648473930235
1999-02-26,309.92391618616386
1999-03-01,315.6289445765306
1999-03-02,317.80722569419345
1999-03-03,317.8295479795191
1999-03-04,318.7013946579851
1999-03-05,319.0413193114841
1999-03-08,326.77543323393166
1999-03-09,325.67183110595244
1999-03-10,324.48403865114614
1999-03-11,329.5811776326213
1999-03-12,328.37219235332935
1999-03-15,333.1941359001592
1999-03-16,335.0863816172741
1999-03-17,331.2310459098664
1999-03-18,329.9511465422041
1999-03-19,339.47580663391625
1999-03-22,344.1826792436659
1999-03-23,347.5098490514401
1999-03-24,346.9370175726432
1999-03-25,350.7431743486238
1999-03-26,353.50543455130264
1999-03-29,351.52150639489196
1999-03-30,353.263438270336
1999-03-31,353.1326792472961
1999-04-01,356.0595918840642
1999-04-02,361.54006320760635
1999-04-05,361.0689783650296
1999-04-06,366.63357833215275
1999-04-07,366.82259954022084
1999-04-08,368.09471679810434
1999-04-09,370.4976444170196
1999-04-12,367.9609829383541
1999-04-13,370.9795743815356
1999-04-14,373.41526529835767
1999-04-15,385.8016549670069
1999-04-16,393.8529293843058
1999-04-19,404.6585547390983
1999-04-20,412.0240282912725
1999-04-21,408.4938483125462
1999-04-22,408.3610950278861
1999-04-23,410.91462828965354
1999-04-26,420.2450804837017
1999-04-27,425.62018572832824
1999-04-28,431.47309043128587
1999-04-29,434.15720547885667
1999-04-30,443.0966726273702
1999-05-03,451.55072452693435
1999-05-04,468.42066619575576
1999-05-05,469.6110733325159
1999-05-06,475.24883571747677
1999-05-07,470.9734342624171
1999-05-10,479.69334687653765
1999-05-11,478.4009638262646
1999-05-12,471.09100105482446
1999-05-13,462.47947309948455
1999-05-14,454.99877727800913
1999-05-17,446.8156276039234
1999-05-18,452.14833109893493
1999-05-19,457.9831475810375
1999-05-20,451.3581357771227
1999-05-21,451.1033275400162
1999-05-24,449.7035250659505
1999-05-25,450.95018896723457
1999-05-26,461.10031495871743
1999-05-27,461.52004966945805
1999-05-28,457.487319870068
1999-05-31,458.6246669201429
1999-06-01,456.54261109345805
1999-06-02,465.1695460673188
1999-06-03,469.2164233089517
1999-06-04,476.58427514962943
1999-06-07,487.2984440085608
1999-06-08,496.69349299955513
1999-06-09,492.584839446585
1999-06-10,497.3923571776846
1999-06-11,499.2382155688717
1999-06-14,501.4015613829939
1999-06-15,492.05332766452864
1999-06-16,499.2981327689541
1999-06-17,504.10019976720156
1999-06-18,500.3253939916298
1999-06-21,512.4177769028828
1999-06-22,522.7670443928673
1999-06-23,528.9808682757856
1999-06-24,526.9269832313245
1999-06-25,518.0858406755225
1999-06-28,527.7946238432013
1999-06-29,531.0253350274296
1999-06-30,525.1047185080498
1999-07-01,529.0676216096732
1999-07-02,536.7588271696343
1999-07-05,551.8384819540472
1999-07-06,555.0406429658187
1999-07-07,558.7280056473535
1999-07-08,566.6871427592691
1999-07-09,574.7257821650336
1999-07-12,584.6695405417614
1999-07-13,573.177807587783
1999-07-14,559.5945299843124
1999-07-15,556.1623504338348
1999-07-16,554.7987903133127
1999-07-19,558.2857465895618
1999-07-20,544.7301443057736
1999-07-21,533.0779750200604
1999-07-22,531.0772724233229
1999-07-23,513.4758184805994
1999-07-26,487.52410270898343
1999-07-27,495.44772570580767
1999-07-28,505.32392810146064
1999-07-29,503.9300957553834
1999-07-30,497.01236020763037
1999-08-02,495.21115818865366
1999-08-03,500.797671773447
1999-08-04,498.3379117754471
1999-08-05,482.1541220037905
1999-08-06,480.58463353478743
1999-08-09,488.80553056998167
1999-08-10,482.52633617526317
1999-08-11,474.07379256770935
1999-08-12,480.447423725129
1999-08-13,479.76851591898827
1999-08-16,487.8154690362751
1999-08-17,487.2369418256874
1999-08-18,491.9718062725292
1999-08-19,499.12572069089435
1999-08-20,499.7850327482219
1999-08-23,514.7628002729801
1999-08-24,517.4201000305482
1999-08-25,523.1023011894983
1999-08-26,523.1262047921372
1999-08-27,515.8242403588945
1999-08-30,512.2908192846149
1999-08-31,508.43533586558243
1999-09-01,496.68793499057927
1999-09-02,480.8795117149725
1999-09-03,483.7000342790785
1999-09-06,488.133140233076
1999-09-07,486.77244793330505
1999-09-08,479.8947214011287
1999-09-09,484.41165659267443
1999-09-10,496.9788086321144
1999-09-13,507.3227073666768
1999-09-14,506.1911919475483
1999-09-15,499.7045701082435
1999-09-16,492.56924737966284
1999-09-17,492.37180156054677
1999-09-20,490.86385003950977
1999-09-21,485.9075538237756
1999-09-22,481.36008353937797
1999-09-23,481.879771780906
1999-09-24,479.2858135873415
1999-09-27,471.9421938040201
1999-09-28,466.5254167254521
1999-09-29,460.3891634694691
1999-09-30,452.5373757607853
1999-10-01,449.73694990304784
1999-10-04,450.07578163596384
1999-10-05,445.62301969337454
1999-10-06,451.0049027240688
1999-10-07,459.63486664299313
1999-10-08,465.5150962141825
1999-10-11,469.0988176174606
1999-10-12,472.95871050269227
1999-10-13,470.5138676089609
1999-10-14,472.0886104890389
1999-10-15,460.3979659847248
1999-10-18,456.4523296934592
1999-10-19,458.5630243773662
1999-10-20,471.40808930689394
1999-10-21,470.33260668081084
1999-10-22,475.9140701788729
1999-10-25,469.9015297608503
1999-10-26,472.084526739881
1999-10-27,466.425837914998
1999-10-28,465.8313975320768
1999-10-29,463.4629091823507
1999-11-01,465.9461576774846
1999-11-02,474.4157419992928
1999-11-03,471.8968663018865
1999-11-04,478.82136194074286
1999-11-05,483.45784228265563
1999-11-08,487.6197013875557
1999-11-09,487.6199113201371
1999-11-10,484.7338087499021
1999-11-11,489.90984610572775
1999-11-12,493.5789778105492
1999-11-15,496.9306505774118
1999-11-16,498.96436595514064
1999-11-17,483.6372091145194
1999-11-18,484.9419695952216
1999-11-19,488.081796828482
1999-11-22,490.2510406966285
1999-11-23,490.4067038388347
1999-11-24,487.6148927388979
1999-11-25,484.09582677313523
1999-11-26,477.7539791553788
1999-11-29,480.7914259699375
1999-11-30,489.04425044943144
1999-12-01,488.3649130071013
1999-12-02,495.4172492106706
1999-12-03,498.5846472399678
1999-12-06,491.4939216061204
1999-12-07,484.01350651035096
1999-12-08,482.61678483233425
1999-12-09,485.51648853995636
1999-12-10,496.4851621903205
1999-12-13,506.70088149482876
1999-12-14,511.9592691613591
1999-12-15,506.85585083017105
1999-12-16,499.6220007616431
1999-12-17,498.93891317218083
1999-12-20,503.1666578103502
1999-12-21,497.68524762030574
1999-12-22,499.69798190772997
1999-12-23,494.56658213641646
1999-12-24,491.8508062256299
1999-12-27,491.22590029517215
1999-12-28,492.86999218966696
1999-12-29,493.62215869466127
1999-12-30,497.70469067343186
1999-12-31,497.8590652311358
2000-01-03,501.2677383314532
2000-01-04,508.52016280549907
2000-01-05,497.3245600292854
2000-01-06,491.5197221242801
2000-01-07,499.8856952490681
2000-01-10,510.20809825262626
2000-01-11,500.1216239854959
2000-01-12,504.0180597444414
2000-01-13,502.9543630369072
2000-01-14,509.7722314521468
2000-01-17,521.7416404840508
2000-01-18,515.7607069249194
2000-01-19,506.151727434753
2000-01-20,504.21773896459223
2000-01-21,508.827610150547
2000-01-24,517.3178707781108
2000-01-25,513.8620803868686
2000-01-26,519.9168420526732
2000-01-27,539.7264821903291
2000-01-28,544.220895154714
2000-01-31,543.701882452403
2000-02-01,549.9790707024672
2000-02-02,551.5187841671769
2000-02-03,545.1686214761535
2000-02-04,551.0948163451408
2000-02-07,553.827325033814
2000-02-08,546.3448761754807
2000-02-09,545.9641578365218
2000-02-10,549.3401963002957
2000-02-11,545.6720716754733
2000-02-14,541.4550921765826
2000-02-15,531.4810557426694
2000-02-16,536.8304218702516
2000-02-17,541.7384698613354
2000-02-18,540.9266324130642
2000-02-21,542.7063161524392
2000-02-22,517.515147220679
2000-02-23,520.6054725533514
2000-02-24,513.465740970394
2000-02-25,518.5616194286937
2000-02-28,526.1311806523794
2000-02-29,519.0665398371199
2000-03-01,525.8076709539156
2000-03-02,529.531733842509
2000-03-03,527.1181378319399
2000-03-06,535.1178873902754
2000-03-07,535.1948812189765
2000-03-08,534.2945234353841
2000-03-09,529.5264450329461
2000-03-10,530.4696318021784
2000-03-13,518.1237166192562
2000-03-14,518.0146237904385
2000-03-15,505.7200241409164
2000-03-16,497.39672045825074
2000-03-17,503.05281733326035
