Date,EM EUROPE SMALL VALUE
1998-12-31,99.88482373531646
1999-01-01,99.88482373531646
1999-01-04,101.89083812258538
1999-01-05,102.91761103871242
1999-01-06,103.72481030092204
1999-01-07,103.35777820855995
1999-01-08,103.84448805906487
1999-01-11,103.4137455967535
1999-01-12,102.51947238690715
1999-01-13,95.88564305787666
1999-01-14,96.20733377035491
1999-01-15,96.01081000333913
1999-01-18,98.15782712541532
1999-01-19,98.01847531533876
1999-01-20,98.4939002242792
1999-01-21,97.70625310209824
1999-01-22,95.50279687895615
1999-01-25,93.70216264930268
1999-01-26,94.512374532909
1999-01-27,95.9326255362427
1999-01-28,94.73350480221795
1999-01-29,96.94311617262277
1999-02-01,96.57091688162934
1999-02-02,96.0241726481908
1999-02-03,96.94255372915111
1999-02-04,99.34565906973044
1999-02-05,97.982917698577
1999-02-08,98.09502051567041
1999-02-09,97.19937373900687
1999-02-10,95.92935350728825
1999-02-11,97.15265189909417
1999-02-12,97.82259203304757
1999-02-15,98.1500494502061
1999-02-16,99.6387035003501
1999-02-17,99.39516337421604
1999-02-18,99.65144429731163
1999-02-19,101.37704637607678
1999-02-22,101.91425903870919
1999-02-23,101.89187069265579
1999-02-24,102.07440486375545
1999-02-25,101.77525468218218
1999-02-26,102.47075000098235
1999-03-01,104.21801545611851
1999-03-02,103.74698956411365
1999-03-03,104.74647520051911
1999-03-04,103.27580148517357
1999-03-05,104.09494984887979
1999-03-08,105.240073629178
1999-03-09,106.09642120908612
1999-03-10,105.39066348553945
1999-03-11,110.13686113322245
1999-03-12,109.81741691400269
1999-03-15,108.2507879140419
1999-03-16,108.2126605881752
1999-03-17,109.58182790825613
1999-03-18,112.29823483249571
1999-03-19,113.38998825286758
1999-03-22,112.93814019435233
1999-03-23,113.14128067614597
1999-03-24,108.69453980908375
1999-03-25,112.21447369408018
1999-03-26,114.08426080499238
1999-03-29,114.4584414977505
1999-03-30,114.61953119665107
1999-03-31,114.86775929385142
1999-04-01,114.17302127921636
1999-04-02,114.90344690499462
1999-04-05,115.77257097533646
1999-04-06,117.10211442664159
1999-04-07,116.21456426897284
1999-04-08,115.39653226661497
1999-04-09,113.10495072717
1999-04-12,110.27950291112374
1999-04-13,107.23354729872898
1999-04-14,111.0322793177571
1999-04-15,112.77569023223144
1999-04-16,114.29333954866588
1999-04-19,115.09776114848994
1999-04-20,116.99622057890393
1999-04-21,118.1470991337811
1999-04-22,119.32391786991697
1999-04-23,119.65174177279359
1999-04-26,121.36799002751829
1999-04-27,122.18050701971283
1999-04-28,122.9203594406589
1999-04-29,122.49803446898844
1999-04-30,124.08532205496381
