Date,NORTH AMERICA VALUE WEIGHTED
1998-12-31,797.0925468360232
1999-01-01,797.0925468360232
1999-01-04,794.0499938400501
1999-01-05,804.703783575487
1999-01-06,828.5968884684942
1999-01-07,832.2903685851506
1999-01-08,847.9659740516554
1999-01-11,842.6274465827987
1999-01-12,827.0042400075592
1999-01-13,809.5803759453797
1999-01-14,794.8624540985003
1999-01-15,820.4676878233607
1999-01-18,820.3455122659742
1999-01-19,821.0674820653084
1999-01-20,823.0433618922693
1999-01-21,811.7722218902919
1999-01-22,805.6118106939002
1999-01-25,811.6813084530143
1999-01-26,818.5097257827797
1999-01-27,814.476070559593
1999-01-28,830.826716214092
1999-01-29,844.3946962609959
1999-02-01,843.8276128245168
1999-02-02,831.8116931559293
1999-02-03,839.8518742639255
1999-02-04,833.8414934962357
1999-02-05,831.0407050886016
1999-02-08,835.3525905869191
1999-02-09,816.3344086007523
1999-02-10,818.1723015717663
1999-02-11,834.6844268457181
1999-02-12,823.5421161718834
1999-02-15,826.7321698488631
1999-02-16,836.3633242137076
1999-02-17,824.5771475948767
1999-02-18,834.6452765525755
1999-02-19,845.42925214765
1999-02-22,869.813620560166
1999-02-23,871.5773261006557
1999-02-24,862.7431333130965
1999-02-25,850.4866304943218
1999-02-26,852.2302696359828
1999-03-01,854.9236349256414
1999-03-02,851.4520707113476
1999-03-03,851.6976185415618
1999-03-04,871.0586670910288
1999-03-05,888.7909677820611
1999-03-08,888.6356799168391
1999-03-09,885.3340173701034
1999-03-10,886.6966897724785
1999-03-11,903.5880831315841
1999-03-12,892.5374771541557
1999-03-15,899.505255540159
1999-03-16,900.5329021181876
1999-03-17,888.2338750006587
1999-03-18,901.7210944034952
1999-03-19,896.4226573555444
1999-03-22,896.8728894822781
1999-03-23,876.0428128792328
1999-03-24,877.6279924056178
1999-03-25,893.2306716695333
1999-03-26,900.766610009689
1999-03-29,916.5601488274007
1999-03-30,904.6074204583257
1999-03-31,893.5938101825444
1999-04-01,895.666532884105
1999-04-02,897.9204581819006
1999-04-05,920.2648350874138
1999-04-06,912.9814048310178
1999-04-07,917.5997589770284
1999-04-08,926.5679903446329
1999-04-09,933.061627403401
1999-04-12,937.4244054925326
1999-04-13,939.1698002539733
1999-04-14,932.2364157441727
1999-04-15,942.5832481255418
1999-04-16,947.6190947373082
1999-04-19,950.2721293766607
1999-04-20,951.7143624028294
1999-04-21,972.5019291644828
1999-04-22,982.1539293269713
1999-04-23,976.197723436825
1999-04-26,977.57973511627
1999-04-27,978.5827681358813
1999-04-28,981.607484612833
1999-04-29,985.7970071124306
1999-04-30,978.010578643107
1999-05-03,998.4420362752544
1999-05-04,981.8558406149082
1999-05-05,984.9632402805404
1999-05-06,969.017576333256
1999-05-07,974.4554596258113
1999-05-10,971.2201990807184
1999-05-11,985.1718631563025
1999-05-12,991.6076251481004
1999-05-13,1000.9122154989652
1999-05-14,973.9053052382479
1999-05-17,975.3314481544498
1999-05-18,971.9094816485068
1999-05-19,980.7892206318089
1999-05-20,982.5553281424471
1999-05-21,986.7331820823506
1999-05-24,971.5950728711576
1999-05-25,953.4124592683444
1999-05-26,977.6211228871684
1999-05-27,960.5227442342353
1999-05-28,972.3724530080812
1999-05-31,975.2150209570169
1999-06-01,968.6132236844006
1999-06-02,979.5711551856689
1999-06-03,984.3548344702987
1999-06-04,1004.4352617967636
1999-06-07,1010.8737397474023
1999-06-08,987.8602997169473
1999-06-09,985.7108142581853
1999-06-10,972.7651419598409
1999-06-11,967.5300378733205
1999-06-14,976.8059155894955
1999-06-15,982.5715763246207
1999-06-16,1007.8334090554291
1999-06-17,1012.1707189885142
1999-06-18,1006.2889433002265
1999-06-21,1011.8741652287265
1999-06-22,1005.6275481220893
1999-06-23,1000.1457448452385
1999-06-24,984.4868386217139
1999-06-25,974.730386433308
1999-06-28,993.4736462639192
1999-06-29,1007.9986630184765
1999-06-30,1020.2950574053577
1999-07-01,1034.2562583445813
1999-07-02,1045.9149549510007
1999-07-05,1046.3231067814625
1999-07-06,1041.6797458210003
1999-07-07,1045.5167009784577
1999-07-08,1047.0742674432686
1999-07-09,1050.6799016536634
1999-07-12,1053.536167935814
1999-07-13,1044.273938930154
1999-07-14,1043.280981306971
1999-07-15,1045.7049652584424
1999-07-16,1053.6630375239529
1999-07-19,1053.2304650874044
1999-07-20,1012.6652457789148
1999-07-21,1002.3802156886013
1999-07-22,996.1346258698471
1999-07-23,995.2697942133135
1999-07-26,973.9354318208925
1999-07-27,984.8358453801875
1999-07-28,986.0069072935178
1999-07-29,961.4456223020068
1999-07-30,954.3116421635366
1999-08-02,959.3601297543848
1999-08-03,956.2455453979231
1999-08-04,938.114551403396
1999-08-05,938.8880665819833
1999-08-06,930.559745991467
1999-08-09,937.2203118323599
1999-08-10,923.6772958343196
1999-08-11,942.88569699735
1999-08-12,941.4556877828895
1999-08-13,966.4659862598176
1999-08-16,968.4736397338207
1999-08-17,983.1145569351386
1999-08-18,972.4162825081615
1999-08-19,959.2793147580694
1999-08-20,966.4752295940128
1999-08-23,987.8237884420579
1999-08-24,993.669471296907
1999-08-25,1007.4275571199371
1999-08-26,996.3379889152923
1999-08-27,985.3648780915875
1999-08-30,968.2586374792775
1999-08-31,951.788485006935
1999-09-01,956.2570303817021
1999-09-02,936.7516868936226
1999-09-03,971.8160731837925
1999-09-06,974.1384037364343
1999-09-07,966.9437041986693
1999-09-08,963.5798240544365
1999-09-09,968.6618398644025
1999-09-10,977.8722671307358
1999-09-13,981.7998473010447
1999-09-14,970.3687796422341
1999-09-15,963.33642158357
1999-09-16,960.2860031541845
1999-09-17,969.8079263358246
1999-09-20,966.5717942848089
1999-09-21,941.8223964637967
1999-09-22,937.7362544648911
1999-09-23,927.5541465092272
1999-09-24,920.6240200404129
1999-09-27,924.7302693645157
1999-09-28,917.9559809611889
1999-09-29,901.006424973322
1999-09-30,905.9199661664397
1999-10-01,898.8090783596065
1999-10-04,913.1764351205666
