Date,WORLD ex ISRAEL VALUE WEIGHTED
2010-05-26,1000.0
2010-05-27,1027.7102448063451
2010-05-28,1018.6313605494096
2010-05-31,1023.1777305974318
2010-06-01,1010.7484176705718
2010-06-02,1023.6564230049222
2010-06-03,1035.4390479727888
2010-06-04,1020.4033095356821
2010-06-07,1010.067674398028
2010-06-08,1011.1054640198528
2010-06-09,1007.3684528085512
2010-06-10,1026.5881420350713
2010-06-11,1033.7639003651107
2010-06-14,1030.3431213441893
2010-06-15,1043.3512774561332
2010-06-16,1045.1943570921458
2010-06-17,1044.1973219800107
2010-06-18,1044.6738734529692
2010-06-21,1051.7207368821255
2010-06-22,1044.7999498850656
2010-06-23,1038.479544826455
2010-06-24,1019.268871798146
2010-06-25,1017.3563752475027
2010-06-28,1017.4260623665756
2010-06-29,996.9937425636102
2010-06-30,985.7813567327471
2010-07-01,964.5717582274805
2010-07-02,955.2202213391021
2010-07-05,957.5524010694281
2010-07-06,967.9192895995661
2010-07-07,987.4601088577431
2010-07-08,996.9225082358921
2010-07-09,1006.2871692517738
2010-07-12,1010.0619854965256
2010-07-13,1020.6688019329642
2010-07-14,1019.5220371472067
2010-07-15,1005.990065872366
2010-07-16,981.678855240592
2010-07-19,979.345138996351
2010-07-20,987.4764472699618
2010-07-21,988.5932854326009
2010-07-22,1001.8046924396149
2010-07-23,1015.2786022148125
2010-07-26,1018.970091111937
2010-07-27,1018.8546783058705
2010-07-28,1016.657618593999
2010-07-29,1011.4460439037883
2010-07-30,1011.4477851929823
2010-08-02,1026.0206401025846
2010-08-03,1025.4769282100524
2010-08-04,1029.7723993711072
2010-08-05,1030.6368631063349
2010-08-06,1019.830985584259
2010-08-09,1028.0847527486949
2010-08-10,1027.7055690996488
2010-08-11,1011.7129463312989
2010-08-12,1009.0009983624623
2010-08-13,1013.0582218638642
2010-08-16,1008.6571524310261
2010-08-17,1018.0417172847785
2010-08-18,1020.0100866559627
2010-08-19,1007.345850455741
2010-08-20,1006.7092128144473
2010-08-23,1009.611229508683
2010-08-24,994.7197423541867
2010-08-25,991.9800702871763
2010-08-26,987.9761053931325
2010-08-27,1000.2093963332198
2010-08-30,998.2517947592007
2010-08-31,993.3610559462819
2010-09-01,1013.5319430881176
2010-09-02,1019.766389444881
2010-09-03,1028.8815422524153
2010-09-06,1032.7885631900292
2010-09-07,1032.1955678902327
2010-09-08,1034.5841105942973
2010-09-09,1044.0413248532118
2010-09-10,1046.8462962746034
2010-09-13,1050.3163447557235
2010-09-14,1045.0178800983872
2010-09-15,1040.6570253019936
2010-09-16,1032.606267173845
2010-09-17,1035.0170073698498
2010-09-20,1045.5610847121727
2010-09-21,1040.140444154356
2010-09-22,1019.7152723346202
2010-09-23,1018.895136293015
2010-09-24,1025.0446706431912
2010-09-27,1024.068229983082
2010-09-28,1022.1961538176589
2010-09-29,1018.4857465934965
2010-09-30,1010.6060478279488
2010-10-01,1008.1713140917204
2010-10-04,1004.6330345364673
2010-10-05,1014.2919065425596
2010-10-06,1018.098758175077
2010-10-07,1016.4707425068133
2010-10-08,1019.2211958639848
2010-10-11,1022.480878684643
2010-10-12,1022.980075022632
2010-10-13,1026.4717066608891
2010-10-14,1021.7426380209921
2010-10-15,1023.1456842471758
2010-10-18,1030.8472262857433
2010-10-19,1028.379336057155
2010-10-20,1026.2825563308947
2010-10-21,1025.6693721341037
2010-10-22,1029.1772090426443
2010-10-25,1030.2393263292063
2010-10-26,1032.7479164432175
2010-10-27,1030.454580279453
2010-10-28,1028.2880839392092
2010-10-29,1028.848913540871
2010-11-01,1029.2005559882698
2010-11-02,1027.920598021634
2010-11-03,1027.9392905919478
2010-11-04,1038.784847323083
2010-11-05,1053.1506149910886
2010-11-08,1060.3428501245332
2010-11-09,1059.027703464935
2010-11-10,1066.4203699183297
2010-11-11,1067.2463726823196
2010-11-12,1056.4818529342274
2010-11-15,1064.075837136267
2010-11-16,1046.8067865790103
2010-11-17,1050.3310887461396
2010-11-18,1062.6791334911825
2010-11-19,1058.7505039662112
2010-11-22,1057.559202653364
2010-11-23,1052.2220339317957
2010-11-24,1062.932719906384
2010-11-25,1066.131075297567
2010-11-26,1065.6987328041018
2010-11-29,1066.3137051404467
2010-11-30,1064.7056535905742
2010-12-01,1082.193204435848
2010-12-02,1093.4758105384772
2010-12-03,1085.6349766695455
2010-12-06,1090.7304809157235
2010-12-07,1090.5090456697721
2010-12-08,1099.5123774976687
2010-12-09,1108.2294315981803
2010-12-10,1108.7263222280642
2010-12-13,1104.0698088483753
2010-12-14,1106.9555827979975
2010-12-15,1103.182569136863
2010-12-16,1113.8444333212935
2010-12-17,1114.197466376835
2010-12-20,1120.46638240989
2010-12-21,1129.0426746897558
2010-12-22,1134.7131589841104
2010-12-23,1137.3046159749542
2010-12-24,1133.5296145911923
2010-12-27,1129.187080757898
2010-12-28,1133.4875477188205
2010-12-29,1136.6005250269334
2010-12-30,1121.9403330716166
2010-12-31,1114.6099945828494
2011-01-03,1125.912248105431
2011-01-04,1133.499201349672
2011-01-05,1143.6356706370675
2011-01-06,1152.6279133260716
2011-01-07,1154.9631734812326
2011-01-10,1152.233313293258
2011-01-11,1159.1274691418766
2011-01-12,1165.1623956630906
2011-01-13,1150.8323373981038
2011-01-14,1151.7176767420654
2011-01-17,1156.1015940134266
2011-01-18,1156.1596468557425
2011-01-19,1142.6759922776594
2011-01-20,1138.8755543872462
2011-01-21,1132.8345153392438
2011-01-24,1133.5612123477417
2011-01-25,1132.3325866002733
2011-01-26,1135.7290766917145
2011-01-27,1136.4587584456256
2011-01-28,1129.8382173022437
2011-01-31,1127.4976288589185
2011-02-01,1140.862806122635
2011-02-02,1142.6739643007534
2011-02-03,1153.396982368318
2011-02-04,1161.186913369606
2011-02-07,1169.2016888165917
2011-02-08,1165.9882740897701
2011-02-09,1158.774073480337
2011-02-10,1162.6458555686327
2011-02-11,1168.4642492228695
2011-02-14,1179.0925689659396
2011-02-15,1175.4636481269124
2011-02-16,1183.4124459669235
2011-02-17,1186.242557900494
2011-02-18,1184.3232336189692
2011-02-21,1176.1247345687714
2011-02-22,1157.8449839383138
