Date,EMU VALUE WEIGHTED
1999-08-18,1121.37570079057
1999-08-19,1109.666612240122
1999-08-20,1121.809079353458
1999-08-23,1131.7582554185046
1999-08-24,1136.9358745666334
1999-08-25,1152.2116556038602
1999-08-26,1151.4995844872935
1999-08-27,1153.3561796275067
1999-08-30,1150.1436880345345
1999-08-31,1128.4455075386854
1999-09-01,1136.849172115122
1999-09-02,1117.5927308292244
1999-09-03,1141.3357941248387
1999-09-06,1149.2788846167914
1999-09-07,1147.2363645378928
1999-09-08,1146.755610874319
1999-09-09,1156.2014818273353
1999-09-10,1164.8834812108491
1999-09-13,1156.979645881903
1999-09-14,1151.144174665801
1999-09-15,1146.3855004171744
1999-09-16,1137.0130254670955
1999-09-17,1135.0808683107446
1999-09-20,1141.2099732260667
1999-09-21,1125.95736930196
1999-09-22,1119.9771309075597
1999-09-23,1124.324065418493
1999-09-24,1109.5025398210566
1999-09-27,1120.2657646417656
1999-09-28,1107.5881762595918
1999-09-29,1102.826447861165
1999-09-30,1105.6192993840962
1999-10-01,1100.7886074937107
1999-10-04,1114.5222409199964
1999-10-05,1121.4347863013656
1999-10-06,1125.9552197123476
1999-10-07,1133.3209157207166
1999-10-08,1129.3068927735808
1999-10-11,1128.8018559729592
1999-10-12,1119.729403977281
1999-10-13,1111.4381951367704
1999-10-14,1105.662149994164
1999-10-15,1089.8512232284277
1999-10-18,1080.207358715444
1999-10-19,1100.7640146210704
1999-10-20,1102.0427175585207
1999-10-21,1100.0751805538262
1999-10-22,1119.0350321287538
1999-10-25,1113.7981814503632
1999-10-26,1123.421323923393
1999-10-27,1120.9412069353289
1999-10-28,1140.9263628310919
1999-10-29,1156.4900418297264
1999-11-01,1155.7118536681774
1999-11-02,1157.3982693167964
1999-11-03,1163.3998769721022
1999-11-04,1172.9711238633472
1999-11-05,1173.983567518336
1999-11-08,1174.3847184012131
1999-11-09,1178.1504780349424
1999-11-10,1186.7808717475896
1999-11-11,1198.3454483897658
1999-11-12,1195.4973993582937
1999-11-15,1206.6937203786538
1999-11-16,1215.0079082112102
1999-11-17,1215.5106446699506
1999-11-18,1227.7361468818788
1999-11-19,1228.427633378316
1999-11-22,1209.2529110299988
1999-11-23,1210.1600670058765
1999-11-24,1209.862397896861
1999-11-25,1233.267397727441
1999-11-26,1236.4865060954928
1999-11-29,1232.1749612929589
1999-11-30,1222.4384855487683
1999-12-01,1230.0336444636287
1999-12-02,1232.6315144979226
1999-12-03,1253.2252823629344
1999-12-06,1250.645948830497
1999-12-07,1253.4121737262046
1999-12-08,1247.3489313005912
1999-12-09,1252.2644722583498
1999-12-10,1249.1205956894592
1999-12-13,1257.4427640169624
1999-12-14,1264.5794524873604
1999-12-15,1267.7089856992388
1999-12-16,1282.4642777016531
1999-12-17,1281.9183612699576
1999-12-20,1285.8423523456581
1999-12-21,1282.8984532927302
1999-12-22,1297.8681906013019
1999-12-23,1323.7367571236953
1999-12-24,1331.2524907559932
1999-12-27,1331.8956051240766
1999-12-28,1334.2081699509142
1999-12-29,1339.873557379758
1999-12-30,1354.1108910502217
1999-12-31,1354.1108910502217
2000-01-03,1337.9822534387695
2000-01-04,1298.8086008542823
2000-01-05,1280.9030981656167
2000-01-06,1280.0884284621206
2000-01-07,1311.620351102992
2000-01-10,1324.2883716506667
2000-01-11,1313.9294436333116
2000-01-12,1307.994658734338
2000-01-13,1314.8306206860702
2000-01-14,1335.8499413906943
2000-01-17,1338.0746031128122
2000-01-18,1311.1634864033053
2000-01-19,1309.8160474826634
2000-01-20,1309.8355571632753
2000-01-21,1299.3666267919016
2000-01-24,1296.4506686527839
2000-01-25,1275.7037943805349
2000-01-26,1281.738718016558
2000-01-27,1294.5082654156188
2000-01-28,1291.6730048019876
2000-01-31,1263.3798096253963
2000-02-01,1282.925195354921
2000-02-02,1302.2050204568416
2000-02-03,1329.1069318148252
2000-02-04,1339.077737780296
2000-02-07,1325.4791459069406
2000-02-08,1351.1348145431623
2000-02-09,1348.350924672698
2000-02-10,1347.4117318963677
2000-02-11,1349.8682857850943
2000-02-14,1348.463836216348
2000-02-15,1329.2198552339707
2000-02-16,1339.7294064797486
2000-02-17,1350.7406389545806
2000-02-18,1341.474228759596
2000-02-21,1329.318625514697
2000-02-22,1330.2396044050656
2000-02-23,1344.0457343344146
2000-02-24,1339.6476244913904
2000-02-25,1355.863384453334
2000-02-28,1342.7428882118893
2000-02-29,1357.8791042560665
2000-03-01,1366.1630591622245
2000-03-02,1392.053192952469
2000-03-03,1394.9972864695444
2000-03-06,1401.427452222754
2000-03-07,1387.8832843536695
2000-03-08,1380.5312085469288
2000-03-09,1375.9615675680395
2000-03-10,1376.0515950636373
2000-03-13,1348.7211183587365
2000-03-14,1352.534807773436
2000-03-15,1329.2185886744428
2000-03-16,1365.1781557301842
2000-03-17,1370.5475982334572
2000-03-20,1375.4337412473456
2000-03-21,1377.0718398588563
2000-03-22,1374.730302406317
2000-03-23,1364.7504788663775
2000-03-24,1388.555854583336
2000-03-27,1388.8037975068703
2000-03-28,1397.256598450334
2000-03-29,1393.5872349464928
2000-03-30,1369.7007972949536
2000-03-31,1372.1847358093917
2000-04-03,1352.2292799419672
2000-04-04,1373.0488933586917
2000-04-05,1346.2926865697975
2000-04-06,1364.332078448121
2000-04-07,1374.5056894273016
2000-04-10,1376.352141407927
2000-04-11,1363.4422755251003
2000-04-12,1366.0249098899274
2000-04-13,1369.7747454962064
2000-04-14,1340.8957263742116
2000-04-17,1326.6670627298774
2000-04-18,1336.4549291175742
2000-04-19,1336.4102998520657
2000-04-20,1345.754584453197
2000-04-21,1345.754584453197
2000-04-24,1345.7545844531965
2000-04-25,1363.010621513408
2000-04-26,1374.6449604994305
2000-04-27,1353.6543962119981
2000-04-28,1375.566350824686
2000-05-01,1376.65400887509
2000-05-02,1398.4751517828047
2000-05-03,1382.468644673204
2000-05-04,1386.4994208850192
2000-05-05,1398.627053834654
2000-05-08,1391.1424310648745
2000-05-09,1377.9447269124466
2000-05-10,1364.9432033832545
2000-05-11,1381.652789707131
2000-05-12,1391.868558982546
2000-05-15,1385.8717707836324
2000-05-16,1411.1334017012841
2000-05-17,1390.6071846052043
2000-05-18,1395.1643742485844
2000-05-19,1363.6020510919245
2000-05-22,1348.825549932865
2000-05-23,1355.7186542203372
2000-05-24,1339.8001719749243
2000-05-25,1355.8199508390487
2000-05-26,1350.1195676665218
2000-05-29,1364.1022043412383
2000-05-30,1374.709128369226
2000-05-31,1378.7517426311038
2000-06-01,1394.8050386564255
2000-06-02,1414.2805460269137
2000-06-05,1411.7058466077467
2000-06-06,1405.1668560705425
2000-06-07,1402.0571479908976
2000-06-08,1399.3057160398798
2000-06-09,1402.247105360235
2000-06-12,1400.939712237534
2000-06-13,1404.2918769518985
2000-06-14,1414.7727706901799
2000-06-15,1406.9857929557904
2000-06-16,1391.7354590312648
2000-06-19,1390.8157998746135
2000-06-20,1391.3640343124605
2000-06-21,1377.7334327244246
2000-06-22,1374.1759615523035
2000-06-23,1375.0391826446858
2000-06-26,1380.3346527638573
2000-06-27,1378.25821825315
2000-06-28,1386.6066396521792
2000-06-29,1362.7106964472678
2000-06-30,1375.0620159155565
2000-07-03,1387.4203573169186
2000-07-04,1392.0037920729537
2000-07-05,1389.5352079736942
2000-07-06,1387.6052536695602
2000-07-07,1406.08067396646
2000-07-10,1406.3757125515506
2000-07-11,1404.125854090393
2000-07-12,1410.4181836990197
2000-07-13,1414.7366517271853
2000-07-14,1418.7840905541152
2000-07-17,1423.3112264092583
2000-07-18,1419.5361509853733
2000-07-19,1420.4577829254622
2000-07-20,1429.417819311826
2000-07-21,1416.821479868268
2000-07-24,1417.7675453031532
2000-07-25,1414.157985273152
2000-07-26,1416.4447036527054
2000-07-27,1403.5918335070219
2000-07-28,1399.6836134508321
2000-07-31,1410.187795082443
2000-08-01,1408.5237539460184
2000-08-02,1414.8385569512022
2000-08-03,1401.0284306162448
2000-08-04,1408.855490603435
2000-08-07,1424.9727976497904
2000-08-08,1428.138811522579
2000-08-09,1438.7203072347002
2000-08-10,1442.5676998337844
2000-08-11,1444.6693137562313
2000-08-14,1452.2524710009977
2000-08-15,1453.1429552013137
2000-08-16,1458.8924699427962
2000-08-17,1450.9198925953642
2000-08-18,1446.6820254297938
2000-08-21,1448.0661638681668
2000-08-22,1448.7497452960104
2000-08-23,1451.9021023034802
2000-08-24,1442.2535924687397
2000-08-25,1449.3304710730658
2000-08-28,1454.2625544674568
2000-08-29,1449.6493394950974
2000-08-30,1441.915820124509
2000-08-31,1438.7354738400034
2000-09-01,1455.5071384748971
2000-09-04,1468.1014304192413
2000-09-05,1461.0366051857402
2000-09-06,1460.9540010314468
2000-09-07,1466.4731271880771
2000-09-08,1451.6541168061738
2000-09-11,1454.67553879193
2000-09-12,1447.5904516870014
2000-09-13,1431.7121471611406
2000-09-14,1436.5770017320497
2000-09-15,1434.2661062008824
2000-09-18,1417.0680677346013
2000-09-19,1413.7050584276858
2000-09-20,1396.4900760802254
2000-09-21,1376.8745031857898
2000-09-22,1385.160297382095
2000-09-25,1388.910092677026
2000-09-26,1383.5457454371867
2000-09-27,1389.486540293501
2000-09-28,1390.401332876897
2000-09-29,1389.1330408101642
2000-10-02,1404.077955491365
2000-10-03,1408.0470465035755
2000-10-04,1402.5964158321942
2000-10-05,1411.9715940415886
2000-10-06,1406.3550653402647
2000-10-09,1385.9804003674656
2000-10-10,1392.823909035683
2000-10-11,1367.9251961851876
2000-10-12,1363.9239064976189
2000-10-13,1372.0166585381824
2000-10-16,1371.6303065242262
2000-10-17,1366.730973786785
2000-10-18,1350.6208985998967
2000-10-19,1375.6535489897494
2000-10-20,1382.913856697484
2000-10-23,1385.4222468692756
2000-10-24,1408.9672083750563
2000-10-25,1402.8955420795191
2000-10-26,1398.4524534368381
2000-10-27,1408.9741611501827
2000-10-30,1416.8139672241814
2000-10-31,1440.3737052949398
2000-11-01,1447.3607068568726
2000-11-02,1449.0249019453463
2000-11-03,1453.0772043909903
2000-11-06,1454.296997870157
2000-11-07,1454.9264790225614
2000-11-08,1451.1738503138442
2000-11-09,1443.7233338660521
2000-11-10,1430.5298878369622
2000-11-13,1411.94108626355
2000-11-14,1443.2524318380993
2000-11-15,1445.2197763984711
2000-11-16,1437.4645395905143
2000-11-17,1428.9741630929127
2000-11-20,1405.5789999957804
2000-11-21,1413.283481388066
2000-11-22,1388.4944556220255
2000-11-23,1398.3156097881727
2000-11-24,1413.0312913093273
2000-11-27,1414.8492319782995
2000-11-28,1408.3169987308347
2000-11-29,1408.9540678932267
2000-11-30,1380.5702103396422
2000-12-01,1396.2291565191433
2000-12-04,1371.9392183214054
2000-12-05,1408.2037198038906
2000-12-06,1405.0470440809604
2000-12-07,1401.1824584805427
2000-12-08,1404.2763340487224
2000-12-11,1422.860059733196
2000-12-12,1418.785117944966
2000-12-13,1405.306992112872
2000-12-14,1384.7219726734384
2000-12-15,1364.1073853754822
2000-12-18,1371.0274881618375
2000-12-19,1386.5581805583063
2000-12-20,1350.2980433710502
2000-12-21,1344.8546029461845
2000-12-22,1352.8955826824254
2000-12-25,1352.8955826824254
2000-12-26,1352.8955826824254
2000-12-27,1366.8514035155865
2000-12-28,1376.8450710147458
2000-12-29,1381.082927562862
2001-01-01,1381.082927562862
2001-01-02,1369.164521241361
2001-01-03,1365.7646231765943
2001-01-04,1389.144790902525
2001-01-05,1387.5540196631994
2001-01-08,1383.3700712037326
2001-01-09,1376.4616513290323
2001-01-10,1367.372221297395
2001-01-11,1382.304245351187
2001-01-12,1394.1691099458953
2001-01-15,1398.974923359983
2001-01-16,1385.290663526594
2001-01-17,1409.3835727086869
2001-01-18,1404.9075772183223
2001-01-19,1401.1388318107515
2001-01-22,1408.7917924943754
2001-01-23,1409.2446395814104
2001-01-24,1415.850106675624
2001-01-25,1422.3898273132463
2001-01-26,1419.1444211275634
2001-01-29,1419.5690475737015
2001-01-30,1418.492279560549
2001-01-31,1430.2980754794257
2001-02-01,1418.4216359098607
2001-02-02,1407.2538630982856
2001-02-05,1407.0971544740946
2001-02-06,1417.9226848431256
2001-02-07,1403.2628130685152
2001-02-08,1412.3568320421778
2001-02-09,1397.2029108108316
2001-02-12,1407.531367417421
2001-02-13,1409.3127929916702
2001-02-14,1397.3072843166233
2001-02-15,1404.9935280411628
2001-02-16,1386.7988081613878
2001-02-19,1388.2474564065453
2001-02-20,1384.7127028256632
2001-02-21,1372.0814296605804
2001-02-22,1356.550427147941
2001-02-23,1334.7256576866362
2001-02-26,1350.4175899067354
2001-02-27,1356.4670307745923
2001-02-28,1355.0907525196542
2001-03-01,1343.5635837844077
2001-03-02,1343.2183885654347
2001-03-05,1352.281920191611
2001-03-06,1367.0386261804317
2001-03-07,1372.3828073049438
2001-03-08,1367.655766765629
2001-03-09,1360.8497101092435
2001-03-12,1334.9698477841607
2001-03-13,1317.1462963508764
2001-03-14,1290.2295504301437
2001-03-15,1304.3704432720033
2001-03-16,1278.8839179868187
2001-03-19,1267.9582299905403
2001-03-20,1283.16547208065
2001-03-21,1256.2277092909867
2001-03-22,1202.041879563139
2001-03-23,1226.689119336309
2001-03-26,1265.1077009990445
2001-03-27,1294.9539483913775
2001-03-28,1281.856331456793
2001-03-29,1290.0057530448644
2001-03-30,1296.654196919231
2001-04-02,1297.12088142427
2001-04-03,1259.3928861845777
2001-04-04,1264.018191181701
2001-04-05,1288.8479612606466
2001-04-06,1284.6571983361086
2001-04-09,1300.9360865629549
2001-04-10,1328.3215429554082
2001-04-11,1331.711950590091
2001-04-12,1334.9552981149886
2001-04-13,1334.9552981149886
2001-04-16,1334.9552981149886
2001-04-17,1326.4494467604018
2001-04-18,1358.346360266096
2001-04-19,1354.8476463235024
2001-04-20,1345.4313738069816
2001-04-23,1334.1913277852718
2001-04-24,1346.313755478176
2001-04-25,1343.4328221234068
2001-04-26,1353.30612832662
2001-04-27,1366.2372512074949
2001-04-30,1379.6181640540358
2001-05-01,1380.256708546802
2001-05-02,1375.1594788384364
2001-05-03,1353.0848831692108
2001-05-04,1352.5991653008873
2001-05-07,1357.3808563781963
2001-05-08,1358.0984497591287
2001-05-09,1352.453401489107
2001-05-10,1374.5877624713999
2001-05-11,1371.9627037789644
2001-05-14,1363.3422167711215
2001-05-15,1369.1170734493999
2001-05-16,1368.99713177047
2001-05-17,1381.9805776745025
2001-05-18,1391.0106423516536
2001-05-21,1394.364226631537
2001-05-22,1400.6440015565154
2001-05-23,1391.343205239876
2001-05-24,1396.8647002364066
2001-05-25,1384.9512498540507
2001-05-28,1389.3528286616174
2001-05-29,1377.5022591994264
2001-05-30,1363.4795632669957
2001-05-31,1368.8679785952106
2001-06-01,1363.47645232657
2001-06-04,1368.4282679679795
2001-06-05,1383.0456054888314
2001-06-06,1378.8768898094113
2001-06-07,1373.8588545677549
2001-06-08,1374.7763482648609
2001-06-11,1367.3330988425967
2001-06-12,1342.6290335323938
2001-06-13,1351.2102408286637
2001-06-14,1336.6086558548448
2001-06-15,1319.7602155140755
2001-06-18,1305.5223539890585
2001-06-19,1310.2428862542472
2001-06-20,1301.3593028925532
2001-06-21,1299.3411266468395
2001-06-22,1309.6590316216138
2001-06-25,1313.2573050979995
2001-06-26,1296.0456595110222
2001-06-27,1291.7588631750145
2001-06-28,1305.235247855984
2001-06-29,1323.1765596136142
2001-07-02,1340.3382065838289
2001-07-03,1330.215210305681
2001-07-04,1325.1894373151845
2001-07-05,1321.4917136477352
2001-07-06,1293.6766118271817
2001-07-09,1293.4890494570645
2001-07-10,1285.1977763884056
2001-07-11,1273.9157753643499
2001-07-12,1280.4464461678206
2001-07-13,1290.3001044371624
2001-07-16,1283.56642099723
2001-07-17,1278.5704475974692
2001-07-18,1259.821931738258
2001-07-19,1275.9351055006794
2001-07-20,1268.167001700804
2001-07-23,1274.2994538626888
2001-07-24,1262.0604742277058
2001-07-25,1243.151509272179
2001-07-26,1254.597868869204
2001-07-27,1271.8269305775293
2001-07-30,1284.440856832264
2001-07-31,1296.0776544188598
2001-08-01,1297.6252035782222
2001-08-02,1290.540286655482
2001-08-03,1280.7287880620956
2001-08-06,1285.0733052259177
2001-08-07,1287.159401448078
2001-08-08,1272.24111324144
2001-08-09,1252.0646159789615
2001-08-10,1240.484575913388
2001-08-13,1250.9132662287436
2001-08-14,1262.684886009775
2001-08-15,1254.5073997510206
2001-08-16,1243.3630749860606
2001-08-17,1218.1957672505796
2001-08-20,1218.067672337871
2001-08-21,1224.219719953242
2001-08-22,1226.0037818295061
2001-08-23,1233.5105251369578
2001-08-24,1251.8083713503074
2001-08-27,1253.446151706674
2001-08-28,1236.464663398117
2001-08-29,1238.0248553385727
2001-08-30,1213.3072921641958
2001-08-31,1213.8592338050673
2001-09-03,1198.7687986835992
2001-09-04,1211.193428736538
2001-09-05,1189.0923098127303
2001-09-06,1164.566567453013
2001-09-07,1138.0145416268779
2001-09-10,1124.6698102743574
2001-09-11,1054.5362023583657
2001-09-12,1056.8695393186404
2001-09-13,1061.502462402953
2001-09-14,1002.4330462671738
2001-09-17,1022.0720323626166
2001-09-18,1012.3301175183526
2001-09-19,986.1568843925374
2001-09-20,937.9319128214181
2001-09-21,914.008567791856
2001-09-24,966.545928601092
2001-09-25,975.2548567171767
2001-09-26,993.144728643371
2001-09-27,1006.6827532040736
2001-09-28,1034.8592624818918
2001-10-01,1018.4905491855876
2001-10-02,1033.3569268152653
2001-10-03,1035.7420631079403
2001-10-04,1069.6077723498395
2001-10-05,1056.810376029057
2001-10-08,1057.9905073504046
2001-10-09,1057.4673429876993
2001-10-10,1087.0117803796459
2001-10-11,1101.553638549021
2001-10-12,1096.691564657855
2001-10-15,1069.7809949007678
2001-10-16,1084.9932938888003
2001-10-17,1102.7121250780397
2001-10-18,1086.522478270963
2001-10-19,1068.8198398944842
2001-10-22,1087.8363445697898
2001-10-23,1116.0770792857504
2001-10-24,1125.5050924180116
2001-10-25,1103.1597869820278
2001-10-26,1127.2171507061491
2001-10-29,1105.1398491457128
2001-10-30,1075.585427938343
2001-10-31,1090.7017765729624
2001-11-01,1098.43053076938
2001-11-02,1094.4884697103469
2001-11-05,1122.1318768683723
2001-11-06,1116.5876418338376
2001-11-07,1132.4112584158452
2001-11-08,1156.437371630938
2001-11-09,1141.7467334118155
2001-11-12,1117.0327998110502
2001-11-13,1153.3988920737106
2001-11-14,1155.7807309898146
2001-11-15,1161.1360577838254
2001-11-16,1171.8939746257752
2001-11-19,1193.135693484174
2001-11-20,1179.7273214702714
2001-11-21,1174.61267774777
2001-11-22,1184.3684416052147
2001-11-23,1189.0730589434254
2001-11-26,1183.9658443509388
2001-11-27,1167.2812231862017
2001-11-28,1151.9543366969194
2001-11-29,1152.0020807986155
2001-11-30,1160.0775292508206
2001-12-03,1156.1123674035637
2001-12-04,1166.9014846161388
2001-12-05,1207.213482273413
2001-12-06,1210.4555451195813
2001-12-07,1201.5866315196456
2001-12-10,1182.1642077164572
2001-12-11,1184.0179463022164
2001-12-12,1168.315102182793
2001-12-13,1144.6102456369968
2001-12-14,1135.3050811319529
2001-12-17,1166.7934531714936
2001-12-18,1163.9518520628856
2001-12-19,1156.1618761954383
2001-12-20,1144.8473130582904
2001-12-21,1165.9605777469985
2001-12-24,1166.7006402654974
2001-12-25,1166.7006402654974
2001-12-26,1166.7006402654974
2001-12-27,1189.6938522923276
2001-12-28,1198.0760483175413
2001-12-31,1198.1910090906922
2002-01-01,1198.1910090906922
2002-01-02,1188.958078803897
2002-01-03,1211.81939251511
2002-01-04,1214.03502307726
2002-01-07,1197.5083045655126
2002-01-08,1193.634593662036
2002-01-09,1195.8025715044143
2002-01-10,1178.6542203570805
2002-01-11,1186.2405417593343
2002-01-14,1158.3924099479568
2002-01-15,1168.822293238793
2002-01-16,1151.7248154464542
2002-01-17,1173.7755129400603
2002-01-18,1172.1331519936566
2002-01-21,1162.269406002374
2002-01-22,1165.6406670217848
2002-01-23,1174.559319144024
2002-01-24,1186.942341109395
2002-01-25,1186.3918661459916
2002-01-28,1198.632384275141
2002-01-29,1184.1498804215141
2002-01-30,1169.0262999971806
2002-01-31,1181.076441921199
2002-02-01,1184.0404797460765
2002-02-04,1166.081636293548
2002-02-05,1144.7953388018552
2002-02-06,1127.4263223162886
2002-02-07,1134.9184043296907
2002-02-08,1133.9011921474666
2002-02-11,1144.9296855550924
2002-02-12,1141.4774387369428
2002-02-13,1150.6425258934307
2002-02-14,1163.0238460793273
2002-02-15,1148.1747220561301
2002-02-18,1142.9536061405054
2002-02-19,1118.1480985832768
2002-02-20,1116.0712922279681
2002-02-21,1130.918305505897
2002-02-22,1116.8088321364319
2002-02-25,1134.0605443068998
2002-02-26,1144.6371288710318
2002-02-27,1164.060656758301
2002-02-28,1172.4986637694121
2002-03-01,1182.5970848074885
2002-03-04,1213.705782260428
2002-03-05,1208.9403838017508
2002-03-06,1212.852920005135
2002-03-07,1218.2789067701744
2002-03-08,1226.6916980662697
2002-03-11,1223.2958653119497
2002-03-12,1213.5954267623158
2002-03-13,1209.564569025647
2002-03-14,1213.174326065795
2002-03-15,1228.1137662524677
2002-03-18,1235.1047224142387
2002-03-19,1243.5062114389445
2002-03-20,1231.2246724850484
2002-03-21,1226.4877815578213
2002-03-22,1233.9872418149919
2002-03-25,1224.665469153587
2002-03-26,1231.626302004087
2002-03-27,1229.7546057001778
2002-03-28,1244.8517151986423
2002-03-29,1244.8517151986423
2002-04-01,1244.8517151986423
2002-04-02,1234.6699920734702
2002-04-03,1233.5907595881013
2002-04-04,1219.227638174933
2002-04-05,1217.073924943855
2002-04-08,1197.4456032835228
2002-04-09,1201.3544510520958
2002-04-10,1214.3907966641182
2002-04-11,1198.1885070002556
2002-04-12,1203.1926343822824
2002-04-15,1213.3213143848989
2002-04-16,1238.8202697352096
2002-04-17,1239.4423386813678
2002-04-18,1233.3550385440371
2002-04-19,1237.7342808084993
2002-04-22,1227.349760217176
2002-04-23,1224.9796040512267
2002-04-24,1217.1687098136802
2002-04-25,1197.420583142518
2002-04-26,1194.085361861249
2002-04-29,1190.6856734820717
2002-04-30,1198.4814103211218
2002-05-01,1198.324962652015
2002-05-02,1188.8045270960386
2002-05-03,1178.2126029580484
2002-05-06,1174.2250324830911
2002-05-07,1165.1189402862938
2002-05-08,1192.0677082083598
2002-05-09,1187.2536049927892
2002-05-10,1173.0022922220046
2002-05-13,1186.0101556944333
2002-05-14,1204.5743349203487
2002-05-15,1208.303367931284
2002-05-16,1204.5484931369174
2002-05-17,1203.965866467383
2002-05-20,1195.4936968033587
2002-05-21,1193.8627347966687
2002-05-22,1183.0625469144197
2002-05-23,1184.4542351305106
2002-05-24,1186.2160399455254
