Date,WORLD ex USA VALUE WEIGHTED
2000-10-27,1574.9901137842005
2000-10-30,1575.3253215961536
2000-10-31,1587.4061229091294
2000-11-01,1592.9515308630762
2000-11-02,1595.3485636031876
2000-11-03,1599.3264265406597
2000-11-06,1608.8098588001073
2000-11-07,1608.2966948931298
2000-11-08,1607.8300673128358
2000-11-09,1592.4860781231946
2000-11-10,1576.9015766672921
2000-11-13,1562.4287135074378
2000-11-14,1578.2007124322108
2000-11-15,1576.8880986196264
2000-11-16,1570.1900282041172
2000-11-17,1569.50875341997
2000-11-20,1558.7316266999042
2000-11-21,1558.291934545641
2000-11-22,1541.0154537058447
2000-11-23,1545.61977779181
2000-11-24,1555.652156082802
2000-11-27,1561.7875391229118
2000-11-28,1549.9173471515928
2000-11-29,1534.403789410926
2000-11-30,1517.3811928304128
2000-12-01,1534.3896732290314
2000-12-04,1513.2701031488477
2000-12-05,1530.9733850953824
2000-12-06,1533.6879655544865
2000-12-07,1518.9129580193228
2000-12-08,1526.7310287412265
2000-12-11,1562.4947186998008
2000-12-12,1559.4041736809113
2000-12-13,1554.2539771285878
2000-12-14,1526.712087418664
2000-12-15,1496.0976981359229
2000-12-18,1503.8348244110348
2000-12-19,1509.3679130433402
2000-12-20,1471.3450518208367
2000-12-21,1453.785925768896
2000-12-22,1447.9743441521678
2000-12-25,1459.634951728657
2000-12-26,1452.8046793149426
2000-12-27,1462.9576514420912
2000-12-28,1470.841639643675
2000-12-29,1465.5768878317526
2001-01-01,1465.5768878317526
2001-01-02,1449.560320778729
2001-01-03,1445.845277600158
2001-01-04,1461.1688230223963
2001-01-05,1456.7011252140646
2001-01-08,1454.9369803520267
2001-01-09,1447.2287466697426
2001-01-10,1437.805949388069
2001-01-11,1427.6703652120925
2001-01-12,1431.1598510833037
2001-01-15,1437.4634144943468
2001-01-16,1435.83676637977
2001-01-17,1463.2278957123124
2001-01-18,1453.7713377351422
2001-01-19,1463.2446728045795
2001-01-22,1467.340131304571
2001-01-23,1464.781519480446
2001-01-24,1477.7848560089224
2001-01-25,1486.9581128211794
2001-01-26,1483.039468069707
2001-01-29,1491.3612215021105
2001-01-30,1488.9156973607803
2001-01-31,1489.7917123684094
2001-02-01,1481.8864968438802
2001-02-02,1477.6862437440564
2001-02-05,1467.8672173845894
2001-02-06,1477.2770501647265
2001-02-07,1466.82056620387
2001-02-08,1473.2777611973163
2001-02-09,1459.0491388286084
2001-02-12,1461.3506277427266
2001-02-13,1469.0164029493926
2001-02-14,1467.1586480498702
2001-02-15,1486.4439987362484
2001-02-16,1458.2396531387105
2001-02-19,1448.8120334160153
2001-02-20,1455.856257579519
2001-02-21,1439.757455568668
2001-02-22,1442.3087748452701
2001-02-23,1434.9374038744916
2001-02-26,1442.9285376856667
2001-02-27,1437.6913835012
2001-02-28,1430.28151968399
2001-03-01,1413.6312455594752
2001-03-02,1395.0191910755866
2001-03-05,1407.9631846921627
2001-03-06,1423.6775203074988
2001-03-07,1427.470349776222
2001-03-08,1423.7826965620015
2001-03-09,1416.1960535723179
2001-03-12,1387.1254773742155
2001-03-13,1373.1053520526264
2001-03-14,1353.025655792906
2001-03-15,1374.3641434817002
2001-03-16,1357.3416809695623
2001-03-19,1353.7440329992037
2001-03-20,1357.5034633368732
2001-03-21,1363.5552991157176
2001-03-22,1326.5886701595728
2001-03-23,1345.606506403714
2001-03-26,1385.702885376786
2001-03-27,1400.078241619338
2001-03-28,1402.5883722293622
2001-03-29,1394.7016056392515
2001-03-30,1390.25683581217
2001-04-02,1381.9361896144926
2001-04-03,1365.0338969998286
2001-04-04,1361.1806583371274
2001-04-05,1388.3024247331275
2001-04-06,1385.1633363777905
2001-04-09,1383.8919406262705
2001-04-10,1409.2395400977734
2001-04-11,1423.2239928620793
2001-04-12,1424.4256752861331
2001-04-13,1422.5567991500277
2001-04-16,1426.3783695678042
2001-04-17,1425.4127187512408
2001-04-18,1466.4525964801383
2001-04-19,1462.0909763697139
2001-04-20,1445.022877780587
2001-04-23,1442.3617375817312
2001-04-24,1447.7998251459305
2001-04-25,1447.3633518965792
2001-04-26,1453.1812670671216
2001-04-27,1470.071312474114
2001-04-30,1482.4343785695844
2001-05-01,1494.4602733258225
2001-05-02,1495.9164074300522
2001-05-03,1482.4726098423187
2001-05-04,1485.4712531352438
2001-05-07,1494.6337527883493
2001-05-08,1489.0730683590627
2001-05-09,1480.9527468620875
2001-05-10,1494.265273780389
2001-05-11,1498.4039056970148
2001-05-14,1478.756586023328
2001-05-15,1487.3814438062232
2001-05-16,1480.2056346111156
2001-05-17,1499.4312746485966
2001-05-18,1503.6612564720897
2001-05-21,1517.9360339314012
2001-05-22,1528.8929259256795
2001-05-23,1534.163756599951
2001-05-24,1535.651947651659
2001-05-25,1529.157790530471
2001-05-28,1522.9191579643418
2001-05-29,1526.941502161104
2001-05-30,1506.336809018044
2001-05-31,1516.7207628613403
2001-06-01,1516.0264740297134
2001-06-04,1519.598326742296
2001-06-05,1524.6420332739783
2001-06-06,1519.3081891381644
2001-06-07,1517.5856649465143
2001-06-08,1516.9936703211647
2001-06-11,1507.9165945861157
2001-06-12,1478.1601230899644
2001-06-13,1482.7069400302921
2001-06-14,1465.9430190652577
2001-06-15,1448.7929200808449
2001-06-18,1437.1408412880364
2001-06-19,1441.98278371536
2001-06-20,1440.4126641857029
2001-06-21,1444.736647998958
2001-06-22,1452.9261375705494
2001-06-25,1445.752410244605
2001-06-26,1433.4664610875504
2001-06-27,1431.4981750808004
2001-06-28,1445.5459888259375
2001-06-29,1463.002283328585
2001-07-02,1474.4874520936237
2001-07-03,1467.3142824858644
2001-07-04,1460.1168132646155
2001-07-05,1456.4694125559947
2001-07-06,1421.698097597307
2001-07-09,1415.531289740478
2001-07-10,1410.1049182360289
2001-07-11,1393.629782067435
2001-07-12,1416.186846437957
2001-07-13,1420.0247464568374
2001-07-16,1411.077351351777
2001-07-17,1402.8441560717022
2001-07-18,1374.6544834321942
2001-07-19,1386.7254092204296
2001-07-20,1379.9996813319733
2001-07-23,1373.9933662678088
2001-07-24,1361.3213710491675
2001-07-25,1351.4079435458004
2001-07-26,1357.001395033144
2001-07-27,1373.4911053323171
2001-07-30,1372.6207287357804
2001-07-31,1391.507200630153
2001-08-01,1395.4035190653506
2001-08-02,1403.3581467401261
2001-08-03,1389.897800680926
2001-08-06,1393.2370558748146
2001-08-07,1400.9961379909666
2001-08-08,1390.2357443346787
2001-08-09,1358.5282322991377
2001-08-10,1350.5894801238762
2001-08-13,1347.0655829775496
2001-08-14,1368.5247576469599
2001-08-15,1361.5722500127383
2001-08-16,1348.27883573555
2001-08-17,1331.7203494296803
2001-08-20,1328.7987698354634
2001-08-21,1338.7957793737164
2001-08-22,1337.3444990050089
2001-08-23,1340.228236766315
2001-08-24,1351.5610262885248
2001-08-27,1357.461000095407
2001-08-28,1345.753234590921
2001-08-29,1339.1400982660193
2001-08-30,1317.8678552486895
2001-08-31,1317.2107706000013
2001-09-03,1301.1751931939689
2001-09-04,1328.5509953570631
2001-09-05,1312.8559451829847
2001-09-06,1290.3905713215338
2001-09-07,1259.6722569129402
2001-09-10,1242.6775339118028
2001-09-11,1194.6722553453253
2001-09-12,1175.8367191096067
2001-09-13,1187.257293801692
2001-09-14,1152.727578296564
2001-09-17,1150.4018491669865
2001-09-18,1143.3182918912414
2001-09-19,1127.4310077744512
2001-09-20,1091.714765688921
2001-09-21,1067.3977263385302
2001-09-24,1101.5238482295329
2001-09-25,1110.5446931882332
2001-09-26,1116.2979124943677
2001-09-27,1123.3867232068017
2001-09-28,1160.0591435850997
2001-10-01,1149.2290370459307
2001-10-02,1160.5166494403243
2001-10-03,1156.6802603343258
2001-10-04,1192.8027810995002
2001-10-05,1186.2488966660344
2001-10-08,1184.1990795193929
2001-10-09,1175.528796759039
2001-10-10,1190.8829099858467
2001-10-11,1215.0910900299862
2001-10-12,1214.7247359719763
2001-10-15,1195.948050824436
2001-10-16,1202.7725151126224
2001-10-17,1222.015779301232
2001-10-18,1205.4110898871113
2001-10-19,1195.6011073202696
2001-10-22,1207.9323184507903
2001-10-23,1234.19981829455
2001-10-24,1236.275659496591
2001-10-25,1223.4088528212608
2001-10-26,1239.5525950977817
2001-10-29,1212.0823437835213
2001-10-30,1188.1386567952293
2001-10-31,1198.5729609667894
2001-11-01,1201.937877586942
2001-11-02,1204.5781770616313
2001-11-05,1227.6448908216666
2001-11-06,1232.13634174119
2001-11-07,1229.5412629902025
2001-11-08,1253.0599954935042
2001-11-09,1243.5679064061103
2001-11-12,1224.425537443455
2001-11-13,1249.7924522142544
2001-11-14,1250.3928748061373
2001-11-15,1261.3455615214277
2001-11-16,1265.953527655589
2001-11-19,1286.223802518623
2001-11-20,1274.8452677416774
2001-11-21,1277.1700024000213
2001-11-22,1279.7764547400805
2001-11-23,1278.9388723400089
2001-11-26,1284.1153356174734
2001-11-27,1273.4062128885291
2001-11-28,1254.1551543929006
2001-11-29,1253.7450286735889
2001-11-30,1255.818155170606
2001-12-03,1244.4943466793914
2001-12-04,1251.5747709769998
2001-12-05,1286.481642916767
2001-12-06,1291.3166434276993
2001-12-07,1278.9852687901032
2001-12-10,1258.1851244765046
2001-12-11,1254.2412954253862
2001-12-12,1251.0175297521168
2001-12-13,1226.0232440282905
2001-12-14,1214.488885593717
2001-12-17,1225.0290258626558
2001-12-18,1228.166306264128
2001-12-19,1223.3342819145598
2001-12-20,1222.0527286997526
2001-12-21,1237.4966285121586
2001-12-24,1244.908719702528
2001-12-25,1244.0918425917446
2001-12-26,1241.856270429086
2001-12-27,1255.2949353240597
2001-12-28,1269.9726872503245
2001-12-31,1264.1822850846108
2002-01-01,1264.1822850846108
2002-01-02,1245.3169807199918
2002-01-03,1265.2679654070807
2002-01-04,1281.8950879037473
2002-01-07,1277.7017715665515
2002-01-08,1263.6123812907167
2002-01-09,1262.763173635363
2002-01-10,1247.3719371049635
2002-01-11,1251.1968050562305
2002-01-14,1231.9221698779922
2002-01-15,1233.9335665175909
2002-01-16,1229.3082233221953
2002-01-17,1240.754365435705
2002-01-18,1240.157256524857
2002-01-21,1236.9174091015025
2002-01-22,1229.0489436381658
2002-01-23,1230.153339992637
2002-01-24,1244.836591050482
2002-01-25,1253.0834909757082
2002-01-28,1266.793795265684
2002-01-29,1250.5353253642215
2002-01-30,1235.757334779676
2002-01-31,1248.9062278305412
2002-02-01,1245.3229940899437
2002-02-04,1230.5288317064553
2002-02-05,1209.2318936813815
2002-02-06,1198.1265013005188
2002-02-07,1208.6722114830004
2002-02-08,1210.1217844795221
2002-02-11,1217.736614200765
2002-02-12,1223.438120737402
2002-02-13,1234.0217326193526
2002-02-14,1246.5087482428517
2002-02-15,1237.449436617651
2002-02-18,1235.9751489896373
2002-02-19,1207.933129259742
2002-02-20,1202.4864206678787
2002-02-21,1219.3221994017563
2002-02-22,1208.5207788863981
2002-02-25,1222.2210923001403
2002-02-26,1228.1245693690419
2002-02-27,1250.4071585747304
2002-02-28,1253.5586820066235
2002-03-01,1269.5227646135725
2002-03-04,1306.3694357274285
2002-03-05,1301.6121145570685
2002-03-06,1302.8592663199497
2002-03-07,1321.824860205948
2002-03-08,1329.961426728027
2002-03-11,1333.4938692966298
2002-03-12,1317.629012199151
2002-03-13,1307.5057709327639
2002-03-14,1309.9549644118997
2002-03-15,1321.7036976603454
2002-03-18,1319.9052442595428
2002-03-19,1329.0253194491959
2002-03-20,1317.1592750087113
2002-03-21,1314.5099116841657
2002-03-22,1311.4141671049601
2002-03-25,1303.401620405621
2002-03-26,1304.5448151347423
2002-03-27,1312.58483443553
2002-03-28,1326.1751635066466
2002-03-29,1318.9048641189704
2002-04-01,1311.8053406003341
2002-04-02,1310.2983913769015
2002-04-03,1315.6008837127013
2002-04-04,1309.7347371220876
2002-04-05,1312.2036933722309
2002-04-08,1302.8847715151694
2002-04-09,1298.5152293006076
2002-04-10,1308.1382249680423
2002-04-11,1288.7524994232676
2002-04-12,1290.1778247069874
2002-04-15,1299.920514843113
2002-04-16,1318.4891159334343
2002-04-17,1322.6971192135588
2002-04-18,1320.147531248126
2002-04-19,1322.206424253872
2002-04-22,1321.7932246186024
2002-04-23,1317.9151659911179
2002-04-24,1312.8766188409134
2002-04-25,1301.853878154578
2002-04-26,1295.6870170000357
2002-04-29,1291.0309265049914
2002-04-30,1295.247890690363
2002-05-01,1294.8035201572611
2002-05-02,1297.3251704565241
2002-05-03,1289.8833310051318
2002-05-06,1282.5422890435966
2002-05-07,1271.5061774864273
2002-05-08,1293.1080462840773
2002-05-09,1292.7515946248548
2002-05-10,1283.4056428007796
2002-05-13,1289.083655272124
2002-05-14,1301.9506450259178
2002-05-15,1310.3112450074516
2002-05-16,1312.3290574436273
2002-05-17,1310.070554805531
2002-05-20,1307.4399416050562
2002-05-21,1311.057761366601
