Date,WORLD ex USA VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0003894582651
1999-01-04,1010.9511943548862
1999-01-05,1018.1123073887903
1999-01-06,1041.2775872329821
1999-01-07,1043.2568908991184
1999-01-08,1047.726498323457
1999-01-11,1044.1221525043693
1999-01-12,1028.4148876882055
1999-01-13,989.7959370682728
1999-01-14,992.6077592938143
1999-01-15,1006.5038836011252
1999-01-18,1021.2304783693506
1999-01-19,1017.773472258037
1999-01-20,1028.8393095641336
1999-01-21,1023.1351879825761
1999-01-22,1000.4049979932101
1999-01-25,1002.3400994436867
1999-01-26,1004.6010025188516
1999-01-27,1010.3388409632871
1999-01-28,1016.632641688222
1999-01-29,1028.7116716585474
1999-02-01,1042.6864065667255
1999-02-02,1041.8522756514687
1999-02-03,1032.5535566560277
1999-02-04,1035.042137579798
1999-02-05,1030.3866713583318
1999-02-08,1028.0542692744314
1999-02-09,1009.193664090664
1999-02-10,1001.2534749824657
1999-02-11,1013.5151209183383
1999-02-12,1022.2537779766592
1999-02-15,1025.6431857242608
1999-02-16,1026.7566735469327
1999-02-17,1015.9551986990599
1999-02-18,1015.0459597459318
1999-02-19,1020.7741296837534
1999-02-22,1034.6672952609752
1999-02-23,1043.8436306017886
1999-02-24,1048.77919215083
1999-02-25,1040.1232132527223
1999-02-26,1044.8940297246695
1999-03-01,1036.4351556943489
1999-03-02,1033.1692127541053
1999-03-03,1029.2744421982422
1999-03-04,1036.946038738674
1999-03-05,1064.3297277251409
1999-03-08,1061.5065950895491
1999-03-09,1068.8559983737546
1999-03-10,1078.6965821604406
1999-03-11,1096.387253032489
1999-03-12,1096.371408472585
1999-03-15,1101.4174121130798
1999-03-16,1113.2308646554238
1999-03-17,1107.6344532526211
1999-03-18,1099.6867441114193
1999-03-19,1122.2403123413999
1999-03-22,1118.857167001631
1999-03-23,1105.8951114431284
1999-03-24,1091.8943864765572
1999-03-25,1109.5449484038315
1999-03-26,1114.5238296183884
1999-03-29,1123.7931552686487
1999-03-30,1117.5071533857947
1999-03-31,1126.5357690637602
1999-04-01,1131.5102416129373
1999-04-02,1131.076892681909
1999-04-05,1133.5668744679676
1999-04-06,1146.377604538309
1999-04-07,1152.5021503671776
1999-04-08,1159.3632401323446
1999-04-09,1166.2188437938646
1999-04-12,1157.0723477112606
1999-04-13,1173.033202074724
1999-04-14,1178.78114234341
1999-04-15,1181.8147399850477
1999-04-16,1194.0948884008026
1999-04-19,1212.5753349064087
1999-04-20,1189.8331020818584
1999-04-21,1186.5360497001457
1999-04-22,1197.1675069325174
1999-04-23,1199.1685442458286
1999-04-26,1209.4910799152642
1999-04-27,1219.8184692895497
1999-04-28,1220.7782877743255
1999-04-29,1220.9253348297004
1999-04-30,1223.2249766095163
1999-05-03,1226.3456724988898
1999-05-04,1225.061352209889
1999-05-05,1210.4511717049465
1999-05-06,1216.6331765713203
1999-05-07,1205.6695532252043
1999-05-10,1204.8562272602132
1999-05-11,1204.2440719209924
1999-05-12,1204.1343247517038
1999-05-13,1208.3085789817649
1999-05-14,1186.6648692017252
1999-05-17,1164.3573055985382
1999-05-18,1171.5843623262315
1999-05-19,1168.3917761541047
1999-05-20,1175.9874469972149
1999-05-21,1180.3529219617744
1999-05-24,1179.1361472347635
1999-05-25,1166.7817818679578
1999-05-26,1176.0965677481142
1999-05-27,1169.4292423088598
1999-05-28,1172.5208496647597
1999-05-31,1175.5429527549863
1999-06-01,1181.8907715287244
1999-06-02,1195.5953187187513
1999-06-03,1197.3009524412641
1999-06-04,1205.6768059780136
1999-06-07,1218.8863890566445
1999-06-08,1215.909233764861
1999-06-09,1221.2707139906709
1999-06-10,1217.418509739556
1999-06-11,1231.3176348666138
1999-06-14,1225.5275925144726
1999-06-15,1227.8522684720438
1999-06-16,1241.4355330048895
1999-06-17,1249.844180836489
1999-06-18,1245.0517460792958
1999-06-21,1258.2306616271292
1999-06-22,1257.9752381771555
1999-06-23,1244.8303260235523
1999-06-24,1235.8503376857734
1999-06-25,1227.0277446667299
1999-06-28,1236.1804796974752
1999-06-29,1240.7014890339256
1999-06-30,1238.429032953841
1999-07-01,1264.3416306355261
1999-07-02,1274.8996883752857
1999-07-05,1290.1512853154757
1999-07-06,1285.2047532971835
1999-07-07,1280.7478584368166
1999-07-08,1280.8750442592473
1999-07-09,1283.0219262974297
1999-07-12,1289.0866827542677
1999-07-13,1276.1696398232511
1999-07-14,1283.1441036513702
1999-07-15,1293.4325282576924
1999-07-16,1287.800466071424
1999-07-19,1293.953470762727
1999-07-20,1266.1583450302874
1999-07-21,1249.5321992000431
1999-07-22,1237.9481504247074
1999-07-23,1226.4055792208374
1999-07-26,1206.1092427893714
1999-07-27,1213.3921936322824
1999-07-28,1222.3861636413935
1999-07-29,1210.7680045655002
1999-07-30,1228.8781620093262
1999-08-02,1228.8509418203605
1999-08-03,1229.772503438472
1999-08-04,1221.0038207691125
1999-08-05,1199.5655568836346
1999-08-06,1195.669654380597
1999-08-09,1202.4162243924518
1999-08-10,1189.6956974208458
1999-08-11,1195.4196854487807
1999-08-12,1214.958010566931
1999-08-13,1230.3152983109892
1999-08-16,1243.384446189894
1999-08-17,1247.739344551732
1999-08-18,1252.7894255104052
1999-08-19,1242.5780188366653
1999-08-20,1256.2841038365923
1999-08-23,1274.7352947011211
1999-08-24,1274.6970759515195
1999-08-25,1281.8176080530027
1999-08-26,1277.317802609501
1999-08-27,1273.8387353519136
1999-08-30,1279.123466280982
1999-08-31,1249.2797355094644
1999-09-01,1265.5249871431424
1999-09-02,1249.039695988772
1999-09-03,1267.2023294159485
1999-09-06,1279.467455196827
1999-09-07,1269.9531542699997
1999-09-08,1267.96479651021
1999-09-09,1288.3759144223059
1999-09-10,1294.575115588543
1999-09-13,1304.49612995849
1999-09-14,1296.012952052055
1999-09-15,1295.1281656483957
1999-09-16,1281.5087675899053
1999-09-17,1278.443958069904
1999-09-20,1283.5591285889184
1999-09-21,1279.5746408104217
1999-09-22,1261.8432684127852
1999-09-23,1269.453937651367
1999-09-24,1247.0053737984504
1999-09-27,1253.8682466646865
1999-09-28,1251.413242059695
1999-09-29,1236.3175749308514
1999-09-30,1245.3408160424635
1999-10-01,1245.0506641699812
1999-10-04,1251.4381234090447
1999-10-05,1253.7785721511025
1999-10-06,1254.2610764762605
1999-10-07,1260.5089374951192
1999-10-08,1267.94118584619
1999-10-11,1268.8386694589
1999-10-12,1257.598269046693
1999-10-13,1239.3012567070525
1999-10-14,1237.5691057726608
1999-10-15,1215.8835848573895
1999-10-18,1202.1329961919103
1999-10-19,1219.1885496131054
1999-10-20,1228.879059712863
1999-10-21,1222.1388266351616
1999-10-22,1245.5769346583586
1999-10-25,1248.4891627942598
1999-10-26,1262.1273914012768
1999-10-27,1258.9596497278797
1999-10-28,1270.524331754674
1999-10-29,1297.1495959298932
1999-11-01,1298.137359793857
1999-11-02,1300.8049867578072
1999-11-03,1301.9083814775004
1999-11-04,1317.5378806974902
1999-11-05,1311.6255515856997
1999-11-08,1309.932476181723
1999-11-09,1311.9338057962984
1999-11-10,1321.6203979908717
1999-11-11,1328.5924812446156
1999-11-12,1334.779306085321
1999-11-15,1340.2354318163216
1999-11-16,1343.102365468415
1999-11-17,1345.1953811249793
1999-11-18,1360.468087718974
1999-11-19,1364.8239055385147
1999-11-22,1359.1948107486578
1999-11-23,1369.0782663706918
1999-11-24,1369.3710531435888
1999-11-25,1377.4293973058784
1999-11-26,1396.0912159724494
1999-11-29,1398.4200623947468
1999-11-30,1376.148271709202
1999-12-01,1384.1443730714568
1999-12-02,1393.1732424612162
1999-12-03,1405.9529023638688
1999-12-06,1385.9634363306106
1999-12-07,1389.4353712571271
1999-12-08,1376.1120222408638
1999-12-09,1385.517794176868
1999-12-10,1391.4673781020306
1999-12-13,1392.379014205712
1999-12-14,1396.2036378581636
1999-12-15,1395.5410199311084
1999-12-16,1391.3672203593383
1999-12-17,1405.2641376686558
1999-12-20,1408.6992307742644
1999-12-21,1406.2786694485415
1999-12-22,1421.4733258460992
1999-12-23,1428.0846446718483
1999-12-24,1431.010078565446
1999-12-27,1432.8555535626992
1999-12-28,1443.903307142859
1999-12-29,1449.7298712789777
1999-12-30,1461.818719119724
1999-12-31,1461.4888073958466
2000-01-03,1452.796170877127
2000-01-04,1407.575779988587
2000-01-05,1379.9203848720367
2000-01-06,1363.0002379420646
2000-01-07,1385.5718016843348
2000-01-10,1397.0643301048917
2000-01-11,1397.8422893929157
2000-01-12,1391.2184551420912
2000-01-13,1396.3090786112734
2000-01-14,1421.9427879011782
2000-01-17,1437.2721010990886
2000-01-18,1415.4478360750618
2000-01-19,1402.0938876290554
2000-01-20,1401.4440764625035
2000-01-21,1399.9383601979684
2000-01-24,1399.2254388520744
2000-01-25,1375.2135156793117
2000-01-26,1389.5436581235435
2000-01-27,1414.8217719092984
2000-01-28,1413.4818348555077
2000-01-31,1396.3630014788605
2000-02-01,1401.4568119501423
2000-02-02,1411.6444360400285
2000-02-03,1417.0167314739476
2000-02-04,1421.4880391373083
2000-02-07,1413.6656362062897
2000-02-08,1411.5250703830839
2000-02-09,1409.343786014738
2000-02-10,1408.9860493111914
2000-02-11,1403.842565415726
2000-02-14,1397.5554908261731
2000-02-15,1374.8516426780518
2000-02-16,1387.4303047925061
2000-02-17,1396.2169142336738
2000-02-18,1386.6681688620745
2000-02-21,1366.1309159726507
2000-02-22,1345.9658068350575
2000-02-23,1361.3766619394155
2000-02-24,1365.4042137714594
2000-02-25,1393.6931023280076
2000-02-28,1398.003184701477
2000-02-29,1406.0802528443464
2000-03-01,1425.054843660564
2000-03-02,1436.7476397361738
2000-03-03,1441.3286142028576
2000-03-06,1442.5317803219457
2000-03-07,1445.9372187997672
2000-03-08,1434.8901326912335
2000-03-09,1428.7194865293643
2000-03-10,1438.3272786295838
2000-03-13,1415.7578428252752
2000-03-14,1420.9898933046213
2000-03-15,1401.194629290391
2000-03-16,1431.258312436817
2000-03-17,1440.013624039677
2000-03-20,1441.7067272709405
2000-03-21,1442.2040860143932
2000-03-22,1449.141415498099
2000-03-23,1440.811264888957
2000-03-24,1460.9610203008306
2000-03-27,1471.5141682661103
2000-03-28,1486.9696761761857
2000-03-29,1508.8725804236133
2000-03-30,1485.4396367689474
2000-03-31,1502.1187043468633
2000-04-03,1496.9490815798747
2000-04-04,1504.9358773546915
2000-04-05,1481.7752581948616
2000-04-06,1488.1941394629655
2000-04-07,1491.113645379908
2000-04-10,1492.0455648954137
2000-04-11,1478.1183305821241
2000-04-12,1494.9031392746901
2000-04-13,1493.1649436668224
2000-04-14,1475.6303828100536
2000-04-17,1437.66347182588
2000-04-18,1461.415093778181
2000-04-19,1475.8385698377315
2000-04-20,1480.2380054797243
2000-04-21,1472.3334895707283
2000-04-24,1485.4988917428618
2000-04-25,1508.8628564674793
2000-04-26,1512.6614348641558
2000-04-27,1507.6783362748586
2000-04-28,1510.5356180871067
2000-05-01,1520.8171116952853
2000-05-02,1537.7293352238055
2000-05-03,1541.7647717836626
2000-05-04,1543.5223679990856
2000-05-05,1543.9888831641977
2000-05-08,1537.3736443783507
2000-05-09,1515.8819168587363
2000-05-10,1499.2483937160994
2000-05-11,1508.1943318840956
2000-05-12,1523.5288143232874
2000-05-15,1508.5385833432665
2000-05-16,1533.0988173693845
2000-05-17,1530.4444274104906
2000-05-18,1528.36658324308
2000-05-19,1517.9074867946147
2000-05-22,1488.893225503768
2000-05-23,1490.709637516603
2000-05-24,1482.8930829736257
2000-05-25,1492.1182367936985
2000-05-26,1468.2563429958568
2000-05-29,1475.103955386926
2000-05-30,1482.2320679305753
2000-05-31,1478.7095635391358
2000-06-01,1488.3077665183903
2000-06-02,1498.5581996711805
2000-06-05,1510.4179017501222
2000-06-06,1503.9258390033494
2000-06-07,1502.2925507135706
2000-06-08,1501.4193013549889
2000-06-09,1502.9913949969223
2000-06-12,1503.3517062509725
2000-06-13,1495.3495992085793
2000-06-14,1497.608822185388
2000-06-15,1491.1811037123118
2000-06-16,1484.6863034190162
2000-06-19,1491.1884324133564
2000-06-20,1502.8197091427066
2000-06-21,1509.1961757935999
2000-06-22,1513.9143801207535
2000-06-23,1513.714752507942
2000-06-26,1509.3190871543316
2000-06-27,1511.2791353551788
2000-06-28,1517.9049860552068
2000-06-29,1508.109575421516
2000-06-30,1509.393927635097
2000-07-03,1529.0132951635715
2000-07-04,1532.0974064030079
2000-07-05,1516.2944343993759
2000-07-06,1514.5812740683707
2000-07-07,1531.683347607939
2000-07-10,1536.452744639664
2000-07-11,1539.7315658352404
2000-07-12,1545.8268793492898
2000-07-13,1541.801530030001
2000-07-14,1543.8437804209696
2000-07-17,1544.2636372494144
2000-07-18,1533.1365345207437
2000-07-19,1540.1841999663468
2000-07-20,1545.682977626182
2000-07-21,1523.7669864462812
2000-07-24,1520.9670234587275
2000-07-25,1511.91424278287
2000-07-26,1509.5137775049757
2000-07-27,1498.6095877923512
2000-07-28,1499.5998958382709
2000-07-31,1503.8100908702372
2000-08-01,1512.1970715908446
2000-08-02,1531.8912030615168
2000-08-03,1533.0217273244416
2000-08-04,1533.6824931182161
2000-08-07,1550.3090570390982
2000-08-08,1555.757292841319
2000-08-09,1570.6421808617524
2000-08-10,1555.5530158241734
2000-08-11,1565.8148560163013
2000-08-14,1569.5056974547877
2000-08-15,1565.615715192116
2000-08-16,1573.0595595106852
2000-08-17,1562.085782405694
2000-08-18,1569.2209272988644
2000-08-21,1570.692808977377
2000-08-22,1586.230547662443
2000-08-23,1595.9066047748843
2000-08-24,1584.76895192251
2000-08-25,1587.4599708764779
2000-08-28,1596.8088124218127
2000-08-29,1594.718049186462
2000-08-30,1587.623182111265
2000-08-31,1587.6729565944263
2000-09-01,1591.6072714400511
2000-09-04,1597.3535693292108
2000-09-05,1600.209212466878
2000-09-06,1600.576670690229
2000-09-07,1608.4268620973544
2000-09-08,1602.4330165501021
2000-09-11,1599.0377042623347
2000-09-12,1586.9250519639006
2000-09-13,1579.3902716423934
2000-09-14,1584.285661996984
2000-09-15,1574.940377815065
2000-09-18,1575.777942181223
2000-09-19,1579.4236763147414
2000-09-20,1586.5065393058474
2000-09-21,1566.6293013264349
2000-09-22,1528.7606657817685
2000-09-25,1548.6506298762818
2000-09-26,1537.977561229075
2000-09-27,1531.8020058847098
2000-09-28,1533.057402138672
2000-09-29,1545.2739638033215
2000-10-02,1555.101670739921
2000-10-03,1568.7461848513667
2000-10-04,1571.813213498444
2000-10-05,1580.554486168679
2000-10-06,1575.8550309747527
2000-10-09,1559.650792720154
2000-10-10,1559.8912023119642
2000-10-11,1534.1289007346052
2000-10-12,1543.3361932343105
2000-10-13,1544.6466717992805
2000-10-16,1557.9508871279402
2000-10-17,1543.204877364753
2000-10-18,1533.0345608092252
2000-10-19,1552.101086795903
2000-10-20,1566.8886884369874
2000-10-23,1573.4051022681012
2000-10-24,1585.9976406586313
2000-10-25,1587.2433897287203
2000-10-26,1583.205932839514
