Date,WORLD ex UK VALUE WEIGHTED
1998-12-31,701.6719686503302
1999-01-01,701.6721483511392
1999-01-04,706.3066679291891
1999-01-05,713.0343994379218
1999-01-06,729.731262139164
1999-01-07,733.130469226747
1999-01-08,740.6916684602035
1999-01-11,737.3782689048033
1999-01-12,724.9570542064978
1999-01-13,702.9375301895587
1999-01-14,698.2392993023163
1999-01-15,713.0692833511432
1999-01-18,717.8557985603605
1999-01-19,718.0078940766382
1999-01-20,723.2880672139926
1999-01-21,716.8698335732971
1999-01-22,705.8818107159819
1999-01-25,708.5594897455674
1999-01-26,712.5004481004883
1999-01-27,712.9598769768972
1999-01-28,722.408498421856
1999-01-29,732.4591842963061
1999-02-01,736.2536375493831
1999-02-02,730.3525152371967
1999-02-03,730.5549966871365
1999-02-04,728.4734633628433
1999-02-05,725.9687896855315
1999-02-08,727.0519327006402
1999-02-09,711.77485227177
1999-02-10,709.7535313602439
1999-02-11,720.474164548285
1999-02-12,718.4274437291409
1999-02-15,720.1329864426868
1999-02-16,723.0299820584081
1999-02-17,713.8031525109055
1999-02-18,717.5083245290057
1999-02-19,724.53793519028
1999-02-22,740.7551199241979
1999-02-23,745.0981910861527
1999-02-24,742.0616144111245
1999-02-25,734.6261427886843
1999-02-26,736.9545197884993
1999-03-01,734.9119628924864
1999-03-02,731.3140654468085
1999-03-03,729.5364915372568
1999-03-04,740.0256035943994
1999-03-05,758.2325482099675
1999-03-08,756.9953514077649
1999-03-09,758.33389230062
1999-03-10,762.8390599453447
1999-03-11,775.44192651648
1999-03-12,771.6308045227992
1999-03-15,779.0556320501416
1999-03-16,784.3008387889947
1999-03-17,778.1140486832985
1999-03-18,780.5646807273016
1999-03-19,787.2315352904444
1999-03-22,785.8365663253015
1999-03-23,772.0937277707627
1999-03-24,766.0052027532507
1999-03-25,779.7980002569557
1999-03-26,783.8108134677894
1999-03-29,793.3735574448309
1999-03-30,786.476296975632
1999-03-31,785.6210142177889
1999-04-01,789.4983246296537
1999-04-02,789.9574704555274
1999-04-05,799.8734420710455
1999-04-06,802.8069603231194
1999-04-07,806.0614662655381
1999-04-08,812.0404812094565
1999-04-09,816.8242647976617
1999-04-12,814.9161945487233
1999-04-13,820.8102688520459
1999-04-14,820.360724767598
1999-04-15,824.6697548259846
1999-04-16,831.9940495409137
1999-04-19,839.0338942835673
1999-04-20,832.5397661772863
1999-04-21,840.373737812727
1999-04-22,847.5604803749588
1999-04-23,845.8259863946455
1999-04-26,849.9096082009432
1999-04-27,854.1277732763641
1999-04-28,855.2874647569128
1999-04-29,858.1812929665755
1999-04-30,854.7781813265987
1999-05-03,864.8248711343743
1999-05-04,856.9086508222184
1999-05-05,854.1074801920214
1999-05-06,850.729595014937
1999-05-07,849.6916128321517
1999-05-10,848.7685258128298
1999-05-11,853.6785404200076
1999-05-12,856.8575366868178
1999-05-13,860.5725064728067
1999-05-14,843.03052434236
1999-05-17,835.0177041979862
1999-05-18,835.7837642687656
1999-05-19,837.0304347697868
1999-05-20,840.4237818364002
1999-05-21,844.299881476979
1999-05-24,837.8844778871653
1999-05-25,826.2608626290823
1999-05-26,840.1468692352788
1999-05-27,829.9310175714014
1999-05-28,835.6715873578157
1999-05-31,837.7970353996261
1999-06-01,837.0937541428334
1999-06-02,845.6053356523146
1999-06-03,847.8205942236068
1999-06-04,859.0720564996604
1999-06-07,867.1752393961348
1999-06-08,857.447770200355
1999-06-09,858.9763152341451
1999-06-10,852.6720632327805
1999-06-11,854.7510027179549
1999-06-14,856.2659061436
1999-06-15,860.5565398354455
1999-06-16,875.629098423558
1999-06-17,881.3934941346807
1999-06-18,876.6585482208369
1999-06-21,883.6984663812997
1999-06-22,881.3835113448235
1999-06-23,874.8313176206967
1999-06-24,865.1207761842984
1999-06-25,857.4345756823765
1999-06-28,869.6485432313813
1999-06-29,879.3965919414511
1999-06-30,883.3953384651395
1999-07-01,897.9976726116238
1999-07-02,906.7877170876757
1999-07-05,912.0155035768536
1999-07-06,908.1168710880003
1999-07-07,908.6840220695668
1999-07-08,909.5317683329979
1999-07-09,912.3424947898573
1999-07-12,916.2102274321893
1999-07-13,908.6792120462696
1999-07-14,910.5110211797788
1999-07-15,914.8871985626588
1999-07-16,916.1851558154973
1999-07-19,919.917945756438
1999-07-20,893.2692100860954
1999-07-21,883.2623251876728
1999-07-22,875.0284188975123
1999-07-23,871.087638936515
1999-07-26,854.2801328948344
1999-07-27,860.8905969264141
1999-07-28,864.8173752941302
1999-07-29,850.6825437847879
1999-07-30,853.2774520028498
1999-08-02,854.554180972871
1999-08-03,853.686216835936
1999-08-04,842.3473547915544
1999-08-05,835.8113866250117
1999-08-06,830.1123308634004
1999-08-09,835.8111614265656
1999-08-10,826.2193687248521
1999-08-11,835.2364775834703
1999-08-12,841.5513149750599
1999-08-13,857.2693247120081
1999-08-16,864.0276467010598
1999-08-17,873.0513290550587
1999-08-18,870.0720416608781
1999-08-19,861.1526195900304
1999-08-20,869.8545997320733
1999-08-23,884.9276369908787
1999-08-24,887.9725298067658
1999-08-25,896.289422826216
1999-08-26,889.1625311366406
1999-08-27,883.0161381391746
1999-08-30,877.9848859552286
1999-08-31,859.4228032196926
1999-09-01,868.9671946100152
1999-09-02,855.1609893566928
1999-09-03,875.2314100492079
1999-09-06,881.1700591550389
1999-09-07,874.5476867733236
1999-09-08,872.127887045922
1999-09-09,882.2507364952191
1999-09-10,889.529156597264
1999-09-13,896.4403335230074
1999-09-14,889.3479106888065
1999-09-15,886.5066894141938
1999-09-16,879.1368771425755
1999-09-17,881.2923942073342
1999-09-20,882.5817170175067
1999-09-21,872.5460554637966
1999-09-22,863.6327655495811
1999-09-23,861.5591393865938
1999-09-24,849.5025176560142
1999-09-27,850.968115390248
1999-09-28,848.4953884954524
1999-09-29,835.9146772285777
1999-09-30,842.2793392584393
1999-10-01,840.1340459481936
1999-10-04,847.7357791479977
1999-10-05,847.496094362964
1999-10-06,853.2961653294494
1999-10-07,852.0329547384005
1999-10-08,862.5453187337571
1999-10-11,861.6978081926782
1999-10-12,849.7855067770063
1999-10-13,834.85128818865
1999-10-14,835.1651975781432
1999-10-15,813.9308336415381
1999-10-18,811.9471767153952
1999-10-19,820.8797411468995
1999-10-20,831.0962705678561
1999-10-21,826.7069086934962
1999-10-22,845.9822216302845
1999-10-25,845.894810711118
1999-10-26,850.6804390722245
1999-10-27,857.8357028031772
1999-10-28,875.5785850516194
1999-10-29,891.6211536615529
1999-11-01,888.9465111827496
1999-11-02,888.8557214245653
1999-11-03,890.7600088331905
1999-11-04,899.8756009248171
1999-11-05,901.2084880465593
1999-11-08,904.1297232872571
1999-11-09,899.7427554726548
1999-11-10,903.7143927848724
1999-11-11,906.7427504227813
1999-11-12,917.5237303806088
1999-11-15,919.7153739710135
1999-11-16,926.6667940795056
1999-11-17,922.7734191997259
1999-11-18,935.4995036854465
1999-11-19,937.4326381672092
1999-11-22,933.370947384852
1999-11-23,932.18558019591
1999-11-24,937.7989184996816
1999-11-25,940.3305618987985
1999-11-26,951.4694226527703
1999-11-29,951.27759477212
1999-11-30,941.4015739277238
1999-12-01,944.9917043756762
1999-12-02,951.6836804597391
1999-12-03,964.8972125159287
1999-12-06,943.9728580605566
1999-12-07,940.3456918739676
1999-12-08,932.7805957353245
1999-12-09,939.525900170769
1999-12-10,943.2237511362966
1999-12-13,943.1221727309708
1999-12-14,944.3697344215395
1999-12-15,948.3149362739773
1999-12-16,940.6910366874171
1999-12-17,948.4197074455891
1999-12-20,949.265181129853
1999-12-21,949.7975263628953
1999-12-22,957.6548361012649
1999-12-23,963.9484733722243
1999-12-24,964.762305243316
1999-12-27,963.9945752804705
1999-12-28,972.6876966783234
1999-12-29,977.2129502701939
1999-12-30,983.406136852896
1999-12-31,984.0972517525319
2000-01-03,968.3715422756712
2000-01-04,933.3741723829354
2000-01-05,924.4973782927834
2000-01-06,921.0515505014737
2000-01-07,943.8767157963117
2000-01-10,949.4028821452822
2000-01-11,945.5463347526704
2000-01-12,944.4477796760527
2000-01-13,951.3766407203185
2000-01-14,970.4208601240183
2000-01-17,979.2570609529657
2000-01-18,965.5959826235102
2000-01-19,960.7445183092138
2000-01-20,956.5283362601657
2000-01-21,954.2017099541687
2000-01-24,946.7076356337675
2000-01-25,935.2659461223608
2000-01-26,944.6219516910709
2000-01-27,959.9272748240502
2000-01-28,953.5211307468621
2000-01-31,956.5632133295344
2000-02-01,964.2299047136249
2000-02-02,969.0503686316412
2000-02-03,968.5860219011586
2000-02-04,973.7329867450372
2000-02-07,969.6331761695207
2000-02-08,965.2734521475824
2000-02-09,954.5942613378293
2000-02-10,953.8165083047495
2000-02-11,946.6692871829969
2000-02-14,947.9426743993677
2000-02-15,941.6547158091764
2000-02-16,940.1265297271135
2000-02-17,939.2919130610295
2000-02-18,925.2523995264439
2000-02-21,916.0971386766884
