Date,KOKUSAI VALUE WEIGHTED
1999-09-23,853.3861400414373
1999-09-24,844.8631127427153
1999-09-27,852.0706174961223
1999-09-28,844.3132175446452
1999-09-29,832.8415110316507
1999-09-30,835.1460610819288
1999-10-01,830.4618275950835
1999-10-04,841.6756565203983
1999-10-05,843.4336915798343
1999-10-06,849.6811525075889
1999-10-07,848.6455984501772
1999-10-08,857.8700053690194
1999-10-11,855.886489337187
1999-10-12,840.7059282875385
1999-10-13,827.4722786394259
1999-10-14,824.9738386642861
1999-10-15,801.9538424857819
1999-10-18,802.8951001466468
1999-10-19,814.2692768039644
1999-10-20,822.6225163499513
1999-10-21,817.7446718624989
1999-10-22,837.7479171455997
1999-10-25,834.1364974548309
1999-10-26,838.3321820431837
1999-10-27,845.0959235648718
1999-10-28,866.6949088320891
1999-10-29,880.0396509264308
1999-11-01,878.0486141396475
1999-11-02,876.8097754188468
1999-11-03,880.3584872754163
1999-11-04,887.358043717483
1999-11-05,890.3787506190273
1999-11-08,893.6112713593125
1999-11-09,889.4349986171907
1999-11-10,891.3830942445973
1999-11-11,898.4341363576234
1999-11-12,909.0513523825712
1999-11-15,913.7705287080727
1999-11-16,923.4813003772256
1999-11-17,915.7315481524826
1999-11-18,924.9469337417128
1999-11-19,925.09018239932
1999-11-22,917.8679178483976
1999-11-23,917.4591562522589
1999-11-24,923.622940408155
1999-11-25,929.7053326274399
1999-11-26,934.8157273217764
1999-11-29,934.1350548679269
1999-11-30,925.5189484221623
1999-12-01,929.6976782467881
1999-12-02,935.4489400692612
1999-12-03,951.3223282168325
1999-12-06,932.5562824424264
1999-12-07,926.5197241106334
1999-12-08,920.9347855825407
1999-12-09,927.4011226059691
1999-12-10,930.1919004424412
1999-12-13,932.8318254693309
1999-12-14,934.6800065810462
1999-12-15,936.8052599598175
1999-12-16,930.5599857732429
1999-12-17,938.1565743966269
1999-12-20,938.2427316009969
1999-12-21,939.1017709685797
1999-12-22,944.2924064447172
1999-12-23,953.7047195048995
1999-12-24,956.455965213477
1999-12-27,956.4999850071886
1999-12-28,962.5320758962822
1999-12-29,967.4400719603098
1999-12-30,974.5069364513896
1999-12-31,975.2565706855892
2000-01-03,958.3649394430191
2000-01-04,922.1624226564988
2000-01-05,916.0479738014416
2000-01-06,918.6639428899413
2000-01-07,941.9423556557489
2000-01-10,948.2362123122656
2000-01-11,938.2854810562488
2000-01-12,938.3052716053542
2000-01-13,943.6860918215694
2000-01-14,961.0116767506544
2000-01-17,963.9938886989738
2000-01-18,950.5741973943466
2000-01-19,947.9440421661552
2000-01-20,940.4131865187463
2000-01-21,937.0441125934258
2000-01-24,928.8709745324505
2000-01-25,918.0802179182772
2000-01-26,926.8800257063026
2000-01-27,941.0561191351495
2000-01-28,930.4309505533474
2000-01-31,932.780933517274
2000-02-01,943.755497131932
2000-02-02,946.3719767014607
2000-02-03,946.2157754569935
2000-02-04,945.311452164532
2000-02-07,940.5098269926397
2000-02-08,943.1786320433396
2000-02-09,930.95923002609
2000-02-10,930.2182799428152
2000-02-11,921.4301786389791
2000-02-14,922.8668863632979
2000-02-15,921.1369606226486
2000-02-16,923.2824261248921
2000-02-17,923.0683104100407
2000-02-18,908.2422985467718
2000-02-21,903.2150823978777
2000-02-22,892.7652305987835
2000-02-23,895.2845513929764
2000-02-24,891.9055509673462
2000-02-25,901.420606166718
2000-02-28,910.9527479202866
2000-02-29,921.9400289607377
2000-03-01,926.7620943396088
2000-03-02,934.7847584112338
2000-03-03,946.255660573278
2000-03-06,940.827702196177
2000-03-07,928.9010742001673
2000-03-08,927.7262498373298
2000-03-09,927.137686306347
2000-03-10,928.868016258671
2000-03-13,920.1306519404449
2000-03-14,917.5380670136583
2000-03-15,925.3406989953044
2000-03-16,958.7812002000874
2000-03-17,959.5200021586639
2000-03-20,959.3001534813048
2000-03-21,971.0808013963194
2000-03-22,978.2815872974
2000-03-23,980.3453066090586
2000-03-24,987.1757419575164
2000-03-27,986.0076906972852
2000-03-28,986.5176633088976
2000-03-29,997.0776897773262
2000-03-30,987.9763365205894
2000-03-31,992.1211017781118
2000-04-03,1000.4886983232865
2000-04-04,1002.7326521876081
2000-04-05,985.6118055368148
2000-04-06,997.1935487726658
2000-04-07,997.5744991859746
2000-04-10,1000.7729620954726
2000-04-11,997.9302421234877
2000-04-12,1001.0225212677611
2000-04-13,997.3267967053898
2000-04-14,959.2968432270425
2000-04-17,960.2844090077497
2000-04-18,977.2797748551412
2000-04-19,982.5828291347616
2000-04-20,991.2299917627729
2000-04-21,991.2299917627729
2000-04-24,994.5854411978398
2000-04-25,1023.0526974191561
2000-04-26,1024.890367561556
2000-04-27,1025.1545159963528
2000-04-28,1025.4930758444993
2000-05-01,1032.2570406513378
2000-05-02,1036.0756747450162
2000-05-03,1032.5140090713608
2000-05-04,1029.8932944306732
2000-05-05,1036.166350250294
2000-05-08,1035.453685525091
2000-05-09,1023.2781450107775
2000-05-10,1005.9385187639781
2000-05-11,1025.122174821972
2000-05-12,1032.394243113764
2000-05-15,1033.4649478042506
2000-05-16,1052.4653733497682
2000-05-17,1050.122110140917
2000-05-18,1048.6680427924523
2000-05-19,1033.572264698768
2000-05-22,1018.7504157692352
2000-05-23,1012.3952258683636
2000-05-24,1017.1695809922307
2000-05-25,1012.7549093568124
2000-05-26,993.9097239461876
2000-05-29,996.0205444320095
2000-05-30,1006.2330819185793
2000-05-31,1010.1575085802516
2000-06-01,1020.2407021432793
2000-06-02,1024.4099786925278
2000-06-05,1020.9485328069352
2000-06-06,1007.2921926914695
2000-06-07,1010.8171653426497
2000-06-08,1007.6545203288583
2000-06-09,1006.3510329121144
2000-06-12,1003.456783563742
2000-06-13,1001.7586820167855
2000-06-14,1007.3674092239171
2000-06-15,1007.4600107967931
2000-06-16,990.5823523269152
2000-06-19,994.3952040767768
2000-06-20,993.4610514405483
2000-06-21,995.9010576174499
2000-06-22,994.5209540207837
2000-06-23,995.3123222721985
2000-06-26,998.5903752718908
2000-06-27,993.3457977343105
2000-06-28,993.8335160790783
2000-06-29,982.5808771133336
2000-06-30,977.3603794842211
2000-07-03,995.7488968960644
2000-07-04,997.8114776051747
2000-07-05,989.3495540134085
2000-07-06,992.5744047691222
2000-07-07,1008.4894850917614
2000-07-10,1007.1225915927627
2000-07-11,1012.0653103563017
2000-07-12,1021.378995675703
2000-07-13,1027.1252361212908
2000-07-14,1028.3230946693077
2000-07-17,1027.9434621140351
2000-07-18,1024.7407790766692
2000-07-19,1030.5803249820935
2000-07-20,1036.9542679623562
2000-07-21,1024.8268596063328
2000-07-24,1021.3059794008362
2000-07-25,1016.1589867327227
2000-07-26,1007.1737617837623
2000-07-27,1009.1619124594072
2000-07-28,1010.403331082192
2000-07-31,1013.814282936947
2000-08-01,1020.6188569522177
2000-08-02,1034.3319380879248
2000-08-03,1043.707328304307
2000-08-04,1048.3666581130587
2000-08-07,1058.5488904943857
2000-08-08,1068.1273093516531
2000-08-09,1069.0090787393194
2000-08-10,1058.5857829929032
2000-08-11,1068.6522409885058
2000-08-14,1078.4428044829933
2000-08-15,1068.298809483246
2000-08-16,1070.2433250866789
2000-08-17,1068.469973516729
2000-08-18,1071.015810011774
2000-08-21,1077.4254221451176
2000-08-22,1083.7052315614599
2000-08-23,1086.0706676182178
2000-08-24,1076.4102588913597
2000-08-25,1074.5256833187648
2000-08-28,1082.4902284986933
2000-08-29,1079.8286132757296
2000-08-30,1078.7957054828466
2000-08-31,1085.7838751440584
2000-09-01,1082.707669809795
2000-09-04,1086.2555446591643
2000-09-05,1096.808965760227
2000-09-06,1102.780661249573
2000-09-07,1106.8894298843284
2000-09-08,1107.3536048785782
2000-09-11,1114.3493340837783
2000-09-12,1110.8286901490937
2000-09-13,1103.6745095704994
2000-09-14,1104.6627724664213
2000-09-15,1094.6718982862235
2000-09-18,1088.6100190645482
2000-09-19,1089.433886762213
2000-09-20,1084.5655891713866
2000-09-21,1075.4037585506508
2000-09-22,1057.8787479820235
2000-09-25,1066.6781223757516
2000-09-26,1055.7425587352575
2000-09-27,1058.327516362241
2000-09-28,1069.1550080694021
2000-09-29,1067.1895528948385
2000-10-02,1072.9072453123406
2000-10-03,1078.6490117151825
2000-10-04,1082.331338683891
2000-10-05,1088.134877376675
2000-10-06,1076.6136426179498
2000-10-09,1067.2655052592636
2000-10-10,1063.6481744646971
2000-10-11,1043.813088488729
2000-10-12,1038.5261068504553
2000-10-13,1052.436356458811
2000-10-16,1064.5629127419868
2000-10-17,1050.515554577808
2000-10-18,1048.1132115230948
2000-10-19,1073.6649913076465
2000-10-20,1080.3129549800312
2000-10-23,1085.670753647826
2000-10-24,1097.2424287380995
2000-10-25,1095.6649014662403
2000-10-26,1092.3502809599192
2000-10-27,1092.2851064307288
2000-10-30,1110.05489615137
2000-10-31,1120.8780037650426
2000-11-01,1111.7833600718577
2000-11-02,1110.756533958406
2000-11-03,1106.4270379632355
2000-11-06,1113.9805280854043
2000-11-07,1113.2178702529336
2000-11-08,1114.23193850581
2000-11-09,1107.5813622376297
2000-11-10,1091.0231016783255
2000-11-13,1084.8345460180503
2000-11-14,1099.9661433314202
2000-11-15,1099.916277814813
2000-11-16,1100.2028208994793
2000-11-17,1097.2520016870933
2000-11-20,1087.5354706484864
2000-11-21,1093.4944059651727
2000-11-22,1080.0010100299437
2000-11-23,1083.0424485676285
2000-11-24,1094.2489369426055
2000-11-27,1093.1463781107907
2000-11-28,1084.2750039517812
2000-11-29,1083.2038735327599
2000-11-30,1059.9649168217404
2000-12-01,1065.8257667931152
2000-12-04,1052.65961554121
2000-12-05,1080.7451255155095
2000-12-06,1070.926805487819
2000-12-07,1061.7178812267773
2000-12-08,1075.37977308285
2000-12-11,1095.4554688686926
2000-12-12,1096.9817083355472
2000-12-13,1094.856768377106
2000-12-14,1071.3827996512282
2000-12-15,1045.4946736627946
2000-12-18,1058.155924724672
2000-12-19,1062.942168055777
2000-12-20,1027.1882936714271
2000-12-21,1023.7367242230458
2000-12-22,1027.1268713781742
2000-12-25,1027.1268713781742
2000-12-26,1027.9544711179146
2000-12-27,1039.1037865823441
2000-12-28,1047.2469314126067
2000-12-29,1035.3160921997924
2001-01-01,1035.3160921997924
2001-01-02,1019.3386474856724
2001-01-03,1040.2009792432334
2001-01-04,1050.2235572395196
2001-01-05,1031.8873742960122
2001-01-08,1031.4295229517031
2001-01-09,1037.4763686976664
2001-01-10,1039.2185902408187
2001-01-11,1037.9006099150893
2001-01-12,1037.7805900143876
2001-01-15,1043.9402770587346
2001-01-16,1045.7155913732597
2001-01-17,1060.517229628547
2001-01-18,1052.7247262140554
2001-01-19,1055.9683572845954
2001-01-22,1059.2702447458173
2001-01-23,1061.9635604884486
2001-01-24,1079.8333154220893
2001-01-25,1083.7218271227518
2001-01-26,1080.6543763698953
2001-01-29,1090.2201579161633
2001-01-30,1093.0476045835317
2001-01-31,1087.708014820797
2001-02-01,1081.7178742385804
2001-02-02,1077.1954909559115
2001-02-05,1074.7557050683247
2001-02-06,1081.9928626127812
2001-02-07,1073.60802566001
2001-02-08,1082.1825539472627
2001-02-09,1066.5459370015146
2001-02-12,1072.3590843730774
2001-02-13,1076.4794226430124
2001-02-14,1071.0187903135277
2001-02-15,1088.6609471071272
2001-02-16,1066.0725244108655
2001-02-19,1061.687485092788
2001-02-20,1059.9428613425484
2001-02-21,1043.2727862836277
2001-02-22,1045.503292520627
2001-02-23,1037.3232434701092
2001-02-26,1051.6583721490683
2001-02-27,1044.8973164229849
2001-02-28,1036.5325857502178
2001-03-01,1023.9821649451438
2001-03-02,1021.277252388402
2001-03-05,1033.7041128519916
2001-03-06,1041.7335538496884
2001-03-07,1051.5773602960207
2001-03-08,1051.8385770791128
2001-03-09,1038.0759229474702
2001-03-12,1010.0777805668587
2001-03-13,1016.9962917910876
2001-03-14,997.4880142776134
2001-03-15,1010.3847644048593
2001-03-16,997.7942984751298
2001-03-19,1004.0045384540091
2001-03-20,992.762167031731
2001-03-21,978.7193052123956
2001-03-22,964.3129514114468
2001-03-23,973.9628233219686
2001-03-26,994.7837930177008
2001-03-27,1013.0561671243948
2001-03-28,1005.0778582604589
2001-03-29,1012.1679602983277
2001-03-30,1017.7827810651302
2001-04-02,1013.3350134565169
2001-04-03,981.9658973373181
2001-04-04,971.4994737435202
2001-04-05,1001.8342350454496
2001-04-06,986.2613819159874
2001-04-09,996.5048686079547
2001-04-10,1027.6901896752515
2001-04-11,1029.9034404793424
2001-04-12,1029.351375718591
2001-04-13,1029.351375718591
2001-04-16,1037.1730073914398
2001-04-17,1041.3925588776503
2001-04-18,1078.6766688333144
2001-04-19,1072.2954817500704
2001-04-20,1054.689597457721
2001-04-23,1048.3813361013097
2001-04-24,1048.8417954960844
2001-04-25,1051.3952710696096
2001-04-26,1054.491965354347
2001-04-27,1074.9078477373257
2001-04-30,1079.257495849332
2001-05-01,1081.5054563267042
2001-05-02,1080.26006454094
2001-05-03,1064.896873766997
2001-05-04,1072.5931821570584
2001-05-07,1076.905260894969
2001-05-08,1079.037759305937
2001-05-09,1077.8814794905854
2001-05-10,1088.608221034111
2001-05-11,1088.6967729357953
2001-05-14,1086.6513262558788
2001-05-15,1087.4590465488277
2001-05-16,1099.5168052509896
2001-05-17,1107.1803896348576
2001-05-18,1114.8161264867147
2001-05-21,1123.6677102964804
2001-05-22,1132.0560892095789
2001-05-23,1126.2578447598166
2001-05-24,1130.4186456680952
2001-05-25,1123.7406646274803
2001-05-28,1121.1414115274986
2001-05-29,1121.5470765537964
2001-05-30,1106.3089262599442
2001-05-31,1120.2037763591022
2001-06-01,1123.0323261922147
2001-06-04,1126.5147916705994
2001-06-05,1136.7154494911852
2001-06-06,1129.3052389033069
2001-06-07,1127.189342467188
2001-06-08,1124.20084335351
2001-06-11,1122.0543623555095
2001-06-12,1108.069761371533
2001-06-13,1103.8612012590431
2001-06-14,1082.2420119961866
2001-06-15,1072.3855063324638
2001-06-18,1066.9530310112048
2001-06-19,1072.6146835198576
2001-06-20,1078.9163427000647
2001-06-21,1085.678384716244
2001-06-22,1082.3696357054366
2001-06-25,1072.7449694376237
2001-06-26,1064.9674258751234
2001-06-27,1064.6412828220143
2001-06-28,1086.247981675261
2001-06-29,1093.5983326673854
2001-07-02,1106.462515321891
2001-07-03,1100.9915507047067
2001-07-04,1099.7533546233226
2001-07-05,1098.2536917118234
2001-07-06,1070.1547702444643
2001-07-09,1069.7635657092853
2001-07-10,1056.952931813413
2001-07-11,1048.9772364657788
2001-07-12,1073.7962749875949
2001-07-13,1080.3641619748137
2001-07-16,1070.9733719358187
2001-07-17,1076.3583785344981
2001-07-18,1053.1411577694118
2001-07-19,1061.8226050844546
2001-07-20,1054.2969165045827
2001-07-23,1051.1181172936926
2001-07-24,1030.08345715442
2001-07-25,1029.7000979900188
2001-07-26,1039.1926860349588
2001-07-27,1049.5797060210684
2001-07-30,1052.1171900175973
2001-07-31,1060.2402385365451
2001-08-01,1060.8504598475454
2001-08-02,1061.6089946268287
2001-08-03,1052.3048623379534
2001-08-06,1050.0495359835586
2001-08-07,1055.7521733250073
2001-08-08,1042.2705073413879
2001-08-09,1025.2420489981153
2001-08-10,1021.7431184751774
2001-08-13,1020.557579478631
2001-08-14,1024.698921314325
2001-08-15,1008.8853237025576
2001-08-16,1006.2726832607909
2001-08-17,988.0599494695052
2001-08-20,992.9752971585754
2001-08-21,990.9623702495481
2001-08-22,988.7769888391339
2001-08-23,993.8301646487325
2001-08-24,1008.2035953238227
2001-08-27,1008.8621875659467
2001-08-28,998.3478143970145
2001-08-29,990.4110462781928
2001-08-30,975.8893041749162
2001-08-31,979.1145816866298
2001-09-03,976.2710564104426
2001-09-04,994.2261901803538
2001-09-05,989.7429830263102
2001-09-06,967.6512249654061
2001-09-07,938.5731821719615
2001-09-10,939.2177809055707
2001-09-11,910.7871866430737
2001-09-12,913.0006108602661
2001-09-13,914.8308573888859
2001-09-14,888.4782246006683
2001-09-17,866.330059398608
2001-09-18,859.4708236861135
2001-09-19,839.2999476558717
2001-09-20,810.8824129794522
2001-09-21,798.9325839466948
2001-09-24,833.6605659482844
2001-09-25,836.3842399673797
2001-09-26,839.5676227196865
2001-09-27,849.4878246107671
2001-09-28,877.8076749776545
2001-10-01,867.7278566596048
2001-10-02,876.7645148485701
2001-10-03,884.370611775819
2001-10-04,898.2167113101392
2001-10-05,892.4382236194701
2001-10-08,886.600495701986
2001-10-09,884.2850844186453
2001-10-10,907.0138069686457
2001-10-11,925.9873122097517
2001-10-12,917.7776156268629
2001-10-15,908.7765345729048
2001-10-16,914.3170438102927
2001-10-17,914.2974732760836
2001-10-18,905.5696623627127
2001-10-19,904.1234009759015
2001-10-22,919.3555213149427
2001-10-23,928.9643196182035
2001-10-24,926.5147947708593
2001-10-25,923.1100787407667
2001-10-26,936.6452263317177
2001-10-29,909.5062094911534
2001-10-30,889.3508380415109
2001-10-31,899.1002347158044
2001-11-01,907.5122691241659
2001-11-02,911.6707276081403
2001-11-05,931.8913386905216
2001-11-06,939.3466468218569
2001-11-07,939.18685505207
2001-11-08,953.1177978514236
2001-11-09,949.7880473908727
2001-11-12,940.5128799049417
2001-11-13,970.1346010028066
2001-11-14,972.159687701426
2001-11-15,977.6305841480253
2001-11-16,976.5131100707672
2001-11-19,992.3126684989481
2001-11-20,981.3253108650472
2001-11-21,982.0320399202525
2001-11-22,982.4886791202583
2001-11-23,990.9421155040783
2001-11-26,992.1283939768257
2001-11-27,982.8969074088129
2001-11-28,965.4345243238415
2001-11-29,969.8418659036488
2001-11-30,965.4118803049647
2001-12-03,963.0832830642826
2001-12-04,980.1490961036515
2001-12-05,1008.134529694787
2001-12-06,1008.7279597037984
2001-12-07,1001.7752601693984
2001-12-10,987.8734899375107
2001-12-11,984.9655540621696
2001-12-12,977.3236055204424
2001-12-13,960.3984113972201
2001-12-14,954.4492717933865
2001-12-17,966.2815155732916
2001-12-18,972.6906024198692
2001-12-19,975.3882080902998
2001-12-20,970.542358612526
2001-12-21,984.7270982990023
2001-12-24,992.9663282556943
2001-12-25,992.9663282556943
2001-12-26,995.1514874696765
2001-12-27,1000.0243315505498
2001-12-28,1009.3071274544965
2001-12-31,997.5221919888254
2002-01-01,997.5221919888254
2002-01-02,986.7027168079624
2002-01-03,1002.2277566381055
2002-01-04,1014.1166326621774
2002-01-07,1010.1701310438426
2002-01-08,1005.4480703996691
2002-01-09,1003.9702955125164
2002-01-10,996.0860198352926
2002-01-11,994.2763009959583
2002-01-14,979.6549323844606
2002-01-15,988.4681389724
2002-01-16,980.8139705047251
2002-01-17,992.4073675998468
2002-01-18,983.9609540406033
2002-01-21,982.6040714415544
2002-01-22,979.2703331048443
2002-01-23,984.3400302274655
2002-01-24,996.0392861994025
2002-01-25,1006.3837497729008
2002-01-28,1013.0425731164452
2002-01-29,991.6060907649414
2002-01-30,990.6301089191127
2002-01-31,1004.7975264118655
2002-02-01,1001.2916687999538
2002-02-04,978.7382187868523
2002-02-05,966.7049487021421
2002-02-06,957.659381786734
2002-02-07,960.5846665176263
2002-02-08,968.1320412472201
2002-02-11,975.1430029943601
2002-02-12,972.5290093734026
2002-02-13,983.4695094142934
2002-02-14,988.7386877664904
2002-02-15,977.2345688920191
2002-02-18,977.5872831486271
2002-02-19,957.2536173494194
2002-02-20,963.0871215377977
2002-02-21,961.7552909969855
2002-02-22,957.4021041853626
2002-02-25,977.0462389912498
2002-02-26,983.11586985177
2002-02-27,993.2482638842372
2002-02-28,991.1664113816188
2002-03-01,1007.0275487728875
2002-03-04,1027.393930970093
2002-03-05,1023.1534654196435
2002-03-06,1029.7415484243102
2002-03-07,1026.8208391641688
2002-03-08,1034.257440226404
2002-03-11,1035.6954840144929
2002-03-12,1032.8678014521042
2002-03-13,1025.0741279403119
2002-03-14,1020.366694922833
2002-03-15,1029.9566014676625
2002-03-18,1034.2224962842677
2002-03-19,1036.8517854644922
2002-03-20,1024.7564159904748
2002-03-21,1025.5981367350926
2002-03-22,1027.4476039377278
2002-03-25,1017.6228870081262
2002-03-26,1021.4124421117325
2002-03-27,1029.384699389115
2002-03-28,1035.9488265267366
2002-03-29,1035.9488265267366
2002-04-01,1029.549233860497
2002-04-02,1022.4174643964659
2002-04-03,1016.7680130541618
2002-04-04,1012.3084818545611
2002-04-05,1014.4226154745209
2002-04-08,1012.5699816957256
2002-04-09,1009.4609670619689
2002-04-10,1016.9096492493603
2002-04-11,995.2571101844549
2002-04-12,1002.9491220180736
2002-04-15,1000.9344761617381
2002-04-16,1020.2958529563372
2002-04-17,1018.7001282261182
2002-04-18,1012.9510975891767
2002-04-19,1017.047833193965
2002-04-22,1005.8495541744207
2002-04-23,1002.0809543754287
2002-04-24,995.5326020416481
2002-04-25,984.7036626380204
2002-04-26,976.7653006968233
2002-04-29,967.4476884941761
2002-04-30,976.6739359220122
2002-05-01,977.6298760277256
2002-05-02,980.7724132969488
2002-05-03,968.0630052392378
2002-05-06,954.4762765402041
2002-05-07,951.6541290851782
2002-05-08,978.8222092348931
2002-05-09,971.1254304044645
2002-05-10,957.0437106926049
2002-05-13,969.7715279361621
2002-05-14,990.7573326270249
2002-05-15,987.2777765558496
2002-05-16,987.7086507903902
2002-05-17,980.9244803157068
2002-05-20,973.142817325586
2002-05-21,970.157112422943
2002-05-22,962.9306796713423
2002-05-23,972.7136109454548
2002-05-24,967.2010930058519
2002-05-27,969.7838352207243
2002-05-28,956.3121798214655
2002-05-29,949.5489477487798
2002-05-30,938.8209047277916
2002-05-31,945.3336272524485
2002-06-03,926.1410517205492
2002-06-04,914.6977141779355
2002-06-05,919.0925300194369
2002-06-06,903.5714938465
2002-06-07,898.1154135315032
2002-06-10,899.7038630724612
2002-06-11,895.6632047307836
2002-06-12,888.7737248333248
2002-06-13,880.7169724159928
2002-06-14,867.3007730664576
2002-06-17,894.8833136720723
2002-06-18,891.9075106144741
2002-06-19,873.2602860322605
2002-06-20,852.689189324234
2002-06-21,841.5745924130077
2002-06-24,828.287655686228
2002-06-25,832.0536335566894
2002-06-26,808.6158771926787
2002-06-27,823.9641443192377
2002-06-28,834.5495838007796
2002-07-01,823.2890820803453
