Date,EAFE ex UK VALUE WEIGHTED
2000-02-24,1424.2062820535552
2000-02-25,1452.306580423459
2000-02-28,1456.1910148884342
2000-02-29,1462.8581559792383
2000-03-01,1479.918919893753
2000-03-02,1493.1017306775182
2000-03-03,1495.8069061107844
2000-03-06,1497.052833897114
2000-03-07,1505.1217240461306
2000-03-08,1494.5899353102864
2000-03-09,1485.9772556152748
2000-03-10,1496.6082528315767
2000-03-13,1470.5910867647383
2000-03-14,1475.903690257216
2000-03-15,1450.9570529978766
2000-03-16,1479.0231953872544
2000-03-17,1493.5217981574588
2000-03-20,1493.6825651872537
2000-03-21,1489.6996517980374
2000-03-22,1493.1125264979491
2000-03-23,1482.7789694872283
2000-03-24,1501.3576856743489
2000-03-27,1515.7828825006875
2000-03-28,1536.6611819725942
2000-03-29,1562.7750477044685
2000-03-30,1536.7227602917833
2000-03-31,1554.2639380276114
2000-04-03,1546.9732723154914
2000-04-04,1554.4761588481904
2000-04-05,1533.381787792717
2000-04-06,1540.3384486600455
2000-04-07,1543.0043030346949
2000-04-10,1543.0645289735926
2000-04-11,1528.679536796275
2000-04-12,1549.0393965580417
2000-04-13,1544.8289159120416
2000-04-14,1533.136580747674
2000-04-17,1489.827010526323
2000-04-18,1516.0819678763892
2000-04-19,1527.1724611136824
2000-04-20,1529.1022063245898
2000-04-21,1518.6350555080394
2000-04-24,1536.9169337232436
2000-04-25,1555.9745990231506
2000-04-26,1558.1150819839145
2000-04-27,1552.035397514139
2000-04-28,1553.5955545404743
2000-05-01,1566.9263577629129
2000-05-02,1584.7558197138635
2000-05-03,1590.8014594691572
2000-05-04,1596.540924424868
2000-05-05,1599.2042322972698
2000-05-08,1592.2353262597378
2000-05-09,1567.9375086522505
2000-05-10,1551.5602979975195
2000-05-11,1555.2915286674515
2000-05-12,1571.8280377431704
2000-05-15,1556.1889673927813
2000-05-16,1581.4776083789352
2000-05-17,1578.8531735948557
2000-05-18,1577.7538057451848
2000-05-19,1569.860212314145
2000-05-22,1534.58367182519
2000-05-23,1541.4463694072708
2000-05-24,1528.0865618729995
2000-05-25,1538.950704823306
2000-05-26,1514.1069808103996
2000-05-29,1521.860752296512
2000-05-30,1526.0229181258208
2000-05-31,1523.07014456554
2000-06-01,1531.7660692140387
2000-06-02,1542.430169613162
2000-06-05,1559.2212773372887
2000-06-06,1553.5979345320866
2000-06-07,1553.5604940888863
2000-06-08,1552.0136851760294
2000-06-09,1554.9996393466724
2000-06-12,1556.5169181110482
2000-06-13,1547.904617407417
2000-06-14,1548.0419838638422
2000-06-15,1537.6758458761146
2000-06-16,1530.3741552082708
2000-06-19,1538.5673886431414
2000-06-20,1552.1789310227186
2000-06-21,1562.6427454327968
2000-06-22,1567.3271950025862
2000-06-23,1567.071087871332
2000-06-26,1561.0133931729897
2000-06-27,1567.9791495295724
2000-06-28,1576.7131646714356
2000-06-29,1566.563043733834
2000-06-30,1568.3420376118872
2000-07-03,1586.9836264851847
2000-07-04,1591.4939049813388
2000-07-05,1577.6006285081692
2000-07-06,1572.9154166992246
2000-07-07,1588.5541346152002
2000-07-10,1598.763648568894
2000-07-11,1599.9419048518964
2000-07-12,1601.5342204506194
2000-07-13,1596.516203808421
2000-07-14,1599.0057340886328
2000-07-17,1599.222679510938
2000-07-18,1586.2725449583684
2000-07-19,1591.2025430872236
2000-07-20,1595.8732566247788
2000-07-21,1571.6666436707392
2000-07-24,1567.9263237897765
2000-07-25,1557.2359950223527
2000-07-26,1555.7722658827354
2000-07-27,1542.1646356164158
2000-07-28,1541.4222978264902
2000-07-31,1545.9519890415952
2000-08-01,1554.9541363374556
2000-08-02,1574.2876855748464
2000-08-03,1573.0595426067791
2000-08-04,1572.0184245106161
2000-08-07,1590.7494687825315
2000-08-08,1593.4870306162284
2000-08-09,1609.7489043948274
2000-08-10,1597.00070222081
2000-08-11,1606.1837953529002
2000-08-14,1605.9162627803025
2000-08-15,1602.9189793895098
2000-08-16,1610.789596249827
2000-08-17,1597.9563374234313
2000-08-18,1604.0712603072445
2000-08-21,1603.6787605294176
2000-08-22,1621.022441392152
2000-08-23,1633.9381304541625
2000-08-24,1623.67018199516
2000-08-25,1629.9530301254476
2000-08-28,1639.811218350565
2000-08-29,1639.00066550612
2000-08-30,1627.7892212443926
2000-08-31,1624.731320006692
2000-09-01,1630.86070676921
2000-09-04,1637.2549918517675
2000-09-05,1638.1626179296748
2000-09-06,1636.8706353917669
2000-09-07,1650.1119145837342
2000-09-08,1647.3502458943651
2000-09-11,1641.015174797086
2000-09-12,1628.0950518775685
2000-09-13,1620.252905952551
2000-09-14,1622.4402805812806
2000-09-15,1617.3284632385246
2000-09-18,1615.708514070463
2000-09-19,1618.6525220492988
2000-09-20,1627.536754313885
2000-09-21,1606.6279525567247
2000-09-22,1562.0391845274635
2000-09-25,1582.7369347132621
2000-09-26,1573.5379172379442
2000-09-27,1562.9462208809462
2000-09-28,1564.141291072932
2000-09-29,1573.9557188931583
2000-10-02,1589.8798833440221
2000-10-03,1605.3625095626865
2000-10-04,1605.3298997194618
2000-10-05,1612.6056506536113
2000-10-06,1608.427840438642
2000-10-09,1591.9539951156648
2000-10-10,1596.3643058115492
2000-10-11,1569.1698189353708
2000-10-12,1575.934102821726
2000-10-13,1574.06708462638
2000-10-16,1583.600760469931
2000-10-17,1572.9319069931062
2000-10-18,1557.0132941350303
2000-10-19,1577.5470335138018
2000-10-20,1591.6433842366885
2000-10-23,1593.1254836950936
2000-10-24,1606.097711535062
2000-10-25,1609.297940797206
2000-10-26,1606.856996914088
2000-10-27,1597.5922429747777
2000-10-30,1594.2116972176584
2000-10-31,1605.6058906821727
2000-11-01,1617.8034736224665
2000-11-02,1622.1186001741469
2000-11-03,1628.0823861106644
2000-11-06,1639.706629614246
2000-11-07,1638.899942060125
2000-11-08,1637.6176551275696
2000-11-09,1620.3387107223843
2000-11-10,1603.1430060065343
2000-11-13,1586.3267479126187
2000-11-14,1602.22746547668
2000-11-15,1601.9929831506622
2000-11-16,1592.591854044737
2000-11-17,1590.2902290134764
2000-11-20,1577.103444261961
2000-11-21,1573.9323386509197
2000-11-22,1559.430704893303
2000-11-23,1565.7814185466366
2000-11-24,1572.7374692007968
2000-11-27,1578.3676119787697
2000-11-28,1570.6912915618711
2000-11-29,1556.5924439889297
2000-11-30,1540.1599516591887
2000-12-01,1557.4070459097472
2000-12-04,1532.8848661673594
2000-12-05,1548.538719150574
2000-12-06,1555.2130854257143
2000-12-07,1538.8652465330608
2000-12-08,1541.083874456329
2000-12-11,1576.0784116348677
2000-12-12,1573.9802030016733
2000-12-13,1566.57215986577
2000-12-14,1539.6571289648045
2000-12-15,1508.182509806437
2000-12-18,1513.6698363822136
2000-12-19,1516.1119709348584
2000-12-20,1478.3399591770765
2000-12-21,1460.8730065556392
2000-12-22,1457.214204043803
2000-12-25,1472.6052981400996
2000-12-26,1465.1762035301929
2000-12-27,1470.0423094068499
2000-12-28,1477.0959863833007
2000-12-29,1473.1856921991462
2001-01-01,1473.1856921991462
2001-01-02,1460.2674154189065
2001-01-03,1456.9937449061013
2001-01-04,1470.5975400967627
2001-01-05,1468.3335398043264
2001-01-08,1466.3888223845147
2001-01-09,1457.5834964186097
2001-01-10,1446.8642153936366
2001-01-11,1434.1052044964008
2001-01-12,1441.3218025382903
2001-01-15,1446.4402867227755
2001-01-16,1449.7800585756415
2001-01-17,1474.7653741545673
2001-01-18,1469.49370137043
2001-01-19,1478.8447403732857
2001-01-22,1484.3617730945286
2001-01-23,1479.058081363914
2001-01-24,1488.4416680391637
2001-01-25,1498.9365077437678
2001-01-26,1493.3690711418712
2001-01-29,1500.0162646885503
2001-01-30,1496.7198931000407
2001-01-31,1503.5851631818919
2001-02-01,1494.7784809939267
2001-02-02,1486.3676056998231
2001-02-05,1474.0976165628801
2001-02-06,1484.6223959561507
2001-02-07,1474.8225247070673
2001-02-08,1481.8172237167064
2001-02-09,1468.4585529824747
2001-02-12,1468.6947503924932
2001-02-13,1475.4863952299995
2001-02-14,1472.1454597644877
2001-02-15,1491.8699192466536
2001-02-16,1468.7598836342565
2001-02-19,1459.8934823414206
2001-02-20,1471.3546355985804
2001-02-21,1454.4747224846226
2001-02-22,1452.1332985260824
2001-02-23,1446.2190648668288
2001-02-26,1459.1784402013077
2001-02-27,1455.3757738157449
2001-02-28,1446.5671409091744
2001-03-01,1426.139524600766
2001-03-02,1403.6752692587932
2001-03-05,1413.6262227131183
2001-03-06,1430.916492328605
2001-03-07,1435.2913434745342
2001-03-08,1431.294082103637
2001-03-09,1426.5905766046872
2001-03-12,1394.3732690817678
2001-03-13,1377.554191529372
2001-03-14,1355.926265731146
2001-03-15,1376.525003671484
2001-03-16,1363.6665812013875
2001-03-19,1359.6860658567266
2001-03-20,1362.1378156368366
2001-03-21,1375.5508077781012
2001-03-22,1335.774812648367
2001-03-23,1358.539106308293
2001-03-26,1400.4710272673008
2001-03-27,1410.2109449519464
2001-03-28,1417.1860450324673
2001-03-29,1403.1450141420203
2001-03-30,1397.0153341989678
2001-04-02,1385.126014206473
2001-04-03,1373.8652826399625
2001-04-04,1369.4751019583862
2001-04-05,1398.6395216221765
2001-04-06,1395.142959818481
2001-04-09,1386.4826927019496
2001-04-10,1407.3117080396926
2001-04-11,1425.8515795673836
2001-04-12,1431.237260821273
2001-04-13,1428.7721601652095
2001-04-16,1430.8747327848382
2001-04-17,1428.5243563853742
2001-04-18,1471.0162487462942
2001-04-19,1468.541440044433
2001-04-20,1450.4706714816346
2001-04-23,1447.0738117336366
2001-04-24,1455.3058334814802
2001-04-25,1455.3780744453688
2001-04-26,1463.4713716579963
2001-04-27,1477.1270657096356
2001-04-30,1492.3617712237358
2001-05-01,1511.6451103709578
2001-05-02,1514.6036917396677
2001-05-03,1505.219493973453
2001-05-04,1502.8535749905466
2001-05-07,1512.372235490841
2001-05-08,1502.8373233664363
2001-05-09,1492.3401115463323
2001-05-10,1503.0358469319071
2001-05-11,1509.8331685673413
2001-05-14,1494.5926548505145
2001-05-15,1498.8414740143587
2001-05-16,1486.964691540821
2001-05-17,1508.0673290849966
2001-05-18,1510.7153032530025
2001-05-21,1525.8841026004357
2001-05-22,1536.3275599906033
2001-05-23,1545.2144335417463
2001-05-24,1548.3639431661163
2001-05-25,1538.3805795909045
2001-05-28,1531.9280932044474
2001-05-29,1536.137062521298
2001-05-30,1514.219216154629
2001-05-31,1522.3159385325403
2001-06-01,1519.1548572764818
2001-06-04,1520.936870607653
2001-06-05,1526.371557363099
2001-06-06,1524.3355573337565
2001-06-07,1522.6815107156697
2001-06-08,1522.9424054807928
2001-06-11,1515.473685712801
2001-06-12,1483.1622468542353
2001-06-13,1487.9783689996834
2001-06-14,1472.0618327843597
2001-06-15,1455.0586909154702
2001-06-18,1443.0334965077839
2001-06-19,1446.5578238385276
2001-06-20,1443.1613643101055
2001-06-21,1447.6450936788362
2001-06-22,1457.120168673211
2001-06-25,1450.8375974836647
2001-06-26,1441.755190853593
2001-06-27,1435.918933715399
2001-06-28,1446.8412703294744
2001-06-29,1467.4879810732568
2001-07-02,1475.2469704650514
2001-07-03,1471.2568378376318
2001-07-04,1464.0590328340927
2001-07-05,1460.4276012182536
2001-07-06,1423.7611462871089
2001-07-09,1417.1364634020224
2001-07-10,1413.8648735412519
2001-07-11,1398.9794482829345
2001-07-12,1419.0214723646206
2001-07-13,1421.3413856190673
2001-07-16,1414.516164367574
2001-07-17,1406.098244318733
2001-07-18,1376.775059844378
2001-07-19,1388.9319723088681
2001-07-20,1382.4528392370269
2001-07-23,1372.6984037194625
2001-07-24,1364.2498284283988
2001-07-25,1355.6097289913614
2001-07-26,1361.9768920636513
2001-07-27,1374.1242833414608
2001-07-30,1370.5103573332804
2001-07-31,1389.188094097274
2001-08-01,1393.6220171314762
2001-08-02,1401.9607327895767
2001-08-03,1387.598960635189
2001-08-06,1393.087561912609
2001-08-07,1400.8392774185745
2001-08-08,1391.8205911260807
2001-08-09,1357.9428851546652
2001-08-10,1349.2575918937002
2001-08-13,1346.6236056370094
2001-08-14,1370.384637529848
2001-08-15,1365.4629946073157
2001-08-16,1350.4448655805224
2001-08-17,1334.0398906930293
2001-08-20,1326.9855972780424
2001-08-21,1335.9606544729545
2001-08-22,1336.1416696874846
2001-08-23,1339.0391614164892
2001-08-24,1348.4671156862134
2001-08-27,1355.2893634915465
2001-08-28,1341.1656826402193
2001-08-29,1334.4579091922958
2001-08-30,1312.6628416847811
2001-08-31,1311.0038630060046
2001-09-03,1290.470169461289
2001-09-04,1315.4343205519053
2001-09-05,1296.3989997808449
2001-09-06,1275.8030350827562
2001-09-07,1248.9387740819968
2001-09-10,1228.223937147523
2001-09-11,1189.3747253113077
2001-09-12,1156.050780376746
2001-09-13,1165.7121487613872
2001-09-14,1139.6577240733998
2001-09-17,1128.6099675817156
2001-09-18,1124.9152591309075
2001-09-19,1115.7455857307286
2001-09-20,1080.5694690418504
2001-09-21,1053.379341393341
2001-09-24,1084.4148075120668
2001-09-25,1094.3224804665892
2001-09-26,1097.8935531418813
2001-09-27,1104.2943755443107
2001-09-28,1139.7678231974876
2001-10-01,1132.697742007676
2001-10-02,1147.0144168529787
2001-10-03,1137.9293883050018
2001-10-04,1173.4699288575432
2001-10-05,1164.5906527820603
2001-10-08,1164.5274772621287
2001-10-09,1155.599054048175
2001-10-10,1169.3126731330613
2001-10-11,1195.9840740535324
2001-10-12,1197.9148120735665
2001-10-15,1179.6683619960988
2001-10-16,1187.532506432147
2001-10-17,1204.7636007449291
2001-10-18,1188.5893278895255
2001-10-19,1181.042621048444
2001-10-22,1194.7806383631191
2001-10-23,1221.0725443684014
2001-10-24,1226.0785672201405
2001-10-25,1214.2879730395275
2001-10-26,1225.6319527898868
2001-10-29,1198.8598671376117
2001-10-30,1174.9389003745957
2001-10-31,1182.3644608136678
2001-11-01,1185.62088301523
2001-11-02,1183.327952664195
2001-11-05,1205.740564045862
2001-11-06,1209.2991212690029
2001-11-07,1204.7963468129617
2001-11-08,1230.586135650024
2001-11-09,1219.7748313624131
2001-11-12,1201.6305632422673
2001-11-13,1222.2058600963965
2001-11-14,1224.5145316303622
2001-11-15,1239.7738734805587
2001-11-16,1244.938179249228
2001-11-19,1266.0413235115946
2001-11-20,1255.8432511634505
2001-11-21,1257.0264623981852
2001-11-22,1259.635250279816
2001-11-23,1260.6840289694078
2001-11-26,1266.6889501136304
2001-11-27,1254.8769933677927
2001-11-28,1234.2661007219656
2001-11-29,1232.9947494481125
2001-11-30,1237.701851609626
2001-12-03,1225.5847619228657
2001-12-04,1231.0702004146494
2001-12-05,1266.1361316364814
2001-12-06,1269.0673618653889
2001-12-07,1256.8981925576327
2001-12-10,1234.6006894779446
2001-12-11,1231.037630178091
2001-12-12,1228.8250486107745
2001-12-13,1202.1388785098575
2001-12-14,1188.304423269153
2001-12-17,1195.5287152153999
2001-12-18,1197.0011090457847
2001-12-19,1194.385673653779
2001-12-20,1196.2358050255414
2001-12-21,1209.0515950014885
2001-12-24,1212.4216274918508
2001-12-25,1211.3366858428071
2001-12-26,1206.7095097652423
2001-12-27,1222.9714657733134
2001-12-28,1239.0946181214726
2001-12-31,1235.0574254801363
2002-01-01,1235.0574254801363
2002-01-02,1219.5049081582554
2002-01-03,1237.0034359866272
2002-01-04,1253.952595790751
2002-01-07,1249.51694055181
2002-01-08,1234.1424237484512
2002-01-09,1235.220147749988
2002-01-10,1219.0581718517453
2002-01-11,1222.456701706953
2002-01-14,1203.8953522151185
2002-01-15,1202.669029675559
2002-01-16,1197.8590697834618
2002-01-17,1210.564851978989
2002-01-18,1213.826441661988
2002-01-21,1208.9510349214675
2002-01-22,1199.97549584711
2002-01-23,1200.9155439235928
2002-01-24,1213.293031393649
2002-01-25,1223.0219227584294
2002-01-28,1237.9027513838432
2002-01-29,1222.1531171831787
2002-01-30,1204.9212648091107
2002-01-31,1215.750556377702
2002-02-01,1209.0057566156818
2002-02-04,1195.1519622201904
2002-02-05,1173.6175019623322
2002-02-06,1162.2210222079598
2002-02-07,1173.2720215176237
2002-02-08,1173.6020691209203
2002-02-11,1181.7923942349935
2002-02-12,1189.9651798569107
2002-02-13,1200.7587910651819
2002-02-14,1213.61036703265
2002-02-15,1203.9618752660574
2002-02-18,1202.7460129028686
2002-02-19,1172.7217877748558
2002-02-20,1169.4104489140352
2002-02-21,1188.885586729606
2002-02-22,1178.0048758935427
2002-02-25,1189.084598182345
2002-02-26,1193.2261401219473
2002-02-27,1218.5279898251283
2002-02-28,1227.9929191042402
2002-03-01,1242.1285980396922
2002-03-04,1283.7409401646592
2002-03-05,1279.4738500798726
2002-03-06,1279.3667936477177
2002-03-07,1303.049327947963
2002-03-08,1313.3042076460893
2002-03-11,1319.6764813015586
2002-03-12,1301.527075606965
2002-03-13,1287.1003755277159
2002-03-14,1292.6294355276978
2002-03-15,1304.1331865421398
2002-03-18,1299.4878032606293
2002-03-19,1311.0111682272873
2002-03-20,1298.1995890403578
2002-03-21,1294.4013931097443
2002-03-22,1289.6347784378943
2002-03-25,1283.079779692438
2002-03-26,1284.1471155968575
2002-03-27,1291.77453771221
2002-03-28,1305.7388073787065
2002-03-29,1296.0998900336513
2002-04-01,1286.5670162629797
2002-04-02,1286.2758198712422
2002-04-03,1294.316367979415
2002-04-04,1290.2172144750662
2002-04-05,1290.9031767989077
2002-04-08,1281.8088750166564
2002-04-09,1276.9095362798337
2002-04-10,1285.4037992633894
2002-04-11,1268.259828918336
2002-04-12,1266.45733543601
2002-04-15,1276.6899911004339
2002-04-16,1296.007895533555
2002-04-17,1302.1665640506853
2002-04-18,1301.9348751380776
2002-04-19,1301.4370200494698
2002-04-22,1302.1464515899559
2002-04-23,1301.2496426852092
2002-04-24,1294.1323762151612
2002-04-25,1282.4024175230043
2002-04-26,1277.6273653060384
2002-04-29,1272.5282964588102
2002-04-30,1275.359147801593
2002-05-01,1277.8650076199103
2002-05-02,1275.977774300451
2002-05-03,1268.2269648775532
2002-05-06,1261.4999366741342
2002-05-07,1251.8102024951008
2002-05-08,1271.7531475336923
2002-05-09,1273.0846922425785
2002-05-10,1263.1908241020174
2002-05-13,1267.7823447518924
2002-05-14,1280.3905193972344
2002-05-15,1290.9738845859354
2002-05-16,1294.0669221243
2002-05-17,1296.803280414062
2002-05-20,1294.8499182685798
2002-05-21,1300.1948412662452
