Date,PACIFIC VALUE WEIGHTED
1999-08-04,1413.2480617821714
1999-08-05,1391.3697267736945
1999-08-06,1375.5246035331854
1999-08-09,1374.7455928030083
1999-08-10,1370.1000594544437
1999-08-11,1363.3119509363564
1999-08-12,1382.3698691906734
1999-08-13,1389.987111902571
1999-08-16,1425.6703693397465
1999-08-17,1436.897212366077
1999-08-18,1455.094159065661
1999-08-19,1447.774584239254
1999-08-20,1469.314737980306
1999-08-23,1493.266418459526
1999-08-24,1491.5682436552693
1999-08-25,1487.0685519648453
1999-08-26,1472.4544329736204
1999-08-27,1459.726859332806
1999-08-30,1483.4065477465115
1999-08-31,1435.6441464128538
1999-09-01,1475.534627752348
1999-09-02,1465.5909913351672
1999-09-03,1464.3234281166278
1999-09-06,1486.7916984003346
1999-09-07,1465.231610126732
1999-09-08,1460.3819659371593
1999-09-09,1503.7454477136246
1999-09-10,1516.2633273006008
1999-09-13,1565.389344485152
1999-09-14,1559.6896661073188
1999-09-15,1567.9920487510863
1999-09-16,1537.7130223642255
1999-09-17,1524.243079870997
1999-09-20,1533.2452673786738
1999-09-21,1560.5359777454366
1999-09-22,1518.6013481521868
1999-09-23,1527.8130593949447
1999-09-24,1485.7218608995697
1999-09-27,1466.2758079629905
1999-09-28,1490.199380867597
1999-09-29,1461.521053565412
1999-09-30,1487.934322973939
1999-10-01,1500.3067147489107
1999-10-04,1488.4827139956872
1999-10-05,1484.3960834024192
1999-10-06,1480.9432646239177
1999-10-07,1485.4387245483122
1999-10-08,1505.7655114647055
1999-10-11,1510.3824046621144
1999-10-12,1505.6381175083034
1999-10-13,1471.5846075107513
1999-10-14,1482.7662937601378
1999-10-15,1459.915396831044
1999-10-18,1432.4782080830614
1999-10-19,1437.8205051831158
1999-10-20,1464.7560868123996
1999-10-21,1456.9789354513227
1999-10-22,1485.1096761310064
1999-10-25,1507.4035324949023
1999-10-26,1523.9294926537564
1999-10-27,1521.4881299252377
1999-10-28,1516.942948583202
1999-10-29,1561.5533826010494
1999-11-01,1562.414997565592
1999-11-02,1570.4557027867236
1999-11-03,1563.0368675844984
1999-11-04,1593.0862178885386
1999-11-05,1574.7760905036312
1999-11-08,1571.5209705785778
1999-11-09,1569.9749978381485
1999-11-10,1589.5126425785425
1999-11-11,1579.2124349645821
1999-11-12,1595.1472130301672
1999-11-15,1589.85590056214
1999-11-16,1582.5744553044615
1999-11-17,1596.8240771923731
1999-11-18,1627.4371070740417
1999-11-19,1644.845746741654
1999-11-22,1659.060147019395
1999-11-23,1671.1963699935807
1999-11-24,1669.619064724871
1999-11-25,1653.034765116918
1999-11-26,1706.9593011869613
1999-11-29,1718.0895319445206
1999-11-30,1683.3253337225988
1999-12-01,1688.6827491362162
1999-12-02,1707.6277875776948
1999-12-03,1709.5590210371452
1999-12-06,1669.1660397597122
1999-12-07,1679.9262823349018
1999-12-08,1655.5772188759975
1999-12-09,1673.6383023859796
1999-12-10,1687.463546495524
1999-12-13,1675.0811942473445
1999-12-14,1675.3096989019289
1999-12-15,1677.5811635261161
1999-12-16,1653.5821707116127
1999-12-17,1679.310041945815
1999-12-20,1686.7092238414957
1999-12-21,1683.7216422152499
1999-12-22,1709.422611617284
1999-12-23,1693.2745072674925
1999-12-24,1688.5779344775194
1999-12-27,1687.0433702604403
1999-12-28,1712.8453263809022
1999-12-29,1717.4783879472411
1999-12-30,1728.0901580008206
1999-12-31,1728.0901580008206
2000-01-03,1723.3055203536749
2000-01-04,1673.05842758519
2000-01-05,1623.9215991995557
2000-01-06,1571.1308088466951
2000-01-07,1591.820279461174
2000-01-10,1601.7232878653335
2000-01-11,1630.440041542983
2000-01-12,1619.4074645687638
2000-01-13,1630.0367819285677
2000-01-14,1671.1681562885021
2000-01-17,1712.9252021705447
2000-01-18,1690.358760975371
2000-01-19,1659.6382927489826
2000-01-20,1671.5173183320585
2000-01-21,1677.12678706209
2000-01-24,1679.2735692756485
2000-01-25,1648.8771527755682
2000-01-26,1671.449569785833
2000-01-27,1710.6817629409315
2000-01-28,1724.8804434684964
2000-01-31,1718.111630733523
2000-02-01,1702.2783954476295
2000-02-02,1714.0684107755378
2000-02-03,1703.3694055183266
2000-02-04,1723.9946803653124
2000-02-07,1720.9718623914478
2000-02-08,1675.4986798302482
2000-02-09,1679.5938500608877
2000-02-10,1679.016652638839
2000-02-11,1676.2266679068077
2000-02-14,1664.5282938888345
2000-02-15,1623.569381274855
2000-02-16,1622.734092064744
2000-02-17,1627.2846884979845
2000-02-18,1614.4444188838706
2000-02-21,1572.5206172072387
2000-02-22,1531.3890140739215
2000-02-23,1552.0906188812125
2000-02-24,1575.4042275874947
2000-02-25,1623.912041233033
2000-02-28,1649.34648693281
2000-02-29,1648.8256501882736
2000-03-01,1676.9395113774033
2000-03-02,1675.4460222314833
2000-03-03,1676.4419709711176
2000-03-06,1670.0756536232484
2000-03-07,1704.6650783903015
2000-03-08,1693.0782775747407
2000-03-09,1678.7180155875824
2000-03-10,1702.0503440038249
2000-03-13,1677.121546318691
2000-03-14,1682.3552637716903
2000-03-15,1652.7509971852176
2000-03-16,1669.8219729230095
2000-03-17,1696.6200173991076
2000-03-20,1688.079067534187
2000-03-21,1674.9727829533454
2000-03-22,1681.801333822541
2000-03-23,1670.0139406195992
2000-03-24,1683.2466768723023
2000-03-27,1719.812073886464
2000-03-28,1759.5722188478758
2000-03-29,1826.271533096686
2000-03-30,1793.4472906876601
2000-03-31,1831.0950276998672
2000-04-03,1834.509558885085
2000-04-04,1826.609926095717
2000-04-05,1811.9353027518184
2000-04-06,1804.008747355769
2000-04-07,1800.1633648754862
2000-04-10,1799.721579403018
2000-04-11,1781.3383968862702
2000-04-12,1825.900255178005
2000-04-13,1810.2412249189492
2000-04-14,1820.5052861959487
2000-04-17,1737.658433763173
2000-04-18,1786.310906181811
2000-04-19,1810.3904563601286
2000-04-20,1805.080986121861
2000-04-21,1779.946384751341
2000-04-24,1823.5985429347431
2000-04-25,1846.8290233312896
2000-04-26,1834.6327864654065
2000-04-27,1844.3308528306595
2000-04-28,1820.9988980226478
2000-05-01,1849.5594825249932
2000-05-02,1861.8114183113291
2000-05-03,1892.760956149874
2000-05-04,1902.08529431996
2000-05-05,1896.0548275360302
2000-05-08,1888.7421770639362
2000-05-09,1845.1773553420867
2000-05-10,1824.1226807012586
2000-05-11,1811.1122501109182
2000-05-12,1835.8241702191658
2000-05-15,1806.7920319045766
2000-05-16,1832.2678141267802
2000-05-17,1849.448381971518
2000-05-18,1838.9374503006013
2000-05-19,1860.3048602809902
2000-05-22,1797.7871863991897
2000-05-23,1802.338925448143
2000-05-24,1791.108969089305
2000-05-25,1792.1432437514338
2000-05-26,1746.5896016161835
2000-05-29,1749.13458022526
2000-05-30,1748.0173455551646
2000-05-31,1734.5198546730574
2000-06-01,1737.9352367751612
2000-06-02,1736.344111189185
2000-06-05,1781.1275853517786
2000-06-06,1777.136526548111
2000-06-07,1778.78064362428
2000-06-08,1777.9623894447304
2000-06-09,1782.4031809127423
2000-06-12,1786.171440121589
2000-06-13,1764.535538702168
2000-06-14,1751.028467293861
2000-06-15,1737.9460149766926
2000-06-16,1737.2548769571854
2000-06-19,1759.616789289052
2000-06-20,1787.3358416897663
2000-06-21,1827.220716065638
2000-06-22,1845.115327453787
2000-06-23,1843.8964755363343
2000-06-26,1823.3043273236915
2000-06-27,1844.3979394409916
2000-06-28,1853.4256128307939
2000-06-29,1858.604538651551
2000-06-30,1846.064757525472
2000-07-03,1873.4546678751033
2000-07-04,1876.696328917276
2000-07-05,1845.6966234553558
2000-07-06,1834.6770448552854
2000-07-07,1851.1481132913923
2000-07-10,1874.699538286922
2000-07-11,1879.304788839185
2000-07-12,1875.0014719333378
2000-07-13,1855.4931777025852
2000-07-14,1855.2780247889777
2000-07-17,1850.7063808974788
2000-07-18,1826.9214689990536
2000-07-19,1837.4566680325222
2000-07-20,1838.1660346131139
2000-07-21,1800.4592514617825
2000-07-24,1786.2629620258274
2000-07-25,1765.6771266007765
2000-07-26,1760.8325341038994
2000-07-27,1744.7225428809436
2000-07-28,1745.1925048262292
2000-07-31,1742.9573955954863
2000-08-01,1766.1541229563923
2000-08-02,1800.6154738086034
2000-08-03,1814.6201756297337
2000-08-04,1802.6751988584867
2000-08-07,1823.2344458472203
2000-08-08,1825.9671596276773
2000-08-09,1850.2318238397313
2000-08-10,1818.9607820251658
2000-08-11,1838.8731907038555
2000-08-14,1826.8043566704216
2000-08-15,1821.495218299579
2000-08-16,1830.2477834371848
2000-08-17,1811.2823120564774
2000-08-18,1830.521340034138
2000-08-21,1825.4596289417373
2000-08-22,1865.6104715814292
2000-08-23,1889.6077499497055
2000-08-24,1877.6375907568372
2000-08-25,1884.9748500607402
2000-08-28,1901.5698108887002
2000-08-29,1908.367851010688
2000-08-30,1891.3278560600127
2000-08-31,1886.9561014273218
2000-09-01,1882.9089328097195
2000-09-04,1884.0837307631257
2000-09-05,1893.8943226903616
2000-09-06,1891.9524139835553
2000-09-07,1916.8569112408613
2000-09-08,1928.7610049280502
2000-09-11,1909.4763247501508
2000-09-12,1888.235371495468
2000-09-13,1887.6694152023897
2000-09-14,1887.0611994457765
2000-09-15,1878.9598101696101
2000-09-18,1896.9768154964186
2000-09-19,1908.074644156708
2000-09-20,1949.2834454850258
2000-09-21,1922.5526947680912
2000-09-22,1807.612172893525
2000-09-25,1850.2023780463683
2000-09-26,1836.6476168016306
2000-09-27,1806.7014935283996
2000-09-28,1810.5417249486839
2000-09-29,1839.201932038933
2000-10-02,1853.8836719519743
2000-10-03,1880.6399152514057
2000-10-04,1887.919021528547
2000-10-05,1892.5911930857203
2000-10-06,1891.5458638279765
2000-10-09,1883.2424507325431
2000-10-10,1883.6372643627305
2000-10-11,1853.8062106047341
2000-10-12,1871.214770008521
2000-10-13,1858.6450486627436
2000-10-16,1881.8498976621677
2000-10-17,1861.9736529828522
2000-10-18,1842.3933584261438
2000-10-19,1855.9236067567751
2000-10-20,1881.6933760761553
2000-10-23,1880.9494523098172
2000-10-24,1878.9329873535623
2000-10-25,1893.3788438761667
2000-10-26,1893.0678213612678
2000-10-27,1861.2979398706316
2000-10-30,1843.3344271658823
2000-10-31,1841.0334661796012
2000-11-01,1862.6805841726639
2000-11-02,1866.9278976009557
2000-11-03,1876.666696808055
2000-11-06,1901.6135333501632
2000-11-07,1898.9817957908872
2000-11-08,1900.4660233885731
2000-11-09,1871.7034772118595
2000-11-10,1845.984124098207
2000-11-13,1830.2491060504697
2000-11-14,1828.4273420047755
2000-11-15,1826.8863383394876
2000-11-16,1812.2429401732295
2000-11-17,1815.9305987994837
2000-11-20,1811.5648182995587
2000-11-21,1795.852895053281
2000-11-22,1795.1404672184756
2000-11-23,1797.9768710823776
2000-11-24,1795.4102598001284
2000-11-27,1802.2916006902417
2000-11-28,1793.8370456990428
2000-11-29,1760.587604919663
2000-11-30,1757.0984703245247
2000-12-01,1775.3831690389611
2000-12-04,1748.7638929503173
2000-12-05,1737.076004896882
2000-12-06,1755.5755075778202
2000-12-07,1724.199374010645
2000-12-08,1723.7847887791186
2000-12-11,1782.5874206998108
2000-12-12,1782.2018945583332
2000-12-13,1781.556346877432
2000-12-14,1745.9301141199114
2000-12-15,1698.086456334934
2000-12-18,1700.6955230138137
2000-12-19,1686.8556353749077
2000-12-20,1644.4834805535081
2000-12-21,1611.1034450402246
2000-12-22,1590.1535336148347
2000-12-25,1627.9706206642581
2000-12-26,1609.3610302707557
2000-12-27,1602.1087847004994
2000-12-28,1604.8328587780618
2000-12-29,1590.4616584864057
2001-01-01,1590.4616584864057
2001-01-02,1573.3171601111983
2001-01-03,1573.7628656052166
2001-01-04,1569.8035878885496
2001-01-05,1569.2306131585888
2001-01-08,1568.4351264593338
2001-01-09,1556.2025456381548
2001-01-10,1544.2895540178133
2001-01-11,1495.1571806038346
2001-01-12,1500.2340773127996
2001-01-15,1506.3045555407994
2001-01-16,1532.5215969666683
2001-01-17,1557.788770321517
2001-01-18,1549.1138141513286
2001-01-19,1577.668776218335
2001-01-22,1583.5887363721843
2001-01-23,1570.7594752314983
2001-01-24,1582.2093861077244
2001-01-25,1597.8366768210142
2001-01-26,1588.8094049137433
2001-01-29,1602.4886759867873
2001-01-30,1593.6243897290144
2001-01-31,1595.2005613654003
2001-02-01,1591.8567761802524
2001-02-02,1585.320803758351
2001-02-05,1556.9533744678727
2001-02-06,1567.1578887303335
2001-02-07,1562.6227409577698
2001-02-08,1572.5322055518668
2001-02-09,1561.2603016345897
2001-02-12,1552.9418526571164
2001-02-13,1568.1651637065406
2001-02-14,1578.9300977953847
2001-02-15,1611.68360832291
2001-02-16,1583.7612650219894
2001-02-19,1559.8370620494002
2001-02-20,1593.5089562555488
2001-02-21,1571.347400369804
2001-02-22,1585.152583896734
2001-02-23,1599.6443017980437
2001-02-26,1608.7483098791683
2001-02-27,1591.584936643143
2001-02-28,1572.3213959999266
2001-03-01,1543.248701970425
2001-03-02,1488.9862061902754
2001-03-05,1498.7803638600867
2001-03-06,1519.3137453008069
2001-03-07,1523.6798408755349
2001-03-08,1521.0404583390052
2001-03-09,1520.7780118818207
2001-03-12,1481.614798362478
2001-03-13,1463.865001821135
2001-03-14,1450.417316613783
2001-03-15,1480.8332775742801
2001-03-16,1488.590513092456
2001-03-19,1495.9267480307694
2001-03-20,1481.9900812757169
2001-03-21,1552.4996548056927
2001-03-22,1537.1522155704026
2001-03-23,1555.8182404601005
2001-03-26,1601.433631113
2001-03-27,1588.034527895398
2001-03-28,1624.4346748546263
2001-03-29,1579.6883704283148
2001-03-30,1551.3704357477263
2001-04-02,1528.3323598263642
2001-04-03,1552.5008770532093
2001-04-04,1538.7974929659536
2001-04-05,1571.3030488024833
2001-04-06,1569.6369737381094
2001-04-09,1521.740027128188
2001-04-10,1533.4471844868026
2001-04-11,1572.4173176982397
2001-04-12,1583.148444355752
2001-04-13,1577.0587951204996
2001-04-16,1581.9425189804049
2001-04-17,1585.9412898531116
2001-04-18,1646.434122391568
2001-04-19,1643.0129446391163
2001-04-20,1614.0715564150826
2001-04-23,1623.7160209077433
2001-04-24,1626.4984542306133
2001-04-25,1631.6123560890649
2001-04-26,1639.4436359612926
2001-04-27,1653.032976389167
2001-04-30,1669.3412341852372
2001-05-01,1716.9905060936826
2001-05-02,1731.0930990668378
2001-05-03,1738.7865739385609
2001-05-04,1731.4985281462573
2001-05-07,1743.45243594442
2001-05-08,1721.5382843202858
2001-05-09,1705.307180014656
2001-05-10,1698.1509350186072
2001-05-11,1716.903733763629
2001-05-14,1692.2503753036226
2001-05-15,1693.2349955019813
2001-05-16,1664.366781281804
2001-05-17,1695.675612753374
2001-05-18,1688.7710167799441
2001-05-21,1718.5839965382263
2001-05-22,1735.5996863899743
2001-05-23,1769.542553691055
2001-05-24,1770.3452671133284
2001-05-25,1759.9224108445082
2001-05-28,1740.371261720713
2001-05-29,1766.1878960192194
2001-05-30,1732.6423996861402
2001-05-31,1747.4026501663504
2001-06-01,1746.519381790584
2001-06-04,1745.2067305203902
2001-06-05,1734.2560485881256
2001-06-06,1736.4762587040827
2001-06-07,1741.5619619090912
2001-06-08,1744.034239348449
2001-06-11,1737.87199278516
2001-06-12,1691.5886564417904
2001-06-13,1688.1088881315598
2001-06-14,1672.8292758530781
2001-06-15,1649.7911060521164
2001-06-18,1639.126951599457
2001-06-19,1642.202328722571
2001-06-20,1649.4530432220106
2001-06-21,1663.9380224900328
2001-06-22,1676.1562698680318
2001-06-25,1654.5180659480404
2001-06-26,1658.7407506848228
2001-06-27,1650.4427500903628
2001-06-28,1651.579294922262
2001-06-29,1680.2839929419197
2001-07-02,1673.5568883926283
2001-07-03,1678.3374083383487
2001-07-04,1669.18368238249
2001-07-05,1668.795898112863
2001-07-06,1619.5626422250534
2001-07-09,1604.2066469123506
2001-07-10,1607.9084203303048
2001-07-11,1588.10181096519
2001-07-12,1624.28945577303
2001-07-13,1616.0774071740027
2001-07-16,1605.9739233580456
2001-07-17,1595.556699844222
2001-07-18,1545.6231171965744
2001-07-19,1548.6101902539274
2001-07-20,1545.6017455826552
2001-07-23,1512.0171877771104
2001-07-24,1513.730063260343
2001-07-25,1520.9124021926548
2001-07-26,1521.2548673367785
2001-07-27,1524.492571456602
2001-07-30,1495.4039740692501
2001-07-31,1526.9214115843872
2001-08-01,1534.4826490153011
2001-08-02,1563.538639088414
2001-08-03,1541.6756861208924
2001-08-06,1549.3437259199886
2001-08-07,1565.8645144124762
2001-08-08,1563.01098434955
2001-08-09,1509.4722582887823
2001-08-10,1507.5507365337257
2001-08-13,1484.3499436532272
2001-08-14,1523.8893726468184
2001-08-15,1522.7753206459504
2001-08-16,1502.224531541577
2001-08-17,1496.0948544152225
2001-08-20,1481.9872633342954
2001-08-21,1493.0523647080734
2001-08-22,1492.8740085902275
2001-08-23,1491.390526684398
2001-08-24,1485.6748353429784
2001-08-27,1499.6201332535045
2001-08-28,1490.5116633909759
2001-08-29,1475.6351511973853
2001-08-30,1455.675368107416
2001-08-31,1449.6307656802185
2001-09-03,1423.111324825558
2001-09-04,1467.662771060419
2001-09-05,1446.7407038337178
2001-09-06,1430.694347567997
2001-09-07,1403.8872522876625
2001-09-10,1373.7534857792023
2001-09-11,1385.5179509892741
2001-09-12,1291.5472004986757
2001-09-13,1307.0469698353386
2001-09-14,1326.7676499547454
2001-09-17,1264.4737727573984
2001-09-18,1273.7893848016004
2001-09-19,1288.4123793515168
2001-09-20,1273.8246883448119
2001-09-21,1245.0530037615536
2001-09-24,1243.038775384841
2001-09-25,1250.1963900583107
2001-09-26,1235.3304185989912
2001-09-27,1231.501966695895
2001-09-28,1275.7622118236175
2001-10-01,1285.1290356332006
2001-10-02,1303.9225254594364
2001-10-03,1280.881790076172
2001-10-04,1319.3896432038666
2001-10-05,1315.183730025132
2001-10-08,1313.2038391426072
2001-10-09,1290.5832976193003
2001-10-10,1284.8339833886573
2001-10-11,1324.3246711555885
2001-10-12,1338.5151007947597
2001-10-15,1329.4912039968526
2001-10-16,1330.131145711525
2001-10-17,1346.9160880755962
2001-10-18,1326.4109652027703
2001-10-19,1332.8139151770333
2001-10-22,1339.9202839246502
2001-10-23,1363.9965837812913
2001-10-24,1363.600173264316
2001-10-25,1367.342483129425
2001-10-26,1358.0318019487781
2001-10-29,1323.829767334594
2001-10-30,1309.433400377572
2001-10-31,1304.9522760789284
2001-11-01,1303.9852715235925
2001-11-02,1302.0913360549403
2001-11-05,1317.5201964960106
2001-11-06,1332.4048409788672
2001-11-07,1297.6681061780978
2001-11-08,1324.436449781439
2001-11-09,1318.4598338897097
2001-11-12,1308.8900887375912
2001-11-13,1305.7604535102369
2001-11-14,1305.1415701258743
2001-11-15,1331.1483694780595
2001-11-16,1328.7030502271082
2001-11-19,1352.2074776212955
2001-11-20,1349.396427791039
2001-11-21,1358.683986056133
2001-11-22,1348.6892851836449
2001-11-23,1349.3415095465557
2001-11-26,1370.3769357071726
2001-11-27,1363.1333966838406
2001-11-28,1334.7801779132324
2001-11-29,1332.7464627281356
2001-11-30,1336.8756967789816
2001-12-03,1311.3103374997988
2001-12-04,1304.0652689591304
2001-12-05,1333.8408173192083
2001-12-06,1335.88090434686
2001-12-07,1317.2068704847736
2001-12-10,1290.8063417476144
2001-12-11,1280.1785303566821
2001-12-12,1295.6135073422763
2001-12-13,1261.1272494806694
2001-12-14,1242.3696546225688
2001-12-17,1215.60046096842
2001-12-18,1222.9240738480216
2001-12-19,1230.5887688777302
2001-12-20,1246.5820142654925
2001-12-21,1248.4618202456543
2001-12-24,1259.5896668983212
2001-12-25,1256.7762069984285
2001-12-26,1245.3805912738399
2001-12-27,1253.0397386909203
2001-12-28,1280.839830503753
2001-12-31,1270.107924613117
2002-01-01,1270.107924613117
2002-01-02,1243.997249170451
2002-01-03,1253.2564179886854
2002-01-04,1291.1752990648877
2002-01-07,1300.7821921515117
2002-01-08,1273.153273821508
2002-01-09,1270.123213307026
2002-01-10,1251.674479069373
2002-01-11,1247.1895299294924
2002-01-14,1244.3744910448884
2002-01-15,1229.3641321349157
2002-01-16,1241.8014105252191
2002-01-17,1241.126260738893
2002-01-18,1254.1749997248692
2002-01-21,1256.9573363872007
2002-01-22,1227.6533904383168
2002-01-23,1218.6642015917898
2002-01-24,1229.3767069201247
2002-01-25,1256.1132987955502
2002-01-28,1278.0783545943095
2002-01-29,1261.1424475735723
2002-01-30,1243.3393537093884
2002-01-31,1252.429223349045
2002-02-01,1232.2988458495884
2002-02-04,1221.1486864287847
2002-02-05,1195.6735642938663
2002-02-06,1190.3140042730256
2002-02-07,1204.6317352540862
2002-02-08,1205.9632904320672
2002-02-11,1210.8549710030263
2002-02-12,1237.961470411873
2002-02-13,1251.4690770111933
2002-02-14,1264.1064249317867
2002-02-15,1259.1180071001045
2002-02-18,1266.2213071953645
2002-02-19,1226.8293546613006
2002-02-20,1223.4908325111396
2002-02-21,1252.2115012267254
2002-02-22,1245.2366739015717
2002-02-25,1247.3470257259758
2002-02-26,1243.7119874403195
2002-02-27,1276.1640861106948
2002-02-28,1288.7135020622588
2002-03-01,1311.0886010451568
2002-03-04,1369.891795383866
2002-03-05,1365.4316635241585
2002-03-06,1360.8852198993748
2002-03-07,1410.411487750216
2002-03-08,1420.9540061626515
2002-03-11,1445.117039156524
2002-03-12,1413.4850664531778
2002-03-13,1379.945697218196
2002-03-14,1387.6769467367888
2002-03-15,1397.2912641550204
2002-03-18,1373.3032882615055
2002-03-19,1392.7416862256755
2002-03-20,1376.3290290900977
2002-03-21,1372.5054344502307
2002-03-22,1348.1503097115142
2002-03-25,1344.3658853689367
2002-03-26,1338.7767231022938
2002-03-27,1360.0200068288543
2002-03-28,1374.9248832827107
2002-03-29,1349.866065605177
2002-04-01,1324.0933324288583
2002-04-02,1336.4408672900595
2002-04-03,1356.984401095122
2002-04-04,1366.2208790904867
2002-04-05,1370.926914178789
2002-04-08,1376.8302565517504
2002-04-09,1357.4644280724012
2002-04-10,1362.635252113422
2002-04-11,1342.6651059710734
2002-04-12,1331.1208266784602
2002-04-15,1343.8128803992192
2002-04-16,1356.041403471517
2002-04-17,1369.0910342471784
2002-04-18,1378.2972337935
2002-04-19,1372.2311813272347
2002-04-22,1391.1045610270944
2002-04-23,1393.0945869135226
2002-04-24,1386.161775788732
2002-04-25,1386.7470360209754
2002-04-26,1379.2785826343516
2002-04-29,1369.8037629888265
2002-04-30,1365.4582412141183
2002-05-01,1371.1796072569623
2002-05-02,1377.0093578210779
2002-05-03,1370.8860875113169
2002-05-06,1360.8793776652299
2002-05-07,1351.5978873637198
2002-05-08,1359.4853415400553
2002-05-09,1368.5696602193518
2002-05-10,1363.939897225028
2002-05-13,1357.536284727784
2002-05-14,1361.973174872276
2002-05-15,1382.0555352375886
2002-05-16,1394.47723238043
2002-05-17,1403.4932707990483
2002-05-20,1409.7794393407687
2002-05-21,1425.993369527479
2002-05-22,1430.5553634066384
2002-05-23,1435.824484753282
