Date,WORLD ex EMU VALUE WEIGHTED
2000-03-30,1433.4098860667627
2000-03-31,1448.0596082919894
2000-04-03,1466.0614046124965
2000-04-04,1462.1348903249864
2000-04-05,1441.272233849635
2000-04-06,1451.4760901386298
2000-04-07,1448.6496642682343
2000-04-10,1452.798215347553
2000-04-11,1448.6371498144288
2000-04-12,1461.5776915133883
2000-04-13,1452.3474808397436
2000-04-14,1405.7582340058304
2000-04-17,1396.7579059716375
2000-04-18,1427.984056592504
2000-04-19,1439.4300885790917
2000-04-20,1448.5768156617896
2000-04-21,1443.024601618227
2000-04-24,1457.6444789310526
2000-04-25,1498.990021165244
2000-04-26,1495.6264503799514
2000-04-27,1502.4060994700467
2000-04-28,1492.1501542542235
2000-05-01,1508.2568714590498
2000-05-02,1510.6396655264198
2000-05-03,1515.0681031841866
2000-05-04,1513.2811037244203
2000-05-05,1517.4293866732664
2000-05-08,1517.7883059578219
2000-05-09,1495.0956937635083
2000-05-10,1469.941195967296
2000-05-11,1491.0979129685345
2000-05-12,1503.5526216850326
2000-05-15,1501.5201632305364
2000-05-16,1526.821682595259
2000-05-17,1532.2810858229639
2000-05-18,1527.914625854427
2000-05-19,1518.1324592941867
2000-05-22,1488.091616522427
2000-05-23,1478.113710446477
2000-05-24,1487.3222739688126
2000-05-25,1477.3663690412
2000-05-26,1443.4519256749745
2000-05-29,1443.3447100409594
2000-05-30,1455.6480588004308
2000-05-31,1456.6576719696077
2000-06-01,1467.5081543626975
2000-06-02,1467.837061054167
2000-06-05,1471.3932052264518
2000-06-06,1452.528500611567
2000-06-07,1458.0068925011221
2000-06-08,1453.729995693611
2000-06-09,1451.6109604623143
2000-06-12,1448.5966834797753
2000-06-13,1441.9125493403267
2000-06-14,1443.7267574039258
2000-06-15,1441.7358191876879
2000-06-16,1419.7821169885626
2000-06-19,1431.3374864638517
2000-06-20,1435.9126367939718
2000-06-21,1450.355338455555
2000-06-22,1453.0815447120792
2000-06-23,1453.5943361350846
2000-06-26,1452.318937766284
2000-06-27,1449.7913052350784
2000-06-28,1450.3436914826837
2000-06-29,1441.497076160488
2000-06-30,1428.223700858545
2000-07-03,1457.1877179116193
2000-07-04,1459.5448518391192
2000-07-05,1441.5115217174155
2000-07-06,1444.0375601537417
2000-07-07,1465.1852785077763
2000-07-10,1466.9895313841441
2000-07-11,1475.1325176578584
2000-07-12,1485.0444788478228
2000-07-13,1488.7005206744298
2000-07-14,1489.4962107209512
2000-07-17,1486.3219268718096
2000-07-18,1477.744113875919
2000-07-19,1486.9465249367895
2000-07-20,1493.848744884695
2000-07-21,1470.527972956498
2000-07-24,1462.9866272683453
2000-07-25,1453.499975544396
2000-07-26,1438.3665112831495
2000-07-27,1441.1072056516161
2000-07-28,1443.49283404757
2000-07-31,1446.669901409228
2000-08-01,1461.7120678577623
2000-08-02,1485.657028632075
2000-08-03,1504.7368369786914
2000-08-04,1506.739397935246
2000-08-07,1521.2269841056782
2000-08-08,1535.0054032174999
2000-08-09,1539.3331220085386
2000-08-10,1516.433684010467
2000-08-11,1534.6017373132213
2000-08-14,1543.6646358095652
2000-08-15,1527.1725122025082
2000-08-16,1529.4106486641206
2000-08-17,1524.372590287501
2000-08-18,1533.5357902188302
2000-08-21,1540.7289082544767
2000-08-22,1557.4332427982426
2000-08-23,1565.8808511221816
2000-08-24,1552.6213291172603
2000-08-25,1550.4051437678395
2000-08-28,1564.4231526407818
2000-08-29,1562.7202749542573
2000-08-30,1559.4040233044357
2000-08-31,1569.336521774628
2000-09-01,1559.879850198488
2000-09-04,1561.0869032955188
2000-09-05,1579.7094501572892
2000-09-06,1587.9396607185988
2000-09-07,1598.5033000092533
2000-09-08,1605.0151889387762
2000-09-11,1610.372064025255
2000-09-12,1603.093264858261
2000-09-13,1596.9340345735986
2000-09-14,1597.6680289918004
2000-09-15,1583.2553808394296
2000-09-18,1583.9352181604456
2000-09-19,1588.0205698440377
2000-09-20,1593.7033359198383
2000-09-21,1580.5087268074278
2000-09-22,1531.926893166245
2000-09-25,1550.5243508005904
2000-09-26,1533.395113594422
2000-09-27,1528.8396134743805
2000-09-28,1545.0681781103983
2000-09-29,1547.9529181880623
2000-10-02,1555.7393632810845
2000-10-03,1567.9469786227621
2000-10-04,1575.976990355856
2000-10-05,1582.9348107466474
2000-10-06,1567.5698311273898
2000-10-09,1558.582767606123
2000-10-10,1552.1263633534718
2000-10-11,1523.7425045020625
2000-10-12,1520.3677379739618
2000-10-13,1536.7712310610273
2000-10-16,1557.8211647355427
2000-10-17,1535.897373361847
2000-10-18,1532.5948963436356
2000-10-19,1565.7329878827156
2000-10-20,1576.86481582303
2000-10-23,1583.4672556326016
2000-10-24,1594.5905817512157
2000-10-25,1596.2467240519422
2000-10-26,1592.4785065482602
2000-10-27,1584.4101299020263
2000-10-30,1604.5928295647543
2000-10-31,1614.4190773721537
2000-11-01,1603.0837058369254
2000-11-02,1602.3308835984797
2000-11-03,1596.7564606136107
2000-11-06,1612.7849283715916
2000-11-07,1610.159779949541
2000-11-08,1612.9747530255302
2000-11-09,1599.187519875083
2000-11-10,1573.9865762417846
2000-11-13,1567.2459864071204
2000-11-14,1580.2513847414334
2000-11-15,1579.28687747043
2000-11-16,1577.9221881211083
2000-11-17,1576.3261871161928
2000-11-20,1566.3440847012864
2000-11-21,1570.1858135015634
2000-11-22,1556.036251485642
2000-11-23,1558.0094316531956
2000-11-24,1569.6430165563286
2000-11-27,1569.068805019241
2000-11-28,1556.6355026312076
2000-11-29,1549.283070641822
2000-11-30,1523.0822370485878
2000-12-01,1530.4860227302463
2000-12-04,1512.3013152560013
2000-12-05,1542.1240103505913
2000-12-06,1530.5988769474864
2000-12-07,1511.8589997624263
2000-12-08,1530.8269626516167
2000-12-11,1566.4275803736273
2000-12-12,1569.8354511770835
2000-12-13,1569.1975215370949
2000-12-14,1533.3901613429637
2000-12-15,1492.4580741974567
2000-12-18,1509.4641445573286
2000-12-19,1508.7396847007926
2000-12-20,1457.4270652914925
2000-12-21,1447.5633648596618
2000-12-22,1446.6715994988592
2000-12-25,1454.5841681074965
2000-12-26,1452.1995928920771
2000-12-27,1463.4930051686772
2000-12-28,1473.3487613023822
2000-12-29,1452.1902968099969
2001-01-01,1452.1902968099969
2001-01-02,1428.497204713836
2001-01-03,1460.75547462068
2001-01-04,1466.3707433246784
2001-01-05,1438.9101710829211
2001-01-08,1439.6785968827735
2001-01-09,1447.3547701884163
2001-01-10,1450.2561607640023
2001-01-11,1436.289257721084
2001-01-12,1433.442396404272
2001-01-15,1442.3325031554398
2001-01-16,1453.6232308273086
2001-01-17,1474.304976694073
2001-01-18,1462.4974621272813
2001-01-19,1472.0374283564042
2001-01-22,1475.9416004242362
2001-01-23,1478.2072205169313
2001-01-24,1504.5386785885262
2001-01-25,1511.5034035916437
2001-01-26,1506.210777372272
2001-01-29,1522.9444596743547
2001-01-30,1526.167436197919
2001-01-31,1515.15942918593
2001-02-01,1508.5582671297695
2001-02-02,1503.1837381417552
2001-02-05,1495.320012842159
2001-02-06,1504.70065296136
2001-02-07,1495.066141292048
2001-02-08,1506.9779648293745
2001-02-09,1485.9702382409423
2001-02-12,1490.5596815861493
2001-02-13,1498.3937392016232
2001-02-14,1495.6240407541159
2001-02-15,1526.096642094922
2001-02-16,1492.2071552181758
2001-02-19,1480.9981333115738
2001-02-20,1485.4471555553973
2001-02-21,1459.3894641945365
2001-02-22,1469.542291662512
2001-02-23,1465.6454702534786
2001-02-26,1484.2178404888427
2001-02-27,1470.1192790751177
2001-02-28,1453.9937353990133
2001-03-01,1433.7326343034931
2001-03-02,1419.0898092429559
2001-03-05,1436.8683311044626
2001-03-06,1449.1272989649656
2001-03-07,1463.3125242270273
2001-03-08,1465.000126811812
2001-03-09,1446.587708899066
2001-03-12,1404.8322690914679
2001-03-13,1416.7432256295829
2001-03-14,1391.838774689912
2001-03-15,1413.2628216325656
2001-03-16,1402.0087998205136
2001-03-19,1415.3097448690392
2001-03-20,1392.8878305262908
2001-03-21,1394.1681756810483
2001-03-22,1383.647101676654
2001-03-23,1396.0156349504157
2001-03-26,1425.9531795794198
2001-03-27,1443.685710666283
2001-03-28,1442.1152510392849
2001-03-29,1441.2844275511454
2001-03-30,1442.1357609454226
2001-04-02,1430.6486618169974
2001-04-03,1399.0622007299025
2001-04-04,1381.4771060373525
2001-04-05,1426.0187327230872
2001-04-06,1403.666587772005
2001-04-09,1406.3660484753386
2001-04-10,1447.2470329768305
2001-04-11,1455.654618362636
2001-04-12,1456.049645860986
2001-04-13,1454.7822651682895
2001-04-16,1466.5551569527927
2001-04-17,1476.6352892309426
2001-04-18,1535.3099679062911
2001-04-19,1524.558741443293
2001-04-20,1495.5357846160446
2001-04-23,1491.5781940726888
2001-04-24,1489.8732989643722
2001-04-25,1496.1047472624143
2001-04-26,1499.9305662915456
2001-04-27,1528.94316341707
2001-04-30,1534.5298293259025
2001-05-01,1547.5417644869826
2001-05-02,1549.2086075944542
2001-05-03,1533.5283932436628
2001-05-04,1544.5641978830804
2001-05-07,1551.3697961723365
2001-05-08,1549.4697742849874
2001-05-09,1545.4811054927004
2001-05-10,1553.369839621282
2001-05-11,1557.2834307489366
2001-05-14,1552.2423350864315
2001-05-15,1552.2969624886355
2001-05-16,1564.353692118195
2001-05-17,1577.572411598932
2001-05-18,1585.5698147282108
2001-05-21,1602.7314582790127
2001-05-22,1616.3903209889515
2001-05-23,1616.9387165333133
2001-05-24,1621.8554371153755
2001-05-25,1612.8068519439387
2001-05-28,1604.0816243281893
2001-05-29,1612.8000481489398
2001-05-30,1587.8503489815819
2001-05-31,1610.427779732352
2001-06-01,1615.6044765910676
2001-06-04,1618.8104313851832
2001-06-05,1627.5566375119133
2001-06-06,1617.2676592897787
2001-06-07,1615.8836812045308
2001-06-08,1610.9427539644994
2001-06-11,1608.4749685958764
2001-06-12,1585.7252937268388
2001-06-13,1576.55964534801
2001-06-14,1545.8503304221579
2001-06-15,1531.358511443987
2001-06-18,1525.3080669601266
2001-06-19,1532.95044359977
2001-06-20,1546.1624573817037
2001-06-21,1559.8232935237709
2001-06-22,1554.7226457490726
2001-06-25,1535.8104573072737
2001-06-26,1529.340321573875
2001-06-27,1528.5914821505335
2001-06-28,1557.4753964015854
2001-06-29,1568.6537840493797
2001-07-02,1582.704148116454
2001-07-03,1577.5806803239252
2001-07-04,1574.8413044944296
2001-07-05,1573.915733724656
2001-07-06,1530.5797642300972
2001-07-09,1528.1088493359496
2001-07-10,1511.4236531807226
2001-07-11,1498.9917960675702
2001-07-12,1540.9782445280816
2001-07-13,1546.6896473318557
2001-07-16,1532.1802444085204
2001-07-17,1539.7673253634891
2001-07-18,1500.7496338087562
2001-07-19,1510.2416247394433
2001-07-20,1500.8450055838493
2001-07-23,1487.306223136527
2001-07-24,1460.1737072318476
2001-07-25,1466.483183789954
2001-07-26,1478.42965033368
2001-07-27,1489.9014547028296
2001-07-30,1484.369579438806
2001-07-31,1498.8623315026225
2001-08-01,1499.991002573605
2001-08-02,1508.8173357992703
2001-08-03,1493.9826866139529
2001-08-06,1490.8096701980937
2001-08-07,1502.2153716973596
2001-08-08,1485.6460483312942
2001-08-09,1456.1476521852833
2001-08-10,1453.5291006088432
2001-08-13,1445.1227270274562
2001-08-14,1455.6700827258721
2001-08-15,1434.0990649334485
2001-08-16,1429.3858886382056
2001-08-17,1406.795594374309
2001-08-20,1411.8562401751412
2001-08-21,1409.4260988021124
2001-08-22,1406.0990906311226
2001-08-23,1410.8559878235085
2001-08-24,1426.5906125801243
2001-08-27,1429.2453127772455
2001-08-28,1416.1811970946715
2001-08-29,1400.9486424783693
2001-08-30,1381.7691697353346
2001-08-31,1386.2068224225363
2001-09-03,1380.573316690896
2001-09-04,1412.1327612827286
2001-09-05,1407.1308235690144
2001-09-06,1378.1883145884685
2001-09-07,1338.1582290147367
2001-09-10,1336.6273010397122
2001-09-11,1314.423323064678
2001-09-12,1302.074585039561
2001-09-13,1306.6821583594774
2001-09-14,1287.7645071672964
2001-09-17,1239.9670478877003
2001-09-18,1234.483843011722
2001-09-19,1213.8504209929247
2001-09-20,1181.6819433595267
2001-09-21,1165.4848523090038
2001-09-24,1202.7432064722939
2001-09-25,1205.8992115174733
2001-09-26,1203.0332842805465
2001-09-27,1212.732594053097
2001-09-28,1255.3477631649757
2001-10-01,1246.1976289368763
2001-10-02,1259.2300093720944
2001-10-03,1265.4770582086176
2001-10-04,1283.8047334796076
2001-10-05,1276.9013690819302
2001-10-08,1268.5154138423923
2001-10-09,1259.6997767388618
2001-10-10,1285.1710970703652
2001-10-11,1316.5047127230937
2001-10-12,1308.5506425767599
2001-10-15,1299.8076324179349
2001-10-16,1304.183151055456
2001-10-17,1301.7465533836048
2001-10-18,1289.9569382780921
2001-10-19,1294.0340671178699
2001-10-22,1313.067867082502
2001-10-23,1323.7299453572286
2001-10-24,1317.4034537804646
2001-10-25,1319.2086282672515
2001-10-26,1330.9944715255608
2001-10-29,1290.4561548884935
2001-10-30,1265.3563186214496
2001-10-31,1274.7544146824566
2001-11-01,1285.3679114682943
2001-11-02,1292.4323395686824
2001-11-05,1317.8699457715356
2001-11-06,1332.9015875483656
2001-11-07,1322.1890598220677
2001-11-08,1340.9696131438043
2001-11-09,1337.844107546465
2001-11-12,1327.6721704782615
2001-11-13,1361.4058259218145
2001-11-14,1362.7749094468102
2001-11-15,1373.5688122454908
2001-11-16,1368.817820865837
2001-11-19,1390.9929771675836
2001-11-20,1377.66852344616
2001-11-21,1381.7112296500102
2001-11-22,1378.3412352221274
2001-11-23,1389.4705004693874
2001-11-26,1396.423056744562
2001-11-27,1385.2086974338438
2001-11-28,1358.4275441861787
2001-11-29,1364.9060113284456
2001-11-30,1356.7625916905286
2001-12-03,1348.9115526646303
2001-12-04,1369.4190757964445
2001-12-05,1405.2144137864334
2001-12-06,1405.5715369948405
2001-12-07,1393.2688342175359
2001-12-10,1372.1628137140387
2001-12-11,1365.4877107994628
2001-12-12,1361.5166962962635
2001-12-13,1336.280017590425
2001-12-14,1326.7197380501898
2001-12-17,1330.6378214587603
2001-12-18,1341.958978881694
2001-12-19,1349.1202390159979
2001-12-20,1348.3229332281842
2001-12-21,1364.1596678940816
2001-12-24,1377.673820487003
2001-12-25,1377.0886902457657
2001-12-26,1378.0865755960835
2001-12-27,1380.8492978171778
2001-12-28,1397.5150251828763
2001-12-31,1378.0936895363222
2002-01-01,1378.0936895363222
2002-01-02,1359.6239576584398
2002-01-03,1378.277572958403
2002-01-04,1401.8557250472397
2002-01-07,1401.3541171943739
2002-01-08,1389.5151106003127
2002-01-09,1386.3694623091476
2002-01-10,1375.708643873248
2002-01-11,1370.3023785201378
2002-01-14,1355.5426967649673
2002-01-15,1363.11216480833
2002-01-16,1358.5123941477789
2002-01-17,1369.9473398652372
2002-01-18,1360.705448781317
2002-01-21,1361.219800611254
2002-01-22,1349.2873209120207
2002-01-23,1352.695480734375
2002-01-24,1368.7153137885834
2002-01-25,1388.3648897407102
2002-01-28,1399.2215306683886
2002-01-29,1366.878690636421
2002-01-30,1367.0324577328288
2002-01-31,1386.4431844906112
2002-02-01,1376.547731156986
2002-02-04,1345.3825679049473
2002-02-05,1328.488395676635
2002-02-06,1318.5544897123189
2002-02-07,1324.593261889764
2002-02-08,1336.0129385274745
2002-02-11,1344.0943814176899
2002-02-12,1346.8099322773685
2002-02-13,1363.2812009614142
2002-02-14,1369.512502120496
2002-02-15,1355.3036645772634
2002-02-18,1358.2959642730004
2002-02-19,1327.1128070241762
2002-02-20,1335.8753830216147
2002-02-21,1335.912863534241
2002-02-22,1332.9265171177085
2002-02-25,1358.3994312968844
2002-02-26,1363.6596765188656
2002-02-27,1379.865627441825
2002-02-28,1377.313235283862
2002-03-01,1403.0872499645156
2002-03-04,1436.4517099266823
2002-03-05,1429.7733221584958
2002-03-06,1438.1215276683956
2002-03-07,1441.9202721021393
2002-03-08,1453.0090514692888
2002-03-11,1461.130683384475
2002-03-12,1453.0291039856218
2002-03-13,1435.8929236008576
2002-03-14,1429.6784195737507
2002-03-15,1442.4050653569336
2002-03-18,1441.350356339892
2002-03-19,1447.032138421377
2002-03-20,1428.6180110085868
2002-03-21,1430.8159190602116
2002-03-22,1426.2509400105596
2002-03-25,1413.3082228429996
2002-03-26,1416.6920472681645
2002-03-27,1432.5524317614643
2002-03-28,1440.9872954624288
2002-03-29,1435.7911192132542
2002-04-01,1421.4450454206458
2002-04-02,1416.8650396103096
2002-04-03,1413.3744175648774
2002-04-04,1412.5276822214496
2002-04-05,1416.7738326565682
2002-04-08,1420.752034603141
2002-04-09,1411.3795863192368
2002-04-10,1420.453234231913
2002-04-11,1388.046891954187
2002-04-12,1395.5748290114282
2002-04-15,1392.4402575842807
2002-04-16,1417.0611069388217
2002-04-17,1416.3941728340424
2002-04-18,1411.203993067221
2002-04-19,1414.6082810744683
2002-04-22,1404.516613526956
2002-04-23,1399.5428333901996
2002-04-24,1390.3920767657644
2002-04-25,1380.0087919597026
2002-04-26,1367.4323393158093
2002-04-29,1353.299257687612
2002-04-30,1363.8240861425936
2002-05-01,1366.5718567342412
2002-05-02,1374.1509274985049
2002-05-03,1357.2108989930186
2002-05-06,1336.5198407559003
2002-05-07,1332.4591995956073
2002-05-08,1367.3267961975932
2002-05-09,1359.1154622045267
2002-05-10,1341.1068041013468
2002-05-13,1355.2194619048482
2002-05-14,1381.9423513950808
2002-05-15,1379.2480972620524
2002-05-16,1383.546172803423
2002-05-17,1375.606870247244
2002-05-20,1367.7108546122697
2002-05-21,1367.218905141712
