Date,PACIFIC ex JP VALUE WEIGHTED
1999-07-09,416.8634669954365
1999-07-12,416.43870221983036
1999-07-13,412.12730716646206
1999-07-14,405.5459974461155
1999-07-15,407.68945521998836
1999-07-16,403.34065626069196
1999-07-19,403.4988139660409
1999-07-20,398.28055914731044
1999-07-21,391.27655899692894
1999-07-22,388.43785223068676
1999-07-23,383.6393676932025
1999-07-26,371.27942156709213
1999-07-27,374.4778193974547
1999-07-28,379.3567032407312
1999-07-29,378.272850396897
1999-07-30,378.1498523536557
1999-08-02,380.05095968094633
1999-08-03,384.2573858355138
1999-08-04,379.91206797523927
1999-08-05,373.37134924643556
1999-08-06,372.27207339734736
1999-08-09,371.50075188198605
1999-08-10,362.94602394082835
1999-08-11,359.5031726424317
1999-08-12,365.0122652059556
1999-08-13,365.7788845022238
1999-08-16,372.66585204449336
1999-08-17,368.87065846635585
1999-08-18,375.7357870574141
1999-08-19,375.63020317015634
1999-08-20,377.4058183788683
1999-08-23,381.78810335875994
1999-08-24,383.82323190081723
1999-08-25,382.37346864183934
1999-08-26,385.35279668761393
1999-08-27,380.2135201744943
1999-08-30,382.18296784513046
1999-08-31,372.4399928802841
1999-09-01,375.83628253266005
1999-09-02,371.67322047224434
1999-09-03,371.1030256629021
1999-09-06,376.9860430455427
1999-09-07,377.14381681348215
1999-09-08,376.34611314800225
1999-09-09,387.0955564168048
1999-09-10,390.33989330062553
1999-09-13,394.4920936512804
1999-09-14,391.84511790467405
1999-09-15,383.72587779190525
1999-09-16,380.61921263632644
1999-09-17,383.3384816345461
1999-09-20,380.92969202595947
1999-09-21,377.4370879442271
1999-09-22,373.28018839893366
1999-09-23,376.77662443536417
1999-09-24,371.2046144186253
1999-09-27,369.60528470767906
1999-09-28,369.6809662636079
1999-09-29,364.28672341749154
1999-09-30,360.7186326558524
1999-10-01,362.4603663001822
1999-10-04,362.99341685424565
1999-10-05,368.5406288404016
1999-10-06,367.73070288626064
1999-10-07,367.88903965517574
1999-10-08,369.6893930764292
1999-10-11,368.34957453564544
1999-10-12,362.5622428050145
1999-10-13,355.9893596139194
1999-10-14,355.07322163676207
1999-10-15,345.8941569153575
1999-10-18,342.0731878139894
1999-10-19,341.1783569748993
1999-10-20,350.33883972955044
1999-10-21,350.20957945984827
1999-10-22,360.1766687852367
1999-10-25,363.5257283674426
1999-10-26,362.1853704157577
1999-10-27,359.50424099624837
1999-10-28,363.8802076580199
1999-10-29,369.53800815263315
1999-11-01,372.0022946013343
1999-11-02,372.0857031237551
1999-11-03,374.04982867606515
1999-11-04,378.43178724395625
1999-11-05,377.5884808153725
1999-11-08,377.6038677849188
1999-11-09,375.40883801859866
1999-11-10,380.2630011601179
1999-11-11,385.33618209038497
1999-11-12,392.732496775802
1999-11-15,397.41843029217006
1999-11-16,399.4180070106962
1999-11-17,397.15235341571264
1999-11-18,399.93146190278185
1999-11-19,408.3025386832403
1999-11-22,407.24185746596635
1999-11-23,407.07944277273396
1999-11-24,406.37781261175417
1999-11-25,403.39314847959787
1999-11-26,411.0459769256661
1999-11-29,414.9610905273238
1999-11-30,413.2681431585312
1999-12-01,415.173899674034
1999-12-02,423.0478080993075
1999-12-03,428.78394157804473
1999-12-06,427.5551824925436
1999-12-07,426.70734776081656
1999-12-08,428.44727368206225
1999-12-09,438.82441547791706
1999-12-10,436.020284249422
1999-12-13,437.30916073887903
1999-12-14,437.26771420937746
1999-12-15,431.778372506178
1999-12-16,426.03391848676387
1999-12-17,435.93279205772944
1999-12-20,438.8509795696862
1999-12-21,436.50212680382094
1999-12-22,438.8778453847719
1999-12-23,435.4463133150821
1999-12-24,441.27655780762234
1999-12-27,442.5468332563116
1999-12-28,443.8870443184503
1999-12-29,443.91667798949896
1999-12-30,448.3418825495587
1999-12-31,448.3418825495587
2000-01-03,449.076587821054
2000-01-04,436.4955079684528
2000-01-05,415.95130071773735
2000-01-06,405.11216295492324
2000-01-07,414.99157622021096
2000-01-10,422.74953926440645
2000-01-11,422.81824301488155
2000-01-12,420.63119439082504
2000-01-13,421.1091381453537
2000-01-14,430.2528047205018
2000-01-17,430.28653881153934
2000-01-18,430.1985720914825
2000-01-19,421.04975508483517
2000-01-20,425.29222474748667
2000-01-21,419.951438629078
2000-01-24,417.99645469517617
2000-01-25,413.01121091412887
2000-01-26,417.8198299314573
2000-01-27,428.6953825172257
2000-01-28,428.5905171087867
2000-01-31,421.7516801049471
2000-02-01,422.5309929737884
2000-02-02,427.3295647472612
2000-02-03,423.39088878097857
2000-02-04,422.2414665168667
2000-02-07,424.5106704757974
2000-02-08,416.1324894108375
2000-02-09,417.99007123751085
2000-02-10,420.44716077420344
2000-02-11,423.53686770179627
2000-02-14,419.9721174003623
2000-02-15,415.44864897140314
2000-02-16,419.46863303204907
2000-02-17,418.45780204959436
2000-02-18,411.54361103314375
2000-02-21,405.7365445309256
2000-02-22,393.2208959398461
2000-02-23,396.9488733062267
2000-02-24,401.8195824806737
2000-02-25,410.75925197455945
2000-02-28,407.9143883992399
2000-02-29,412.86493066992995
2000-03-01,407.6543110069208
2000-03-02,409.49623650046584
2000-03-03,413.647083059761
2000-03-06,415.2353647948766
2000-03-07,421.2165254173848
2000-03-08,422.52172014611097
2000-03-09,416.4311842473169
2000-03-10,422.33263639110385
2000-03-13,416.3623246674942
2000-03-14,415.2489475171117
2000-03-15,409.15766885461073
2000-03-16,405.4221526295725
2000-03-17,415.7346509797088
2000-03-20,414.79322327622486
2000-03-21,415.65867982643505
2000-03-22,423.02547246492463
2000-03-23,419.25495627173194
2000-03-24,421.3917799248366
2000-03-27,426.3809236120499
2000-03-28,428.29125618919
2000-03-29,432.23100328582296
2000-03-30,425.69653657374954
2000-03-31,420.12188796433804
2000-04-03,419.63170667773306
2000-04-04,421.6342449537265
2000-04-05,416.65330608064517
2000-04-06,419.95777937964664
2000-04-07,420.0795987541728
2000-04-10,419.9303393987184
2000-04-11,414.59455907960745
2000-04-12,419.37867043448875
2000-04-13,415.90542233526946
2000-04-14,418.25534386779634
2000-04-17,391.4251630559483
2000-04-18,403.5493138905131
2000-04-19,413.7315457526979
2000-04-20,413.8158708182545
2000-04-21,413.8158708182545
2000-04-24,413.37868633350195
2000-04-25,420.48407905437256
2000-04-26,423.45353999875493
2000-04-27,429.30509167669493
2000-04-28,430.3763949389849
2000-05-01,429.2893078259303
2000-05-02,432.469231882008
2000-05-03,439.7054026230935
2000-05-04,433.66955079669907
2000-05-05,437.87723694673764
2000-05-08,430.6139103103216
2000-05-09,421.3988681006539
2000-05-10,411.25561481467764
2000-05-11,410.3620596128756
2000-05-12,417.3114558974854
2000-05-15,408.91333071029084
2000-05-16,420.4405964284334
2000-05-17,420.49064533879573
2000-05-18,412.9029404765568
2000-05-19,414.6332824131896
2000-05-22,403.34559308567964
2000-05-23,403.2945631442092
2000-05-24,398.5264169733029
2000-05-25,396.9227082918896
2000-05-26,382.3967307199482
2000-05-29,384.1768774185351
2000-05-30,382.5794958913942
2000-05-31,387.12279791066436
2000-06-01,391.43409910893627
2000-06-02,395.8490703627867
2000-06-05,405.9759604395449
2000-06-06,404.1747037319064
2000-06-07,408.0821132716801
2000-06-08,408.8375618959043
2000-06-09,411.5928305487671
2000-06-12,411.3135288000997
2000-06-13,404.11105965551974
2000-06-14,408.8673750609262
2000-06-15,414.4375321546033
2000-06-16,418.8891323419547
2000-06-19,414.3323876498829
2000-06-20,414.60009778966923
2000-06-21,420.31692011744974
2000-06-22,420.5499422471394
2000-06-23,421.44067381531323
2000-06-26,422.82326041291833
2000-06-27,423.07453314822965
2000-06-28,424.15980655357345
2000-06-29,419.9494175200001
2000-06-30,420.16174893289354
2000-07-03,425.0843146911618
2000-07-04,426.61893314328586
2000-07-05,423.8608388127811
2000-07-06,424.87791117154967
2000-07-07,431.89919800479356
2000-07-10,438.9470522899391
2000-07-11,442.07603986460913
2000-07-12,448.6247452861492
2000-07-13,445.43436780128866
2000-07-14,445.18782431658144
2000-07-17,448.1759974539474
2000-07-18,445.85934132925723
2000-07-19,453.34108885447654
2000-07-20,455.6544386126075
2000-07-21,457.3736716317229
2000-07-24,452.40349839228884
2000-07-25,443.3637198516601
2000-07-26,445.8217672621916
2000-07-27,443.73780399648643
2000-07-28,446.08113929452065
2000-07-31,439.8496816006637
2000-08-01,441.7261565932419
2000-08-02,453.04508903695904
2000-08-03,457.7111654154919
2000-08-04,459.4057615334857
2000-08-07,465.2032637556009
2000-08-08,465.2896969129202
2000-08-09,464.21509917685074
2000-08-10,464.02835106153384
2000-08-11,465.98003480490166
2000-08-14,470.08414078458054
2000-08-15,472.0470244715835
2000-08-16,478.42489001308
2000-08-17,479.3191225709875
2000-08-18,478.0200555966109
2000-08-21,481.8309605428216
2000-08-22,487.8066708096087
2000-08-23,485.20167258309095
2000-08-24,478.83996923500416
2000-08-25,475.68317194460724
2000-08-28,475.9909874263791
2000-08-29,478.21512341309204
2000-08-30,477.59538975307817
2000-08-31,477.7192451688601
2000-09-01,478.4887784202734
2000-09-04,485.3903902187397
2000-09-05,488.51290746507374
2000-09-06,488.9025393761247
2000-09-07,486.52131178185994
2000-09-08,487.9135625719068
2000-09-11,487.466555570347
2000-09-12,482.931910423812
2000-09-13,479.3432159441908
2000-09-14,476.2072915026121
2000-09-15,468.65770937886
2000-09-18,460.27572501860953
2000-09-19,462.1054551486645
2000-09-20,463.65578792053105
2000-09-21,456.05457744410256
2000-09-22,433.8660727805943
2000-09-25,448.4507638767822
2000-09-26,445.65076161416323
2000-09-27,447.7780526746383
2000-09-28,448.629678717437
2000-09-29,453.3224279730014
2000-10-02,454.6713160723644
2000-10-03,460.6952172253952
2000-10-04,461.84697882180916
2000-10-05,463.5452999702111
2000-10-06,461.852138690364
2000-10-09,452.778617812946
2000-10-10,450.95936028950706
2000-10-11,444.48214856885807
2000-10-12,446.9615754384313
2000-10-13,442.3875977289255
2000-10-16,452.24437895631047
2000-10-17,442.68562376516456
2000-10-18,438.80451932013926
2000-10-19,444.99370182464867
2000-10-20,458.76868057274197
2000-10-23,461.1891709945871
2000-10-24,459.6226667116108
2000-10-25,463.2724172234055
2000-10-26,462.8571570154111
2000-10-27,454.56701525154267
2000-10-30,453.87335029125984
2000-10-31,453.0902398892166
2000-11-01,459.80599427422464
2000-11-02,458.71620224282066
2000-11-03,461.26684919117656
2000-11-06,462.2362251188459
2000-11-07,466.55541084068204
2000-11-08,465.8654288462279
2000-11-09,463.25755150040754
2000-11-10,455.28692606086065
2000-11-13,447.89211890690035
2000-11-14,454.50689606063173
2000-11-15,454.98040721974644
2000-11-16,457.0716058691326
2000-11-17,457.76605373462155
2000-11-20,460.0512400886148
2000-11-21,457.48667193274
2000-11-22,458.73925934933294
2000-11-23,462.87455453048926
2000-11-24,466.2821949804418
2000-11-27,466.61491108826135
2000-11-28,462.2336294174515
2000-11-29,452.8535130346783
2000-11-30,443.738756280988
2000-12-01,451.71382920957683
2000-12-04,446.05747350002827
2000-12-05,448.1771295023165
2000-12-06,458.8534616255441
2000-12-07,456.24142820458
2000-12-08,458.04546437354327
2000-12-11,468.985584452301
2000-12-12,467.3880085096335
2000-12-13,471.34113081014794
2000-12-14,463.68694426171965
2000-12-15,449.9051182947797
2000-12-18,453.0879191114708
2000-12-19,460.059426283065
2000-12-20,451.17294120001657
2000-12-21,445.6565794234178
2000-12-22,442.8741385047377
2000-12-25,442.8741385047377
2000-12-26,441.06308067117953
2000-12-27,442.4901892255925
2000-12-28,444.27329873025815
2000-12-29,441.4477829838367
2001-01-01,441.4477829838367
2001-01-02,438.07947855343303
2001-01-03,434.28647726126036
2001-01-04,450.862707371136
2001-01-05,455.3208891231546
2001-01-08,451.6008722809918
2001-01-09,453.79390653471194
2001-01-10,449.9145039770131
2001-01-11,438.2391414089702
2001-01-12,443.5802051504349
2001-01-15,445.37768185559224
2001-01-16,446.09310648512064
2001-01-17,449.61703265536335
2001-01-18,447.1210116427476
2001-01-19,460.3362767852904
2001-01-22,462.4798525856365
2001-01-23,455.686333097924
2001-01-24,460.6014291924474
2001-01-25,463.36452049225676
2001-01-26,461.3327876707251
2001-01-29,462.04456162488435
2001-01-30,457.99915858245004
2001-01-31,461.7989077520029
2001-02-01,461.5235672531774
2001-02-02,461.84568207039166
2001-02-05,451.73952924547876
2001-02-06,456.677916235842
2001-02-07,455.96917447501625
2001-02-08,459.6323662040112
2001-02-09,455.19964779749546
2001-02-12,453.53513298951276
2001-02-13,459.6781736428766
2001-02-14,458.92234145495377
2001-02-15,461.99209553973
2001-02-16,456.9342340480753
2001-02-19,453.2158012945746
2001-02-20,458.6138578264291
2001-02-21,458.1953189855844
2001-02-22,456.78259644258105
2001-02-23,457.74661701150507
2001-02-26,461.7838835958611
2001-02-27,456.0069644711533
2001-02-28,456.6481061083624
2001-03-01,447.19342452404004
2001-03-02,443.37102542589525
2001-03-05,445.7388351261841
2001-03-06,447.51686973925206
2001-03-07,447.1027335352098
2001-03-08,442.69321961473884
2001-03-09,441.02491166797233
2001-03-12,432.23381487782507
2001-03-13,425.3557535249933
2001-03-14,424.6459232855106
2001-03-15,427.83912146784525
2001-03-16,431.10381838914304
2001-03-19,431.37038751842994
2001-03-20,426.6168143039373
2001-03-21,422.55214075844015
2001-03-22,417.9142435309511
2001-03-23,416.45806135821863
2001-03-26,422.41017062289916
2001-03-27,417.1788794735011
2001-03-28,420.66177399119994
2001-03-29,420.6537816259921
2001-03-30,420.1777206675057
2001-04-02,420.28933035815527
2001-04-03,416.98264300566706
2001-04-04,405.41815174964006
2001-04-05,411.43516981092466
2001-04-06,411.6004003784602
2001-04-09,402.2085869613637
2001-04-10,408.02377952993885
2001-04-11,421.3773356721021
2001-04-12,422.8187819461638
2001-04-13,422.8187819461638
2001-04-16,427.7401380953014
2001-04-17,421.8381823050109
2001-04-18,429.2364356829562
2001-04-19,438.3999834812419
2001-04-20,434.05331490498264
2001-04-23,430.2607326820842
2001-04-24,430.32476595757123
2001-04-25,425.9948393641532
2001-04-26,425.81048825718017
2001-04-27,430.7721529688813
2001-04-30,436.82782623546336
2001-05-01,437.2795620706312
2001-05-02,441.46926972794574
2001-05-03,441.3529336823346
2001-05-04,434.630030611586
2001-05-07,440.14086464087404
2001-05-08,442.07301905976396
2001-05-09,443.7950422887759
2001-05-10,450.45773493894023
2001-05-11,455.2014203957311
2001-05-14,448.8691743372047
2001-05-15,448.49393005554293
2001-05-16,446.9254408836651
2001-05-17,455.9926536875923
2001-05-18,453.7114116224484
2001-05-21,461.7335992330591
2001-05-22,466.283872575505
2001-05-23,467.6209161554659
2001-05-24,467.9177010105242
2001-05-25,467.4173144344656
2001-05-28,466.0774835560142
2001-05-29,466.56214494040864
2001-05-30,459.7974785067655
2001-05-31,457.64117109715676
2001-06-01,459.67240734266653
2001-06-04,462.70456331494813
2001-06-05,466.37129458390336
2001-06-06,470.59283699238273
2001-06-07,474.0171206811714
2001-06-08,478.4439978227148
2001-06-11,478.04757474725284
2001-06-12,470.3614432554031
2001-06-13,469.5653019478569
2001-06-14,462.42481285540873
2001-06-15,458.58207393171546
2001-06-18,455.01188864711185
2001-06-19,456.7325725560156
2001-06-20,457.1622406718906
2001-06-21,457.0405620715541
2001-06-22,456.3680439882959
2001-06-25,450.66994538137135
2001-06-26,451.37503475842857
2001-06-27,449.46587689760446
2001-06-28,451.73184478227955
2001-06-29,458.1391676103598
2001-07-02,454.807269984136
2001-07-03,457.9576465188969
2001-07-04,460.0703966303872
2001-07-05,457.2383935272136
2001-07-06,446.6947001586738
2001-07-09,439.2232256062765
2001-07-10,441.2469728559412
2001-07-11,437.1917832158366
2001-07-12,443.4720209441903
2001-07-13,443.0781047752305
2001-07-16,443.7039355512573
2001-07-17,441.6876993596595
2001-07-18,434.57660473529415
2001-07-19,434.4918322638554
2001-07-20,431.25922155608066
2001-07-23,433.6807898166188
2001-07-24,427.6259579059354
2001-07-25,424.1748249793267
2001-07-26,420.49637841702315
2001-07-27,422.604807253936
2001-07-30,423.8388551257785
2001-07-31,430.7155098013887
2001-08-01,436.5614693920018
2001-08-02,436.7414001542409
2001-08-03,430.1836110847354
2001-08-06,431.5544075759882
2001-08-07,431.3305781204164
2001-08-08,428.79040210232796
2001-08-09,417.9325538040115
2001-08-10,417.7410928156029
2001-08-13,412.8189705797719
2001-08-14,416.8739254113552
2001-08-15,415.0138569032215
2001-08-16,411.8884061526895
2001-08-17,415.11152656259895
2001-08-20,411.90310514158904
2001-08-21,412.26283445055077
2001-08-22,409.3735774242631
2001-08-23,413.1227874724277
2001-08-24,412.8585453072837
2001-08-27,417.55559491788995
2001-08-28,416.4226734272833
2001-08-29,415.7279717395771
2001-08-30,413.95790548622347
2001-08-31,407.82997982795735
2001-09-03,407.16138510646516
2001-09-04,414.95163369326417
2001-09-05,413.36327152147004
2001-09-06,406.08303477397453
2001-09-07,392.02252288283154
2001-09-10,391.059075739979
2001-09-11,391.15822247236616
2001-09-12,365.9515301282504
2001-09-13,366.4517610406529
2001-09-14,357.53633359768094
2001-09-17,337.30148809970643
2001-09-18,334.64377921206943
2001-09-19,335.061478016031
2001-09-20,328.73697317465763
2001-09-21,319.89071802366396
2001-09-24,325.67739270926677
2001-09-25,326.5003019822415
2001-09-26,326.60974636498594
2001-09-27,332.5577931696817
2001-09-28,342.7118465714835
2001-10-01,343.5528430665884
2001-10-02,346.72388964245175
2001-10-03,346.11899453316676
2001-10-04,355.66564285210234
2001-10-05,360.0470411844698
2001-10-08,353.0602310183896
2001-10-09,358.80455782190705
2001-10-10,358.10392831409456
2001-10-11,366.927686580774
2001-10-12,365.21960407553263
2001-10-15,367.4680678562573
2001-10-16,368.43315586005065
2001-10-17,376.23681914161244
2001-10-18,368.0472609446476
2001-10-19,365.53833589691874
2001-10-22,367.93678350344834
2001-10-23,376.53475760396265
2001-10-24,377.4069712358137
2001-10-25,374.8213998809139
2001-10-26,377.80602041756805
2001-10-29,368.66137387952006
2001-10-30,365.7441478901849
2001-10-31,368.6029747292661
2001-11-01,367.53841070618904
2001-11-02,366.36624136514956
2001-11-05,372.23989862010046
2001-11-06,376.06754777150826
2001-11-07,372.18966164806886
2001-11-08,380.8286689406311
2001-11-09,385.35020492638097
2001-11-12,389.72105072648
2001-11-13,394.5129173983162
2001-11-14,400.50476171353415
2001-11-15,408.76297520304166
2001-11-16,407.5190365825992
2001-11-19,412.7531164037817
2001-11-20,410.93469327531443
2001-11-21,412.3095433418456
2001-11-22,409.2181972233976
2001-11-23,412.32600837753824
2001-11-26,414.85906966543456
2001-11-27,416.11903968027684
2001-11-28,408.3477965699611
2001-11-29,406.52292798192536
2001-11-30,408.07744282978734
2001-12-03,409.2518968629576
2001-12-04,414.0122749751528
2001-12-05,425.5523688136576
2001-12-06,426.2737931738668
2001-12-07,428.9470530348283
2001-12-10,428.75366109439545
2001-12-11,426.17183080173294
2001-12-12,425.4486914509887
2001-12-13,418.57664229630655
2001-12-14,413.0634607063647
2001-12-17,412.08115230018245
2001-12-18,415.9093772217324
2001-12-19,419.6866206406391
2001-12-20,418.8178932448321
2001-12-21,420.00585179173015
2001-12-24,426.5936821965323
2001-12-25,426.5936821965323
2001-12-26,425.87453870617856
2001-12-27,426.0421183157316
2001-12-28,431.56776931296787
2001-12-31,428.2782176817442
2002-01-01,428.2782176817442
2002-01-02,423.35240956665746
2002-01-03,426.3983649644881
2002-01-04,437.0731572056556
2002-01-07,444.0537955472883
2002-01-08,444.4971904964649
2002-01-09,442.58367257087815
2002-01-10,439.581380766079
2002-01-11,437.8620442394185
2002-01-14,435.62369653116264
2002-01-15,433.66856316495574
2002-01-16,435.58537030760533
2002-01-17,434.99196356061213
2002-01-18,433.27172299883995
2002-01-21,437.9044715599457
2002-01-22,437.6573464569406
2002-01-23,437.23774872308303
2002-01-24,440.22889754992894
2002-01-25,451.08570352084786
2002-01-28,454.09528124487724
2002-01-29,458.4461169808808
2002-01-30,449.1102480279293
2002-01-31,452.46306821709845
2002-02-01,450.22236438862444
2002-02-04,449.4034826332968
2002-02-05,444.0185633416433
2002-02-06,443.2733083229929
2002-02-07,438.4497538333142
2002-02-08,441.382184760117
2002-02-11,444.9313796837579
2002-02-12,444.3824637606116
2002-02-13,446.2776494817469
2002-02-14,453.3801453502068
2002-02-15,452.70609322417846
2002-02-18,455.5205817617489
2002-02-19,449.58579028159517
2002-02-20,448.287132621107
2002-02-21,448.27708425813955
2002-02-22,439.4593789690493
2002-02-25,437.81331700998396
2002-02-26,439.6605102646619
2002-02-27,443.4722164893525
2002-02-28,442.0680952424857
2002-03-01,441.4732038357881
2002-03-04,449.01739681491927
2002-03-05,453.85254687897617
2002-03-06,450.43828931127496
2002-03-07,455.28893238446045
2002-03-08,455.22406653577957
2002-03-11,454.8485859202899
2002-03-12,453.94801410160323
2002-03-13,450.969991743977
2002-03-14,449.7166782130879
2002-03-15,447.2074727362644
2002-03-18,451.4638059112958
2002-03-19,451.9019511949542
2002-03-20,453.15122777741664
2002-03-21,449.71768295536225
2002-03-22,451.71797551979085
2002-03-25,451.2782941271956
2002-03-26,446.0765290014545
2002-03-27,453.0094681974507
2002-03-28,456.3859207959938
2002-03-29,456.3859207959938
2002-04-01,452.26244937203694
2002-04-02,446.35812935564775
2002-04-03,443.39863795654037
2002-04-04,442.69038324206804
2002-04-05,446.01425000710924
2002-04-08,443.724665181439
2002-04-09,441.337523464565
2002-04-10,439.06617291812194
2002-04-11,440.299815336427
2002-04-12,442.12907249070764
2002-04-15,442.627382379697
2002-04-16,443.43877373785267
2002-04-17,449.34160290925996
2002-04-18,450.175560218801
2002-04-19,452.3491818112944
2002-04-22,452.4485047936263
2002-04-23,455.17088484330213
2002-04-24,455.0965249730662
2002-04-25,451.82600448330743
2002-04-26,452.1124493649085
2002-04-29,445.9058395705253
2002-04-30,448.084445367967
2002-05-01,447.44284254949235
2002-05-02,453.5579559843275
2002-05-03,449.7694681441286
2002-05-06,445.1497810522681
2002-05-07,447.48457029536985
2002-05-08,449.3371839366265
2002-05-09,448.3362800199549
2002-05-10,446.65428036206526
2002-05-13,447.70949286329454
2002-05-14,452.45708081745073
2002-05-15,457.25857974076524
2002-05-16,456.65162302951217
2002-05-17,455.3538603181498
2002-05-20,453.97420628330036
2002-05-21,452.70658482388495
2002-05-22,450.7931251369767
2002-05-23,448.91453129386707
2002-05-24,448.90137442652804
2002-05-27,449.8180952557356
2002-05-28,446.3950253834976
2002-05-29,442.9798381616693
2002-05-30,440.2464076937987
2002-05-31,438.5458683423334
2002-06-03,439.1725923899254
2002-06-04,436.2596125841988
2002-06-05,438.8177489610196
2002-06-06,436.9138370631251
2002-06-07,436.92325300669216
2002-06-10,436.7937804188553
2002-06-11,435.1381689916451
2002-06-12,432.28263993029225
2002-06-13,431.54756549069526
2002-06-14,421.8101137513577
2002-06-17,421.99022342774254
2002-06-18,422.2911531209596
2002-06-19,414.477023981057
2002-06-20,414.47819944594806
2002-06-21,409.65875877382496
2002-06-24,404.9973023541987
2002-06-25,406.1973871917388
2002-06-26,388.58200617533447
2002-06-27,395.49203457796705
2002-06-28,393.9211336769441
2002-07-01,394.46452664782737
2002-07-02,393.92453913635904
2002-07-03,394.767082823315
2002-07-04,397.9607996435209
2002-07-05,404.2500390734834
2002-07-08,401.9769433950808
2002-07-09,403.4952584806686
2002-07-10,403.1491792926479
2002-07-11,392.8734725298192
2002-07-12,394.59318073931956
2002-07-15,388.3857661650103
2002-07-16,381.0892129918864
2002-07-17,375.4202141342251
2002-07-18,378.7932794129713
2002-07-19,373.3014321331626
2002-07-22,369.9999251257575
2002-07-23,376.95972551597873
2002-07-24,363.2597911966318
2002-07-25,360.0620812558668
2002-07-26,356.88336965125154
2002-07-29,366.88428399688047
