Date,PHILIPPINES SMALL VALUE
2001-05-31,376.91737151072823
2001-06-01,380.93110365493163
2001-06-04,385.3968321221122
2001-06-05,383.99305555864254
2001-06-06,381.0944540343757
2001-06-07,388.01360014483765
2001-06-08,382.4317681950239
2001-06-11,379.7977546791973
2001-06-12,379.42722028438834
2001-06-13,383.3292287691727
2001-06-14,382.0368369168249
2001-06-15,383.591934346099
2001-06-18,374.2390607293753
2001-06-19,365.511871077213
2001-06-20,369.4623926000851
2001-06-21,372.445919507989
2001-06-22,368.95528711205327
2001-06-25,365.20237792900014
2001-06-26,365.10759461106153
2001-06-27,363.23414177227403
2001-06-28,365.6694319902663
2001-06-29,363.9309219607707
2001-07-02,360.768953701758
2001-07-03,361.9719851700488
2001-07-04,360.82746375200753
2001-07-05,361.37739816005535
2001-07-06,360.3669240791651
2001-07-09,359.83683938146874
2001-07-10,362.0850072215008
2001-07-11,360.91788435023625
2001-07-12,356.758026915973
2001-07-13,358.29648276798133
2001-07-16,355.32140739913376
2001-07-17,350.77292162904587
2001-07-18,350.8852340801397
2001-07-19,351.4495727750913
2001-07-20,351.31840412804445
2001-07-23,350.9590580915623
2001-07-24,350.2982244782414
2001-07-25,357.37230753501603
2001-07-26,358.6128071693805
2001-07-27,358.30451446799844
2001-07-30,360.6176549735242
2001-07-31,366.57986574630604
2001-08-01,363.01752720482506
2001-08-02,366.0598151820301
2001-08-03,367.49099903691274
2001-08-06,365.5533158276424
2001-08-07,364.7251034881244
2001-08-08,363.76088788520775
2001-08-09,363.17897192102595
2001-08-10,371.62240351221953
2001-08-13,376.60716677879014
2001-08-14,376.73860804420156
2001-08-15,380.1687930779135
2001-08-16,380.0123470662446
2001-08-17,381.6736732988704
2001-08-20,377.82821839636205
2001-08-21,380.4188648347014
2001-08-22,379.3191747208123
2001-08-23,378.1999490530116
2001-08-24,373.8785673686329
2001-08-27,375.9337345058029
2001-08-28,376.25761249585673
2001-08-29,375.4134758649744
2001-08-30,370.94718286654074
2001-08-31,375.2332682592788
2001-09-03,375.5284024848114
2001-09-04,370.24456296056616
2001-09-05,371.51895422318
2001-09-06,372.2635858453424
2001-09-07,374.0233740327539
2001-09-10,371.6764555562667
2001-09-11,367.45113649977543
2001-09-12,363.5017179376672
2001-09-13,361.74692268711544
2001-09-14,356.34633117100446
2001-09-17,348.8098721972841
2001-09-18,359.26614982711334
2001-09-19,354.93110792431935
2001-09-20,352.8754836910759
2001-09-21,352.78361811656794
2001-09-24,346.7035314881844
2001-09-25,347.29232850095366
2001-09-26,340.284747373379
2001-09-27,342.6890929919266
2001-09-28,348.1838570511076
2001-10-01,342.54041085635316
2001-10-02,338.08159750171075
2001-10-03,340.3880293936871
2001-10-04,340.25312681918456
2001-10-05,337.4656024254697
2001-10-08,330.4663481620357
2001-10-09,329.41937062275235
2001-10-10,325.8768028529699
2001-10-11,321.4734099396458
2001-10-12,331.5383917870206
2001-10-15,331.205040186173
2001-10-16,331.0547974121442
2001-10-17,328.54174667526263
2001-10-18,325.1873248297925
2001-10-19,321.029814900156
2001-10-22,320.6422573608883
2001-10-23,318.7721889167034
2001-10-24,317.0448568540733
2001-10-25,318.0983648717083
2001-10-26,319.3411668067646
2001-10-29,324.34931871627344
2001-10-30,324.7951749850527
2001-10-31,327.3146384119328
2001-11-01,327.1571999134182
2001-11-02,327.3146384119328
2001-11-05,326.14459516682217
2001-11-06,322.0661699513831
2001-11-07,323.80093574127216
2001-11-08,328.38014622921486
2001-11-09,325.76796707429764
2001-11-12,322.77186783713216
2001-11-13,322.2924298640113
2001-11-14,322.40482649933045
2001-11-15,325.45801432548035
2001-11-16,334.2035872894857
2001-11-19,334.38348851408614
2001-11-20,331.33698353679256
2001-11-21,334.395812475974
2001-11-22,343.02747097570506
2001-11-23,347.1482615956895
2001-11-26,346.97541102058875
2001-11-27,354.09497624015887
2001-11-28,353.6965948969686
2001-11-29,348.24091584209964
2001-11-30,348.24091584209964
2001-12-03,341.45081397402186
2001-12-04,340.5292029562691
2001-12-05,348.02542741021466
2001-12-06,352.79803001122053
2001-12-07,352.22410196684615
2001-12-10,351.2644222870871
2001-12-11,349.87065415054013
2001-12-12,349.2734725899981
2001-12-13,349.695022806906
2001-12-14,347.6423131490028
2001-12-17,347.6423131490028
2001-12-18,353.0137837419526
2001-12-19,359.69865417611885
2001-12-20,368.1630091832924
2001-12-21,371.0386993204892
2001-12-24,371.0386993204892
2001-12-25,371.0386993204892
2001-12-26,376.0915690076334
2001-12-27,370.01271760074013
2001-12-28,370.2421366586915
2001-12-31,370.0986319545602
2002-01-01,370.0986319545602
2002-01-02,367.9461488738011
2002-01-03,364.21036926512545
2002-01-04,371.24562242805024
2002-01-07,375.1979895128317
2002-01-08,368.4262448012029
2002-01-09,366.86766507947607
2002-01-10,370.09532910853403
2002-01-11,370.3272461261041
2002-01-14,369.16486996497946
2002-01-15,368.16361238477083
2002-01-16,372.2863565363433
2002-01-17,378.8910676583633
2002-01-18,394.2730998733644
2002-01-21,395.6945311901545
2002-01-22,392.06716417553827
2002-01-23,397.8246779890033
2002-01-24,404.13878999209555
2002-01-25,405.65161432915227
2002-01-28,399.36806608783206
2002-01-29,395.0295859978801
2002-01-30,391.47475443683936
2002-01-31,406.52444372907775
2002-02-01,413.87356654643605
2002-02-04,413.55411227200125
2002-02-05,416.4667688849965
2002-02-06,415.7389938239176
2002-02-07,400.5311889996284
2002-02-08,407.2223920419587
2002-02-11,410.9663332417092
2002-02-12,415.49275295136397
2002-02-13,420.9494630003334
2002-02-14,419.7264089290164
2002-02-15,422.7546159442308
2002-02-18,432.18405981860764
2002-02-19,442.928040792366
2002-02-20,431.3227164593909
2002-02-21,430.9860911412228
2002-02-22,423.00281572521914
2002-02-25,423.0895401064399
2002-02-26,419.01796963834425
2002-02-27,423.2806503214217
2002-02-28,423.4936376564136
2002-03-01,424.9812519883084
2002-03-04,428.5648248397961
2002-03-05,430.62043147554823
2002-03-06,426.60845698585507
2002-03-07,425.6073476929836
2002-03-08,423.13267063096515
2002-03-11,417.2948263480269
2002-03-12,421.2300694893994
2002-03-13,420.08428593392006
2002-03-14,416.5605544841719
2002-03-15,420.02906527927684
2002-03-18,422.3335652105816
2002-03-19,426.4783300632877
2002-03-20,435.0177413694344
2002-03-21,437.3397575859529
2002-03-22,438.61474600612854
2002-03-25,437.6890850945723
2002-03-26,439.01112579507884
2002-03-27,440.8731836960078
