Date,EGYPT SMALL VALUE
2004-05-31,187.56884217662375
2004-06-01,185.08079726926533
2004-06-02,183.90383686474115
2004-06-03,182.85524512626182
2004-06-04,182.85524512626182
2004-06-07,181.1864881495771
2004-06-08,185.836235566498
2004-06-09,188.53904197673393
2004-06-10,190.064321512827
2004-06-11,190.064321512827
2004-06-14,189.72439864807995
2004-06-15,187.1053598181975
2004-06-16,185.94494255167766
2004-06-17,186.17279714252126
2004-06-18,186.17279714252126
2004-06-21,185.7016071805368
2004-06-22,184.9915956297979
2004-06-23,180.29638907478966
2004-06-24,183.49129565870857
2004-06-25,183.49129565870857
2004-06-28,185.55222089298508
2004-06-29,183.49839336221285
2004-06-30,185.59514055200856
2004-07-01,184.69849521863426
2004-07-02,184.69849521863426
2004-07-05,186.8419658422936
2004-07-06,185.03914894421288
2004-07-07,188.09567873829997
2004-07-08,189.14142886282755
2004-07-09,189.14142886282755
2004-07-12,193.18971283436176
2004-07-13,191.98595299269851
2004-07-14,194.49196702646066
2004-07-15,198.16281146074735
2004-07-16,198.16281146074735
2004-07-19,204.90878266867514
2004-07-20,204.26305985665707
2004-07-21,204.7831087437357
2004-07-22,202.13753365410128
2004-07-23,202.13753365410128
2004-07-26,201.7210652317387
2004-07-27,201.85932605558497
2004-07-28,203.34906061081261
2004-07-29,204.367510194873
2004-07-30,204.07139692243416
2004-08-02,208.79360367107267
2004-08-03,206.73457450520303
2004-08-04,206.92448068388092
2004-08-05,208.8825985535757
2004-08-06,208.8825985535757
2004-08-09,210.97480407625866
2004-08-10,209.84871619132107
2004-08-11,210.98089318772938
2004-08-12,209.4118540760291
2004-08-13,209.4118540760291
2004-08-16,213.54419866520905
2004-08-17,215.26053756135667
2004-08-18,216.42471728978498
2004-08-19,211.31674805300116
2004-08-20,211.31674805300116
2004-08-23,211.1045640678975
2004-08-24,209.2590861858888
2004-08-25,212.08050554397346
2004-08-26,213.3913100606227
2004-08-27,213.3913100606227
2004-08-30,216.0357418888225
2004-08-31,214.5784868252389
2004-09-01,216.33206454574923
2004-09-02,218.40625206062478
2004-09-03,218.40625206062478
2004-09-06,215.60883873437672
2004-09-07,214.77803684218054
2004-09-08,216.49179793086662
2004-09-09,218.5059983399541
2004-09-10,218.5059983399541
2004-09-13,241.04424905646505
2004-09-14,241.51902496254493
2004-09-15,251.75741437614172
2004-09-16,257.5622167816828
2004-09-17,257.5622167816828
2004-09-20,250.79454736735315
2004-09-21,249.0462642561173
2004-09-22,247.69018711122052
2004-09-23,244.831973029863
2004-09-24,244.831973029863
2004-09-27,241.97261180577362
2004-09-28,241.1038848263325
2004-09-29,242.7633138613738
2004-09-30,246.7415402308045
2004-10-01,246.7415402308045
2004-10-04,253.40924115723558
2004-10-05,253.51908394396406
2004-10-06,253.51908394396406
2004-10-07,256.8196305402675
2004-10-08,256.8196305402675
2004-10-11,248.34582131918629
2004-10-12,255.60156327458762
2004-10-13,255.91008605635537
2004-10-14,253.34188670488496
2004-10-15,253.34188670488496
2004-10-18,254.3118454384891
2004-10-19,253.9282039251558
2004-10-20,255.03690642898988
2004-10-21,257.47801974492285
2004-10-22,257.47801974492285
2004-10-25,259.4136996291368
2004-10-26,263.40925603431845
2004-10-27,263.6392633261794
2004-10-28,261.8651464329944
2004-10-29,261.8651464329944
2004-11-01,264.02256763415585
2004-11-02,268.2074431184652
2004-11-03,269.3309484994765
2004-11-04,270.9653926201894
2004-11-05,270.9653926201894
2004-11-08,270.78583531492905
2004-11-09,271.9119307573749
2004-11-10,276.2780017517311
2004-11-11,278.21918176470354
2004-11-12,278.21918176470354
2004-11-15,278.21918176470354
2004-11-16,275.76420340977995
