Date,INDONESIA SMALL VALUE
1994-05-31,3429.002090789005
1994-06-30,3189.4059422029572
1994-07-29,3084.7884721263154
1994-08-31,3268.5153521015636
1994-09-30,3135.698506984769
1994-10-31,3097.328971146565
1994-11-30,2955.0739096148413
1994-12-30,2976.341794051828
1995-01-31,2683.255348010205
1995-02-28,2612.060034754605
1995-03-31,2515.6072842001886
1995-04-28,2442.1774865764864
1995-05-31,2725.16922947088
1995-06-30,2706.5077239888756
1995-07-31,2694.1263331049863
1995-08-31,2589.3153319236303
1995-09-29,2538.770890535734
1995-10-31,2452.948824633834
1995-11-30,2391.028867896285
1995-12-29,2340.3009196101075
1996-01-31,2376.240728182038
1996-02-29,2509.545368644443
1996-03-29,2656.4328723165845
1996-04-30,2889.2637787013023
1996-05-31,2904.874570197411
1996-06-28,2733.077174019478
1996-07-31,2703.251835803711
1996-08-30,2726.3965262300712
1996-09-30,2779.42273146051
1996-10-31,2730.8398303656495
1996-11-29,2743.7994391036027
1996-12-31,3011.519905115969
1997-01-01,3007.1888772895663
1997-01-02,3012.6112606475313
1997-01-03,3010.9579241932106
1997-01-06,3041.574932502348
1997-01-07,3055.154715147717
1997-01-08,3054.424340478469
1997-01-09,3055.4702571132375
1997-01-10,3061.6495874196344
1997-01-13,3065.0678847624476
1997-01-14,3066.277113085854
1997-01-15,3056.4180146689114
1997-01-16,3051.881160464408
1997-01-17,3067.439132111419
1997-01-20,3115.8862893860955
1997-01-21,3143.415978730908
1997-01-22,3184.6587461258327
1997-01-23,3202.0611347219365
1997-01-24,3174.754784279771
1997-01-27,3198.586395118913
1997-01-28,3237.6165658106584
1997-01-29,3220.1733626699365
1997-01-30,3217.4503194007466
1997-01-31,3205.686566425566
1997-02-03,3225.9052580301477
1997-02-04,3178.0213546725777
1997-02-05,3211.537948511293
1997-02-06,3210.904730118783
1997-02-07,3210.2294609852147
1997-02-10,3208.2053566592467
1997-02-11,3211.4451500009873
1997-02-12,3228.2563831678226
1997-02-13,3231.3131723051774
1997-02-14,3223.2085180979357
1997-02-17,3231.1902026385756
1997-02-18,3202.594170262021
