Date,POLAND SMALL VALUE
1995-05-31,146.11386346660805
1995-06-30,169.52205980834253
1995-07-31,160.729609400139
1995-08-31,154.0994541668642
1995-09-29,160.88059191034807
1995-10-31,137.18663317133652
1995-11-30,129.93392893085058
1995-12-29,128.99068933913767
1996-01-31,170.3202166127176
1996-02-29,174.70855316473202
1996-03-29,190.89238338104792
1996-04-30,213.32942817084435
1996-05-31,201.10788000712614
1996-06-28,224.3238245811615
1996-07-31,212.19867322242672
1996-08-30,220.10952141555418
1996-09-30,226.72771202809042
1996-10-31,202.02739259702653
1996-11-29,199.34828696068863
1996-12-31,205.20196284512343
1997-01-01,205.20196284512343
1997-01-02,206.47238404517284
1997-01-03,207.7040547775559
1997-01-06,205.7593866593973
1997-01-07,208.1249015101569
1997-01-08,211.39497563921995
1997-01-09,215.584661626351
1997-01-10,216.30851893670453
1997-01-13,214.24298003105798
1997-01-14,214.2776392904593
1997-01-15,212.0407230211735
1997-01-16,215.11772558106867
1997-01-17,215.91664370557993
1997-01-20,213.3109383532665
1997-01-21,211.5408705124129
1997-01-22,211.22855552840534
1997-01-23,214.83039977826058
1997-01-24,220.57115827160234
1997-01-27,225.55425588819418
1997-01-28,220.16856421524722
1997-01-29,217.0465690836572
1997-01-30,219.42213458429833
1997-01-31,217.11056684538212
1997-02-03,218.60546324474527
1997-02-04,217.2294884689204
1997-02-05,217.56593976747268
1997-02-06,223.97113188516587
1997-02-07,229.96140389204905
1997-02-10,233.88561680675326
1997-02-11,232.0776143439767
1997-02-12,234.43672343631297
1997-02-13,234.20472687476231
1997-02-14,241.0003281442933
1997-02-17,239.9380240373651
1997-02-18,243.33541347854126
1997-02-19,238.87282175068907
1997-02-20,238.27597407000397
1997-02-21,239.11238887517052
1997-02-24,238.1315053230497
1997-02-25,241.59687400893316
1997-02-26,244.21769338473084
1997-02-27,237.3901596478356
1997-02-28,231.26583131315394
1997-03-03,230.77252697998946
1997-03-04,228.54679051814875
1997-03-05,231.67379584579328
1997-03-06,230.83358726297126
1997-03-07,236.8122965615082
1997-03-10,234.78517828039526
1997-03-11,234.76969261091503
1997-03-12,235.46318839569358
1997-03-13,231.13937421570503
1997-03-14,222.5172179744507
1997-03-17,220.47613328264381
1997-03-18,220.43939504326002
1997-03-19,217.18273171982585
1997-03-20,215.35485248715864
1997-03-21,217.92682366793727
1997-03-24,220.180763603683
1997-03-25,222.74248674357776
1997-03-26,224.54638775142368
1997-03-27,231.0138591555909
1997-03-28,230.95750514864125
1997-03-31,230.95750514864125
1997-04-01,221.19929632193765
1997-04-02,215.96713636968028
1997-04-03,217.85003383196752
1997-04-04,218.84868688984108
1997-04-07,223.8108982473895
1997-04-08,226.0992454451509
1997-04-09,227.18790939418338
1997-04-10,225.6578467970596
1997-04-11,225.17846646768425
1997-04-14,220.8352922974464
1997-04-15,224.3841009939813
1997-04-16,229.6858175134022
1997-04-17,229.17698876255562
1997-04-18,230.3248562436528
1997-04-21,238.77289832887044
1997-04-22,239.6605708644194
1997-04-23,246.3682014792704
1997-04-24,246.07745269200976
1997-04-25,238.43660366938835
1997-04-28,229.99809530236092
1997-04-29,231.80727867288726
1997-04-30,236.26918517386844
1997-05-01,236.25051072040856
1997-05-02,236.51222199988996
1997-05-05,237.7225496176417
1997-05-06,242.1680155069862
1997-05-07,232.34095064878537
1997-05-08,226.91398444818236
1997-05-09,229.6839302116319
1997-05-12,226.72267746213856
1997-05-13,227.88468663432187
1997-05-14,228.55743814628636
1997-05-15,232.6114145164419
1997-05-16,234.7050552067483
1997-05-19,236.53846100761763
1997-05-20,235.99193203976967
1997-05-21,235.3377052595392
1997-05-22,232.57859045917476
1997-05-23,226.91293532360046
1997-05-26,220.56589254990243
1997-05-27,217.9298380788055
1997-05-28,219.92839322017912
1997-05-29,219.51538215309895
1997-05-30,223.99322440034993
1997-06-02,226.4750118104253
1997-06-03,227.01752967353292
1997-06-04,224.60660718962802
1997-06-05,222.2304386182698
1997-06-06,223.36690003536376
1997-06-09,225.64139013311018
1997-06-10,222.88812444849458
1997-06-11,224.56990516749278
1997-06-12,227.21297082790102
1997-06-13,226.60140532601872
1997-06-16,224.15749200995054
1997-06-17,223.44193865257236
1997-06-18,222.83202849114005
1997-06-19,223.48193235748448
1997-06-20,223.29239304906415
1997-06-23,222.576037660952
1997-06-24,219.21065752784773
1997-06-25,219.1180313889014
1997-06-26,213.6833296949289
1997-06-27,212.72009091488505
1997-06-30,212.16575093934608
1997-07-01,212.22598509081706
1997-07-02,210.4821361700768
1997-07-03,212.60682204981666
1997-07-04,216.1088421500092
1997-07-07,217.71311039393711
1997-07-08,214.2879520015713
1997-07-09,215.13569312687613
1997-07-10,218.6985010483485
1997-07-11,215.95800860282023
1997-07-14,208.9430632759737
1997-07-15,194.877523008235
1997-07-16,205.319401064284
1997-07-17,206.6591627074388
1997-07-18,207.78394662906612
1997-07-21,205.4644354486288
1997-07-22,204.66802912039176
1997-07-23,205.27513122295335
1997-07-24,200.9917435788652
1997-07-25,199.53025063452083
1997-07-28,194.7343766668872
1997-07-29,192.23048782611144
1997-07-30,190.60910061687173
1997-07-31,192.51439866215628
1997-08-01,190.59329758497984
1997-08-04,193.68282659550977
1997-08-05,194.87341912872304
1997-08-06,197.25844318699112
1997-08-07,200.69434444716862
1997-08-08,213.6556043155068
1997-08-11,224.0826169016904
1997-08-12,223.3521924028465
1997-08-13,221.55284476374763
1997-08-14,216.65454185870314
1997-08-15,216.65454185870314
1997-08-18,208.77908645852713
1997-08-19,206.81804634325292
1997-08-20,211.28385799088895
1997-08-21,212.65748020618545
1997-08-22,212.1152919249578
1997-08-25,209.10047571165262
1997-08-26,211.91416083672152
1997-08-27,214.53141634322813
1997-08-28,215.53362068724334
1997-08-29,217.0092654495398
1997-09-01,210.72372972236144
1997-09-02,213.5147378810496
1997-09-03,221.3068273043283
