Date,MEXICO SMALL VALUE
1996-05-31,294.95988609419476
1996-06-28,300.0707956671996
1996-07-31,293.829656729294
1996-08-30,310.82733147175986
1996-09-30,323.1996076621552
1996-10-31,289.256185354578
1996-11-29,283.4896692482239
1996-12-31,281.031467195516
1997-01-01,281.031467195516
1997-01-02,277.48617186180843
1997-01-03,280.5130966489112
1997-01-06,282.0059415161875
1997-01-07,282.35046969785833
1997-01-08,285.20984426268
1997-01-09,285.3707835779263
1997-01-10,287.0717847498458
1997-01-13,289.97180683883767
1997-01-14,294.0144596865288
1997-01-15,296.3558984913642
1997-01-16,295.9843304166291
1997-01-17,300.5353335055548
1997-01-20,301.4386910174053
1997-01-21,305.5070218469492
1997-01-22,309.5948826977601
1997-01-23,309.2854514832208
1997-01-24,308.73578051286916
1997-01-27,306.60606346217435
1997-01-28,307.2811493301993
1997-01-29,302.6728779830687
1997-01-30,307.41370843721904
1997-01-31,307.1131704530685
1997-02-03,306.15215713948476
1997-02-04,307.37018170608536
1997-02-05,307.4488131160895
1997-02-06,307.48000758761674
1997-02-07,307.0376663570209
1997-02-10,306.5461391722722
1997-02-11,308.19442755016127
1997-02-12,310.4054210810633
1997-02-13,309.24710772813006
1997-02-14,311.2394357129393
1997-02-17,311.62448196325624
1997-02-18,312.34790275417134
1997-02-19,316.26773025593656
1997-02-20,313.7172493271975
1997-02-21,314.74609811941804
1997-02-24,317.0472525089379
1997-02-25,320.57051231413914
1997-02-26,316.7261066359587
1997-02-27,307.02568490692033
1997-02-28,306.73854159616457
1997-03-03,303.35138851472016
1997-03-04,301.6674264997847
1997-03-05,298.7810325326286
1997-03-06,299.29207080192293
1997-03-07,300.4935200863084
1997-03-10,303.8649118174988
1997-03-11,303.2771751385511
1997-03-12,300.1240814866786
1997-03-13,298.7893109792536
1997-03-14,300.509862490103
1997-03-17,299.2981305226685
1997-03-18,300.4958173791957
1997-03-19,298.60997339463853
1997-03-20,298.7076845659026
1997-03-21,298.76423656979614
1997-03-24,297.93167447776887
1997-03-25,299.041332843057
1997-03-26,299.7888274036298
1997-03-27,298.8238419076954
1997-03-28,298.7861259109886
1997-03-31,297.7939124285652
1997-04-01,296.8907158847464
1997-04-02,297.26668238396434
1997-04-03,296.64048968680504
1997-04-04,296.53448872150517
1997-04-07,298.51450253212556
1997-04-08,296.3592677560936
1997-04-09,295.54981378337504
1997-04-10,293.40408349260167
1997-04-11,293.66044953915605
1997-04-14,291.3794715578888
1997-04-15,293.09766278340123
1997-04-16,294.96144970079035
1997-04-17,295.2506254070209
1997-04-18,295.4073284800078
1997-04-21,296.4699648876994
1997-04-22,297.21277682437335
1997-04-23,299.9026487717403
1997-04-24,300.71339189956706
1997-04-25,301.0522037239109
1997-04-28,299.28534104034765
1997-04-29,299.9591860711853
1997-04-30,303.7220147227005
1997-05-01,304.1236622232785
1997-05-02,307.3042520825596
1997-05-05,307.5959966256759
1997-05-06,307.4941034245973
1997-05-07,307.59292924450915
1997-05-08,311.6639142425584
1997-05-09,314.2030305214429
1997-05-12,315.15018342245844
1997-05-13,316.23388835661694
1997-05-14,314.7721341047934
1997-05-15,314.6093792234821
1997-05-16,314.41452315114793
1997-05-19,314.79410383831635
1997-05-20,316.3502163064322
1997-05-21,317.78853087631904
1997-05-22,318.11452995461326
1997-05-23,315.68071453569314
1997-05-26,315.39197554687695
1997-05-27,313.8487882180035
1997-05-28,311.64576214807954
1997-05-29,312.78035544200236
1997-05-30,312.0459706808665
1997-06-02,313.20697029013377
1997-06-03,313.2056117397757
1997-06-04,317.28017850767304
1997-06-05,312.9938520390976
1997-06-06,313.90596373727846
1997-06-09,314.4561239492447
1997-06-10,313.3341617542822
1997-06-11,318.88422738976715
1997-06-12,319.5887196088333
1997-06-13,324.87721988826314
1997-06-16,325.1723025542422
1997-06-17,329.8813699811691
1997-06-18,331.5119654951154
1997-06-19,333.7412070904809
1997-06-20,337.1096379814778
1997-06-23,335.8076917757514
1997-06-24,335.6808754934558
1997-06-25,333.2556703978458
1997-06-26,335.32041417429923
1997-06-27,342.07643183053636
1997-06-30,343.9357371492311
1997-07-01,346.0169640970275
1997-07-02,350.4931545400016
1997-07-03,352.9537180042036
1997-07-04,358.75748408395947
1997-07-07,374.2113911963874
1997-07-08,382.67333758693627
1997-07-09,380.1528838417028
1997-07-10,380.1505888509502
1997-07-11,386.38808797800857
1997-07-14,386.33050437539254
1997-07-15,376.11116230651146
1997-07-16,382.9859054533444
1997-07-17,380.04411366698804
1997-07-18,374.30248985532586
1997-07-21,371.06209066151365
1997-07-22,374.4531882730547
1997-07-23,379.50399268648425
1997-07-24,383.6063446997435
1997-07-25,385.7639675018102
1997-07-28,384.2910536527122
1997-07-29,384.4607733752312
1997-07-30,389.91463307328996
1997-07-31,399.65540483465577
1997-08-01,397.04637120039854
1997-08-04,397.87788868625415
1997-08-05,401.8614789297239
1997-08-06,407.213113980986
1997-08-07,405.59781220618856
1997-08-08,402.74251929617486
1997-08-11,400.87175195264945
1997-08-12,399.946124634176
1997-08-13,397.4920683873269
1997-08-14,395.10179760246643
1997-08-15,394.60867650225345
1997-08-18,392.17650140367164
1997-08-19,393.30038090091864
1997-08-20,401.5242429640973
1997-08-21,395.30094167672536
1997-08-22,396.7077094017591
1997-08-25,394.7368471954548
1997-08-26,388.10821890672594
1997-08-27,383.7638594903454
1997-08-28,378.58775275754977
1997-08-29,372.0902455435026
1997-09-01,371.495091599895
1997-09-02,375.5942043896393
1997-09-03,377.4181780323214
1997-09-04,383.7511894502731
1997-09-05,385.09373140736625
1997-09-08,389.15508095418113
1997-09-09,390.93942286960305
1997-09-10,387.362917377512
1997-09-11,380.87221198536093
1997-09-12,383.0121574133703
1997-09-15,382.4657364440055
1997-09-16,383.47676772667506
1997-09-17,386.62152922029316
1997-09-18,387.75013406264424
1997-09-19,391.24305536262096
1997-09-22,392.3332115507194
1997-09-23,396.06793673838774
1997-09-24,399.0991275221686
1997-09-25,399.83506703808587
1997-09-26,401.83301140800273
1997-09-29,407.17403318004705
1997-09-30,413.7267313221054
1997-10-01,415.8091416812822
1997-10-02,415.803720910776
1997-10-03,413.9762438753646
1997-10-06,416.2165428241075
1997-10-07,418.3883203006304
1997-10-08,415.46401249646823
1997-10-09,415.20169600418564
1997-10-10,419.53554397321193
1997-10-13,417.7103815333285
1997-10-14,418.45030315058193
1997-10-15,417.6397302306782
1997-10-16,415.27227360007254
1997-10-17,409.1956733599718
1997-10-20,417.40466325178505
1997-10-21,424.38599899206287
1997-10-22,423.74908875579644
1997-10-23,400.26852055024546
1997-10-24,393.633542734945
1997-10-27,332.36674620636404
1997-10-28,358.3205521292847
1997-10-29,354.85887605763736
1997-10-30,335.5069724114794
1997-10-31,345.98994105547695
1997-11-03,364.49560795131686
1997-11-04,364.8168427290946
1997-11-05,363.0183293333838
1997-11-06,359.4731322960595
1997-11-07,343.9574138849892
1997-11-10,338.35411216593246
1997-11-11,337.18564854379014
1997-11-12,321.35517450900255
1997-11-13,327.5620680727223
1997-11-14,335.6053604706938
1997-11-17,343.17926080871405
1997-11-18,343.5678038935363
1997-11-19,347.0330832423452
1997-11-20,348.2973203397673
1997-11-21,354.699136952297
1997-11-24,349.42004444124086
1997-11-25,352.34262096695363
1997-11-26,355.1096609065201
1997-11-27,361.3721340920619
1997-11-28,362.2564965035858
1997-12-01,370.90533308144
1997-12-02,370.88909352801284
1997-12-03,370.9697705263004
1997-12-04,373.7300237727046
1997-12-05,372.75389474721436
1997-12-08,373.7970254015854
1997-12-09,370.9030472241125
1997-12-10,365.88495782533755
1997-12-11,356.58250843212517
1997-12-12,356.4737942527252
1997-12-15,364.39749136164187
1997-12-16,366.2908094073287
1997-12-17,369.69856737295504
1997-12-18,367.6958366844872
1997-12-19,362.89447695487127
1997-12-22,363.01722202715297
1997-12-23,360.5396494813686
1997-12-24,363.8925892656312
1997-12-25,363.8925892656312
1997-12-26,370.4385870982127
1997-12-29,374.1705205661144
1997-12-30,382.4880888887629
1997-12-31,384.9480524916537
1998-01-01,384.9480524916537
1998-01-02,385.54257585856
1998-01-05,379.1952736052142
1998-01-06,374.44911266885805
1998-01-07,365.1436296437429
1998-01-08,360.9824755432459
1998-01-09,341.17861298756856
1998-01-12,340.97544603258336
1998-01-13,341.35429418986763
1998-01-14,335.6742777598351
1998-01-15,333.1883809856345
1998-01-16,341.02724883722243
1998-01-19,345.32210225011414
1998-01-20,340.0940244742504
1998-01-21,334.4428196081773
1998-01-22,331.89808772226326
1998-01-23,327.945366412511
1998-01-26,329.3664486544307
1998-01-27,330.8298857378971
1998-01-28,326.34627676500105
1998-01-29,325.49107425642734
1998-01-30,325.19887273735765
1998-02-02,330.35934277539536
1998-02-03,331.56493553175113
1998-02-04,334.2446581485533
1998-02-05,334.2446581485533
1998-02-06,335.896609451168
1998-02-09,331.84880714683345
1998-02-10,333.01921834533215
1998-02-11,329.5832839224946
1998-02-12,328.88268874474096
1998-02-13,325.74439641410646
1998-02-16,325.2311312255527
1998-02-17,321.60177633209855
1998-02-18,321.18534075846884
1998-02-19,320.54891351898453
1998-02-20,318.44852430617146
1998-02-23,316.75974504631955
1998-02-24,316.591949397901
1998-02-25,318.8880447275453
1998-02-26,323.30587022504324
1998-02-27,325.91012800213855
1998-03-02,329.6403887940396
1998-03-03,327.2553113192251
1998-03-04,323.53575273620805
1998-03-05,321.5799969757773
1998-03-06,322.9492546811759
1998-03-09,321.2265364841074
1998-03-10,319.2234260146833
1998-03-11,322.4315541560006
1998-03-12,325.2789243886541
1998-03-13,325.8883901745204
1998-03-16,326.4454175740889
1998-03-17,327.8026423791969
1998-03-18,328.7694228927352
1998-03-19,328.7564570909149
1998-03-20,330.77146954944254
1998-03-23,332.2282485621823
1998-03-24,333.16895579556024
1998-03-25,334.186962282439
1998-03-26,336.5059142574864
1998-03-27,339.91375863506266
1998-03-30,340.5986396165985
1998-03-31,338.1465810676891
1998-04-01,340.0195027426712
1998-04-02,338.8250766707597
1998-04-03,337.1156763449114
1998-04-06,335.1505069752609
1998-04-07,335.50924162124016
1998-04-08,337.95215560155225
1998-04-09,338.66891521046324
1998-04-10,338.66891521046324
1998-04-13,339.5596678450219
1998-04-14,341.63189635381383
1998-04-15,344.2957089626278
1998-04-16,345.2352674768501
1998-04-17,345.1067182144127
1998-04-20,346.6086621456817
1998-04-21,343.7712892530086
1998-04-22,342.58928281309636
1998-04-23,343.6331972117013
1998-04-24,346.0087755396932
1998-04-27,339.9450153254221
1998-04-28,340.2418926348692
1998-04-29,337.21427630870363
1998-04-30,342.52067716544315
1998-05-01,342.35936761005826
1998-05-04,341.18802826751784
1998-05-05,340.78547027298356
1998-05-06,336.5783336568126
1998-05-07,332.31117473525336
1998-05-08,334.73461567030597
1998-05-11,329.9199566356786
1998-05-12,324.82713959740084
1998-05-13,323.1385306978588
1998-05-14,320.37670681200444
1998-05-15,321.3826852367108
1998-05-18,310.7050456084311
1998-05-19,310.8049307400878
