Date,CZECH REPUBLIC SMALL VALUE
1996-11-29,258.63401339114625
1996-12-31,274.1052717039967
1997-01-01,274.1052717039967
1997-01-02,274.8522625748111
1997-01-03,273.90407875647475
1997-01-06,276.3176773083189
1997-01-07,276.9951358065391
1997-01-08,276.48341956835105
1997-01-09,279.6241204573198
1997-01-10,280.04896246533195
1997-01-13,279.0858263340831
1997-01-14,279.36799236509563
1997-01-15,283.43611648032066
1997-01-16,284.6850131445354
1997-01-17,281.9466229971766
1997-01-20,282.5885510335979
1997-01-21,283.1738762729198
1997-01-22,279.7709586577416
1997-01-23,278.79062069563986
1997-01-24,275.87792343226744
1997-01-27,273.2941836960605
1997-01-28,271.3978497700455
1997-01-29,272.3817995827966
1997-01-30,273.3714580081807
1997-01-31,274.26506990891795
1997-02-03,272.83240423650767
1997-02-04,271.3954354747904
1997-02-05,272.358556182193
1997-02-06,273.76305208902926
1997-02-07,274.8974283636002
1997-02-10,277.4092772933359
1997-02-11,274.9628742234034
1997-02-12,270.6378887553426
1997-02-13,268.9052961976538
1997-02-14,270.91102868322463
1997-02-17,270.7966552891236
1997-02-18,270.91540482635514
1997-02-19,266.4129981639759
1997-02-20,269.09565733236815
1997-02-21,271.292918090921
1997-02-24,274.8451905786094
1997-02-25,275.7110605722822
1997-02-26,275.30900944021846
1997-02-27,272.3614973911571
1997-02-28,267.12771485234407
1997-03-03,265.7910754869401
1997-03-04,264.76849199784675
1997-03-05,262.62111455114496
1997-03-06,259.1534955220719
1997-03-07,258.0087530785385
1997-03-10,262.68398268605824
1997-03-11,261.801445457263
1997-03-12,261.29603920453684
1997-03-13,262.37396893586333
1997-03-14,260.75267496799023
1997-03-17,257.5868877601079
1997-03-18,257.0637478478179
1997-03-19,253.24976276333263
1997-03-20,248.45217041309056
1997-03-21,252.5338080156165
1997-03-24,250.14508760350918
1997-03-25,250.09830265565725
1997-03-26,246.45897182444256
1997-03-27,250.95977347373753
1997-03-28,250.60245028707766
1997-03-31,251.34515518488894
1997-04-01,254.7232781200272
1997-04-02,254.34003978826573
1997-04-03,250.78376454528427
1997-04-04,247.51996728618212
1997-04-07,240.51518123308642
1997-04-08,240.2758607899649
1997-04-09,241.43795570719635
1997-04-10,241.59264066806557
1997-04-11,239.0240283226956
1997-04-14,236.85972132556253
1997-04-15,232.27926234978278
1997-04-16,234.75206882643772
1997-04-17,237.94049571771436
1997-04-18,237.39506214509817
1997-04-21,234.4564166584363
1997-04-22,235.11858010332952
1997-04-23,235.33659344551162
1997-04-24,234.09980160450073
1997-04-25,231.47642335478275
1997-04-28,229.90197289056675
1997-04-29,229.22428132031928
1997-04-30,229.6707878102976
1997-05-01,230.7818214580277
1997-05-02,227.91070191375164
1997-05-05,227.02538686270677
1997-05-06,228.13473311469525
1997-05-07,225.17396759378755
1997-05-08,226.15484463066602
1997-05-09,224.69268220350176
1997-05-12,224.8194309602437
1997-05-13,224.7031779764819
1997-05-14,223.72151553745056
1997-05-15,224.29050131721513
1997-05-16,224.50185423631166
1997-05-19,222.84782013562338
1997-05-20,225.53396437241213
1997-05-21,219.00789844509694
1997-05-22,211.40739060935388
1997-05-23,217.65348242431716
1997-05-26,215.35784239343928
1997-05-27,202.3621735575286
1997-05-28,206.79610510656696
1997-05-29,209.59652706963968
1997-05-30,204.09011703621357
1997-06-02,200.79056430253308
1997-06-03,201.81638374953843
1997-06-04,201.08825607337076
1997-06-05,197.60368850928128
1997-06-06,198.07806260382696
1997-06-09,204.04546673394285
1997-06-10,205.85091877434704
1997-06-11,206.98795193874744
1997-06-12,205.3199716170724
1997-06-13,204.37886389868098
1997-06-16,206.0521146873177
1997-06-17,208.02453455935057
1997-06-18,207.6956661611477
1997-06-19,205.07790282146834
1997-06-20,203.0518194992175
1997-06-23,204.17647398397918
1997-06-24,202.8432014286479
1997-06-25,203.31466957985754
1997-06-26,201.61123645431746
1997-06-27,198.56136467749482
1997-06-30,198.93676823871903
1997-07-01,201.91048009593482
1997-07-02,202.9533798505933
1997-07-03,205.33510537687428
1997-07-04,208.38263605327728
1997-07-07,211.63810009231148
1997-07-08,210.61853649486807
1997-07-09,210.72106071715058
1997-07-10,207.5800373648602
1997-07-11,203.99832948568468
1997-07-14,200.59848152164292
1997-07-15,199.62284871241673
1997-07-16,196.6068245134514
1997-07-17,198.51086444682284
1997-07-18,200.13355791502923
1997-07-21,198.56916863323258
1997-07-22,197.62439198424377
1997-07-23,198.2729902685391
1997-07-24,198.82390237660792
1997-07-25,199.35313333352002
1997-07-28,197.19617425449178
1997-07-29,198.07715665116487
1997-07-30,198.12518852356877
1997-07-31,198.05595109607114
1997-08-01,196.77575789642697
1997-08-04,196.644285478208
1997-08-05,194.09208376738704
1997-08-06,198.22313428739133
1997-08-07,197.44035639769942
1997-08-08,199.2580110950053
1997-08-11,201.0634512317697
1997-08-12,199.92634386675422
1997-08-13,201.4504941255344
1997-08-14,200.33227683740964
1997-08-15,201.16874156382522
1997-08-18,199.60144215004394
1997-08-19,197.8306139392743
1997-08-20,195.38744335689458
1997-08-21,198.18754996557962
1997-08-22,201.3506049844905
1997-08-25,200.57254551542877
1997-08-26,203.29194528347028
1997-08-27,203.0414720728562
1997-08-28,203.48058847260512
1997-08-29,202.9829115061742
1997-09-01,199.95511090039784
1997-09-02,196.9122522230946
1997-09-03,197.84908924610028
1997-09-04,195.5551679576189
1997-09-05,196.34495673950002
1997-09-08,196.63142861373265
1997-09-09,198.15137767060043
1997-09-10,200.62505398639163
1997-09-11,200.31216573808163
1997-09-12,201.0782551810026
1997-09-15,203.16039278875152
1997-09-16,202.52643983653223
1997-09-17,203.3071876493066
1997-09-18,202.97272992143752
1997-09-19,203.41716221543325
1997-09-22,203.42186412850228
1997-09-23,204.10390228852083
1997-09-24,205.4674459296137
1997-09-25,207.52019464010743
1997-09-26,208.91669831057052
1997-09-29,209.9258403707885
1997-09-30,210.69047200510224
1997-10-01,210.4280387233989
1997-10-02,212.47876015207976
1997-10-03,210.20017525934333
1997-10-06,209.8142664954647
1997-10-07,209.35892240872775
1997-10-08,210.04095855260738
1997-10-09,210.8313325211599
1997-10-10,208.92274074258268
1997-10-13,210.45719126371853
1997-10-14,211.24603282333078
1997-10-15,212.8546826409114
1997-10-16,213.49052290927034
1997-10-17,211.21068677427147
1997-10-20,211.61981998496668
1997-10-21,211.02380434596694
1997-10-22,213.99535373083776
1997-10-23,212.24917709339425
1997-10-24,208.28406567701398
1997-10-27,207.45320405797253
1997-10-28,209.27362750592104
1997-10-29,202.6809517475147
1997-10-30,204.815096451144
1997-10-31,204.90448729550107
1997-11-03,205.56057219120666
1997-11-04,206.36124978579414
1997-11-05,206.080339718368
1997-11-06,208.74341501972035
1997-11-07,210.04434006414232
1997-11-10,209.68472721090248
1997-11-11,209.29435621330103
1997-11-12,205.14625898629595
1997-11-13,203.09383168407217
1997-11-14,199.74314409906728
1997-11-17,201.16839749351962
1997-11-18,201.06476128684855
1997-11-19,199.10225491987308
1997-11-20,199.07050778314078
1997-11-21,197.19036219922393
1997-11-24,197.84722580315594
1997-11-25,195.14931203163522
1997-11-26,192.09606004508728
