Date,CHILE SMALL VALUE
1994-05-31,246.57507064276953
1994-06-30,257.9982971493963
1994-07-29,243.77792874983712
1994-08-31,292.74088640354887
1994-09-30,339.9065637253157
1994-10-31,367.10213447585596
1994-11-30,365.8046595147139
1994-12-30,365.89759045570986
1995-01-31,366.12148588322566
1995-02-28,365.08579403705505
1995-03-31,374.21006906451595
1995-04-28,409.01651787030994
1995-05-31,489.99037755207684
1995-06-30,498.844042339894
1995-07-31,487.08079569260195
1995-08-31,475.87204500682714
1995-09-29,468.9820263084241
1995-10-31,433.10941548591484
1995-11-30,413.3073749666037
1995-12-29,435.2663721171595
1996-01-31,427.6867630529145
1996-02-29,420.4318388442311
1996-03-29,404.687671620741
1996-04-30,425.5826597013707
1996-05-31,418.9714489978221
1996-06-28,405.7129009952312
1996-07-31,393.95701515018885
1996-08-30,369.61456577019385
1996-09-30,362.1909351352781
1996-10-31,348.7211602477376
1996-11-29,334.1927209896642
1996-12-31,324.7303384020211
1997-01-01,324.7303384020211
1997-01-02,325.5061343740664
1997-01-03,328.7342073973368
1997-01-06,332.331327551114
1997-01-07,333.7781871257911
1997-01-08,338.04369307431466
1997-01-09,338.1868386498231
1997-01-10,338.7608991035625
1997-01-13,339.62900420392515
1997-01-14,344.8791438316463
1997-01-15,347.6889557771251
1997-01-16,348.99046367960227
1997-01-17,351.25019325160054
1997-01-20,351.10023360881706
1997-01-21,353.3538794570059
1997-01-22,351.4101666032235
1997-01-23,352.11198614862946
1997-01-24,350.98803123446237
1997-01-27,347.96367057710813
1997-01-28,350.4942159418256
1997-01-29,352.2340053314811
1997-01-30,354.3539619646888
1997-01-31,354.50992540457935
1997-02-03,356.14744800301764
1997-02-04,354.70855152937054
1997-02-05,354.0751592492612
1997-02-06,356.9678049619257
1997-02-07,360.48877769085
1997-02-10,361.016948315589
1997-02-11,360.82205614821663
1997-02-12,362.5927842472578
1997-02-13,364.1954265873071
1997-02-14,364.7460245615061
1997-02-17,365.75990219941434
1997-02-18,366.84341444032447
1997-02-19,367.40057634844095
1997-02-20,369.60675389391196
1997-02-21,370.1187647170081
1997-02-24,373.2832707771682
1997-02-25,375.2225363479973
1997-02-26,376.81486698318116
1997-02-27,376.567943352329
1997-02-28,373.72053459668615
1997-03-03,370.5729370996415
1997-03-04,368.3924409713158
1997-03-05,366.3374185920771
1997-03-06,366.79900372660404
1997-03-07,366.5278113262163
1997-03-10,368.3169802291347
1997-03-11,369.4237991924081
1997-03-12,368.7890889871314
1997-03-13,368.3739855138347
1997-03-14,368.8743003855509
1997-03-17,367.8752933440165
1997-03-18,367.02966581763974
1997-03-19,365.83069461327733
1997-03-20,364.092758365226
1997-03-21,363.05532294675504
1997-03-24,363.0368953772605
1997-03-25,363.212919729475
1997-03-26,363.89362998586483
1997-03-27,365.35833053724605
1997-03-28,365.3816139313069
1997-03-31,365.1844554542908
1997-04-01,364.06351945502826
1997-04-02,361.9381776340824
1997-04-03,363.5821798368391
1997-04-04,362.95834364094054
1997-04-07,363.2839147097273
1997-04-08,362.5265324972963
1997-04-09,361.7642429940104
1997-04-10,363.92626203491204
1997-04-11,363.82229922919083
1997-04-14,364.45590241497854
1997-04-15,364.7230371048707
1997-04-16,363.5617239379394
1997-04-17,365.11734051091844
1997-04-18,365.687181770054
1997-04-21,364.7871090807221
1997-04-22,364.10112036204504
1997-04-23,364.33995814225295
1997-04-24,365.24359243232266
1997-04-25,365.00559819036295
1997-04-28,364.0079282728771
1997-04-29,363.8327028916979
1997-04-30,362.6917045050489
1997-05-01,362.6917045050489
1997-05-02,363.0705779895906
1997-05-05,362.68730365160263
1997-05-06,360.97897636629756
1997-05-07,359.0224628869264
1997-05-08,360.11302020535277
1997-05-09,361.1733255516729
1997-05-12,360.3537578237327
1997-05-13,361.959234287326
1997-05-14,364.1144949818705
1997-05-15,363.40140199182
1997-05-16,364.22267825554036
1997-05-19,364.5215209266317
1997-05-20,363.92555305857707
1997-05-21,364.1083049460777
1997-05-22,365.88823829587307
1997-05-23,367.81995933568845
1997-05-26,369.3093737608545
1997-05-27,369.40797785461933
1997-05-28,371.0758395038675
1997-05-29,371.0758395038675
1997-05-30,375.9459021212958
1997-06-02,380.3032980784772
1997-06-03,377.5969200313388
1997-06-04,379.6923964217371
1997-06-05,378.88105216946553
1997-06-06,380.0659598667087
1997-06-09,382.09902908328115
1997-06-10,384.6217709306863
1997-06-11,386.2423929886015
1997-06-12,393.5223686065765
1997-06-13,393.8624798611677
1997-06-16,390.690947210945
1997-06-17,390.6715382084372
1997-06-18,389.3119227082351
1997-06-19,390.4881421666612
1997-06-20,392.7977120024785
1997-06-23,389.99069178790324
1997-06-24,388.89134286760964
1997-06-25,388.88753389445384
1997-06-26,387.9635797068698
1997-06-27,390.36960831952996
1997-06-30,391.57745538372
1997-07-01,393.56972061494423
1997-07-02,393.21317678935674
1997-07-03,395.24903951033826
1997-07-04,396.26996259027146
1997-07-07,394.9548972504698
1997-07-08,391.6110027493977
1997-07-09,388.6925822136114
1997-07-10,387.3047778637845
1997-07-11,387.148358529071
1997-07-14,386.30782403121725
1997-07-15,383.9025059580253
1997-07-16,380.4010169858661
1997-07-17,380.27386750029854
1997-07-18,378.37836030578063
1997-07-21,378.2123953433986
1997-07-22,377.68277438775556
1997-07-23,380.20240513800564
1997-07-24,380.18126823301577
1997-07-25,380.4750985797634
1997-07-28,382.5437666500001
1997-07-29,381.55242225703023
1997-07-30,381.28236331316174
1997-07-31,383.7086634853883
1997-08-01,385.21131016878167
1997-08-04,386.1047591173629
1997-08-05,385.0430042322447
1997-08-06,384.1547889165697
1997-08-07,382.6837273802803
1997-08-08,384.8905886302536
1997-08-11,383.8637479697438
1997-08-12,380.637949233894
1997-08-13,379.16713534579947
1997-08-14,378.24899976713493
1997-08-15,378.3577131108525
1997-08-18,375.6851827485295
1997-08-19,377.8921305153788
1997-08-20,378.2707477109437
1997-08-21,376.6450679018938
1997-08-22,375.62893542406823
1997-08-25,374.488297323351
1997-08-26,374.5224469850373
1997-08-27,372.7795221270877
1997-08-28,369.8516428272099
1997-08-29,366.287084158534
1997-09-01,366.5172424991399
1997-09-02,366.4028859106283
1997-09-03,370.9297269579395
1997-09-04,369.2561897224381
1997-09-05,369.41937723956374
1997-09-08,368.425863778105
1997-09-09,367.7548039945565
1997-09-10,367.99075355665116
1997-09-11,367.99075355665116
1997-09-12,366.98657461944555
1997-09-15,366.3747722853994
1997-09-16,366.7317705864061
1997-09-17,366.1614515820659
1997-09-18,366.1614515820659
1997-09-19,366.1614515820659
1997-09-22,366.24497566717366
1997-09-23,365.8280937537334
1997-09-24,365.97640314497795
1997-09-25,364.6486016227321
1997-09-26,362.591891042619
1997-09-29,361.3617700640711
1997-09-30,362.8110942353182
1997-10-01,364.3221358593723
1997-10-02,362.554497970627
1997-10-03,361.8521662934877
1997-10-06,360.9619486875346
1997-10-07,360.50139723846456
1997-10-08,355.1737069275857
1997-10-09,355.0229495757759
1997-10-10,352.78853612135725
1997-10-13,353.91890224105595
1997-10-14,353.06522061332237
1997-10-15,352.0887943468581
1997-10-16,355.0628173085049
1997-10-17,352.3282259540074
1997-10-20,349.86726064825825
1997-10-21,348.68494676097737
1997-10-22,348.3334319248697
1997-10-23,347.70129700506885
1997-10-24,345.3336459184596
1997-10-27,338.9031010587634
1997-10-28,334.9839422014332
1997-10-29,343.42145750206026
1997-10-30,338.8089121690976
1997-10-31,340.8063211658872
1997-11-03,343.5547789599081
1997-11-04,342.6593708020775
1997-11-05,343.96618593913786
1997-11-06,339.0394984369176
1997-11-07,334.2262690047435
1997-11-10,333.53115462781886
1997-11-11,332.3494025484092
1997-11-12,329.11237480172906
1997-11-13,328.20797858743
1997-11-14,327.79737499736643
1997-11-17,327.04537792904614
1997-11-18,326.0332646674942
1997-11-19,322.852335415999
1997-11-20,323.2975716595806
1997-11-21,322.60215025992466
1997-11-24,323.5139176112348
1997-11-25,321.57460317827827
1997-11-26,316.9425875060659
1997-11-27,316.28649595131054
1997-11-28,313.5576852314497
1997-12-01,309.743109644912
1997-12-02,312.7394766430839
1997-12-03,311.37448622405856
1997-12-04,310.8114910039413
1997-12-05,308.3674727142077
1997-12-08,308.3674727142077
1997-12-09,304.79854863178105
1997-12-10,305.23847178056474
1997-12-11,305.2745725658599
1997-12-12,307.3012976623222
1997-12-15,305.7956972619382
1997-12-16,304.50320540324475
1997-12-17,305.83308684493
1997-12-18,301.5874754001895
1997-12-19,298.99822681597635
1997-12-22,299.17801055400827
1997-12-23,297.1286068807313
1997-12-24,298.1298880550302
1997-12-25,297.24923285004616
1997-12-26,298.18120673539977
1997-12-29,300.00858173112437
1997-12-30,299.24515742151044
1997-12-31,301.8969639523087
1998-01-01,301.95185091311055
1998-01-02,300.79449230603325
1998-01-05,301.2132639835335
1998-01-06,295.89424586676273
1998-01-07,290.1126286093616
1998-01-08,278.8280181725166
1998-01-09,276.4858809024957
1998-01-12,272.78891528767554
1998-01-13,277.1194201498066
1998-01-14,276.7182143377331
1998-01-15,272.1808723835785
1998-01-16,274.11065936283467
1998-01-19,274.3630386543845
1998-01-20,271.67698637560596
1998-01-21,270.07693419474464
1998-01-22,268.1882861387407
1998-01-23,265.183961987718
1998-01-26,267.1719560402215
1998-01-27,267.7267294566208
1998-01-28,265.9300596197234
1998-01-29,261.9863076019461
1998-01-30,253.00627904821062
1998-02-02,254.27983637962868
1998-02-03,252.89648318780814
1998-02-04,252.45651782809017
1998-02-05,251.9207409404209
1998-02-06,251.83121192428027
1998-02-09,253.7899813118092
1998-02-10,254.0070810619631
1998-02-11,253.67753708126943
1998-02-12,251.44163681460097
1998-02-13,252.6130595600781
1998-02-16,253.47821456981293
1998-02-17,254.2109018654323
1998-02-18,255.10200377100955
1998-02-19,252.32732666372914
1998-02-20,251.28340453139901
1998-02-23,248.90487643821677
1998-02-24,246.1611430789516
1998-02-25,245.0431414106871
1998-02-26,249.48605708589207
1998-02-27,252.67272379019784
1998-03-02,254.85706073109802
1998-03-03,255.57438597663594
1998-03-04,253.95021552085444
1998-03-05,256.6751171380375
1998-03-06,258.8834777904087
1998-03-09,259.9989230996578
1998-03-10,262.535883847038
1998-03-11,265.50020549934044
1998-03-12,264.45649887007426
1998-03-13,266.2144839268918
1998-03-16,268.6792658363366
1998-03-17,267.45079931903894
1998-03-18,266.2746050139938
1998-03-19,266.351950690844
1998-03-20,267.5497452858997
1998-03-23,269.25024356555696
1998-03-24,270.074305933379
1998-03-25,268.87207771003284
1998-03-26,267.6341086795038
1998-03-27,267.54210399287825
1998-03-30,267.39417205011574
1998-03-31,268.0849963949825
1998-04-01,269.41210723072504
1998-04-02,268.4399238115171
1998-04-03,267.7140303092172
1998-04-06,266.6576638783513
1998-04-07,265.8411736868022
1998-04-08,264.70148224795213
1998-04-09,265.2331029862979
1998-04-10,264.30975029752557
1998-04-13,263.3156696672264
1998-04-14,263.4788580227688
1998-04-15,261.01693560376606
1998-04-16,259.9593277001431
1998-04-17,259.59299541482693
1998-04-20,258.5916899915366
1998-04-21,256.299820267063
1998-04-22,256.0533770238325
1998-04-23,256.69830530896235
1998-04-24,256.34746614684667
1998-04-27,253.75892336416277
1998-04-28,255.2050417383316
1998-04-29,256.5536734377225
1998-04-30,254.79056879917738
1998-05-01,254.79056879917738
1998-05-04,254.80492679073546
1998-05-05,253.40997317127346
1998-05-06,252.45576164101467
1998-05-07,253.23264704078767
1998-05-08,252.48948576509508
1998-05-11,250.52651680440127
1998-05-12,248.9294998582905
1998-05-13,247.88813363258538
1998-05-14,247.82683509259755
1998-05-15,247.79226638566467
1998-05-18,245.17529838396217
1998-05-19,244.45003440173096
1998-05-20,245.85864890086802
1998-05-21,246.05950669917715
1998-05-22,245.72257054466525
1998-05-25,244.69048336546473
1998-05-26,242.1202128067507
1998-05-27,240.27053566983452
1998-05-28,240.16432368662086
1998-05-29,239.09413799114375
1998-06-01,237.1211093640607
1998-06-02,235.84946821137615
1998-06-03,236.24861947251165
1998-06-04,236.56352339126468
1998-06-05,237.1993402317871
1998-06-08,236.4382492098378
1998-06-09,238.12404874310988
1998-06-10,237.44811485225804
1998-06-11,237.44811485225804
1998-06-12,236.21269085530352
1998-06-15,232.69949779723166
1998-06-16,229.61050619195373
1998-06-17,230.47172385562556
1998-06-18,231.9995762220586
1998-06-19,232.65627695291968
1998-06-22,231.80548141735687
1998-06-23,230.41971036823958
1998-06-24,228.9031744690862
1998-06-25,225.9510434329356
1998-06-26,222.14870720089237
1998-06-29,222.14870720089237
1998-06-30,220.42713005926325
