Date,HUNGARY SMALL VALUE
1994-05-31,230.98496491948578
1994-06-30,207.15431367400362
1994-07-29,233.87104267826368
1994-08-31,221.22689718540795
1994-09-30,209.13251576123136
1994-10-31,220.9590849190396
1994-11-30,195.1655126931568
1994-12-30,181.67129339387125
1995-01-31,153.47100183782456
1995-02-28,154.08082250041284
1995-03-31,162.0304945460428
1995-04-28,192.62429577053575
1995-05-31,217.76094134417468
1995-06-30,216.88090488053552
1995-07-31,226.6078454589568
1995-08-31,213.09190289399893
1995-09-29,210.53601595880636
1995-10-31,192.23197165500616
1995-11-30,175.18567047519335
1995-12-29,179.08901772174667
1996-01-31,236.48873426474313
1996-02-29,227.36693748716337
1996-03-29,249.56508471954024
1996-04-30,267.2273043582596
1996-05-31,302.3245433289421
1996-06-28,297.275046042507
1996-07-31,270.55895149933593
1996-08-30,294.6241936465481
1996-09-30,307.7964966511066
1996-10-31,312.5196876316585
1996-11-29,323.56956332843316
1996-12-31,381.1268655540947
1997-01-01,381.1268655540947
1997-01-02,383.6783921333919
1997-01-03,380.80883775887395
1997-01-06,389.46633454142255
1997-01-07,404.87176630717
1997-01-08,430.47226369948044
1997-01-09,432.7598405099032
1997-01-10,419.28754661490143
1997-01-13,423.7421453128981
1997-01-14,421.37125127133663
1997-01-15,440.2721206940039
1997-01-16,460.4731513374617
1997-01-17,447.99836587804145
1997-01-20,458.3286620009158
1997-01-21,479.8734563643036
1997-01-22,468.90314725242456
1997-01-23,475.45532501984707
1997-01-24,484.2622171532686
1997-01-27,483.40025865196975
1997-01-28,477.4374422604248
1997-01-29,467.9974632578962
1997-01-30,464.4937078905149
1997-01-31,481.7130801946013
1997-02-03,485.7730648706248
1997-02-04,493.6754052998647
1997-02-05,498.14456442877804
1997-02-06,501.90058948937263
1997-02-07,495.6503475497462
1997-02-10,500.64517549211195
1997-02-11,490.783490550523
1997-02-12,494.4064538008669
1997-02-13,489.71091454660956
1997-02-14,481.84420585275404
1997-02-17,485.6032161603362
1997-02-18,490.56818156924317
1997-02-19,491.93856292872067
1997-02-20,483.8237584373858
1997-02-21,481.48890473355874
1997-02-24,493.1124584660709
1997-02-25,496.0886506252954
1997-02-26,499.47365432088736
1997-02-27,491.53251345819046
1997-02-28,486.3130874066022
1997-03-03,485.93617250000085
1997-03-04,483.05801671981885
1997-03-05,476.0486231822853
1997-03-06,474.94463347856424
1997-03-07,462.2692277183357
1997-03-10,458.1614065645934
1997-03-11,444.92984473023824
1997-03-12,456.4378283081435
1997-03-13,451.0604290261552
1997-03-14,440.84854201137466
1997-03-17,448.45625557230056
1997-03-18,459.93303020120817
1997-03-19,452.3730074069313
1997-03-20,448.13362634719687
1997-03-21,451.80445010432567
1997-03-24,449.0674569835218
1997-03-25,455.06228625215107
1997-03-26,471.86887951780136
1997-03-27,477.8107497073286
1997-03-28,475.8177936873385
1997-03-31,477.2803067567023
1997-04-01,462.19779547785583
1997-04-02,461.87933085874295
1997-04-03,455.1351943227416
1997-04-04,457.8413686983117
1997-04-07,456.2044065937589
1997-04-08,459.13863653581546
1997-04-09,460.063111538489
1997-04-10,461.5356408735545
1997-04-11,464.70207829816246
1997-04-14,463.2318898791074
1997-04-15,463.9857427244473
1997-04-16,466.7972192909749
1997-04-17,474.7763297673216
1997-04-18,476.9503590963417
1997-04-21,490.59841966081683
1997-04-22,483.1833119731137
1997-04-23,483.30173146168534
1997-04-24,474.4089025001086
1997-04-25,473.0839521046056
1997-04-28,474.6780418608944
1997-04-29,476.05873882731504
1997-04-30,477.49046248320076
1997-05-01,480.5432307559392
1997-05-02,478.7509949302761
1997-05-05,476.4139186278426
1997-05-06,476.8065413049144
1997-05-07,473.39367102692876
1997-05-08,475.0605100832343
1997-05-09,477.67439700982726
1997-05-12,477.1194673300732
1997-05-13,468.8969111566743
1997-05-14,477.26015979246347
1997-05-15,478.3031083705728
1997-05-16,480.8359827104918
1997-05-19,478.24294783330765
1997-05-20,480.82225706743964
1997-05-21,478.587540807581
1997-05-22,477.1542490952561
1997-05-23,479.76595874791036
1997-05-26,486.19207220078613
1997-05-27,484.5718359794332
1997-05-28,485.5553718509343
1997-05-29,483.443151146927
1997-05-30,487.8846459015546
1997-06-02,486.7993189791755
1997-06-03,491.78718408782123
1997-06-04,503.02168132968353
1997-06-05,511.2319124634798
1997-06-06,517.8724638654738
1997-06-09,522.6123339202227
1997-06-10,516.2102327717741
1997-06-11,512.228120708779
1997-06-12,510.5324250604685
1997-06-13,508.3336257261287
1997-06-16,508.4145276003964
1997-06-17,502.85531341312964
1997-06-18,519.743990170468
1997-06-19,510.229796586861
1997-06-20,508.9163520398252
1997-06-23,507.8392365960311
1997-06-24,515.4402024384796
1997-06-25,523.2075317381
1997-06-26,517.9200480663961
1997-06-27,520.5216525642124
1997-06-30,519.0376015410945
1997-07-01,517.7838815797325
1997-07-02,519.0954249240608
1997-07-03,521.321869950952
1997-07-04,519.2853951666245
1997-07-07,522.3136252319259
1997-07-08,519.4815150387697
1997-07-09,520.5265452917856
1997-07-10,519.3494552321075
1997-07-11,511.04381413068535
1997-07-14,509.095675928956
1997-07-15,518.4514865834637
1997-07-16,527.0874512696201
1997-07-17,527.1388517511872
1997-07-18,526.9891437478115
1997-07-21,529.118311207477
1997-07-22,524.6561575169798
1997-07-23,529.4577748256963
1997-07-24,532.0677648322394
1997-07-25,533.4402640159254
1997-07-28,552.5809104302124
1997-07-29,562.1852391395166
1997-07-30,566.03424064366
1997-07-31,567.8210567976491
1997-08-01,556.3750282494011
1997-08-04,549.5172086317058
1997-08-05,555.6275738715043
1997-08-06,565.8293105988364
1997-08-07,572.7804495458383
1997-08-08,576.5054760322663
1997-08-11,558.5081799680265
1997-08-12,550.5493456025471
1997-08-13,550.6889007402219
1997-08-14,543.5599540018027
1997-08-15,550.9471019684768
1997-08-18,539.8294336868033
1997-08-19,539.81696870524
1997-08-20,535.6437896595029
1997-08-21,542.8678226442552
1997-08-22,551.3781205988315
1997-08-25,552.2142941685214
1997-08-26,550.98293312334
1997-08-27,540.6021375706033
1997-08-28,538.9629592520238
1997-08-29,528.326679831284
1997-09-01,523.5581453365536
1997-09-02,522.4639242130247
1997-09-03,528.2922532016403
1997-09-04,523.4937150189737
1997-09-05,530.6834354244306
1997-09-08,533.153465066853
1997-09-09,532.4948875455849
1997-09-10,536.8402830486647
1997-09-11,533.4120607015568
1997-09-12,533.0519467675766
1997-09-15,531.2648713782512
1997-09-16,544.5636560671953
1997-09-17,548.6042635447213
1997-09-18,549.0069284646161
1997-09-19,547.1568464985563
1997-09-22,545.869563151375
1997-09-23,542.4790860980415
1997-09-24,546.416391441778
1997-09-25,546.4002631247456
1997-09-26,551.9011699297591
1997-09-29,552.3663600217183
1997-09-30,556.3368354016528
1997-10-01,554.5440929490868
1997-10-02,556.0544073781978
1997-10-03,550.2731412653218
1997-10-06,547.3510363402762
1997-10-07,550.9189059333186
1997-10-08,555.7710877255187
1997-10-09,558.9121240462512
1997-10-10,554.5854616285928
1997-10-13,555.3453734780074
1997-10-14,557.2600433158952
1997-10-15,574.6538935446844
1997-10-16,584.2989310339882
1997-10-17,568.876917745406
1997-10-20,574.7256224202666
1997-10-21,571.4761644697655
1997-10-22,578.5575180851424
1997-10-23,580.1103780075849
1997-10-24,579.230378445467
1997-10-27,568.161900702384
1997-10-28,478.9806083829239
1997-10-29,540.5429017627484
1997-10-30,498.3578862161039
1997-10-31,518.3926624446142
1997-11-03,524.7138258029123
1997-11-04,520.3797447075176
1997-11-05,524.0458639320494
1997-11-06,523.2192166419778
1997-11-07,508.77022110410786
1997-11-10,498.36149832216137
1997-11-11,485.4824403370799
1997-11-12,452.7215979450834
1997-11-13,378.47696629395324
1997-11-14,405.7247480983905
1997-11-17,438.081692448074
1997-11-18,437.74652945468563
1997-11-19,425.3782897390231
1997-11-20,431.47613456621025
1997-11-21,437.45036424753556
1997-11-24,407.10482553771845
1997-11-25,408.2672362767628
1997-11-26,407.48686042777257
1997-11-27,402.9252344343412
1997-11-28,412.7997024849003
1997-12-01,410.6745725949004
1997-12-02,415.95968387337234
1997-12-03,416.70924223544506
1997-12-04,426.3766647672665
1997-12-05,429.1594091516856
1997-12-08,438.6617262007982
1997-12-09,445.82366216343223
1997-12-10,444.06315405719437
1997-12-11,422.67616197598784
1997-12-12,429.75423173729297
1997-12-15,435.00782401303434
1997-12-16,440.1418461561202
1997-12-17,455.11477301009955
1997-12-18,462.64406083468356
1997-12-19,459.00330002125673
1997-12-22,452.11832372954865
1997-12-23,453.9586910837373
1997-12-24,454.04850608382804
