Date,UNITED ARAB EMIRATES SMALL VALUE
2014-05-30,1000.0
2014-06-02,1050.977601483781
2014-06-03,1045.3310422329735
2014-06-04,1039.0906566229478
2014-06-05,1052.9941259350278
2014-06-06,1052.9941259350278
2014-06-09,962.6592582015822
2014-06-10,925.687016227453
2014-06-11,942.7043709819022
2014-06-12,972.179779168392
2014-06-13,972.179779168392
2014-06-16,887.0437576414031
2014-06-17,896.7066983977111
2014-06-18,893.818092337175
2014-06-19,902.2204576390411
2014-06-20,902.2204576390413
2014-06-23,832.9715303118355
2014-06-24,758.801935552676
2014-06-25,797.7527031865147
2014-06-26,795.7724574345115
2014-06-27,795.7616242605807
2014-06-30,752.1810780880907
2014-07-01,769.3411199027029
2014-07-02,851.4554293356725
2014-07-03,856.6135367652289
2014-07-04,856.6135367652289
2014-07-07,895.2328723861315
2014-07-08,889.4652483332192
2014-07-09,881.3963013014023
2014-07-10,903.684783683914
2014-07-11,903.684783683914
2014-07-14,931.8230712536673
2014-07-15,943.173462864106
2014-07-16,947.3467762472255
2014-07-17,956.8904478808784
2014-07-18,956.8904478808784
2014-07-21,923.7738498324975
2014-07-22,919.1050587068805
2014-07-23,903.913242926112
2014-07-24,911.2116639528319
2014-07-25,911.2116639528319
2014-07-28,917.0785353757681
2014-07-29,917.0785353757681
2014-07-30,917.0785353757681
2014-07-31,922.539935891305
2014-08-01,922.539935891305
2014-08-04,917.4027106434041
2014-08-05,918.2137536195793
2014-08-06,900.6381473409475
2014-08-07,900.8208858726766
2014-08-08,900.8208858726766
2014-08-11,919.0791321044674
2014-08-12,912.3434886316145
2014-08-13,913.927716950487
2014-08-14,912.7004405621112
2014-08-15,912.6880164456898
2014-08-18,910.0377326122017
2014-08-19,920.9599498407753
2014-08-20,921.437074319438
2014-08-21,921.6346975435545
2014-08-22,921.6346975435547
2014-08-25,934.6975278120519
2014-08-26,930.6179915697141
2014-08-27,932.4676257206083
2014-08-28,920.1009836709425
2014-08-29,920.1009836709425
2014-09-01,917.9166314863053
2014-09-02,920.6292218649068
2014-09-03,933.8185367010036
2014-09-04,921.9503298330892
2014-09-05,921.9503298330892
2014-09-08,919.5749890386578
2014-09-09,915.8634030338134
2014-09-10,891.3796823015092
2014-09-11,902.7223841625347
2014-09-12,902.7223841625347
2014-09-15,911.2861890175866
2014-09-16,909.8733261254225
2014-09-17,919.5547403822023
2014-09-18,923.1870027527094
2014-09-19,923.1870027527094
2014-09-22,917.8357416862347
2014-09-23,912.9113102105488
2014-09-24,895.7139430152308
2014-09-25,898.4373998572363
2014-09-26,898.4496308172648
2014-09-29,896.1059889130041
2014-09-30,900.4783163749051
2014-10-01,905.7578301709508
2014-10-02,898.9474122608224
2014-10-03,898.9474122608226
2014-10-06,898.9229381204691
2014-10-07,901.5521248547973
2014-10-08,886.799416064714
2014-10-09,899.3421514641798
2014-10-10,899.3421514641797
2014-10-13,851.0018903000648
2014-10-14,824.761264177493
2014-10-15,813.9128305543675
2014-10-16,771.36630246179
2014-10-17,771.3663024617903
2014-10-20,792.6699479120642
2014-10-21,801.9071933447381
2014-10-22,820.5335708789269
2014-10-23,827.5138550180841
2014-10-24,827.5138550180841
2014-10-27,835.2587447651963
2014-10-28,834.6921430168163
2014-10-29,827.9979492987092
2014-10-30,818.9429920907621
2014-10-31,818.9318439422175
2014-11-03,821.4039268889534
2014-11-04,815.8348403928157
2014-11-05,794.1095706417212
2014-11-06,793.1917920564524
2014-11-07,793.1917920564523
2014-11-10,834.9318791628168
2014-11-11,850.5756891772878
2014-11-12,864.7731294249415
2014-11-13,888.2435718392493
2014-11-14,888.2435718392493
2014-11-17,851.6323327873382
2014-11-18,865.2086547963542
2014-11-19,870.1537291808032
2014-11-20,868.7499586159915
2014-11-21,868.7499586159918
2014-11-24,865.9861454443683
2014-11-25,846.2407234085543
2014-11-26,831.9109767535773
2014-11-27,848.534824988165
2014-11-28,848.5117233471586
2014-12-01,816.1044708336079
2014-12-02,816.1155803417869
2014-12-03,816.1044708336078
2014-12-04,839.4462489638553
2014-12-05,839.4462489638553
2014-12-08,822.834626429918
2014-12-09,803.536083456151
2014-12-10,805.557271861265
2014-12-11,756.679841834546
2014-12-12,756.679841834546
2014-12-15,696.4509128766745
2014-12-16,663.5893470632127
2014-12-17,662.249286646911
2014-12-18,725.99876041182
2014-12-19,725.99876041182
2014-12-22,776.3746308283824
2014-12-23,756.7824803891468
2014-12-24,792.2251505729981
2014-12-25,799.0411839651089
2014-12-26,799.0411839651089
2014-12-29,804.9103501790747
2014-12-30,757.9343409207931
2014-12-31,766.6768691896915
2015-01-01,766.6768691896915
2015-01-02,766.6664326741363
2015-01-05,745.852596450026
2015-01-06,731.6144071430305
2015-01-07,764.4613718960969
2015-01-08,781.950032437551
2015-01-09,781.950032437551
2015-01-12,791.2362490985439
2015-01-13,797.1715657429569
2015-01-14,806.2356984710096
2015-01-15,823.3078916135652
2015-01-16,823.3078916135652
2015-01-19,827.2933078656565
2015-01-20,831.105904476354
2015-01-21,822.2839263461399
2015-01-22,826.798518033255
2015-01-23,826.798518033255
2015-01-26,797.8264512336639
2015-01-27,797.1639991559288
2015-01-28,798.5090302609016
2015-01-29,782.374519257961
2015-01-30,782.374519257961
2015-02-02,806.147185764705
2015-02-03,817.7437558232796
2015-02-04,807.4613492142647
2015-02-05,809.384435038079
2015-02-06,809.384435038079
2015-02-09,819.7880009508564
2015-02-10,812.8494176816076
2015-02-11,811.8309045471557
2015-02-12,811.8025259927682
2015-02-13,811.8025259927682
2015-02-16,779.8531563795216
2015-02-17,789.9648357619832
2015-02-18,789.0442530620611
2015-02-19,791.608141715145
2015-02-20,791.608141715145
2015-02-23,781.0678220766697
2015-02-24,781.7913197595519
2015-02-25,784.2465526520633
2015-02-26,782.6138522368035
2015-02-27,782.6564695590955
2015-03-02,773.0197898975998
2015-03-03,756.2486163295599
2015-03-04,756.8910692291826
2015-03-05,763.5816830958889
2015-03-06,763.5816830958889
2015-03-09,755.2826216003901
2015-03-10,766.2923945082305
2015-03-11,745.195600027416
2015-03-12,746.9895906439705
2015-03-13,746.9895906439705
2015-03-16,745.069712518964
2015-03-17,735.2535944945602
2015-03-18,719.7432506845456
2015-03-19,723.2934652775343
2015-03-20,723.2934652775343
2015-03-23,728.0263849842872
2015-03-24,728.93700353177
2015-03-25,716.6961445575628
2015-03-26,694.6984909972324
2015-03-27,694.6651667385531
2015-03-30,706.169427652042
2015-03-31,705.0010296479883
2015-04-01,705.0927872553086
2015-04-02,719.3765839963006
2015-04-03,719.3765839963006
2015-04-06,738.4289103690122
2015-04-07,744.4359683277556
2015-04-08,744.5912834766897
2015-04-09,748.1587916723184
2015-04-10,748.1587916723184
2015-04-13,748.7058754212139
2015-04-14,757.6480675079672
2015-04-15,775.4496045755777
2015-04-16,796.552312502481
2015-04-17,796.5602397170602
2015-04-20,794.4445540003268
2015-04-21,801.6902411093332
2015-04-22,811.4119183793425
2015-04-23,803.8650739723481
2015-04-24,803.8650739723481
2015-04-27,817.3804131402161
2015-04-28,814.2647482733569
2015-04-29,816.1405360821832
2015-04-30,822.2333370092329
2015-05-01,822.2166133386966
2015-05-04,785.868892905538
2015-05-05,784.6988264570367
2015-05-06,786.6256278979215
2015-05-07,786.2432316108792
2015-05-08,786.2432316108792
2015-05-11,774.5771870678454
2015-05-12,772.0897808565699
2015-05-13,777.2656263580811
2015-05-14,770.8900623330819
2015-05-15,770.8900623330819
2015-05-18,775.1419253910343
2015-05-19,779.5962636494157
2015-05-20,765.4492151777612
2015-05-21,771.0971431376292
2015-05-22,771.0971431376292
2015-05-25,770.6792723910913
2015-05-26,766.1921235888422
2015-05-27,757.0331871487328
2015-05-28,759.8050725545593
2015-05-29,759.8050725545593
2015-06-01,759.825598630436
2015-06-02,767.0188558401577
2015-06-03,774.6710672916519
2015-06-04,809.2980839591592
2015-06-05,809.3091005130777
2015-06-08,800.5654426430975
2015-06-09,809.7328425457894
2015-06-10,819.4014230268534
2015-06-11,800.4007649198202
2015-06-12,800.3898693321626
2015-06-15,803.2616280963806
2015-06-16,809.2228689380497
2015-06-17,811.918243972752
2015-06-18,813.789828170779
2015-06-19,813.8341419776684
2015-06-22,811.026313434215
2015-06-23,814.9722115714882
2015-06-24,812.7573930681343
2015-06-25,812.1663328556263
2015-06-26,812.1331651589401
2015-06-29,791.1293457351233
2015-06-30,792.2951651417109
2015-07-01,803.3950138507715
2015-07-02,802.3884596902099
2015-07-03,802.333846462804
2015-07-06,805.4287473962585
2015-07-07,799.9539700477072
2015-07-08,784.5169929505987
2015-07-09,796.9125525034729
2015-07-10,796.9125525034729
2015-07-13,801.5209355181214
2015-07-14,804.5956004442496
2015-07-15,808.3517049718848
2015-07-16,808.3296973295992
2015-07-17,808.3296973295992
2015-07-20,821.3554116348888
2015-07-21,822.6603232060505
2015-07-22,827.1193005180887
2015-07-23,822.746764060609
2015-07-24,822.746764060609
2015-07-27,815.9893609271296
2015-07-28,805.4169857825107
2015-07-29,806.1076770138591
2015-07-30,809.8509241859525
2015-07-31,809.9060490854969
2015-08-03,806.2228287167817
2015-08-04,809.6390045393844
2015-08-05,813.1442313637242
2015-08-06,808.4170332317469
2015-08-07,808.4500487113366
2015-08-10,803.1906274583216
2015-08-11,800.4959167381505
2015-08-12,792.64541336205
2015-08-13,786.0285853404813
2015-08-14,786.0820872453344
2015-08-17,768.0656177069731
2015-08-18,747.9513918347026
2015-08-19,751.424834097331
2015-08-20,730.696264299337
2015-08-21,730.6962642993371
2015-08-24,681.1729791802543
2015-08-25,722.2838846429386
2015-08-26,709.8764799594289
2015-08-27,730.1459629572573
2015-08-28,730.1857215111496
2015-08-31,719.406213272553
2015-09-01,704.6186162170366
2015-09-02,704.3390839744144
2015-09-03,716.0146550669201
2015-09-04,716.0244023327738
2015-09-07,703.550867867555
2015-09-08,704.0643600495665
2015-09-09,716.6000623037919
2015-09-10,713.1167435922407
2015-09-11,713.1847010792076
2015-09-14,694.8869120730571
2015-09-15,696.7321090436269
2015-09-16,710.0343052165997
2015-09-17,718.314061490863
2015-09-18,718.2945032894993
2015-09-21,722.508973769388
2015-09-22,723.7233763392302
2015-09-23,723.7627873107954
2015-09-24,723.7824944062403
2015-09-25,723.7627873107954
2015-09-28,723.6025274880271
2015-09-29,718.2877675339429
2015-09-30,719.2877755842653
2015-10-01,724.5118680084382
2015-10-02,724.5020054709285
2015-10-05,728.7905428935661
2015-10-06,726.9471451279459
2015-10-07,736.677020908251
2015-10-08,736.5997792136651
2015-10-09,736.5997792136651
2015-10-12,738.2360519169871
2015-10-13,731.4446444133898
2015-10-14,731.8176864252301
2015-10-15,731.8874298433591
2015-10-16,731.7778390109796
2015-10-19,731.6917006408546
2015-10-20,729.1007244809249
2015-10-21,720.2567063647265
2015-10-22,716.5684368703813
2015-10-23,716.5879462140115
2015-10-26,716.2907407692613
2015-10-27,701.304184822493
2015-10-28,695.981823319256
2015-10-29,697.1575429213632
2015-10-30,697.1575429213632
2015-11-02,694.9004958949748
2015-11-03,705.8977808960452
2015-11-04,686.0343286563979
2015-11-05,685.9526675326281
2015-11-06,686.0086979731043
2015-11-09,663.9528935059625
2015-11-10,640.9880115756878
2015-11-11,651.7378960373146
2015-11-12,654.8345287486989
2015-11-13,654.8880173767363
2015-11-16,639.3513661642703
2015-11-17,641.5804868082198
2015-11-18,635.9709749383964
2015-11-19,653.877064960197
2015-11-20,653.8681640717791
2015-11-23,657.2169231419365
2015-11-24,654.1417324547702
2015-11-25,652.2843837390461
2015-11-26,651.7158194510804
2015-11-27,651.7158194510804
2015-11-30,647.8297123499783
2015-12-01,647.8738087963104
2015-12-02,647.8561694974238
2015-12-03,647.8561694974238
2015-12-04,647.8473502081673
2015-12-07,641.4355036235628
2015-12-08,623.3695044371085
2015-12-09,626.8249003334648
2015-12-10,624.6659732772605
2015-12-11,624.6744771090708
2015-12-14,616.3339640629306
2015-12-15,618.1241551862626
2015-12-16,630.3648102484821
2015-12-17,641.5749186296227
2015-12-18,641.5399849268308
2015-12-21,654.0889109454085
2015-12-22,660.6173693028733
2015-12-23,659.7168009540947
2015-12-24,659.7347622065029
2015-12-25,659.734762206503
2015-12-28,657.8489475108398
2015-12-29,660.4564756411461
2015-12-30,667.0432915343206
2015-12-31,671.9870769123845
2016-01-01,671.9870769123844
2016-01-04,666.3434257401292
2016-01-05,667.3366810872868
2016-01-06,663.2206617008875
2016-01-07,648.6228454601026
2016-01-08,648.6493349988374
2016-01-11,644.4899609379002
2016-01-12,644.6969622485029
2016-01-13,638.8422397433598
2016-01-14,624.2740310410735
2016-01-15,624.2995261824211
2016-01-18,578.8581438012982
2016-01-19,596.9523859486892
2016-01-20,559.7720792312155
2016-01-21,567.2772707019427
