Date,INDIA SMALL VALUE
1994-05-31,362.1630391840451
1994-06-30,394.4045906642382
1994-07-29,412.4236428169471
1994-08-31,462.5507547924649
1994-09-30,439.53358756752647
1994-10-31,427.34465874495726
1994-11-30,411.75618398916447
1994-12-30,381.6761319447708
1995-01-31,358.41024387160775
1995-02-28,331.5574435828042
1995-03-31,316.93245146679135
1995-04-28,283.6321521250829
1995-05-31,282.51005408866166
1995-06-30,261.8393646195301
1995-07-31,269.24342432001686
1995-08-31,248.08731007454074
1995-09-29,237.8114770814624
1995-10-31,233.5523716345321
1995-11-30,199.98605360737787
1995-12-29,204.56964287669004
1996-01-31,180.1075063376795
1996-02-29,212.80680242483228
1996-03-29,206.3747428605783
1996-04-30,215.08170716565976
1996-05-31,207.11275860652447
1996-06-28,209.70395031576695
1996-07-31,185.79776333277388
1996-08-30,175.92630513371793
1996-09-30,150.64324853575965
1996-10-31,141.76445587770297
1996-11-29,121.75670647274531
1996-12-31,135.12556073666968
1997-01-01,135.12556073666968
1997-01-02,147.76898624381477
1997-01-03,147.24298752435098
1997-01-06,149.62727879083604
1997-01-07,148.72055402913185
1997-01-08,149.9472653969063
1997-01-09,150.71808299039608
1997-01-10,153.53717883044172
1997-01-13,156.82018414437002
1997-01-14,158.71922707559733
1997-01-15,166.6852022852257
1997-01-16,159.9282990974441
1997-01-17,153.15819011593794
1997-01-20,151.61642576815623
1997-01-21,146.45645566545713
1997-01-22,147.07059080297952
1997-01-23,147.17731241506098
1997-01-24,144.83742694351358
1997-01-27,148.92413670054373
1997-01-28,149.3851734588895
1997-01-29,149.09707534666836
1997-01-30,146.34904906492037
1997-01-31,140.8277494969538
1997-02-03,138.24292071862888
1997-02-04,137.46311675286302
1997-02-05,138.5370121270263
1997-02-06,139.32349959276965
1997-02-07,139.4922157028676
1997-02-10,140.90133710457812
1997-02-11,141.6461999649994
1997-02-12,142.26390197801177
1997-02-13,141.79345534617718
1997-02-14,141.42776613911556
1997-02-17,143.5878349578492
1997-02-18,141.55401729335145
1997-02-19,140.51608188050216
1997-02-20,139.39997731745356
1997-02-21,137.22217486661268
1997-02-24,135.04827568240796
1997-02-25,134.72248718702383
1997-02-26,135.79010831475745
1997-02-27,138.8010790580767
1997-02-28,145.2335345537566
1997-03-03,156.62473093517988
1997-03-04,156.8158771336319
1997-03-05,156.07856618977502
1997-03-06,152.88796944022323
1997-03-07,152.9007626988509
1997-03-10,148.3488035233012
1997-03-11,144.5931660557883
1997-03-12,145.93336541000554
1997-03-13,143.89069427937125
1997-03-14,141.8025259219795
1997-03-17,142.73881499262293
1997-03-18,142.90061778968172
1997-03-19,140.1871951719937
1997-03-20,139.357013848288
1997-03-21,139.09573402288908
1997-03-24,139.1248193509764
1997-03-25,139.1555947349941
1997-03-26,138.8501073395651
1997-03-27,138.11327117189725
1997-03-28,136.51521368385232
1997-03-31,126.94282811296216
1997-04-01,127.89310965192915
1997-04-02,132.21242689465225
1997-04-03,133.27066312167966
1997-04-04,131.6086862927318
1997-04-07,129.35030408898356
1997-04-08,129.35030408898356
1997-04-09,133.3757563978888
1997-04-10,131.01582168199647
1997-04-11,130.1762524750545
1997-04-14,129.36756981923273
1997-04-15,129.7513445915029
1997-04-16,129.7948366623157
1997-04-17,130.51789933301555
1997-04-18,130.59086531447358
1997-04-21,132.95622016932668
1997-04-22,132.59954071345862
1997-04-23,132.65261407763677
1997-04-24,131.36657217101637
1997-04-25,129.86069159973886
1997-04-28,129.69018326557153
1997-04-29,128.22058363387333
1997-04-30,129.43024236529712
1997-05-01,129.43024236529712
1997-05-02,128.836311657356
1997-05-05,127.94975436432719
1997-05-06,127.40002720461095
1997-05-07,127.23508015410054
1997-05-08,127.27056418236677
1997-05-09,128.39415874130592
1997-05-12,128.74611834056563
1997-05-13,128.6773991276476
1997-05-14,129.114981310918
1997-05-15,128.98704464494372
1997-05-16,128.93329027500727
1997-05-19,129.61176883852787
1997-05-20,128.6538854919593
1997-05-21,127.50135246255279
1997-05-22,126.78319228253447
1997-05-23,126.64241203846734
1997-05-26,125.03098447249718
1997-05-27,122.73502600064101
1997-05-28,122.0065214204459
1997-05-29,122.60792401327373
1997-05-30,122.59150000034492
1997-06-02,123.77857594307335
1997-06-03,123.35295745405766
1997-06-04,123.5429401258413
1997-06-05,123.28602277607042
1997-06-06,122.7285126761046
1997-06-09,122.43528662669571
1997-06-10,122.89646771082438
1997-06-11,125.13191047749528
1997-06-12,126.79963011013858
1997-06-13,128.6876573435879
1997-06-16,129.18443260105485
1997-06-17,130.60199002095197
1997-06-18,132.1762734440364
1997-06-19,132.38050998697145
1997-06-20,131.5240913335984
1997-06-23,132.86564495065093
1997-06-24,132.4515269208891
1997-06-25,132.56857524716645
1997-06-26,131.959102758471
1997-06-27,129.8247282946714
1997-06-30,132.48138681187703
1997-07-01,133.31918894599414
1997-07-02,135.68693399245717
1997-07-03,135.30621821790743
1997-07-04,135.3329974915841
1997-07-07,139.67671429564047
1997-07-08,141.96171486191975
1997-07-09,148.88494197689664
1997-07-10,150.8419199981502
1997-07-11,148.48087829585774
1997-07-14,144.987094293027
1997-07-15,145.22014933170192
1997-07-16,144.92800979279778
1997-07-17,144.73484769218473
1997-07-18,142.6036818821817
1997-07-21,145.55114069242893
1997-07-22,148.62327690301294
1997-07-23,152.00630429964036
1997-07-24,151.06999511054374
1997-07-25,149.4168642777969
1997-07-28,153.23108420978627
1997-07-29,155.6602714264568
1997-07-30,158.23233082259875
1997-07-31,158.26768131713465
1997-08-01,158.5680963792678
1997-08-04,167.06620020633792
1997-08-05,171.77951852790753
1997-08-06,170.23594722831584
1997-08-07,168.7016157221161
1997-08-08,166.1611628747153
1997-08-11,169.95376845423067
1997-08-12,168.43020918554788
1997-08-13,165.42819175979253
1997-08-14,162.26417974977028
1997-08-15,162.30962553600466
1997-08-18,162.2641797497703
1997-08-19,160.32635028933092
1997-08-20,160.06305688387067
1997-08-21,156.3747223985801
1997-08-22,152.85665195174383
1997-08-25,152.09972767798004
1997-08-26,151.90088301054192
1997-08-27,151.4795601705308
1997-08-28,146.3417713530413
1997-08-29,143.63806394163439
1997-09-01,144.49682847517107
1997-09-02,144.36852388393405
1997-09-03,144.81312468114632
1997-09-04,144.34889883158237
1997-09-05,144.16322754047584
1997-09-08,147.33495153744616
1997-09-09,145.73489467661074
1997-09-10,145.58795629043004
1997-09-11,144.83710150296852
1997-09-12,143.248108706498
1997-09-15,143.63198298697807
1997-09-16,142.13655367857453
1997-09-17,139.59385347901548
1997-09-18,138.54360126481876
1997-09-19,135.90346244213748
1997-09-22,134.7421865069939
1997-09-23,134.81912885902466
1997-09-24,135.81770899504252
1997-09-25,136.33107413557568
1997-09-26,135.17633200965204
1997-09-29,134.9752873866051
1997-09-30,133.98521356880417
1997-10-01,133.74291980873153
1997-10-02,133.87242602517384
1997-10-03,131.55167431113776
1997-10-06,131.51261026892234
1997-10-07,132.6265219873989
1997-10-08,133.15094329025638
1997-10-09,134.12750737326508
1997-10-10,134.68042269939485
1997-10-13,135.77871039112867
1997-10-14,133.75311160150298
1997-10-15,135.11467037713643
1997-10-16,137.41113747030948
1997-10-17,138.4909424869239
1997-10-20,140.59511855866535
1997-10-21,138.09103456520413
1997-10-22,136.9525929110911
1997-10-23,134.24450337176535
1997-10-24,131.68376530803138
1997-10-27,132.15218461845723
1997-10-28,132.2141338019265
1997-10-29,132.01391966758985
1997-10-30,131.96042778840402
1997-10-31,131.73181492024318
1997-11-03,130.22898173783676
1997-11-04,129.0961387488714
1997-11-05,128.52716946476312
1997-11-06,127.43131993138479
1997-11-07,126.24269592509948
1997-11-10,124.78958763090662
1997-11-11,124.15527379296103
1997-11-12,122.11037273070127
1997-11-13,118.70110334252242
1997-11-14,118.27809306314104
1997-11-17,118.26920917081006
1997-11-18,115.22894111006244
1997-11-19,114.3178731512318
1997-11-20,114.52728694297043
1997-11-21,114.54322766449064
1997-11-24,110.75616550384458
1997-11-25,111.16544778320427
1997-11-26,112.42516741287588
1997-11-27,113.67806009805663
1997-11-28,110.84584772106678
1997-12-01,108.61303473871092
1997-12-02,108.53002375650938
1997-12-03,109.02135702178273
1997-12-04,108.549772002492
1997-12-05,107.27127558505681
1997-12-08,106.44902419245187
1997-12-09,105.44180897319637
1997-12-10,105.12699331710866
1997-12-11,102.7824349994381
1997-12-12,102.70224101278458
1997-12-15,103.8109860481063
1997-12-16,105.2786328842832
1997-12-17,106.74771858984363
1997-12-18,107.3231224843024
1997-12-19,107.2425337437532
1997-12-22,109.6009630726394
1997-12-23,110.16731168947607
1997-12-24,109.24740757076657
1997-12-25,109.24740757076654
1997-12-26,109.51710746840452
1997-12-29,111.77490687159735
1997-12-30,110.3838281094822
1997-12-31,111.97035521976173
1998-01-01,111.97035521976173
1998-01-02,118.25069635051393
1998-01-05,121.66647767551775
1998-01-06,119.89539950285504
1998-01-07,119.12283065584445
1998-01-08,114.37421669270886
1998-01-09,109.40238281002597
1998-01-12,106.33093846383535
1998-01-13,107.68668643989103
1998-01-14,106.94206310029374
1998-01-15,106.04519691042431
1998-01-16,107.01458295465589
1998-01-19,110.93320828009026
1998-01-20,109.71909556280443
1998-01-21,110.50392569017622
1998-01-22,109.12775875966615
1998-01-23,107.67838036456554
1998-01-26,107.98563384939308
1998-01-27,107.43936598495115
1998-01-28,104.88861779607537
1998-01-29,103.55282075052942
1998-01-30,103.29940709851242
1998-02-02,105.29724463695877
1998-02-03,104.71740191942948
1998-02-04,103.96251682010228
1998-02-05,102.92645706619683
1998-02-06,102.59291992527211
1998-02-09,102.0936861100385
1998-02-10,100.3885256141862
1998-02-11,100.2110899325852
1998-02-12,99.66470280311898
1998-02-13,100.0036296156201
1998-02-16,102.07084895041406
1998-02-17,101.58384735965612
1998-02-18,101.90740455142992
1998-02-19,102.38715000628326
1998-02-20,101.82747576825545
1998-02-23,103.00951714131855
