Date,MALAYSIA SMALL VALUE
1998-05-29,224.62021583518228
1998-06-01,213.25496550072518
1998-06-02,217.74543322583142
1998-06-03,219.17252025671985
1998-06-04,213.935459051598
1998-06-05,212.28216807758238
1998-06-08,207.5657325718271
1998-06-09,211.4403706692236
1998-06-10,204.62020762463285
1998-06-11,202.38866022441715
1998-06-12,200.1863627424344
1998-06-15,190.68121473325377
1998-06-16,189.45498605128174
1998-06-17,200.21841298187618
1998-06-18,201.2827799090899
1998-06-19,202.68840708869038
1998-06-22,195.57022813355013
1998-06-23,194.58738310942823
1998-06-24,193.56798458457845
1998-06-25,189.8901057392695
1998-06-26,184.70091034146864
1998-06-29,179.74881826278406
1998-06-30,181.3067541050974
1998-07-01,183.73290032394803
1998-07-02,181.4621286430559
1998-07-03,183.32278448232353
1998-07-06,181.25424679473196
1998-07-07,180.46661068747215
1998-07-08,177.86280893624448
1998-07-09,171.84195045667113
1998-07-10,165.63424895542167
1998-07-13,162.84108165030156
1998-07-14,165.1762898026704
1998-07-15,168.3379862417469
1998-07-16,171.35157460512733
1998-07-17,175.28453107863058
1998-07-20,174.59607301207956
1998-07-21,170.5569225018595
1998-07-22,166.17437328934642
1998-07-23,163.94119230763067
1998-07-24,167.65702511107222
1998-07-27,164.69666203268906
1998-07-28,164.1693127329586
1998-07-29,160.68873425422228
1998-07-30,161.66433144423232
1998-07-31,163.73977245402233
1998-08-03,157.85607277721329
1998-08-04,157.57940954082932
1998-08-05,154.29521139487736
1998-08-06,149.86883412026828
1998-08-07,144.68258172946744
1998-08-10,142.3299404830904
1998-08-11,138.0423994825712
1998-08-12,138.5925421030125
1998-08-13,136.7464564695497
1998-08-14,135.82858488319107
1998-08-17,131.57323930072735
1998-08-18,132.62767385309186
1998-08-19,146.0421590152388
1998-08-20,150.257682238491
1998-08-21,140.72256168030958
1998-08-24,141.65240278617065
1998-08-25,142.09247817019465
1998-08-26,141.7992876240472
1998-08-27,139.52802842909307
1998-08-28,140.11710976532572
1998-08-31,140.61092193163327
1998-09-01,145.55687305728023
1998-09-02,157.3393847960027
1998-09-03,171.53586248279555
1998-09-04,209.76420558966436
1998-09-07,265.22409701829633
1998-09-08,210.32725886786005
1998-09-09,228.66092827443242
1998-09-10,217.48482778339772
1998-09-11,204.4175153275651
1998-09-14,220.96118711497863
1998-09-15,220.8475132270234
1998-09-16,232.17970316584996
1998-09-17,228.76414701551246
1998-09-18,232.52766075230502
1998-09-21,222.31769938254763
1998-09-22,227.22087766924147
1998-09-23,221.15297285261957
1998-09-24,227.7585495519754
1998-09-25,227.23902823257077
1998-09-28,227.27741428986639
1998-09-29,223.8466032545446
1998-09-30,155.08267983884983
1998-10-01,151.8823299833226
1998-10-02,150.11289052458795
1998-10-05,146.77093023827365
1998-10-06,153.67554607719478
1998-10-07,151.84552235500857
1998-10-08,152.25988344635397
1998-10-09,154.07628514798512
1998-10-12,161.85960839848684
1998-10-13,158.6905815457509
1998-10-14,160.62325156153506
1998-10-15,165.15552779039683
1998-10-16,167.42623795367984
1998-10-19,167.42623795367984
1998-10-20,178.07396186704523
1998-10-21,175.65847659182165
1998-10-22,173.37766157439194
1998-10-23,173.0307864649303
1998-10-26,170.702292022134
1998-10-27,167.61942067428842
1998-10-28,165.8151001661051
1998-10-29,164.66068590641294
1998-10-30,165.78246037909796
1998-11-02,172.84961323735374
1998-11-03,172.7637564992967
1998-11-04,179.61748540691008
1998-11-05,184.831413307441
1998-11-06,193.81113644652004
1998-11-09,203.12507511931537
1998-11-10,199.74015434084458
1998-11-11,203.93601316187414
1998-11-12,199.52452842026767
1998-11-13,202.7444311404948
1998-11-16,200.0276103577241
1998-11-17,200.87618939056884
1998-11-18,197.31975157814557
1998-11-19,195.73059570933543
1998-11-20,198.00707283939363
1998-11-23,208.43087268254476
1998-11-24,213.80387269076158
1998-11-25,222.1008128847873
1998-11-26,221.29554929874993
1998-11-27,223.90435571421636
1998-11-30,229.8818462657845
1998-12-01,242.6380816909823
1998-12-02,250.28025025072967
1998-12-03,255.89205711582792
1998-12-04,262.4095541366526
1998-12-07,251.80423286067742
1998-12-08,244.98719363506407
1998-12-09,251.6420540798758
1998-12-10,248.37265238043946
1998-12-11,252.43300009184583
1998-12-14,252.85829630403924
1998-12-15,248.37736747605578
1998-12-16,244.79950426248269
1998-12-17,242.34887492335523
1998-12-18,244.32730594829567
1998-12-21,233.35452513953248
1998-12-22,221.92033740407936
1998-12-23,237.44413327844237
1998-12-24,235.04715644199038
1998-12-25,235.04715644199038
1998-12-28,230.95899344605596
1998-12-29,232.53296845470973
1998-12-30,232.60155553084508
1998-12-31,229.23936356134428
1999-01-01,229.23936356134428
1999-01-04,224.2687128985647
1999-01-05,229.25132118025132
1999-01-06,237.8417596089114
1999-01-07,236.64016578107353
1999-01-08,240.45993869379785
1999-01-11,244.8389264217177
1999-01-12,241.41557233484238
1999-01-13,239.70057670671164
1999-01-14,237.6764408487608
1999-01-15,238.68762811312766
1999-01-18,238.68762811312766
1999-01-19,238.68762811312766
1999-01-20,238.68762811312766
1999-01-21,244.1796878457819
1999-01-22,251.4388457558552
1999-01-25,249.33822624765043
1999-01-26,246.58623001109888
1999-01-27,245.06385274646297
1999-01-28,239.2066451001924
1999-01-29,239.06756072282397
1999-02-01,239.06756072282397
1999-02-02,229.6189692868562
1999-02-03,223.89392316692633
1999-02-04,228.65029555387468
1999-02-05,221.71928335614058
1999-02-08,205.3076738452764
1999-02-09,218.4907675821221
1999-02-10,214.15518803963027
1999-02-11,221.38203241021205
1999-02-12,226.31461850517567
1999-02-15,226.31461850517567
1999-02-16,226.31461850517567
1999-02-17,226.31461850517567
1999-02-18,222.7009296407628
1999-02-19,222.79884610501605
1999-02-22,219.64549341327034
1999-02-23,217.6421123194874
1999-02-24,211.89230793722578
1999-02-25,213.58795663288973
1999-02-26,256.9176479258409
1999-03-01,250.2908373755768
1999-03-02,247.71387381108252
1999-03-03,242.6784881298977
1999-03-04,244.48275527873784
1999-03-05,242.46109285884145
1999-03-08,241.32494954587048
1999-03-09,246.6172915831029
1999-03-10,243.5389932626059
1999-03-11,240.42131974813614
1999-03-12,243.1371091899144
1999-03-15,240.48652458999481
1999-03-16,237.39276696664822
1999-03-17,235.73466128798867
1999-03-18,236.78981890871952
1999-03-19,236.35112022281075
1999-03-22,228.65448301888327
1999-03-23,225.55933067264337
1999-03-24,218.60280216178802
1999-03-25,225.08053745158335
1999-03-26,225.35158062139212
1999-03-29,225.35158062139212
1999-03-30,224.36495775457627
1999-03-31,228.64819866389192
1999-04-01,242.2683122502785
1999-04-02,252.82109036809067
1999-04-05,244.9786434933381
1999-04-06,250.33875845485596
1999-04-07,246.75747583055485
1999-04-08,245.3741370708438
1999-04-09,250.4720489247056
1999-04-12,249.83936868445997
1999-04-13,255.96153266307073
1999-04-14,252.91463016170525
1999-04-15,258.82901698222184
1999-04-16,272.1149927961414
1999-04-19,279.3007236834965
1999-04-20,274.39024562054544
1999-04-21,268.4465325397595
1999-04-22,282.1534998363892
1999-04-23,287.9111207041726
1999-04-26,303.51095401746517
1999-04-27,297.7549578032741
1999-04-28,297.5529256023218
1999-04-29,304.16882462521136
1999-04-30,307.41893687400136
1999-05-03,300.4467841747664
1999-05-04,305.9575515653545
1999-05-05,313.96993584186635
1999-05-06,317.17455927578897
1999-05-07,310.8425268428162
1999-05-10,317.32027571792105
1999-05-11,329.9123940351585
1999-05-12,325.39186135924473
1999-05-13,326.649108600226
1999-05-14,334.11203155530086
1999-05-17,338.5543087955292
1999-05-18,359.6787443843129
1999-05-19,362.38252455501464
1999-05-20,371.387934075353
1999-05-21,368.0144013786197
1999-05-24,345.8998221562332
1999-05-25,357.80679300423645
1999-05-26,352.3653446253011
1999-05-27,350.73003722295533
1999-05-28,342.2852616799703
1999-05-31,330.1251218943734
1999-06-01,347.24623921181484
1999-06-02,336.50227531347406
1999-06-03,335.5500142194749
1999-06-04,332.73118936351955
1999-06-07,327.6474610460698
1999-06-08,347.6869013122839
1999-06-09,346.1919590339443
1999-06-10,355.7795871634694
1999-06-11,362.16387288233955
1999-06-14,378.80402786252756
1999-06-15,375.02408710446275
1999-06-16,386.4615624023417
1999-06-17,385.68060000737626
1999-06-18,382.54256453955173
1999-06-21,381.60601856221916
1999-06-22,389.08242589954665
1999-06-23,393.964265678128
1999-06-24,395.9603858625073
1999-06-25,402.37030605289283
1999-06-28,412.60309283350284
1999-06-29,423.6638474618299
1999-06-30,417.4785678517478
1999-07-01,433.8274015265316
1999-07-02,444.02783723760047
1999-07-05,449.2206760911878
1999-07-06,457.67399200743864
1999-07-07,449.38760959085755
1999-07-08,464.56700017926715
1999-07-09,473.0446583820677
1999-07-12,485.26756088459507
1999-07-13,473.99860679473943
1999-07-14,495.7928320886058
1999-07-15,503.3507031417804
1999-07-16,490.6132910196588
1999-07-19,482.4063476223647
1999-07-20,477.1470020602368
1999-07-21,487.3708472622929
1999-07-22,470.7256135409379
1999-07-23,456.4299402452217
1999-07-26,412.7459781643804
1999-07-27,444.00003816624906
1999-07-28,427.7540862367073
1999-07-29,422.8011587157488
1999-07-30,416.3300184334987
1999-08-02,378.042944260299
1999-08-03,394.26670817006533
1999-08-04,372.19560417486105
1999-08-05,365.5953904841865
1999-08-06,362.03576007298284
1999-08-09,326.1544325831583
1999-08-10,349.40921910123814
1999-08-11,346.10810649676216
1999-08-12,382.95693743696245
1999-08-13,399.80028181313867
1999-08-16,392.5103458386196
1999-08-17,376.1378980961405
1999-08-18,388.735053743901
1999-08-19,381.06819624143895
1999-08-20,390.7667200009628
1999-08-23,401.01860541111074
1999-08-24,410.5204906861972
1999-08-25,403.3221140698108
1999-08-26,397.7346815672804
1999-08-27,404.69207563368695
1999-08-30,479.5645167937992
1999-08-31,479.5645167937992
1999-09-01,466.36419047646694
1999-09-02,455.1867693872799
1999-09-03,462.5859773631705
1999-09-06,461.98897816202907
1999-09-07,459.01320610335137
1999-09-08,459.8296257107497
1999-09-09,453.0434240555131
1999-09-10,447.1611797246462
1999-09-13,445.87631749718673
1999-09-14,441.6228100798263
1999-09-15,437.8402759300464
1999-09-16,445.196832669594
1999-09-17,443.7622375038133
1999-09-20,435.3363514511196
1999-09-21,455.7527669546051
1999-09-22,440.45388461905935
1999-09-23,435.27361468301933
1999-09-24,430.24421708667273
1999-09-27,421.04365374640986
1999-09-28,421.8414780313203
1999-09-29,424.4574280319885
1999-09-30,416.3247510661947
1999-10-01,421.37585335709406
1999-10-04,422.97690221830953
1999-10-05,444.4695386657161
1999-10-06,441.3863960294155
1999-10-07,456.32264643958234
1999-10-08,461.6344876367524
1999-10-11,474.48488566898726
1999-10-12,465.6285240935205
1999-10-13,456.05521563737796
1999-10-14,458.6078753677687
1999-10-15,441.20416209027843
1999-10-18,431.778626041627
1999-10-19,445.5281118593953
1999-10-20,441.1922567611689
1999-10-21,442.338487406803
1999-10-22,444.86369843188834
1999-10-25,443.06134345485077
1999-10-26,440.607832176917
1999-10-27,439.36030912709685
1999-10-28,448.39026887060686
1999-10-29,441.5684140545138
1999-11-01,434.6627858211666
1999-11-02,429.80671327050254
1999-11-03,429.3346833898265
1999-11-04,424.4764405408939
1999-11-05,422.1804679148213
1999-11-08,422.1804679148213
1999-11-09,414.4433903847823
1999-11-10,429.6050383566739
1999-11-11,423.2933728942107
1999-11-12,421.30085393809355
1999-11-15,423.41565028715115
1999-11-16,418.3238961882103
1999-11-17,418.1120529771097
1999-11-18,420.073648746496
1999-11-19,429.78778939515996
1999-11-22,434.9880903972454
1999-11-23,441.8574463398066
1999-11-24,438.4934824700086
1999-11-25,434.8243492475505
1999-11-26,438.53507664018497
1999-11-29,438.54247893033437
1999-11-30,428.9276617864477
1999-12-01,425.69213155952696
1999-12-02,425.08737989559586
1999-12-03,423.4935625650369
1999-12-06,424.5148037703235
1999-12-07,427.92584695224843
1999-12-08,424.58610063948186
1999-12-09,427.87104878442676
1999-12-10,428.26504353340596
1999-12-13,445.5425808881153
1999-12-14,440.0099843543991
1999-12-15,436.0330567704807
1999-12-16,435.6238827043836
1999-12-17,444.04509811040754
1999-12-20,450.61846662602477
1999-12-21,450.1664317929923
1999-12-22,448.55609366669074
1999-12-23,449.70674815226255
1999-12-24,449.87125735818387
1999-12-27,450.41414368463586
1999-12-28,455.67921370324217
1999-12-29,459.17113723082514
1999-12-30,462.7274603356923
1999-12-31,462.7274603356923
2000-01-03,488.98421939714257
2000-01-04,487.3857158968938
2000-01-05,474.6041178867296
2000-01-06,473.6740703898071
2000-01-07,473.6740703898071
2000-01-10,473.6740703898071
2000-01-11,488.5757543549364
2000-01-12,496.0817425979359
2000-01-13,495.7324892254494
2000-01-14,503.3381028466421
2000-01-17,519.190038083454
2000-01-18,525.6598881655788
2000-01-19,520.672042664062
2000-01-20,544.6264406043687
2000-01-21,547.6296566091319
2000-01-24,543.8654858246823
2000-01-25,547.0548928796904
2000-01-26,531.2578738273321
2000-01-27,533.9044183735646
2000-01-28,520.9752419786258
2000-01-31,512.291040105403
2000-02-01,512.291040105403
2000-02-02,534.121480972531
2000-02-03,539.3521235845353
2000-02-04,539.3774582801472
2000-02-07,539.3774582801472
2000-02-08,554.4214183332058
2000-02-09,572.3710213410982
2000-02-10,580.322777629874
2000-02-11,588.5731813780031
2000-02-14,590.8875689189683
2000-02-15,579.9459810450038
2000-02-16,585.0666532949696
2000-02-17,592.9959271827382
2000-02-18,597.5578939902406
2000-02-21,601.0389481467101
2000-02-22,600.9292641180313
2000-02-23,612.6577801544687
2000-02-24,632.1348171847351
2000-02-25,618.9020471375286
2000-02-28,595.7846010927126
2000-02-29,587.8369521602252
2000-03-01,585.6568574499222
2000-03-02,552.2193203606026
2000-03-03,571.3685115061594
2000-03-06,558.7592368724963
2000-03-07,542.8907562964005
2000-03-08,549.2906316152181
2000-03-09,549.045308572145
2000-03-10,578.2856275144109
2000-03-13,563.7889591453126
2000-03-14,558.9388279052777
2000-03-15,558.059053234123
2000-03-16,558.059053234123
2000-03-17,562.7103039918985
2000-03-20,552.4122585952082
2000-03-21,559.5241611445294
2000-03-22,565.1251232246317
2000-03-23,582.8330889480486
2000-03-24,584.7583145108982
2000-03-27,599.3294585708065
2000-03-28,603.8442140264276
2000-03-29,605.9647654590473
2000-03-30,591.3721246871683
2000-03-31,597.0981475062855
2000-04-03,598.1113153550243
2000-04-04,591.5705782443953
2000-04-05,581.1270146497126
2000-04-06,581.1270146497126
2000-04-07,583.1678203665224
2000-04-10,574.6425973390088
2000-04-11,577.0684228256068
2000-04-12,578.9370999686842
2000-04-13,571.0609009285523
2000-04-14,570.2359349828777
2000-04-17,528.7795592102137
2000-04-18,531.4334937747728
2000-04-19,540.5060956909032
2000-04-20,531.4419150225436
2000-04-21,531.7382382934512
2000-04-24,523.028914640648
2000-04-25,532.9319687549539
2000-04-26,532.9073092394685
2000-04-27,533.439294000622
2000-04-28,535.4306753687102
