Date,QATAR SMALL VALUE
2014-05-30,1000.0
2014-06-02,992.2390056663833
2014-06-03,977.2463722148472
2014-06-04,974.2451694166069
2014-06-05,990.8684657835362
2014-06-06,990.8412482349298
2014-06-09,992.0192153755388
2014-06-10,980.411599224417
2014-06-11,970.8979747566611
2014-06-12,969.5894366337546
2014-06-13,969.5761206583016
2014-06-16,951.4870731344654
2014-06-17,953.2841715834019
2014-06-18,952.4790053270956
2014-06-19,963.7793177096469
2014-06-20,963.7793177096468
2014-06-23,958.8374066571192
2014-06-24,939.4063699803268
2014-06-25,937.371110324922
2014-06-26,925.7461645907267
2014-06-27,925.7461645907267
2014-06-30,896.7132328155203
2014-07-01,944.38159089672
2014-07-02,952.5017815601595
2014-07-03,949.8335029290307
2014-07-04,949.8465477630979
2014-07-07,969.8825235231343
2014-07-08,984.8801868433452
2014-07-09,997.7811842482276
2014-07-10,1000.2536632587659
2014-07-11,1000.2536632587661
2014-07-14,996.673965574538
2014-07-15,1002.1218918154068
2014-07-16,1006.2956675615023
2014-07-17,1029.605831668779
2014-07-18,1029.605831668779
2014-07-21,1033.8144518268923
2014-07-22,1042.7938483083515
2014-07-23,1042.5831101085182
2014-07-24,1030.7290777280248
2014-07-25,1030.7290777280245
2014-07-28,1033.2339498655138
2014-07-29,1033.2765164934947
2014-07-30,1033.2765164934945
2014-07-31,1033.2765164934942
2014-08-01,1033.276516493494
2014-08-04,1053.3513269860678
2014-08-05,1080.9149366337604
2014-08-06,1077.689474483306
2014-08-07,1081.8481277430558
2014-08-08,1081.8481277430558
2014-08-11,1092.0051794629217
2014-08-12,1106.746424533815
2014-08-13,1109.685323529892
2014-08-14,1101.1951450337197
2014-08-15,1101.1649032204928
2014-08-18,1100.9354989467317
2014-08-19,1105.513057693741
2014-08-20,1102.603995556294
2014-08-21,1110.5267715804857
2014-08-22,1110.4505284616594
2014-08-25,1115.137423919122
2014-08-26,1104.8487599379437
2014-08-27,1099.2579156840934
2014-08-28,1083.7890861586004
2014-08-29,1083.8337330780014
2014-09-01,1092.8615064512362
2014-09-02,1087.8797899396109
2014-09-03,1091.8213103430037
2014-09-04,1089.4411329807176
2014-09-05,1089.4411329807176
2014-09-08,1095.355092662482
2014-09-09,1101.2846935284729
2014-09-10,1100.7916028210493
2014-09-11,1099.0525740981475
2014-09-12,1099.0525740981477
2014-09-15,1106.872494735071
2014-09-16,1115.4261076187006
2014-09-17,1111.9356532873485
2014-09-18,1113.1637207511085
2014-09-19,1113.1637207511085
2014-09-22,1101.327894593653
2014-09-23,1090.2977289804087
2014-09-24,1087.7822761764764
2014-09-25,1087.4270591445609
2014-09-26,1087.4270591445609
2014-09-29,1078.244615880738
2014-09-30,1080.6286832771639
2014-10-01,1078.764652458246
2014-10-02,1082.420951152466
2014-10-03,1082.4060894695588
2014-10-06,1082.4060894695588
2014-10-07,1082.3763673280207
2014-10-08,1082.3763673280207
2014-10-09,1082.3763673280207
2014-10-10,1082.3912281947494
2014-10-13,1059.2930718654723
2014-10-14,1049.5627603908674
2014-10-15,1027.6502592858515
2014-10-16,1002.3482335008887
2014-10-17,1002.3344710306353
2014-10-20,1003.7313518847784
2014-10-21,1007.5781555393107
2014-10-22,1024.1264554714119
2014-10-23,1023.8946792085591
2014-10-24,1023.9509147564431
2014-10-27,1006.4972649488575
2014-10-28,1014.3623956913925
2014-10-29,1022.1192745172127
2014-10-30,1013.2489887371904
2014-10-31,1013.2072517437919
2014-11-03,1011.8742058835436
2014-11-04,1014.4941642778704
2014-11-05,997.1950879282322
2014-11-06,1005.6585964200673
2014-11-07,1005.6585964200675
2014-11-10,1017.7176546770063
2014-11-11,1016.1882360162043
2014-11-12,1022.6793210015962
2014-11-13,1027.854069009331
2014-11-14,1027.8258440544612
2014-11-17,1029.6362795807445
2014-11-18,1036.1512058891851
2014-11-19,1042.9290459990787
2014-11-20,1049.9566187280004
2014-11-21,1049.9566187280004
2014-11-24,1045.2239798107694
2014-11-25,1035.3599114499368
