Date,TAIWAN SMALL VALUE
1996-09-30,1419.4804024027792
1996-10-31,1440.8808697171344
1996-11-29,1478.7826437019287
1996-12-31,1581.052508559322
1997-01-01,1581.052508559322
1997-01-02,1581.052508559322
1997-01-03,1581.052508559322
1997-01-06,1574.3783414247164
1997-01-07,1594.4471969262972
1997-01-08,1598.7294093141704
1997-01-09,1614.7777055807314
1997-01-10,1639.6232706875
1997-01-13,1675.51428183307
1997-01-14,1671.4377625134148
1997-01-15,1688.902831574148
1997-01-16,1695.6230859343088
1997-01-17,1692.9074941496926
1997-01-20,1739.6504937527598
1997-01-21,1739.3478923123573
1997-01-22,1746.6394036262004
1997-01-23,1707.0024626904305
1997-01-24,1717.165255422999
1997-01-27,1696.202859566274
1997-01-28,1692.1660491728148
1997-01-29,1689.3102886687
1997-01-30,1705.3062078491982
1997-01-31,1714.348259649336
1997-02-03,1720.943384206454
1997-02-04,1720.943384206454
1997-02-05,1717.1885986409127
1997-02-06,1717.1885986409127
1997-02-07,1716.5643934069467
1997-02-10,1717.1885986409127
1997-02-11,1734.3046091407725
1997-02-12,1758.9564321330074
1997-02-13,1782.2226026362137
1997-02-14,1772.9459655924195
1997-02-17,1821.872414525978
1997-02-18,1810.0691679377742
1997-02-19,1827.3287626481213
1997-02-20,1847.8425949498185
1997-02-21,1889.7977516858427
1997-02-24,1909.7464574165956
1997-02-25,1916.905175089904
1997-02-26,1884.7686193023899
1997-02-27,1919.7742685898836
1997-02-28,1909.8714877916707
1997-03-03,1901.2176402401358
1997-03-04,1933.7814398270157
1997-03-05,1948.5828027257312
1997-03-06,1969.6411202648083
1997-03-07,2002.600914830011
1997-03-10,2016.7192918269775
1997-03-11,2060.4672390643805
1997-03-12,2069.0092861154044
1997-03-13,2059.342694757202
1997-03-14,2068.348128609274
1997-03-17,2098.263906814404
1997-03-18,2124.8739105703453
1997-03-19,2100.141076957705
1997-03-20,2136.910857878381
1997-03-21,2048.986196196866
1997-03-24,1989.662104701031
1997-03-25,1961.347345162514
1997-03-26,2018.8464501491835
1997-03-27,2040.3485274038785
1997-03-28,2056.25814467275
1997-03-31,2037.4454243300652
1997-04-01,2080.5205338877086
1997-04-02,2102.177445473437
1997-04-03,2122.69916875673
1997-04-04,2122.69916875673
1997-04-07,2151.341831396022
1997-04-08,2125.4311684799727
1997-04-09,2166.4065194577543
1997-04-10,2153.784844852681
1997-04-11,2168.6050346357397
1997-04-14,2192.1171340991414
1997-04-15,2195.3421795157133
1997-04-16,2192.1184465360516
1997-04-17,2157.941405754126
1997-04-18,2114.1723510730917
1997-04-21,2131.8818663258985
1997-04-22,2135.366144684797
1997-04-23,2163.676990274433
1997-04-24,2155.930050438932
1997-04-25,2166.4363943061444
1997-04-28,2142.33463392544
1997-04-29,2116.4273191296575
1997-04-30,2097.735718688024
1997-05-01,2097.735718688024
1997-05-02,2009.768068837522
1997-05-05,2019.5955640619943
1997-05-06,2028.859461568326
1997-05-07,2045.3249507099736
1997-05-08,2035.2796927511781
1997-05-09,1988.465241725898
1997-05-12,1903.57503965208
1997-05-13,1885.5646818204216
1997-05-14,1939.7696318028704
1997-05-15,1908.0967545453325
1997-05-16,1908.787564914432
1997-05-19,1918.578031995783
1997-05-20,1903.81674626306
1997-05-21,1906.4487573848885
1997-05-22,1933.6847460128176
1997-05-23,1925.9418609602428
1997-05-26,1906.5492415822555
1997-05-27,1883.2060650647409
1997-05-28,1856.7526755710353
1997-05-29,1834.132078018717
1997-05-30,1823.2893716705769
1997-06-02,1899.413480756352
1997-06-03,1886.3569655661652
1997-06-04,1883.8359969410105
1997-06-05,1867.8504536256476
1997-06-06,1880.550076772171
1997-06-09,1882.6258220015875
1997-06-10,1882.2077288427613
1997-06-11,1863.13989448191
1997-06-12,1859.2855842053334
1997-06-13,1874.6877598602878
1997-06-16,1917.1144161371205
1997-06-17,1917.8774434181807
1997-06-18,1903.8676047600134
1997-06-19,1872.2098680697718
1997-06-20,1872.089109167782
1997-06-23,1875.1938832503995
1997-06-24,1876.2067841453302
1997-06-25,1867.2823612509826
1997-06-26,1829.5343140907878
1997-06-27,1860.2690215241498
1997-06-30,1908.2676392221574
1997-07-01,1908.2676392221574
1997-07-02,1921.576441027798
1997-07-03,1922.0851370360417
1997-07-04,1924.1575376423823
1997-07-07,1916.7040426372785
1997-07-08,1914.8797726463401
1997-07-09,1903.9627454403337
1997-07-10,1907.6109817482395
1997-07-11,1904.798820623009
1997-07-14,1909.8845408905195
1997-07-15,1866.4963099356276
1997-07-16,1824.3500022888695
1997-07-17,1832.5071034740906
1997-07-18,1839.4502306417135
1997-07-21,1881.0093468555915
1997-07-22,1852.2731100541027
1997-07-23,1829.4951373381946
1997-07-24,1856.0402791001534
1997-07-25,1850.6250833181336
1997-07-28,1834.3799512644716
1997-07-29,1832.0428165049752
1997-07-30,1848.9529746522658
1997-07-31,1858.6686577417238
1997-08-01,1847.9646366161128
1997-08-04,1835.1454134952892
1997-08-05,1837.3712927318968
1997-08-06,1835.9529871123273
1997-08-07,1825.8705450673003
1997-08-08,1860.4206057902747
1997-08-11,1888.3055095343966
1997-08-12,1870.3913357523277
1997-08-13,1835.5177707615119
1997-08-14,1853.1961162941352
1997-08-15,1866.5177208180432
1997-08-18,1862.4770336894132
1997-08-19,1866.418540423573
1997-08-20,1867.3813512381098
1997-08-21,1868.963848946543
1997-08-22,1886.0480865220059
1997-08-25,1902.1921995535429
1997-08-26,1926.619455239152
1997-08-27,1902.619645270306
1997-08-28,1894.734089591599
1997-08-29,1892.7219242109395
1997-09-01,1848.9596895174575
1997-09-02,1800.9056651646633
1997-09-03,1843.1930858670514
1997-09-04,1810.4374926955468
1997-09-05,1840.06154746034
1997-09-08,1857.6949885739211
1997-09-09,1840.6210737284418
1997-09-10,1852.4753412958464
