Date,PERU SMALL VALUE
1995-05-31,169.74239083543134
1995-06-30,181.34463785716008
1995-07-31,190.94043336234265
1995-08-31,185.6366309371675
1995-09-29,167.73465956799893
1995-10-31,157.87252152408544
1995-11-30,151.7111385226449
1995-12-29,148.72758556768872
1996-01-31,147.43824539509117
1996-02-29,157.76235702410273
1996-03-29,148.81837459715655
1996-04-30,150.96176712422326
1996-05-31,138.50615562486502
1996-06-28,145.09897330496165
1996-07-31,134.78021289288424
1996-08-30,129.67292031790927
1996-09-30,145.57884306241183
1996-10-31,134.66572915922555
1996-11-29,126.98961820065183
1996-12-31,126.70888291431447
1997-01-01,126.70888291431447
1997-01-02,125.2076381064222
1997-01-03,126.0991125695688
1997-01-06,125.4089157567223
1997-01-07,127.40335645460041
1997-01-08,125.92743245185274
1997-01-09,125.92749507636772
1997-01-10,125.94895056000303
1997-01-13,126.11942100791171
1997-01-14,127.0979675897113
1997-01-15,126.92385475195053
1997-01-16,127.11920247183211
1997-01-17,126.87217938217826
1997-01-20,125.13601184575883
1997-01-21,124.80788772146349
1997-01-22,123.21740317829169
1997-01-23,123.51427650889765
1997-01-24,123.10029863240848
1997-01-27,123.1272936068371
1997-01-28,122.72176760975698
1997-01-29,123.4657889111505
1997-01-30,124.75716652599634
1997-01-31,124.36788434010407
1997-02-03,123.4138103443509
1997-02-04,126.5313977823035
1997-02-05,130.25040404562907
1997-02-06,128.6159503290019
1997-02-07,126.42925577541818
1997-02-10,126.62850671601416
1997-02-11,124.03691581960557
1997-02-12,124.31369613635567
1997-02-13,125.04497321295302
1997-02-14,124.1646426839666
1997-02-17,124.33021560794917
1997-02-18,124.08781631230572
1997-02-19,124.4089858278681
1997-02-20,124.29121662475436
1997-02-21,124.4012795412132
1997-02-24,124.21279275402955
1997-02-25,123.80700298504675
1997-02-26,124.11668198124514
1997-02-27,124.40102571450363
1997-02-28,125.50874949314812
1997-03-03,125.75231516518178
1997-03-04,126.4152291098508
1997-03-05,127.08485834689407
1997-03-06,128.14118817990467
1997-03-07,134.06856421261696
1997-03-10,133.8560622247704
1997-03-11,134.35020637579598
1997-03-12,133.9000571447882
1997-03-13,131.01224107129914
1997-03-14,129.2149862257772
1997-03-17,129.9053205575923
1997-03-18,130.93667412925046
1997-03-19,130.079281314418
1997-03-20,129.47510427412368
1997-03-21,130.58893940275874
1997-03-24,129.55571988534737
1997-03-25,127.73593591960221
1997-03-26,127.10295339060774
1997-03-27,127.10295339060774
1997-03-28,127.10295339060774
1997-03-31,127.11768762134253
1997-04-01,126.56315466274872
1997-04-02,126.40257516507936
1997-04-03,127.78635443893101
1997-04-04,126.60395727399809
1997-04-07,126.43995202646552
1997-04-08,126.58334788419394
1997-04-09,127.22719070841745
1997-04-10,128.24574309591847
1997-04-11,127.99302448692139
1997-04-14,128.31951537288148
1997-04-15,128.2265508310522
1997-04-16,128.46799296435495
1997-04-17,128.3009713868842
1997-04-18,128.00957863158763
1997-04-21,127.97093218730707
1997-04-22,127.53068511035777
1997-04-23,128.1902880702533
1997-04-24,127.47435940945695
1997-04-25,127.20608056605153
1997-04-28,127.67585228700553
1997-04-29,128.03178711818717
1997-04-30,129.02549341955566
1997-05-01,129.02549341955566
1997-05-02,137.93839254348492
1997-05-05,129.1331212486327
1997-05-06,128.66613855627043
1997-05-07,128.19834061491798
1997-05-08,128.49598945391148
1997-05-09,128.78802570737375
1997-05-12,132.0121151635446
1997-05-13,131.206287876113
1997-05-14,132.3339215889667
1997-05-15,132.33201475533053
1997-05-16,132.8231414487997
1997-05-19,133.02520758787156
1997-05-20,135.4424476489853
1997-05-21,140.99727301315207
1997-05-22,143.121435673266
1997-05-23,143.5262031156441
1997-05-26,143.90050896760255
1997-05-27,143.71065501376268
1997-05-28,144.62334855576688
1997-05-29,142.66308075805486
1997-05-30,149.16184944530593
1997-06-02,154.58576849485786
1997-06-03,148.87486299126886
1997-06-04,145.68266925044057
1997-06-05,150.1579019475147
1997-06-06,149.32468270636602
1997-06-09,146.86490314481068
1997-06-10,142.352283602342
1997-06-11,143.63730650491522
1997-06-12,144.69068240974514
1997-06-13,145.94868936536437
1997-06-16,146.80077474832905
1997-06-17,147.34823766650976
1997-06-18,145.20526124320256
1997-06-19,146.88541359511572
1997-06-20,146.98140511140315
1997-06-23,146.85314111188794
