Date,BRAZIL SMALL VALUE
1994-05-31,62.23510003754677
1994-06-30,61.766950324692125
1994-07-29,65.98647710417076
1994-08-31,89.33954960926498
1994-09-30,98.69918965276204
1994-10-31,106.74604845775812
1994-11-30,111.6906912671688
1994-12-30,110.78368534859844
1995-01-31,102.11715725465615
1995-02-28,95.755566568113
1995-03-31,86.58096952360903
1995-04-28,88.65538504515646
1995-05-31,88.95670128762971
1995-06-30,84.73581630579768
1995-07-31,79.54642798562213
1995-08-31,75.5171143123934
1995-09-29,74.71794581434831
1995-10-31,67.7102793759877
1995-11-30,60.47045159605274
1995-12-29,56.39494326179363
1996-01-31,60.0238234689869
1996-02-29,60.31605678351339
1996-03-29,57.15523732045889
1996-04-30,57.69538051928496
1996-05-31,63.88152204716946
1996-06-28,64.49591187283596
1996-07-31,63.39251831862251
1996-08-30,61.32232951491559
1996-09-30,64.1327752303731
1996-10-31,64.06169664668806
1996-11-29,65.16206704140339
1996-12-31,63.973039109685594
1997-01-01,63.88553497195037
1997-01-02,63.80695630054207
1997-01-03,63.85818568485513
1997-01-06,63.56035247885795
1997-01-07,63.86029155017809
1997-01-08,64.04044548743242
1997-01-09,63.937356693328454
1997-01-10,63.56682474580644
1997-01-13,63.81617161496021
1997-01-14,64.52264037983032
1997-01-15,64.3751579274614
1997-01-16,65.60238359019912
1997-01-17,65.98890254174103
1997-01-20,66.43368555254816
1997-01-21,66.76374455956811
1997-01-22,66.81246178064464
1997-01-23,67.5082917216321
1997-01-24,67.61098874443627
1997-01-27,67.76795101343251
1997-01-28,68.586402158738
1997-01-29,67.74442987979776
1997-01-30,67.90471749285993
1997-01-31,67.99674363788981
1997-02-03,67.99833171661807
1997-02-04,67.97103557394972
1997-02-05,68.79126933507303
1997-02-06,69.16771212485015
1997-02-07,69.84567074059956
1997-02-10,69.84567074059956
1997-02-11,69.88930155497606
1997-02-12,70.80592792222834
1997-02-13,71.50889901418168
1997-02-14,72.9245641194172
1997-02-17,72.94819615355428
1997-02-18,72.99995519660881
1997-02-19,73.34008796336286
1997-02-20,72.63143720701585
1997-02-21,72.82086474019877
1997-02-24,73.83625314115916
1997-02-25,74.83792512201546
1997-02-26,74.4216809733237
1997-02-27,73.82593932551558
1997-02-28,74.17854220036256
1997-03-03,74.2767656539846
1997-03-04,74.37243339624528
1997-03-05,74.25594159971267
1997-03-06,74.12724104438226
1997-03-07,74.4306642253986
1997-03-10,75.43042106049487
1997-03-11,75.9195190955025
1997-03-12,74.99085950794449
1997-03-13,74.77392644529345
1997-03-14,75.2475839782355
1997-03-17,74.55886576749606
1997-03-18,74.08036956029362
1997-03-19,73.8763291391732
1997-03-20,74.49492688080355
1997-03-21,74.60896545368493
1997-03-24,74.69041398177308
1997-03-25,75.002823698117
1997-03-26,75.18645406486962
1997-03-27,75.18645406486962
1997-03-28,75.17157616045803
1997-03-31,74.67933961199473
1997-04-01,74.55653059938733
1997-04-02,74.2598390546392
1997-04-03,74.65012860682988
1997-04-04,75.10864351375714
1997-04-07,75.16956156795631
1997-04-08,75.1848040055831
1997-04-09,75.23191262515016
1997-04-10,75.13180157999723
1997-04-11,74.51884636403692
1997-04-14,73.68236461571186
1997-04-15,73.62564832569812
1997-04-16,72.77197980654566
1997-04-17,72.12606254609639
1997-04-18,72.15347687267644
1997-04-21,72.13870936969482
1997-04-22,71.94942270720676
1997-04-23,73.30247665124223
1997-04-24,73.49051000442623
1997-04-25,73.24421967844086
1997-04-28,73.41589557744555
1997-04-29,73.74700858897508
1997-04-30,73.90224433635709
1997-05-01,73.88744540134978
1997-05-02,74.43535035439074
1997-05-05,73.74395696212319
1997-05-06,74.34364527924566
1997-05-07,74.33493234967271
1997-05-08,75.9471777198886
1997-05-09,76.14356315216496
1997-05-12,76.81967510219154
1997-05-13,77.18294730593558
1997-05-14,76.27703854491563
1997-05-15,77.07986750444344
1997-05-16,78.02104252633373
1997-05-19,77.62401549799183
1997-05-20,78.1001743807666
1997-05-21,78.18070219257073
1997-05-22,78.12530254063805
1997-05-23,78.40973559044268
1997-05-26,80.9898933720264
1997-05-27,81.47159601335945
1997-05-28,82.58726608683183
1997-05-29,82.58726608683183
1997-05-30,82.42829996267503
1997-06-02,81.81268731911855
1997-06-03,80.93982730003378
1997-06-04,80.70451609565244
1997-06-05,80.67000098317534
1997-06-06,81.42917811381795
1997-06-09,81.01520518836709
1997-06-10,81.11507434121884
1997-06-11,80.78132625127782
1997-06-12,82.0523513642706
1997-06-13,82.65265675719999
1997-06-16,83.66995138766461
1997-06-17,84.2591044666795
1997-06-18,85.34685417713246
1997-06-19,86.01033324844043
1997-06-20,85.79448304486996
1997-06-23,85.91553096600306
1997-06-24,88.470528663326
1997-06-25,90.4458221140455
1997-06-26,90.71670274461883
1997-06-27,90.31697094578989
1997-06-30,90.83269860183114
1997-07-01,91.53692273989293
1997-07-02,92.15383181425982
1997-07-03,92.15300497658359
1997-07-04,93.3677653575626
1997-07-07,93.4270707339686
1997-07-08,92.7708697474859
