Date,EMERGING MARKETS EQUAL COUNTRY WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1007.2955272023365
1999-01-05,1021.283448957855
1999-01-06,1048.943519300353
1999-01-07,1065.569263215944
1999-01-08,1071.3541462350615
1999-01-11,1063.3388456523282
1999-01-12,1040.7691409555223
1999-01-13,970.564045942832
1999-01-14,960.5867060021098
1999-01-15,982.3462666734615
1999-01-18,998.8856333275995
1999-01-19,997.5767728829445
1999-01-20,1014.141527567893
1999-01-21,1001.7626064950817
1999-01-22,980.5207629378992
1999-01-25,970.6792290816985
1999-01-26,980.7589381905799
1999-01-27,997.1368443626809
1999-01-28,998.6849120396756
1999-01-29,1006.7750769276588
1999-02-01,1021.6060520979604
1999-02-02,1011.1703104146387
1999-02-03,1011.8916614521147
1999-02-04,1013.3526000789894
1999-02-05,1005.6504723103469
1999-02-08,1007.4291995975357
1999-02-09,1000.0668197213615
1999-02-10,1006.0983863509357
1999-02-11,1019.7653541299148
1999-02-12,1029.556604995197
1999-02-15,1034.4530268287672
1999-02-16,1045.051574706506
1999-02-17,1036.5283206030297
1999-02-18,1034.8951387867555
1999-02-19,1044.21445987653
1999-02-22,1051.9407411104905
1999-02-23,1045.7190198622748
1999-02-24,1051.3891994352764
1999-02-25,1036.2794330520271
1999-02-26,1048.4158480309798
1999-03-01,1059.3512530654116
1999-03-02,1058.8948543204813
1999-03-03,1065.8533096271062
1999-03-04,1071.4193988202214
1999-03-05,1078.5873251345754
1999-03-08,1093.0506634171677
1999-03-09,1103.5616014748714
1999-03-10,1105.3082426565227
1999-03-11,1126.4439115642515
1999-03-12,1122.3041866924323
1999-03-15,1130.790980248241
1999-03-16,1138.9954253703165
1999-03-17,1138.3431509584157
1999-03-18,1142.6620627917023
1999-03-19,1161.7182238920564
1999-03-22,1159.9828578805252
1999-03-23,1152.2964709091939
1999-03-24,1135.062859793463
1999-03-25,1155.2500782924205
1999-03-26,1166.1342709396
1999-03-29,1167.8695615512183
1999-03-30,1174.062362037944
1999-03-31,1172.1406213309695
1999-04-01,1169.9556498088998
1999-04-02,1179.4632726586171
1999-04-05,1189.4884570581469
1999-04-06,1192.0532688673907
1999-04-07,1198.9348272078755
1999-04-08,1199.4013179512217
1999-04-09,1203.7294851209529
1999-04-12,1195.0448968133524
1999-04-13,1201.253626287178
1999-04-14,1214.6408836266469
1999-04-15,1234.4830105649
1999-04-16,1276.2528551271125
1999-04-19,1309.9873716613356
1999-04-20,1304.7320967762332
1999-04-21,1299.2778213809445
1999-04-22,1310.3150632835893
1999-04-23,1315.166543484385
1999-04-26,1322.3696227375926
1999-04-27,1319.6476388081135
1999-04-28,1328.8273112182524
1999-04-29,1336.7639457326713
1999-04-30,1362.776085714525
1999-05-03,1380.3559792258388
1999-05-04,1403.6269413082448
1999-05-05,1408.5176840158367
1999-05-06,1421.3363785480728
1999-05-07,1420.5025997429873
1999-05-10,1428.129395187537
1999-05-11,1435.2051338245467
1999-05-12,1410.9079280190776
1999-05-13,1422.7296659389592
1999-05-14,1418.5589322364924
1999-05-17,1417.6171135902355
1999-05-18,1437.7118760763624
1999-05-19,1428.159960189393
1999-05-20,1424.3929562981862
1999-05-21,1423.2377911053968
1999-05-24,1417.322770304859
1999-05-25,1389.7232795477141
1999-05-26,1399.2662422458404
1999-05-27,1393.023437872092
1999-05-28,1381.6659463204776
1999-05-31,1393.42523083525
1999-06-01,1392.048768070871
1999-06-02,1397.7507407836176
1999-06-03,1407.7167310784241
1999-06-04,1426.5582404287159
1999-06-07,1439.0002936205362
1999-06-08,1438.0767537287995
1999-06-09,1429.49948585832
1999-06-10,1433.5519743489435
1999-06-11,1433.4061872890438
1999-06-14,1440.5310468403666
1999-06-15,1436.866745444229
1999-06-16,1466.0568323946152
1999-06-17,1484.3977160139154
1999-06-18,1484.0785279697318
1999-06-21,1515.8710307285362
1999-06-22,1522.426578393278
1999-06-23,1504.5319387608736
1999-06-24,1493.0885156954664
1999-06-25,1463.373728468391
1999-06-28,1486.3454060784507
1999-06-29,1494.503188681056
1999-06-30,1501.959468838917
1999-07-01,1531.7660957761939
1999-07-02,1544.6571723035024
1999-07-05,1564.5696874648181
1999-07-06,1559.597988521111
1999-07-07,1553.2705337102811
1999-07-08,1554.0273198425723
1999-07-09,1557.8171264092366
1999-07-12,1568.6035636140357
1999-07-13,1546.4726194445705
1999-07-14,1542.5831422150463
1999-07-15,1548.7454656205575
1999-07-16,1550.385435788904
1999-07-19,1559.0573243824304
1999-07-20,1519.9590326248074
1999-07-21,1502.5715229223356
1999-07-22,1501.1650163009444
1999-07-23,1485.1634940876725
1999-07-26,1436.5423699057199
1999-07-27,1435.6832023095362
1999-07-28,1451.0165059517497
1999-07-29,1435.5636335155173
1999-07-30,1436.2334575633477
1999-08-02,1426.850400315567
