Date,PERU SMALL CAP
1995-05-31,185.53940473355314
1995-06-30,192.16447211494466
1995-07-31,197.36655996207614
1995-08-31,184.13166341264662
1995-09-29,167.61413562437355
1995-10-31,154.91656079305258
1995-11-30,152.72964437779083
1995-12-29,150.4478338232237
1996-01-31,153.24257137018864
1996-02-29,160.27600379581006
1996-03-29,159.0214888458471
1996-04-30,162.77792286803583
1996-05-31,157.64864457621806
1996-06-28,162.44187921224608
1996-07-31,154.8025133330107
1996-08-30,152.57514701745697
1996-09-30,170.82066213845397
1996-10-31,162.81948062371356
1996-11-29,155.19889761219696
1996-12-31,153.05565217996286
1997-01-01,153.05565217996286
1997-01-02,152.40863488593894
1997-01-03,154.0383660086092
1997-01-06,153.02205898310572
1997-01-07,154.47104864018425
1997-01-08,153.4003141783773
1997-01-09,153.50499327787648
1997-01-10,153.39411938357023
1997-01-13,153.20342124415987
1997-01-14,154.39378770150523
1997-01-15,154.66333762621122
1997-01-16,155.04538048379473
1997-01-17,155.57501002567838
1997-01-20,154.34998122264722
1997-01-21,153.41900354326444
1997-01-22,151.7763760142784
1997-01-23,152.08410413315218
1997-01-24,151.1685157735521
1997-01-27,151.02813882609482
1997-01-28,150.9201550296529
1997-01-29,150.8053647080374
1997-01-30,151.98947843036132
1997-01-31,151.93921588608833
1997-02-03,151.25835188831275
1997-02-04,153.6543575676496
1997-02-05,157.82191349711186
1997-02-06,156.8261316958065
1997-02-07,155.3181718054098
1997-02-10,155.0095439074376
1997-02-11,153.1220938873604
1997-02-12,153.52250867087753
1997-02-13,154.2888497116069
1997-02-14,153.98852889879885
1997-02-17,154.28380042785165
1997-02-18,153.97686055014154
1997-02-19,154.4949403136531
1997-02-20,154.5138570152126
1997-02-21,155.1761796141978
1997-02-24,155.44838233980445
1997-02-25,157.24936824865145
1997-02-26,159.45644642403715
1997-02-27,159.324327578929
1997-02-28,159.83694232222607
1997-03-03,160.10037830354682
1997-03-04,160.70072251263167
1997-03-05,161.89453637622506
1997-03-06,163.085917897095
1997-03-07,167.7899392686621
1997-03-10,167.8701653514115
1997-03-11,170.5992803348956
1997-03-12,170.19653215497348
1997-03-13,167.72764366051737
1997-03-14,166.65045695510554
1997-03-17,168.33031201686916
1997-03-18,169.38539548915838
1997-03-19,168.717231427469
1997-03-20,167.4522091588874
1997-03-21,168.5765143394401
1997-03-24,168.99187179938886
1997-03-25,167.92674906457626
1997-03-26,168.5318845892483
1997-03-27,168.5318845892483
1997-03-28,168.5318845892483
1997-03-31,169.55881933140762
1997-04-01,168.33622742236577
1997-04-02,167.87077355556605
1997-04-03,168.4455153904934
1997-04-04,167.81088940056875
1997-04-07,168.60882939039726
1997-04-08,169.0074110121695
1997-04-09,170.75120237069322
1997-04-10,171.26589797769537
1997-04-11,171.50322470087264
1997-04-14,172.5186793636048
1997-04-15,173.9775234511438
1997-04-16,174.20752953869126
1997-04-17,172.83693350288752
1997-04-18,173.13444543580755
1997-04-21,173.15919989911478
1997-04-22,172.64374222983898
1997-04-23,173.55030721970286
1997-04-24,173.00213627984527
1997-04-25,172.8785531242748
1997-04-28,172.9086107824898
1997-04-29,173.130702448195
1997-04-30,173.2534623042806
1997-05-01,173.2534623042806
1997-05-02,178.47048463090252
1997-05-05,173.60391067844907
1997-05-06,173.76806970501838
1997-05-07,172.65143864887892
1997-05-08,173.72475725453975
1997-05-09,174.60249267906732
1997-05-12,176.98857394736828
1997-05-13,176.11627522242017
1997-05-14,180.07531622099478
1997-05-15,180.2367389979883
1997-05-16,179.1550563168633
1997-05-19,180.60264130788016
1997-05-20,184.478462211334
1997-05-21,192.85658576087798
1997-05-22,198.195439102773
1997-05-23,197.07919201992675
1997-05-26,203.75391119836706
1997-05-27,204.0717756435622
1997-05-28,203.67383420522862
1997-05-29,204.68415319910818
1997-05-30,216.32144878736057
1997-06-02,223.24489012583734
1997-06-03,216.48185395127265
