Date,MEXICO SMALL CAP
1996-05-31,280.2555025845423
1996-06-28,283.2529668036644
1996-07-31,274.95180740256353
1996-08-30,293.714268651737
1996-09-30,299.045180429897
1996-10-31,271.08612843345395
1996-11-29,274.9876028518093
1996-12-31,275.0368093457461
1997-01-01,275.0368093457461
1997-01-02,272.0733435731998
1997-01-03,274.9497434753237
1997-01-06,278.58646203230774
1997-01-07,277.4005522336977
1997-01-08,279.2238774387387
1997-01-09,278.68596118348114
1997-01-10,278.99942986285754
1997-01-13,280.7564545023011
1997-01-14,284.175592763529
1997-01-15,286.19644686450386
1997-01-16,286.74068099007224
1997-01-17,291.64384594671935
1997-01-20,292.65347497501523
1997-01-21,294.6600442942984
1997-01-22,297.16556032058276
1997-01-23,297.29546850006165
1997-01-24,296.71449520993167
1997-01-27,294.9986504302795
1997-01-28,295.654512699664
1997-01-29,292.923775337009
1997-01-30,295.8885351254295
1997-01-31,295.72889061458295
1997-02-03,294.8023854121128
1997-02-04,296.71175679209125
1997-02-05,296.78766156486995
1997-02-06,296.0378537937209
1997-02-07,295.9629507670975
1997-02-10,296.3170169394624
1997-02-11,299.34443657804024
1997-02-12,301.0441716230994
1997-02-13,299.6756657237694
1997-02-14,301.8394818854886
1997-02-17,301.87560227607923
1997-02-18,302.6123343535683
1997-02-19,305.9629341232006
1997-02-20,304.4388410245251
1997-02-21,307.23617127337457
1997-02-24,308.0072823478406
1997-02-25,309.89701744470284
1997-02-26,307.6912649717419
1997-02-27,298.71945705350896
1997-02-28,299.42122847854375
1997-03-03,294.8973024690083
1997-03-04,292.61961378658816
1997-03-05,291.6132876698432
1997-03-06,290.95980700380227
1997-03-07,290.4326662604313
1997-03-10,293.7199692293586
1997-03-11,291.45151306711006
1997-03-12,289.30083307808553
1997-03-13,288.30278407126167
1997-03-14,290.23735202435597
1997-03-17,289.77596795331334
1997-03-18,289.52313715486963
1997-03-19,290.3910900876025
1997-03-20,290.40022044878356
1997-03-21,290.4551996650745
1997-03-24,291.1322613835163
1997-03-25,291.8181673856603
1997-03-26,292.12530877507265
1997-03-27,291.1849912575563
1997-03-28,291.1482393969911
1997-03-31,288.78569795781476
1997-04-01,286.3315170497761
1997-04-02,285.8615921509138
1997-04-03,285.0918593977736
1997-04-04,285.1886600339841
1997-04-07,286.80614381730425
1997-04-08,286.05823652230794
1997-04-09,286.12092775183055
1997-04-10,283.6994538979915
1997-04-11,282.500711142919
1997-04-14,280.0611355016342
1997-04-15,281.24537048266814
1997-04-16,282.31627658476145
1997-04-17,281.61616158659183
1997-04-18,281.8401605076585
1997-04-21,282.0435556821725
1997-04-22,282.28295201030943
1997-04-23,284.9360328621125
1997-04-24,286.9415676201264
1997-04-25,287.78108287539226
1997-04-28,285.3811561808787
1997-04-29,286.63861226601466
1997-04-30,288.12139402114815
1997-05-01,288.50241097797715
1997-05-02,290.60003611162387
1997-05-05,290.87592222185646
1997-05-06,291.0994753379858
1997-05-07,292.9396830484567
1997-05-08,296.98244924946914
1997-05-09,298.3460799741207
1997-05-12,301.2710921184542
1997-05-13,303.31984518528805
1997-05-14,302.86034300125783
1997-05-15,302.9948167129762
1997-05-16,302.1030213921289
1997-05-19,301.70950135926137
1997-05-20,304.7441158429563
1997-05-21,306.3992386480123
1997-05-22,305.41231416221353
1997-05-23,303.42148256351754
1997-05-26,301.6904265097066
1997-05-27,300.9202673657961
1997-05-28,298.7252726924648
1997-05-29,299.1775914269405
1997-05-30,300.6047404579557
1997-06-02,301.0886037831968
1997-06-03,302.3782782031199
1997-06-04,304.25358169911004
1997-06-05,300.57262175260496
1997-06-06,301.44371335849047
1997-06-09,302.1363148340582
1997-06-10,301.3763439934737
1997-06-11,304.1272737535089
1997-06-12,304.26650837612823
1997-06-13,307.90161232335316
1997-06-16,308.96560360049045
1997-06-17,312.8618530234596
1997-06-18,313.7094264792216
1997-06-19,315.2916010964771
1997-06-20,318.64819544685986
1997-06-23,318.4233410719472
1997-06-24,317.81677012009084
1997-06-25,316.1190005208742
1997-06-26,318.42020184935296
1997-06-27,323.4397058743547
1997-06-30,325.55299451589656
1997-07-01,327.2350437794824
1997-07-02,330.5001276746282
1997-07-03,332.14752376511296
1997-07-04,336.8621148305626
1997-07-07,347.30438398732815
